Level,Description,2004 Jan,2004 Feb,2004 Mar,2004 Apr,2004 May,2004 Jun,2004 Jul,2004 Aug,2004 Sep,2004 Oct,2004 Nov,2004 Dec,2005 Jan,2005 Feb,2005 Mar,2005 Apr,2005 May,2005 Jun,2005 Jul,2005 Aug,2005 Sep,2005 Oct,2005 Nov,2005 Dec,2006 Jan,2006 Feb,2006 Mar,2006 Apr,2006 May,2006 Jun,2006 Jul,2006 Aug,2006 Sep,2006 Oct,2006 Nov,2006 Dec,2007 Jan,2007 Feb,2007 Mar,2007 Apr,2007 May,2007 Jun,2007 Jul,2007 Aug,2007 Sep,2007 Oct,2007 Nov,2007 Dec,2008 Jan,2008 Feb,2008 Mar,2008 Apr,2008 May,2008 Jun,2008 Jul,2008 Aug,2008 Sep,2008 Oct,2008 Nov,2008 Dec,2009 Jan,2009 Feb,2009 Mar,2009 Apr,2009 May,2009 Jun,2009 Jul,2009 Aug,2009 Sep,2009 Oct,2009 Nov,2009 Dec,2010 Jan,2010 Feb,2010 Mar,2010 Apr,2010 May,2010 Jun,2010 Jul,2010 Aug,2010 Sep,2010 Oct,2010 Nov,2010 Dec,2011 Jan,2011 Feb,2011 Mar,2011 Apr,2011 May,2011 Jun,2011 Jul,2011 Aug,2011 Sep,2011 Oct,2011 Nov,2011 Dec,2012 Jan,2012 Feb,2012 Mar,2012 Apr,2012 May,2012 Jun,2012 Jul,2012 Aug,2012 Sep,2012 Oct,2012 Nov,2012 Dec,2013 Jan,2013 Feb,2013 Mar,2013 Apr,2013 May,2013 Jun,2013 Jul,2013 Aug,2013 Sep,2013 Oct,2013 Nov,2013 Dec,2014 Jan,2014 Feb,2014 Mar,2014 Apr,2014 May,2014 Jun,2014 Jul,2014 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Dec,2015 Jan,2015 Feb,2015 Mar,2015 Apr,2015 May,2015 Jun,2015 Jul,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec
1,Aggregated,45954.2276917,18388.4255469,20679.7148501,27513.7844561,19944.6266944,18810.9117996,26337.1480555,22641.4764705,23963.5652957,26529.3466993,20951.8556309,21558.4012695,43751.9153911,17925.088354,23291.6795677,22340.8098469,18560.1152402,17871.3111219,22545.1565195,19990.55049,23471.8843848,20946.5256198,20242.9404254,21215.3725333,45393.808561,17554.011307,19058.070339,26099.917266,19726.45169,20867.851718,22465.066866,19625.301343,22937.415515,28016.364948,19759.412626,21187.560043,44766.5065092,18209.3338531,22714.3740696,26968.6053096,18453.9775342,21437.7282317,24212.3381587,20687.7591983,23677.3537108,27442.5670964,19875.6145646,21264.8598132,44507.3573648,18003.958314,24004.0009431,21568.5025404,19103.3224547,18335.1847434,23336.2875235,22823.029064,19684.8759787,22791.165915,21337.2668698,19799.3132169,40496.1571308,15534.8709867,17976.3878595,22254.2878339,18453.2808159,16865.3870271,22325.4584832,19215.470772,22930.6008042,24108.6806366,20513.399013,19157.1444425,40496.7327003,16360.8576748,17441.8482623,23147.4803955,16769.5561439,19340.1002518,22983.4165583,21828.277926,22313.4640867,23979.2137295,20642.8968068,18576.6672066,38231.782118,16197.2583527,17470.9223146,24884.5643326,19894.9953472,17816.0718674,26851.6134739,22646.6490595,20541.9460538,24134.9556195,20130.4626342,20272.4380211,42355.8671485,16777.2700288,20940.7475492,25503.048782,17226.1970632,18777.6213249,24722.5690317,21100.1286005,21335.1212461,26128.9801536,22491.6815398,21735.7379333,43383.3875039,18130.1933561,20713.8429638,26439.9304999,19359.0810487,17793.0114162,23495.8048885,19981.3531802,21027.788722,26843.1390334,20546.8340199,22080.235151,45215.8374309,17697.9955287,23775.0229685,28373.6043187,20334.4466186,23766.6768217,25456.8552268,23713.4573891,23757.2265568,28328.6928168,24348.0263939,22788.3679769,44058.1353342,19950.6604537,24606.4064464,27164.9762821,23633.2921835,20998.1355058,26464.0627974,24168.7193366,25172.183184,27254.392246,26744.065957,23262.4333997
2,NSW,15977.9438792,5884.6297819,6383.9148112,9751.5248312,6059.5507786,5815.7587619,7498.3577517,6258.6309613,6896.3644215,9038.7886159,6245.0760443,7302.4027228,14664.6342299,6269.1185198,8383.4729973,7437.2086636,5927.1987017,5338.9215515,7120.6979243,6107.4757846,6306.5848364,6534.8551719,6103.2916729,6665.7401728,16220.051955,5745.274984,6107.241362,8882.288487,5967.944482,6765.01658,7189.347525,6162.168076,6745.889003,8303.439583,5934.059347,7007.086144,16118.0483051,5375.6141203,6576.9603042,9522.3233548,5533.6743987,5686.430854,7212.5501667,5510.7541188,5935.8063748,8767.2196948,5982.5781444,6818.6011803,15364.4949728,5880.0167926,7637.1324877,7300.1623219,6067.5208668,5561.8548034,6835.4262694,6289.3834542,5556.0628831,7658.0925695,6143.4352893,6937.7306417,14528.1985377,4949.9403427,6157.7841013,7340.1982747,5754.1826134,4740.4807379,5623.2612644,5375.2537492,6573.0715045,8056.3989966,6611.6268358,6453.6566255,14845.6652842,5438.0772177,5622.1828781,7964.2843444,4983.0383035,5345.8971818,7575.8443379,6037.2615956,6808.9344994,7568.2895695,6225.1593598,6500.6170359,14536.8193906,5433.375785,6234.2273364,8333.7704995,6423.7398217,5426.1499958,8547.3824787,6397.8204413,6004.8035252,6740.9121693,6284.8910761,7071.7533429,14946.6348012,5030.0244793,6707.6314116,8162.1317887,5563.4764436,5758.5610377,7218.1144832,5921.9951903,6966.7898467,7891.8593775,7428.0303322,7180.3974863,14418.5075627,6736.5793097,6390.4780979,8732.4610505,5846.5025341,5201.4705878,7664.6369262,5929.7302802,6564.6033372,8562.5778068,6725.7472862,7263.9567249,14691.0655697,4927.2045316,6805.9864953,8635.74679,5803.5685481,6556.2089483,7670.5097114,6634.3306099,6457.3778467,8446.9809022,7321.9241169,6585.3391758,14269.051365,5925.444459,7456.0720498,8383.4976404,7580.6680076,6404.9979925,7003.9058202,6909.3290982,7165.8270212,8347.6780764,8474.5166194,6700.8546846
2,NT,304.2991553,331.8124891,294.0328418,377.0646439,441.57631,554.0844491,1176.7410732,947.0954768,677.3344241,443.9774125,302.0693625,543.2602839,374.3738923,180.4188653,191.8101438,342.1070012,639.0166482,567.5133145,1114.1492308,1119.0237096,813.065702,399.9846356,276.5133425,137.5437595,337.702246,474.216492,214.943663,330.106319,287.238823,730.807143,956.872878,773.282027,912.30408,955.71717,603.737283,194.167689,281.507748,311.5548069,372.0014616,338.6937827,848.7298699,935.3491713,903.0627896,899.2886233,786.0823413,711.7176501,509.2062383,234.5365654,294.7077235,221.0879215,255.077216,420.5643163,552.6494945,754.7273214,1402.9385113,944.7517054,632.7659867,597.0936444,462.0252844,77.7438025,349.0625246,182.0910746,226.5241814,425.0336707,602.6036119,708.6932335,734.7219133,969.1123793,781.2330353,489.9763272,544.5135009,362.2455065,388.4361399,171.4165851,246.0471434,437.2886617,467.9418996,841.9471514,734.0905265,1047.4815134,807.8209444,648.0305384,259.0254386,229.5059036,279.1693841,237.3659432,370.4378112,287.8800566,358.5955964,388.4212652,1043.6535639,1117.8307194,477.1968202,622.5062979,299.5817507,393.8377352,465.6449411,173.7667059,381.2470541,371.1015593,368.1781104,543.6472605,928.6565397,1153.6648018,417.2274396,617.1225768,273.6461761,443.5592085,254.1886307,149.4511087,251.6656205,443.2575758,486.977377,428.485998,545.9218962,603.1605029,579.3626166,438.3022233,369.9815134,156.4179775,174.3485858,160.2916344,650.9025869,695.0329458,534.5604581,936.6992778,1168.7108655,1138.3162319,1225.3035025,872.4859779,429.7028415,413.9151557,239.2863709,258.4141371,380.6215005,660.4850196,403.3651835,1316.2558073,1639.4828288,972.3706861,558.623571,895.9448296,622.188152,626.7651726
2,QLD,9711.743918,4189.1908835,4402.5951697,5903.7363524,5029.4655777,5280.8736636,8485.2755439,7673.9700741,8345.878092,7789.9989432,5612.8942136,4933.5607802,10239.3874526,4355.004003,5018.7700917,5383.009136,5234.2407785,5001.1071498,6416.1633933,6113.4357512,8083.420425,6357.0812142,5631.5352583,6054.4693822,10654.391646,4029.052025,3937.063105,5824.930706,5328.931648,5324.291198,6556.879333,6118.889917,7038.375025,8437.580678,6013.842447,5271.116861,9640.19687,4979.2854591,5140.3440555,6543.396738,5420.6127773,5706.4720597,7687.2501601,6101.5131122,8666.4913977,7345.6633144,5241.3021662,5618.5777819,10627.5829376,4542.575299,5700.4531994,5174.0316911,5131.3811091,5085.1966641,6651.2707093,7567.7707726,5620.6803404,6184.3209716,5856.0805542,5362.3655227,9287.1544725,3466.6866358,4019.3701282,5188.2125598,4803.7204984,4960.0997822,7596.2904076,6429.4005138,7748.799427,6864.1568916,5210.7722191,5063.2405173,8882.794822,4122.4820011,3857.8923579,5224.3537806,4561.746209,5998.5684988,6923.3790717,7405.3011463,7411.3313336,7193.4684233,6250.036067,4400.0152425,5677.3915283,4044.4106754,2982.3398293,6832.5339487,5583.6128467,4661.3213815,8313.7927169,7318.5583089,6708.1748303,7497.4942818,5190.5853144,5172.1722468,8767.080459,4178.7057916,5201.7274479,6577.2395051,4266.6201714,5539.1657411,6969.1610829,7056.0085282,6739.4694425,7524.8146664,5252.1769216,5766.510392,10208.6671555,4592.4572813,4536.2248328,6135.7377107,5019.770478,4907.817845,6924.9849489,6611.4673604,6094.1454209,7621.6911959,5425.8491055,5093.6702489,9139.2699709,4277.2465123,4772.6979717,6167.7667351,5340.1236464,6220.5484309,7384.4499762,7243.0486249,7150.3827332,7398.9403,5744.016793,5735.7624061,8932.273542,4406.0451563,5007.5577844,6309.4425103,6167.5922939,5721.0709382,7889.3618944,6342.3171664,8049.5016365,6806.711257,5902.0866104,5641.1753436
2,SA,3874.738796,1454.0071693,1610.1392237,2373.8600291,1577.6485519,1056.2847149,1772.7989876,1179.4702228,1495.8348029,1921.5735849,1616.5512496,1467.9099778,2953.5664858,1330.2829735,1667.095869,1471.7794113,1156.6026071,1233.474805,1342.3568034,1302.0386276,1270.2291985,1571.8580365,1438.9071417,1440.0242751,3365.706644,993.737356,1452.864915,2015.33394,1441.449546,1436.66445,1200.208538,945.868713,1302.937295,1992.818392,1169.460212,1566.152394,2739.508965,1286.2896905,1994.1256655,1863.8074505,1137.263046,1472.2671098,1594.7061974,1090.8074183,1443.6138431,1783.5577109,1479.3033758,1366.9618623,3349.7796656,1120.9934755,1618.4504151,1555.6024676,1320.924268,1081.179522,1369.7446029,1223.8306644,1279.6396687,1907.7266955,1479.863706,1521.6790229,2619.431764,1358.4736603,1463.3240375,1728.2737914,1355.5544843,1015.8310383,1716.6746315,1211.9927815,1339.1213405,1884.5079911,1484.1703937,1453.8701679,2368.0528518,1116.5586317,1236.964801,1796.2386749,1338.5429432,1351.1287064,1203.4154994,1118.7969938,1271.7955392,1730.7667486,1253.7223371,1408.9471685,3198.2916984,1083.225117,1399.8181641,1927.4418718,1509.2754839,1303.0805511,1726.7404661,1455.4737431,1108.0848537,1793.0030305,1398.838921,1116.3317929,3076.6256114,1424.0653407,1344.0386842,1987.5437979,1097.7189361,1051.4605689,1296.8935713,1169.2961732,1414.297499,1949.0143297,1573.5407022,1224.8694483,3068.3412127,1003.6358442,1471.5549082,2034.6887915,1329.3789158,1139.9249707,1240.8999232,984.8997819,1225.6431965,1805.0653548,1499.2121173,2391.2639312,2972.3089612,903.2431973,1811.6716279,1695.3075193,1259.8353683,1571.0139537,1434.0901316,1268.9598166,1171.8509844,2218.0463289,1798.3605422,1353.5878921,3515.0905177,1198.2337898,1798.3411881,1674.0615811,1547.6934915,1176.7440561,1337.8162871,1321.5316908,1289.1808059,2124.9677728,1710.5491933,1515.9783381
2,TAS,2124.8390842,1240.9028962,1173.2269846,1155.0345717,533.4521346,562.3632154,356.6670955,369.1393481,371.0946903,679.9553657,714.0725696,755.0817342,1751.3701731,876.2197841,1015.6653911,647.5821085,584.627222,424.2597632,638.6800283,293.9980463,459.842455,370.7734088,636.0713957,596.1048125,1538.673848,935.588917,953.08215,1329.904874,797.5257,557.485167,549.319474,369.992605,498.373464,533.787084,435.234717,602.462034,1927.8393605,896.5009336,1389.9038579,822.2152762,591.336538,795.9776795,531.3214187,263.6556656,465.8989297,863.4030566,837.0829563,758.5228198,1392.3583632,899.5194859,1229.3062938,1144.3741861,397.5686349,530.9767367,446.1629822,377.5728311,472.2090318,346.9666365,604.483464,728.2541817,1439.9350919,873.2523108,883.9117871,966.6541707,657.1096516,482.1604141,482.0515137,542.3644247,483.764881,605.2934048,724.323975,585.7437064,1781.4971149,662.9003808,989.2086303,848.6108358,581.5787385,433.994416,367.2759585,376.8515617,478.4017976,444.5050459,716.514095,521.0345246,1496.1472081,646.4761507,840.2946286,581.9578353,524.0575225,577.4302697,521.7163475,355.1851771,501.5656725,615.252117,814.0004066,593.075246,1491.4921648,1050.8583108,794.7885576,782.2293118,599.6498272,514.3985807,443.2102185,439.4735446,567.7569251,842.9197203,617.713357,475.903864,1846.7348907,816.2069068,780.3673694,840.1710139,580.5504614,477.7876881,425.5980315,403.1148484,318.9159043,586.0346426,572.0670884,416.1261684,2009.8427471,553.8220997,1082.8263135,1390.2636951,752.1915887,748.152972,466.7904187,395.288193,333.3565065,735.2451855,776.7006888,608.6479621,2189.3187451,889.333672,793.2367955,702.6409903,626.2856529,520.4069237,549.607705,405.7141931,470.7397462,731.5707964,900.7087916,797.4050227
2,VIC,9729.2932485,3771.0143452,4581.2744565,5522.7019706,4275.0645454,3747.366185,3878.8106633,3603.2404056,3438.463714,3652.7565203,4229.4252058,3878.4498502,10234.1219922,3368.723991,4932.1829771,4282.2430833,3236.5278307,3005.9400376,3675.5978578,2856.3996705,3698.7459499,3660.0617244,3620.3209393,4155.1187079,10051.655555,3739.433882,4287.839002,4894.818436,4015.336706,3954.026495,3692.672881,3140.247841,3333.09324,4200.086348,3472.471572,4412.955997,10523.7220798,3160.3111615,5049.4167503,5105.7909029,3113.9129059,3517.1324019,3781.8446249,3013.6770308,3691.3437235,4594.665892,3808.3502872,4215.6696514,10039.0734837,3717.015552,5145.9208209,3928.5278168,3719.0695395,3378.7454232,3739.142923,3810.7948888,3419.262238,3779.8019193,4786.6677599,3566.7517227,8958.0072623,3175.791554,3511.6171134,4342.2781673,3823.1549677,3309.348121,4058.2660048,3198.8432071,3880.7090908,4284.1033215,4479.9161811,3417.3286257,9235.6092745,3379.5135881,3981.9410472,4784.4622767,3303.8380588,3636.1048652,4007.6724081,3547.8683959,3263.5939876,3749.919471,4179.8376007,3927.8848026,9618.9537551,3385.5737871,4047.3594409,4882.3421938,3766.2760107,3602.5342329,4491.3188403,3629.5234545,3760.480805,3548.5852903,4283.9225296,4250.1593544,10460.6437572,3232.25456,4171.6676382,5071.0436285,3678.3291985,3279.927174,5217.5717378,3236.153354,3384.3415666,4530.2741007,5249.7190897,4108.7807242,9854.0208585,3369.9148047,4624.3395448,5300.5399575,3741.3786959,3321.5794954,3880.8261004,3090.509185,3698.2835934,4699.8226402,4261.3926284,4956.2401822,9779.2826831,3836.8063037,5269.6871954,5890.6762511,3831.34811,4108.4955222,3838.1708459,4183.848102,3691.7764517,4907.2824709,4892.8888919,4830.8930521,9531.7026812,4432.0083543,5414.4456042,5342.0737542,4453.7919097,3535.0543919,4400.0607817,4221.1134813,4075.5574427,4736.0405825,4711.0401519,5012.6359479
2,WA,4231.3696105,1516.8679817,2234.5313626,2429.8620572,2027.8687962,1794.1808097,3168.4969403,2609.9299818,2738.5951509,3002.2962568,2231.7669855,2677.7359204,3534.4611652,1545.3202173,2082.6820977,2776.880443,1781.901452,2300.0945003,2237.5112816,2198.1789002,2839.995818,2051.9114284,2536.300675,2166.3714233,3225.626667,1636.707651,2105.036142,2822.534504,1888.024785,2099.560685,2319.766237,2114.852164,3106.443408,3592.935693,2130.607048,2133.618924,3535.6831808,2199.7776812,2191.6219746,2772.3778045,1808.4479984,3324.0989555,2501.6028013,3808.0632293,2688.1171007,3376.3397776,2017.7913964,2251.9899521,3439.3602184,1622.7497875,2417.6605102,2045.2397406,1914.2085419,1942.5042726,2891.6015254,2608.9247475,2704.25583,2317.1634782,2004.710812,1604.7883227,3314.3674778,1528.6354085,1713.8565106,2263.6371993,1456.9549886,1648.7737001,2114.1927479,1488.5037164,2123.9015251,1924.2437038,1458.0759074,1821.0592932,2994.677213,1469.9092703,1507.6114044,2092.2418214,1532.8699913,1732.4594322,2171.7387562,2294.7167193,2271.5859849,2644.2339328,1758.6019086,1588.6625289,3425.0091534,1366.8308943,1596.4451041,2038.6379269,1729.4380653,1857.1341712,2207.0090605,2372.2572152,1981.6395469,3317.2024327,1858.6426358,1675.1083029,3147.7454138,1687.5948405,2339.6467556,2551.7591907,1652.224376,2090.460962,2648.9613983,2123.5370084,1845.2385266,2772.9753822,2096.854961,2535.71681,3732.9271931,1461.9481007,2659.2125902,2953.0744,2354.5225865,2315.9448312,2812.9370621,2358.4712214,2546.8346531,3129.6451698,1692.5842807,1802.5599179,6449.7189131,3039.3812497,3381.2507778,3898.8103823,2812.818899,3625.5577168,3494.1332775,2849.6658108,3727.1785318,3749.7116514,3384.4325196,3260.222333,5381.4121123,2841.1808852,3756.1315239,4092.7747862,2853.8956444,2323.6053961,3643.8274802,3996.3430207,3562.7529605,3611.4789313,4422.9764384,2967.6188902
3,NSW-Blue Mountains,179.0190433,100.0102765,41.5763763,178.9144298,117.9372708,118.6540894,103.680502,48.0960358,61.1644902,86.1310091,145.5676027,62.2143466,190.940005,153.1364491,113.7783146,186.6119832,136.0795993,96.0108136,180.225352,112.7919225,126.4185123,92.8263011,100.6890985,120.98781,181.521647,98.511697,73.584847,153.490404,105.990079,144.700071,140.143261,83.937537,130.311144,229.712621,106.643231,99.419447,149.0740725,46.2707167,151.0201847,172.6113722,154.5514368,115.008086,147.8856142,140.3401314,120.8472642,133.4144922,78.6005607,81.9282788,121.4868097,108.7202693,148.018958,164.4263705,126.2811531,150.6354819,193.1661729,129.7175393,103.8584492,166.3536061,92.1569179,112.0118507,86.7367107,61.6069161,119.7892756,144.970549,84.7617358,125.6558064,133.9506279,122.1425697,158.34099,130.7406271,100.2265506,60.3008759,205.518977,50.0316737,94.2118783,224.7319089,101.0088958,93.8259775,184.8186452,70.9263407,109.5514034,238.5158731,56.0731909,84.8437265,239.2915522,131.4071944,100.0551564,227.2631851,194.5225221,143.2543114,160.60733,84.0477746,81.0245954,119.2448878,119.6298058,62.360811,282.6737355,84.9898076,132.8867657,266.577435,141.6877628,136.2311969,186.9793914,74.6623337,173.3535649,92.1259498,96.8489911,136.6812965,253.9235269,115.5983791,229.0879329,219.957483,105.2060015,138.2360837,199.7504903,169.8774638,111.1117346,182.4872056,75.7027228,111.5254709,145.7527,67.9281976,145.7313055,290.8848713,123.3397139,147.5023375,173.6667899,136.5059715,118.4284322,173.4649491,267.655188,132.3596691,165.3977144,109.3614738,140.140086,209.3575843,235.0015019,206.5030704,196.9125619,99.603211,152.3189449,257.1625594,126.053758,188.1175969
3,NSW-Canberra,518.5917256,374.3469792,433.8106908,475.564522,475.506198,384.4916708,420.3486608,367.3098712,355.3587713,532.9430006,287.9742133,470.8113642,815.7707414,296.5752261,431.2820602,449.9241114,301.6162484,410.6928262,524.2532884,406.3819728,506.0706144,642.0617238,320.2225224,275.4803152,558.448486,280.755215,418.400176,571.979004,630.584552,429.051903,533.302707,395.465803,418.645336,573.111917,323.39146,442.054264,767.8813531,503.9750283,635.8396418,699.0859013,332.5034351,300.8520839,564.4639653,324.2929859,368.527341,557.2893098,438.3698483,348.4501777,641.7982354,287.5642541,541.0093481,426.614207,473.9080602,294.6087329,439.8605294,463.4014951,437.0441328,494.4855427,401.329882,402.9363592,397.8860634,304.0788117,568.28102,396.4789693,421.4083964,285.3574791,478.9190988,292.5521535,431.022579,514.4995043,227.9431444,365.3119776,652.8110344,499.7967417,590.9250834,595.0852395,458.1355896,433.7600738,455.6472183,329.4380376,382.0374654,656.1563986,325.6018894,265.016705,449.7654147,310.8914427,334.0104559,439.0783876,375.783307,347.9326069,524.8177038,729.2454381,343.4295851,449.9278403,347.0662538,351.6875279,405.0428589,329.3318057,362.0997191,412.0948283,342.5306594,439.0161857,460.2252643,420.9889239,763.0026202,730.1234496,426.1476783,607.2706678,618.4635358,482.1348992,428.787443,381.7022803,401.3516276,498.6232142,459.5403219,364.9464379,386.2597916,521.2769756,448.7176782,440.9622724,555.0709721,239.6649483,545.1514866,684.8364681,378.4393975,347.6722911,800.614852,443.7093431,492.1457967,624.092539,498.0343368,308.4762559,912.8340232,339.3518543,484.092311,400.0360797,408.4091585,392.2928895,698.6758832,499.1383629,590.2497411,585.375322,394.613306,560.2343645
