Level,Description,1996 Feb,1996 May,1996 Aug,1996 Nov,1997 Feb,1997 May,1997 Aug,1997 Nov,1998 Feb,1998 May,1998 Aug,1998 Nov,1999 Feb,1999 May,1999 Aug,1999 Nov,2000 Feb,2000 May,2000 Aug,2000 Nov,2001 Feb,2001 May,2001 Aug,2001 Nov,2002 Feb,2002 May,2002 Aug,2002 Nov,2003 Feb,2003 May,2003 Aug,2003 Nov,2004 Feb,2004 May,2004 Aug,2004 Nov,2005 Feb,2005 May,2005 Aug,2005 Nov,2006 Feb,2006 May,2006 Aug,2006 Nov,2007 Feb,2007 May,2007 Aug,2007 Nov,2008 Feb,2008 May,2008 Aug,2008 Nov,2009 Feb,2009 May,2009 Aug,2009 Nov,2010 Feb,2010 May,2010 Aug,2010 Nov,2011 Feb,2011 May,2011 Aug,2011 Nov,2012 Feb,2012 May,2012 Aug,2012 Nov
1,Aggregated,8246.60347799,8297.12543076,8265.86485675,8314.36985229,8291.38755027,8330.1864403,8250.30605267,8462.08472891,8412.99658395,8482.54001845,8455.23346438,8554.29486388,8556.47418166,8606.52012287,8603.62358914,8763.66747674,8754.40422028,8864.99978116,8911.58789058,8912.71947263,8920.93543234,9004.6291143,8971.89539639,9055.64402508,9092.30993647,9134.67308143,9150.2861488,9286.74090441,9372.59938738,9380.07784679,9326.95105172,9427.73963707,9434.45380518,9533.47332414,9462.08655303,9652.92270248,9744.61459613,9850.75507624,9870.33551122,9944.99816762,9961.13739155,10082.05587464,10105.77322898,10201.64504715,10276.98333911,10412.00734364,10406.39754145,10535.10004802,10622.90664474,10690.30635647,10710.44113774,10757.34463623,10776.7288097,10786.79871402,10707.25728739,10829.23152957,10889.15449354,10957.42660888,10973.82293312,11144.54523901,11146.17609548,11196.18106695,11127.21548878,11239.41845201,11237.73591292,11393.15297786,11264.11685532,11378.33358948
2,Clerical and Administrative Workers,1107.8446488,1104.56541681,1100.09249368,1105.78033521,1107.93536493,1100.50694672,1088.94981609,1115.57480032,1131.67659494,1110.96142153,1116.45710511,1094.89432541,1104.42085961,1126.86585589,1134.04141533,1157.09185706,1170.2561086,1203.49179365,1212.37139539,1208.99925283,1226.99345499,1202.96329079,1204.70686078,1191.07761235,1215.77134105,1182.74611419,1182.63128584,1216.35562531,1231.07928667,1231.35391892,1227.06917758,1220.07134796,1192.18451101,1213.37625095,1191.38707289,1216.19653501,1233.70669457,1243.22654599,1252.67443542,1231.6409824,1254.58179849,1264.25099446,1265.56314653,1265.76273052,1283.56936402,1300.20848114,1288.31470976,1293.40310137,1316.74443363,1297.60682829,1296.07881682,1289.07170658,1318.37658428,1317.87933842,1277.26515676,1281.31978381,1296.72067305,1305.87329476,1264.46867222,1297.18236969,1283.97875746,1324.61593941,1320.27829748,1356.46158517,1354.64537853,1342.33191727,1348.38121431,1345.20040407
2,Community and Personal Service Workers,558.03049344,581.1119229,611.20754408,634.67038153,640.51945566,654.86839381,628.34251075,668.48259449,651.83564322,666.42543742,666.4331149,677.67754172,686.1825084,699.41317259,675.7131392,684.60730789,681.16502256,712.13940139,715.54204054,714.58281494,721.67120651,736.21334216,745.88708535,749.4552328,746.99681461,757.7902979,760.55315698,788.01371563,784.47719149,789.0568689,784.21087121,791.88474083,802.00069071,817.13612977,814.22461875,821.4875278,815.43395604,831.64237122,855.62353364,868.55584,821.17531533,869.69650406,857.53561309,876.28052084,902.43416153,929.64403148,891.30269207,889.03288183,897.83817688,941.39576172,918.25197345,955.87578529,962.42572164,1002.97816815,992.99699431,1023.04935662,976.8629742,978.61229792,1035.51286578,1063.33492421,1020.01952012,1050.70767478,1083.42958624,1078.62601772,1061.78959929,1091.13074104,1064.46598998,1099.37596441
2,Labourers,1063.87171221,1077.58812473,1035.29232166,1049.54984244,1031.03982431,1033.84197919,1041.25036839,1049.9991827,1020.56698889,1045.3658819,1051.81669364,1059.96830529,1051.49269995,1045.0419552,1055.45447639,1065.06995968,1076.1223654,1060.20615486,1071.92233031,1059.4592423,1061.14824738,1050.64661432,1022.60567325,1035.38245616,1063.08198641,1060.44550702,1089.35571515,1086.00055027,1083.98842711,1082.28898619,1072.23827429,1103.31201624,1073.60118092,1093.0421468,1101.39467097,1104.84455431,1119.50749813,1107.82160612,1076.23641367,1110.36865365,1094.41318778,1102.46788495,1148.40895421,1133.17842034,1162.41809059,1137.61053612,1140.45999826,1144.18589001,1160.99712794,1170.47165564,1140.81056904,1163.94165853,1151.61088411,1148.52697475,1145.9242206,1156.15816792,1162.37428823,1149.65384598,1096.51303083,1175.63098622,1182.80663686,1155.61738071,1134.17413935,1125.46831078,1127.30517469,1142.76530309,1150.77681858,1147.12182176
2,Machinery Operators and Drivers,590.36761985,587.51780531,631.06133254,640.1007725,627.77675053,614.149661,607.44954891,624.12436548,610.3677862,608.71806214,619.8059939,649.84124709,626.70899573,623.87635733,609.68439187,621.00462832,616.64031784,633.99036028,613.36465366,607.62510149,605.43377058,622.01010421,627.64675806,616.33931896,626.16607828,622.34246999,619.99822277,632.59661605,635.31066951,632.65696563,626.57417633,613.23985523,625.90767782,644.45433326,637.18897432,648.49109732,635.80573796,647.58541919,635.54155981,637.07460477,638.47986348,653.37719985,661.01149599,690.37759948,704.63270616,707.99339353,713.72006522,731.12680054,698.5034564,722.10273816,722.74711306,735.81508196,710.79587458,690.91747811,689.93363873,670.32570797,692.33162935,709.05065244,708.93920144,711.24877883,713.55797149,732.25868715,754.17449185,784.56370222,740.32727814,729.51346699,726.39363238,778.19471544
2,Managers,1015.04254216,997.49020617,976.14840818,967.33598383,973.21852704,977.31007175,960.79780939,978.48382598,950.74931677,979.46173502,979.19618165,989.60760407,992.52693174,990.87635363,1020.4550032,1040.19403845,1043.68673311,1012.35024781,1026.30678558,1056.06975199,1046.20787293,1090.02792562,1100.61084493,1168.27701503,1154.33963395,1133.10120902,1089.92930071,1099.96448421,1119.16930579,1135.76740171,1120.34995808,1152.30006055,1155.47695837,1146.28538641,1193.16676305,1230.13991722,1267.97242029,1235.00110774,1246.30782062,1246.44899,1298.27600572,1255.53272324,1272.44012315,1313.07074671,1311.98318349,1315.07238335,1350.54296438,1370.18896191,1349.92714835,1373.76719818,1400.14730055,1347.1339899,1374.68018031,1402.36256365,1401.73765325,1444.34269062,1440.18380808,1482.07899457,1448.04347487,1426.84778007,1401.51271198,1436.51769371,1448.9740536,1462.32856716,1448.96816415,1488.39663604,1429.14463036,1417.29910542
2,Professionals,1425.52189196,1442.82594377,1429.78564021,1475.42575172,1435.529111,1472.22530927,1503.37587053,1522.01118116,1511.13325484,1547.91121267,1548.33138562,1589.0216865,1598.38237005,1588.78793333,1581.9960866,1623.61927828,1621.56218058,1684.46555975,1696.89561571,1691.7498765,1711.10163534,1746.43922357,1748.43242279,1729.66493689,1737.84383332,1790.64211387,1820.85563566,1805.20129371,1827.29643588,1815.26871646,1825.61503055,1859.81061459,1872.94231582,1921.70000675,1880.81984781,1886.46631937,1865.22019448,1959.93609816,1985.05466856,1979.21379597,2027.53725466,2074.14370514,2034.64933761,2045.45135316,2046.4077064,2119.53891379,2129.56929327,2164.11350013,2221.29709228,2216.32449026,2248.95991004,2246.19572088,2236.30506313,2227.38267878,2293.52098163,2327.16742705,2381.49524681,2360.87437923,2398.00621321,2365.89168239,2436.56765688,2470.96327781,2411.17211048,2402.16102205,2471.66220196,2565.12796277,2515.70715964,2531.04578746
2,Sales Workers,1153.09738585,1179.46197571,1163.27774546,1129.41682812,1134.24334116,1137.29250126,1116.85898735,1187.56825133,1185.05476485,1188.46720837,1166.39304262,1187.80827936,1195.37577305,1194.75593832,1180.36616102,1185.40847765,1179.77185695,1179.70066006,1205.96453972,1221.25364958,1220.44505349,1212.62314601,1180.86997161,1211.81215153,1187.72676687,1228.88076427,1244.1143924,1295.19636013,1289.37888629,1290.03139645,1266.48980294,1269.17404467,1269.86106655,1261.24455216,1237.79763018,1287.9220161,1314.85000502,1332.17582286,1333.0119975,1368.45491842,1325.27245617,1329.96172096,1330.96922526,1313.94400682,1306.76836566,1312.15989602,1307.11466285,1333.8691944,1329.6418926,1358.4131466,1342.61156868,1374.70022672,1356.41110361,1369.73624422,1359.12425099,1366.34203902,1341.49280724,1361.18007767,1399.64224277,1463.82233321,1432.4443908,1389.40645086,1399.60325749,1373.26052029,1362.22584089,1361.0873281,1374.87179715,1397.65443161
2,Technicians and Trades Workers,1332.82718372,1326.56403536,1318.99937094,1312.08995694,1341.12517564,1339.9915773,1303.28114126,1315.84052745,1351.61223424,1335.2290594,1306.79994694,1305.47587444,1301.38404313,1336.90255658,1345.91291553,1386.67192941,1365.19963524,1378.65560336,1369.22052967,1352.979783,1327.93419112,1343.70546762,1341.13577962,1353.63530136,1360.38348198,1358.72460517,1342.84843929,1363.4122591,1401.89918464,1403.65359253,1404.40376074,1417.946957,1442.47940398,1436.23451804,1406.10697506,1457.37473535,1492.11808964,1493.36610496,1485.885082,1503.24038241,1501.40150992,1532.62514198,1535.19533314,1563.57966928,1558.76976126,1589.77970821,1585.37315564,1609.17971783,1647.95731666,1610.22453762,1640.8338861,1644.61046637,1666.12339804,1627.01526794,1546.75439112,1560.52635656,1597.69306658,1610.10306631,1622.697232,1640.58638439,1675.28844989,1636.09396252,1575.40955229,1656.54872662,1670.81227527,1672.79962256,1654.37561292,1662.44135931
3,Clerical and Administrative Workers-Full time,753.25420308,743.68788954,739.90655121,739.7980347,741.64463933,721.46247555,715.78472488,751.2062276,747.27121668,715.86327176,721.63467323,712.66551277,733.08554823,733.05220045,741.34395908,747.87657815,760.76575348,786.51220769,793.2875518,806.93689066,813.25970524,771.65538583,752.15938796,750.87975603,771.67443916,723.39062832,745.11172785,754.42648228,769.00809486,754.21480692,772.68802982,768.48246966,760.79576654,765.12276651,755.10747938,772.74467028,795.06270441,783.27773135,772.60390223,756.54963217,777.46249192,772.73411375,806.0545641,817.85379446,830.35894484,816.95043159,806.11056124,809.22412792,851.98253028,828.11207665,824.90976387,809.66286667,837.66287623,817.44435026,787.33241906,788.34714312,804.58238708,806.50375904,788.49843737,821.31009667,808.36416275,821.81696405,811.79282597,829.76244185,856.98764121,856.73657596,844.20707477,847.90787715
