Level,Description,2000 Jan,2000 Feb,2000 Mar,2000 Apr,2000 May,2000 Jun,2000 Jul,2000 Aug,2000 Sep,2000 Oct,2000 Nov,2000 Dec,2001 Jan,2001 Feb,2001 Mar,2001 Apr,2001 May,2001 Jun,2001 Jul,2001 Aug,2001 Sep,2001 Oct,2001 Nov,2001 Dec,2002 Jan,2002 Feb,2002 Mar,2002 Apr,2002 May,2002 Jun,2002 Jul,2002 Aug,2002 Sep,2002 Oct,2002 Nov,2002 Dec,2003 Jan,2003 Feb,2003 Mar,2003 Apr,2003 May,2003 Jun,2003 Jul,2003 Aug,2003 Sep,2003 Oct,2003 Nov,2003 Dec,2004 Jan,2004 Feb,2004 Mar,2004 Apr,2004 May,2004 Jun,2004 Jul,2004 Aug,2004 Sep,2004 Oct,2004 Nov,2004 Dec,2005 Jan,2005 Feb,2005 Mar,2005 Apr,2005 May,2005 Jun,2005 Jul,2005 Aug,2005 Sep,2005 Oct,2005 Nov,2005 Dec,2006 Jan,2006 Feb,2006 Mar,2006 Apr,2006 May,2006 Jun,2006 Jul,2006 Aug,2006 Sep,2006 Oct,2006 Nov,2006 Dec,2007 Jan,2007 Feb,2007 Mar,2007 Apr,2007 May,2007 Jun,2007 Jul,2007 Aug,2007 Sep,2007 Oct,2007 Nov,2007 Dec,2008 Jan,2008 Feb,2008 Mar,2008 Apr,2008 May,2008 Jun,2008 Jul,2008 Aug,2008 Sep,2008 Oct,2008 Nov,2008 Dec,2009 Jan,2009 Feb,2009 Mar,2009 Apr,2009 May,2009 Jun,2009 Jul,2009 Aug,2009 Sep,2009 Oct,2009 Nov,2009 Dec,2010 Jan,2010 Feb,2010 Mar,2010 Apr,2010 May,2010 Jun,2010 Jul,2010 Aug,2010 Sep,2010 Oct,2010 Nov,2010 Dec,2011 Jan,2011 Feb,2011 Mar,2011 Apr,2011 May,2011 Jun,2011 Jul,2011 Aug,2011 Sep,2011 Oct,2011 Nov,2011 Dec
1,Aggregated,43704.5899327,19147.164629,21449.8688365,25796.6917771,19754.2519672,18200.1544363,22838.4009363,20210.7034969,25947.4252284,27135.9043998,22254.5268203,21956.2201157,41440.8500597,20656.0961044,17038.6716206,27805.822699,18255.9677884,20668.9603803,23421.6352883,22497.9270388,22730.8908072,28043.359583,19598.0868398,21829.0321762,43547.4797418,19340.5418678,20074.5505335,24742.1732289,18440.9828413,19446.7331402,25004.0657174,23041.1317634,25634.4537592,29794.5299464,20299.8842961,23545.1817272,43102.3745887,18703.1650832,20873.2606865,24625.3442577,20899.7529478,20449.1740084,24732.4048751,22261.9310767,23220.5418513,26346.5932283,22055.8303571,21808.0275394,45954.2276917,18388.4255469,20679.7148501,27513.7844561,19944.6266944,18810.9117996,26337.1480555,22641.4764705,23963.5652957,26529.3466993,20951.8556309,21558.4012695,43751.9153911,17925.088354,23291.6795677,22340.8098469,18560.1152402,17871.3111219,22545.1565195,19990.55049,23471.8843848,20946.5256198,20242.9404254,21215.3725333,45393.808561,17554.011307,19058.070339,26099.917266,19726.45169,20867.851718,22465.066866,19625.301343,22937.415515,28016.364948,19759.412626,21187.560043,44766.5065092,18209.3338531,22714.3740696,26968.6053096,18453.9775342,21437.7282317,24212.3381587,20687.7591983,23677.3537108,27442.5670964,19875.6145646,21264.8598132,44507.3573648,18003.958314,24004.0009431,21568.5025404,19103.3224547,18335.1847434,23336.2875235,22823.029064,19684.8759787,22791.165915,21337.2668698,19799.3132169,40496.1571308,15534.8709867,17976.3878595,22254.2878339,18453.2808159,16865.3870271,22325.4584832,19215.470772,22930.6008042,24108.6806366,20513.399013,19157.1444425,40496.7327003,16360.8576748,17441.8482623,23147.4803955,16769.5561439,19340.1002518,22983.4165583,21828.277926,22313.4640867,23979.2137295,20642.8968068,18576.6672066,38231.782118,16197.2583527,17470.9223146,24884.5643326,19894.9953472,17816.0718674,26851.6134739,22646.6490595,20541.9460538,24134.9556195,20130.4626342,20272.4380211
2,NSW,15616.2817296,6826.9607795,6625.9292065,8478.1770046,7321.0256246,5562.0120698,6590.9525342,6300.5784467,9056.5495666,9462.9510435,7241.8645768,8629.8714182,14691.971523,7547.8941611,5605.3631833,10215.426415,6221.28092,6516.9209028,8004.4820174,6117.3847617,6998.0228215,8130.8958073,6824.9568251,7009.1451852,14198.0813102,6489.5310201,7036.7596275,9241.5239592,6022.2576836,6785.0100797,8310.7540893,7399.5611899,7608.7584263,9608.045239,6031.9401905,8482.991443,14417.5801597,6074.7375792,7493.341696,8363.304253,6638.2894072,6173.0054626,7330.0809276,6638.9930787,6501.0260749,8505.372737,6295.3509862,7803.9826328,15977.9438792,5884.6297819,6383.9148112,9751.5248312,6059.5507786,5815.7587619,7498.3577517,6258.6309613,6896.3644215,9038.7886159,6245.0760443,7302.4027228,14664.6342299,6269.1185198,8383.4729973,7437.2086636,5927.1987017,5338.9215515,7120.6979243,6107.4757846,6306.5848364,6534.8551719,6103.2916729,6665.7401728,16220.051955,5745.274984,6107.241362,8882.288487,5967.944482,6765.01658,7189.347525,6162.168076,6745.889003,8303.439583,5934.059347,7007.086144,16118.0483051,5375.6141203,6576.9603042,9522.3233548,5533.6743987,5686.430854,7212.5501667,5510.7541188,5935.8063748,8767.2196948,5982.5781444,6818.6011803,15364.4949728,5880.0167926,7637.1324877,7300.1623219,6067.5208668,5561.8548034,6835.4262694,6289.3834542,5556.0628831,7658.0925695,6143.4352893,6937.7306417,14528.1985377,4949.9403427,6157.7841013,7340.1982747,5754.1826134,4740.4807379,5623.2612644,5375.2537492,6573.0715045,8056.3989966,6611.6268358,6453.6566255,14845.6652842,5438.0772177,5622.1828781,7964.2843444,4983.0383035,5345.8971818,7575.8443379,6037.2615956,6808.9344994,7568.2895695,6225.1593598,6500.6170359,14536.8193906,5433.375785,6234.2273364,8333.7704995,6423.7398217,5426.1499958,8547.3824787,6397.8204413,6004.8035252,6740.9121693,6284.8910761,7071.7533429
2,NT,561.4713138,375.2484562,371.6635009,434.6859928,346.6155522,748.5934839,1005.9045242,1126.487617,931.5761912,743.2334423,618.5092056,382.7567975,316.9847077,123.060663,327.6801287,798.5322468,549.0837896,621.5658095,933.7727289,1236.0287503,506.4147326,769.4814886,357.3162529,131.6311215,218.3631555,294.3268125,204.6273214,311.9303732,730.6323467,559.8890914,973.5139306,563.56646,758.9751013,1537.879731,908.3402657,240.5940353,157.3156226,272.0765356,397.884741,459.9754674,662.7441533,354.4200919,838.363407,586.6534634,865.8181442,606.144091,314.5910977,317.7513793,304.2991553,331.8124891,294.0328418,377.0646439,441.57631,554.0844491,1176.7410732,947.0954768,677.3344241,443.9774125,302.0693625,543.2602839,374.3738923,180.4188653,191.8101438,342.1070012,639.0166482,567.5133145,1114.1492308,1119.0237096,813.065702,399.9846356,276.5133425,137.5437595,337.702246,474.216492,214.943663,330.106319,287.238823,730.807143,956.872878,773.282027,912.30408,955.71717,603.737283,194.167689,281.507748,311.5548069,372.0014616,338.6937827,848.7298699,935.3491713,903.0627896,899.2886233,786.0823413,711.7176501,509.2062383,234.5365654,294.7077235,221.0879215,255.077216,420.5643163,552.6494945,754.7273214,1402.9385113,944.7517054,632.7659867,597.0936444,462.0252844,77.7438025,349.0625246,182.0910746,226.5241814,425.0336707,602.6036119,708.6932335,734.7219133,969.1123793,781.2330353,489.9763272,544.5135009,362.2455065,388.4361399,171.4165851,246.0471434,437.2886617,467.9418996,841.9471514,734.0905265,1047.4815134,807.8209444,648.0305384,259.0254386,229.5059036,279.1693841,237.3659432,370.4378112,287.8800566,358.5955964,388.4212652,1043.6535639,1117.8307194,477.1968202,622.5062979,299.5817507,393.8377352
2,QLD,9002.6288493,4423.5165358,4960.394384,6126.5687453,4847.692386,4931.3587939,6828.0984039,5710.7620366,8356.4517209,7106.6464752,5561.0846767,4984.7107657,8821.5802408,4551.6500696,3724.0721941,5940.2181101,4364.6294909,6389.9174319,5419.3780624,8069.8570508,7639.1086235,8521.4984221,4757.7285238,5907.9358309,10259.2040126,4322.5049163,4457.2562299,5279.927216,4341.5361599,4517.5860521,6572.4707812,7550.6358331,8399.5072315,8076.0673748,5241.2605468,5986.4778821,11143.1876207,4419.7506238,4282.039489,5627.9649816,5276.957376,5583.4379603,7363.7065055,7112.7095556,7928.1507433,7213.4134591,6793.268891,5032.6979479,9711.743918,4189.1908835,4402.5951697,5903.7363524,5029.4655777,5280.8736636,8485.2755439,7673.9700741,8345.878092,7789.9989432,5612.8942136,4933.5607802,10239.3874526,4355.004003,5018.7700917,5383.009136,5234.2407785,5001.1071498,6416.1633933,6113.4357512,8083.420425,6357.0812142,5631.5352583,6054.4693822,10654.391646,4029.052025,3937.063105,5824.930706,5328.931648,5324.291198,6556.879333,6118.889917,7038.375025,8437.580678,6013.842447,5271.116861,9640.19687,4979.2854591,5140.3440555,6543.396738,5420.6127773,5706.4720597,7687.2501601,6101.5131122,8666.4913977,7345.6633144,5241.3021662,5618.5777819,10627.5829376,4542.575299,5700.4531994,5174.0316911,5131.3811091,5085.1966641,6651.2707093,7567.7707726,5620.6803404,6184.3209716,5856.0805542,5362.3655227,9287.1544725,3466.6866358,4019.3701282,5188.2125598,4803.7204984,4960.0997822,7596.2904076,6429.4005138,7748.799427,6864.1568916,5210.7722191,5063.2405173,8882.794822,4122.4820011,3857.8923579,5224.3537806,4561.746209,5998.5684988,6923.3790717,7405.3011463,7411.3313336,7193.4684233,6250.036067,4400.0152425,5677.3915283,4044.4106754,2982.3398293,6832.5339487,5583.6128467,4661.3213815,8313.7927169,7318.5583089,6708.1748303,7497.4942818,5190.5853144,5172.1722468
2,SA,3585.0339205,1693.5668897,1454.9778146,1856.0987906,1427.1949202,1300.3295073,1742.061344,1459.0899124,1533.5539993,1746.231428,1372.8488159,1535.9577279,2951.948126,1556.7475793,1320.9792387,1815.7203236,1544.0365715,1123.7336166,1694.7113385,1250.9835195,1178.5365497,1786.4306031,1330.8942942,1609.9183121,2855.644189,1202.4352308,1285.7269282,2110.195646,1303.9265659,1440.9416668,1582.5385561,1198.154232,2045.7046422,2091.1964718,1440.2527678,1435.9020609,3320.2994001,1307.7444545,1505.0415245,1966.7627116,1758.6779798,1385.0505023,1994.8089026,1364.5019067,1393.9009422,1925.0961473,1637.0127134,1186.9548459,3874.738796,1454.0071693,1610.1392237,2373.8600291,1577.6485519,1056.2847149,1772.7989876,1179.4702228,1495.8348029,1921.5735849,1616.5512496,1467.9099778,2953.5664858,1330.2829735,1667.095869,1471.7794113,1156.6026071,1233.474805,1342.3568034,1302.0386276,1270.2291985,1571.8580365,1438.9071417,1440.0242751,3365.706644,993.737356,1452.864915,2015.33394,1441.449546,1436.66445,1200.208538,945.868713,1302.937295,1992.818392,1169.460212,1566.152394,2739.508965,1286.2896905,1994.1256655,1863.8074505,1137.263046,1472.2671098,1594.7061974,1090.8074183,1443.6138431,1783.5577109,1479.3033758,1366.9618623,3349.7796656,1120.9934755,1618.4504151,1555.6024676,1320.924268,1081.179522,1369.7446029,1223.8306644,1279.6396687,1907.7266955,1479.863706,1521.6790229,2619.431764,1358.4736603,1463.3240375,1728.2737914,1355.5544843,1015.8310383,1716.6746315,1211.9927815,1339.1213405,1884.5079911,1484.1703937,1453.8701679,2368.0528518,1116.5586317,1236.964801,1796.2386749,1338.5429432,1351.1287064,1203.4154994,1118.7969938,1271.7955392,1730.7667486,1253.7223371,1408.9471685,3198.2916984,1083.225117,1399.8181641,1927.4418718,1509.2754839,1303.0805511,1726.7404661,1455.4737431,1108.0848537,1793.0030305,1398.838921,1116.3317929
2,TAS,1115.9381858,655.9391546,893.7788436,743.6207925,418.0198976,456.52679,542.2929588,343.7708522,687.7986908,796.2886272,711.9176589,617.8352138,1247.5567356,962.9758225,676.3441409,739.176847,454.7390137,570.1119432,456.7725025,336.6388033,485.6550639,680.7386829,376.9938377,547.2899219,1822.7842138,635.3728254,758.1033617,600.3722033,516.0517894,436.4156805,908.818772,478.450058,502.295741,477.3427626,547.6731259,794.2932779,1351.5821917,902.7902043,864.7144487,897.938519,903.3999725,534.534294,445.7461015,438.5234755,331.2887674,636.6006062,819.6980123,832.2991047,2124.8390842,1240.9028962,1173.2269846,1155.0345717,533.4521346,562.3632154,356.6670955,369.1393481,371.0946903,679.9553657,714.0725696,755.0817342,1751.3701731,876.2197841,1015.6653911,647.5821085,584.627222,424.2597632,638.6800283,293.9980463,459.842455,370.7734088,636.0713957,596.1048125,1538.673848,935.588917,953.08215,1329.904874,797.5257,557.485167,549.319474,369.992605,498.373464,533.787084,435.234717,602.462034,1927.8393605,896.5009336,1389.9038579,822.2152762,591.336538,795.9776795,531.3214187,263.6556656,465.8989297,863.4030566,837.0829563,758.5228198,1392.3583632,899.5194859,1229.3062938,1144.3741861,397.5686349,530.9767367,446.1629822,377.5728311,472.2090318,346.9666365,604.483464,728.2541817,1439.9350919,873.2523108,883.9117871,966.6541707,657.1096516,482.1604141,482.0515137,542.3644247,483.764881,605.2934048,724.323975,585.7437064,1781.4971149,662.9003808,989.2086303,848.6108358,581.5787385,433.994416,367.2759585,376.8515617,478.4017976,444.5050459,716.514095,521.0345246,1496.1472081,646.4761507,840.2946286,581.9578353,524.0575225,577.4302697,521.7163475,355.1851771,501.5656725,615.252117,814.0004066,593.075246
2,VIC,10087.2085163,3696.3164184,4489.9758872,5391.101726,3403.8139337,3198.4587167,3630.4194275,3520.6608998,3411.3698334,4386.9391124,4317.1602943,3876.7878543,10426.3535669,4196.7444172,3921.2253172,4901.7365236,3440.1935259,3705.6475751,4604.064789,3304.439461,3496.067738,4370.2098437,3803.5428599,4771.4301504,10174.9831778,3744.7081556,4492.8244922,4846.0424944,3519.4622505,3479.7673204,3886.5661557,3924.4076737,3957.2299991,4620.881073,4386.1943586,4808.5402498,8701.1942824,4201.97011,4319.5959657,5258.2646004,3923.3986382,4162.9136386,4300.8775206,3745.5553898,3092.3848982,4127.5918666,4212.4343665,4248.1738561,9729.2932485,3771.0143452,4581.2744565,5522.7019706,4275.0645454,3747.366185,3878.8106633,3603.2404056,3438.463714,3652.7565203,4229.4252058,3878.4498502,10234.1219922,3368.723991,4932.1829771,4282.2430833,3236.5278307,3005.9400376,3675.5978578,2856.3996705,3698.7459499,3660.0617244,3620.3209393,4155.1187079,10051.655555,3739.433882,4287.839002,4894.818436,4015.336706,3954.026495,3692.672881,3140.247841,3333.09324,4200.086348,3472.471572,4412.955997,10523.7220798,3160.3111615,5049.4167503,5105.7909029,3113.9129059,3517.1324019,3781.8446249,3013.6770308,3691.3437235,4594.665892,3808.3502872,4215.6696514,10039.0734837,3717.015552,5145.9208209,3928.5278168,3719.0695395,3378.7454232,3739.142923,3810.7948888,3419.262238,3779.8019193,4786.6677599,3566.7517227,8958.0072623,3175.791554,3511.6171134,4342.2781673,3823.1549677,3309.348121,4058.2660048,3198.8432071,3880.7090908,4284.1033215,4479.9161811,3417.3286257,9235.6092745,3379.5135881,3981.9410472,4784.4622767,3303.8380588,3636.1048652,4007.6724081,3547.8683959,3263.5939876,3749.919471,4179.8376007,3927.8848026,9618.9537551,3385.5737871,4047.3594409,4882.3421938,3766.2760107,3602.5342329,4491.3188403,3629.5234545,3760.480805,3548.5852903,4283.9225296,4250.1593544
2,WA,3736.0274174,1475.6163948,2653.1491997,2766.4387253,1989.8896529,2002.8750747,2498.6717437,1749.3537322,1970.1252262,2893.6142712,2431.1415921,1928.3003383,2984.4551597,1717.0233917,1463.0074177,3395.0122329,1682.0044768,1741.0631012,2308.4538496,2182.5946922,2427.085278,3784.1047353,2146.6542462,1851.6816542,4018.4196829,2651.6629071,1839.2525726,2352.1813368,2007.1160453,2227.1232493,2769.4034325,1926.3563167,2361.9826178,3383.1172942,1744.2230408,1796.3827782,4011.2153115,1524.0955758,2010.6428216,2051.1337247,1736.2854208,2255.8120587,2458.8215103,2374.994207,3107.9722811,3332.3743211,1983.47429,2386.1677727,4231.3696105,1516.8679817,2234.5313626,2429.8620572,2027.8687962,1794.1808097,3168.4969403,2609.9299818,2738.5951509,3002.2962568,2231.7669855,2677.7359204,3534.4611652,1545.3202173,2082.6820977,2776.880443,1781.901452,2300.0945003,2237.5112816,2198.1789002,2839.995818,2051.9114284,2536.300675,2166.3714233,3225.626667,1636.707651,2105.036142,2822.534504,1888.024785,2099.560685,2319.766237,2114.852164,3106.443408,3592.935693,2130.607048,2133.618924,3535.6831808,2199.7776812,2191.6219746,2772.3778045,1808.4479984,3324.0989555,2501.6028013,3808.0632293,2688.1171007,3376.3397776,2017.7913964,2251.9899521,3439.3602184,1622.7497875,2417.6605102,2045.2397406,1914.2085419,1942.5042726,2891.6015254,2608.9247475,2704.25583,2317.1634782,2004.710812,1604.7883227,3314.3674778,1528.6354085,1713.8565106,2263.6371993,1456.9549886,1648.7737001,2114.1927479,1488.5037164,2123.9015251,1924.2437038,1458.0759074,1821.0592932,2994.677213,1469.9092703,1507.6114044,2092.2418214,1532.8699913,1732.4594322,2171.7387562,2294.7167193,2271.5859849,2644.2339328,1758.6019086,1588.6625289,3425.0091534,1366.8308943,1596.4451041,2038.6379269,1729.4380653,1857.1341712,2207.0090605,2372.2572152,1981.6395469,3317.2024327,1858.6426358,1675.1083029
3,NSW-Blue Mountains,193.5252757,127.1502014,153.2982114,212.4899289,88.2333803,194.5133464,210.6026186,191.1205717,214.712573,130.5155176,67.3115333,106.3633214,201.7462356,130.2958851,118.0153366,134.088821,115.8021692,171.8785329,178.1256027,151.4238107,115.5235656,144.6577723,65.6292574,84.2040817,109.3009566,67.5620377,156.7928704,155.076562,154.6225209,197.0771012,174.7397229,103.81313,120.0082446,184.9399675,131.2976584,91.1471782,65.5671883,94.3853527,53.8188,175.0073604,39.0856355,118.9249168,137.8052299,100.2343086,103.2921199,145.2245102,32.4564956,136.6895584,179.0190433,100.0102765,41.5763763,178.9144298,117.9372708,118.6540894,103.680502,48.0960358,61.1644902,86.1310091,145.5676027,62.2143466,190.940005,153.1364491,113.7783146,186.6119832,136.0795993,96.0108136,180.225352,112.7919225,126.4185123,92.8263011,100.6890985,120.98781,181.521647,98.511697,73.584847,153.490404,105.990079,144.700071,140.143261,83.937537,130.311144,229.712621,106.643231,99.419447,149.0740725,46.2707167,151.0201847,172.6113722,154.5514368,115.008086,147.8856142,140.3401314,120.8472642,133.4144922,78.6005607,81.9282788,121.4868097,108.7202693,148.018958,164.4263705,126.2811531,150.6354819,193.1661729,129.7175393,103.8584492,166.3536061,92.1569179,112.0118507,86.7367107,61.6069161,119.7892756,144.970549,84.7617358,125.6558064,133.9506279,122.1425697,158.34099,130.7406271,100.2265506,60.3008759,205.518977,50.0316737,94.2118783,224.7319089,101.0088958,93.8259775,184.8186452,70.9263407,109.5514034,238.5158731,56.0731909,84.8437265,239.2915522,131.4071944,100.0551564,227.2631851,194.5225221,143.2543114,160.60733,84.0477746,81.0245954,119.2448878,119.6298058,62.360811
3,NSW-Canberra,1101.8221597,534.520316,536.501718,582.0072232,571.4175999,433.151115,332.8497524,486.1338967,424.8046741,525.9757463,458.6579465,440.7416056,355.1468421,365.6852919,401.5846715,647.2796734,424.3005446,446.9136751,703.6704403,382.1360116,365.7340449,483.9425568,481.5705968,678.9101236,451.0334382,389.2586627,413.7338915,608.2691432,338.9134889,554.4534873,501.5893806,212.9583778,577.0351757,593.805254,295.4363987,445.2319957,314.178296,356.0364229,342.2860167,329.6493846,541.2390352,436.7598317,460.6298284,313.031947,468.2735094,453.7287092,558.5815078,651.4127891,518.5917256,374.3469792,433.8106908,475.564522,475.506198,384.4916708,420.3486608,367.3098712,355.3587713,532.9430006,287.9742133,470.8113642,815.7707414,296.5752261,431.2820602,449.9241114,301.6162484,410.6928262,524.2532884,406.3819728,506.0706144,642.0617238,320.2225224,275.4803152,558.448486,280.755215,418.400176,571.979004,630.584552,429.051903,533.302707,395.465803,418.645336,573.111917,323.39146,442.054264,767.8813531,503.9750283,635.8396418,699.0859013,332.5034351,300.8520839,564.4639653,324.2929859,368.527341,557.2893098,438.3698483,348.4501777,641.7982354,287.5642541,541.0093481,426.614207,473.9080602,294.6087329,439.8605294,463.4014951,437.0441328,494.4855427,401.329882,402.9363592,397.8860634,304.0788117,568.28102,396.4789693,421.4083964,285.3574791,478.9190988,292.5521535,431.022579,514.4995043,227.9431444,365.3119776,652.8110344,499.7967417,590.9250834,595.0852395,458.1355896,433.7600738,455.6472183,329.4380376,382.0374654,656.1563986,325.6018894,265.016705,449.7654147,310.8914427,334.0104559,439.0783876,375.783307,347.9326069,524.8177038,729.2454381,343.4295851,449.9278403,347.0662538,351.6875279
