"Level","Description","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
1,"Aggregated",-14.2952146699827,67.4144292771589,87.4170823214517,202.440831244928,86.1833514845134,-27.9595016907635,90.1130807067559,193.435848022973,247.744946178845,151.179659199318,120.998467902788,120.928630623653,214.766254357261,72.6595827956432,138.765825574707,94.8853950490827,203.459633447049,50.3602547496475,131.204244796887,-44.8655384724784,23.8184202449579,-79.0063142693216,187.944644354499,-1.60422590644384
2,"ACT",6.75111802137529,1.45780975475986,2.98219810163111,0.0889864835972389,-1.1568898370939,1.72441982296536,-1.93003945952377,-0.467454969216718,-8.90801109353417,2.02479888043374,-4.85141337811179,-0.909047224619542,2.59136635357397,2.74666098057412,4.2189497187408,5.25909194965259,6.76357844817277,10.9155996890251,6.85625736936686,-7.05920698668454,-4.53716556023801,-1.79146311094026,0.420302296134182,-7.29834583812962
2,"NSW",-4.90678821246911,55.9698840947403,-91.9721115865759,-52.9531203699953,8.27485965960477,74.4660962052212,-47.5654761243204,-9.17692526820247,92.6174093913614,42.231683184873,-31.1018719101594,47.5081661852,-82.1847198698943,110.19408009252,-20.755989781801,-7.4773744791346,-46.606959000148,182.756667888598,206.265971831554,-144.302005702528,7.36789406347634,123.198182350841,-38.5597254512431,-163.55770939904
2,"NT",-0.496349144993388,13.4380714784861,16.2897478649867,13.571501143644,13.0208548509104,13.7372936991434,14.0957218829423,14.5247809659041,13.4499692631351,17.7795194954082,15.9849814618401,15.4409120322794,15.3624380742981,14.0034922282089,13.4593684309757,14.0324226383872,14.4915212313782,13.1607856026912,15.8212952125316,14.3358714713607,14.1427157449862,14.4373375107364,15.3698297494893,14.1780126160377
2,"QLD",9.99350920280176,48.4398588136442,25.3729370520864,-41.3555707343357,9.46027749100131,19.9916080968524,1.41763547237133,-73.14818563877,-9.02358084124171,81.2745459500229,57.2544810098329,-16.7000835521862,28.5604103319965,49.0465198350716,-41.4269286784574,50.3038469263297,-23.279508151295,106.264715457231,-42.7648051332267,-10.0866465834388,-80.3841906073212,97.4941520045122,-21.3966820722508,-54.7025449001221
2,"SA",-2.40391546268643,13.7571009153378,-6.80664206791494,-1.84553905637108,16.1661078393356,-0.622660055286929,4.370836958116,-9.87356253297264,-1.33061146904356,8.99177910309879,5.80805689501972,17.4106001972094,19.8964984499445,8.67250352371707,12.7044288190997,-12.1642524482929,1.21246637439856,10.6034356523784,-2.30708112069124,13.1428917128765,2.78149006599483,-11.6019461601481,6.05835474359458,-4.6504109516527
2,"TAS",-4.65192456906146,-1.26795324915179,2.81177299948928,5.53898526815982,-20.4767119828012,-10.8832724197158,15.9432756649924,22.6601482971832,-20.5761618749559,6.41544914471353,-3.51397683384363,-17.3353174728741,19.5204787905367,-29.0242719881518,11.5959559466605,-16.7926124201546,-0.0332262130336858,-1.11983400126661,-2.9735453129112,1.23967929392052,-19.0638568170375,-1.1702926073304,1.66617273701615,2.878188009974
2,"VIC",-11.3624895060666,-22.136642823546,2.57567154273875,-17.7540534805566,-10.383644376795,-16.2861796381262,40.5570593126376,80.2147795836977,1.9593982339029,-21.5407975076891,71.1317266297215,-46.0444803336482,-15.3656099911323,-23.2026822010203,52.125433900906,26.6024259611527,0.913732967427677,-45.3353576409727,27.7158030614523,-38.9257720182877,-45.7306272493529,28.0567466221419,27.6392465413519,-41.2448451371183
2,"WA",-2.64698398786459,9.40679023219764,21.8236017705499,-83.7435552341717,32.6922225287453,-19.270080274435,31.0711503924829,3.4661703937013,24.3612276401618,11.2230493137465,70.9778557268166,-3.79922044896057,-7.81668462656307,-60.3999772483951,47.2489853342963,33.1609548966642,17.2218253710248,-44.9403180922814,69.8256238329,11.0293637775872,-3.66465478595137,-41.3058606520799,22.1151759572858,-62.9741358971328
3,"ACT-Female",-0.912813726305621,-1.11265385480662,0.544835436426889,-1.42396462207764,1.48253993253575,3.50020258523851,2.92323109311637,-1.06782885016292,-0.331005367425157,-0.123951911385892,-2.30705086246373,-0.109398400945805,0.789319156717387,1.92870043271811,1.40017142510349,-1.8120844308982,-1.34516454418371,-3.66713067187265,2.43622337379613,0.867294896108059,-1.70583081028079,1.59002888283692,1.83087559486011,-2.15548852705108
