Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
1,Aggregated,44168.2578125,18688.55078125,20334.20703125,26454.62109375,20283.01953125,20943.173828125,26754.125,23336.60546875,26375.958984375,25976.623046875,20988.2578125,20167.12890625,42213.51171875,19178.537109375,20345.05859375,25851.580078125,18957.75,19371.830078125,24201.359375,22122.3984375,24344.77734375,26203.4921875,22593.9765625,21461.095703125,42408.5234375,19603.263671875,18776.193359375,26160.7734375,18770.103515625,19452.646484375,24496.275390625,21777.875,24384.765625,26565.76953125,21761.947265625,21864.98828125,42050.2578125,18155.779296875,18623.3359375,26055.08984375,18870.65234375,19835.189453125,25012.46484375,21526.826171875,23801.927734375,25786.82421875,20726.126953125,22019.51171875,41229.55078125,18544.919921875,18746.380859375,25323.28515625,18815.587890625,19999.57421875,24697.48828125,22015.3828125,24248.404296875,27243.458984375,21275.515625,22115.84375,41525.96484375,17302.904296875,19033.833984375,25422.544921875,19399.47265625,20156.0,25222.49609375,21653.947265625,23968.396484375,25770.837890625,21110.744140625,21253.134765625,42523.83984375,16760.982421875,19443.23046875,25962.912109375,19579.26953125,20198.12890625,25861.0859375,22031.34375,24409.60546875,25809.72265625,21167.474609375,21061.32421875,41193.7265625,16730.171875,18973.951171875,24926.7421875,19221.1328125,18759.802734375,24132.65625,20535.85546875,22716.810546875,23798.345703125,20495.599609375,20488.87890625,41515.34375,16924.103515625,19167.220703125,26037.7578125,19147.30859375,19894.923828125,24346.734375,20717.23828125,23277.2734375,24878.15234375,20038.66015625,20970.650390625,42127.89453125,16858.056640625,18607.60546875,26110.818359375,19084.791015625,20082.466796875,24428.22265625,20364.931640625,22354.708984375,25080.392578125,20123.84765625,21199.125,41242.8125,16265.58203125,19019.328125,25707.109375,19057.740234375,19482.171875,23564.1875,20301.009765625,21901.888671875,24498.744140625,20530.09765625,20240.779296875,39193.484375,15595.0673828125,19023.529296875,23791.23828125,17960.0234375,18978.4375,23259.7578125,20364.478515625,21965.91015625,23244.943359375,20728.32421875,19886.736328125,39114.34375,15893.5654296875,17748.390625,23791.0859375,18160.2890625,18878.900390625,23208.16015625,20254.9453125,21858.8046875,23313.044921875,20390.158203125,19771.138671875,38466.17578125,15883.203125,17483.8203125,24020.857421875,18091.875,18905.615234375,23507.158203125,20665.001953125,21690.919921875,23647.05859375,20094.7734375,19884.6015625
2,NSW,15527.2744140625,6204.7216796875,6762.14697265625,8991.7705078125,6181.04736328125,5876.00732421875,7605.822265625,6510.5693359375,6737.9287109375,8830.296875,7220.0859375,7472.41015625,15136.173828125,6631.26904296875,6449.67578125,8096.28173828125,5739.24560546875,5474.37744140625,6868.41162109375,6151.44091796875,7665.27783203125,8490.5361328125,7239.462890625,8284.3505859375,14342.2080078125,7220.92578125,5368.79052734375,8859.2578125,6086.326171875,6493.484375,7913.34228515625,6057.70751953125,6556.3818359375,8301.8564453125,6355.67919921875,6948.9951171875,14192.9755859375,5927.74609375,6652.5830078125,8478.9755859375,5834.3759765625,5956.01904296875,7533.951171875,6324.49755859375,6616.578125,8081.224609375,6395.32275390625,6746.45556640625,14674.107421875,5977.31640625,6972.77734375,8614.701171875,6174.77734375,6294.92138671875,7784.6142578125,6458.4375,6903.673828125,8335.89453125,6319.5791015625,7225.802734375,14032.423828125,5745.6611328125,6552.9345703125,8346.755859375,6002.912109375,6077.265625,7534.22021484375,6105.75634765625,6699.8857421875,8086.18896484375,6172.39990234375,6847.7890625,14180.06640625,5678.3583984375,6398.97705078125,8321.458984375,5797.08251953125,5898.12060546875,7596.5634765625,6174.56884765625,6334.0185546875,8226.82421875,6032.44873046875,6852.6689453125,14433.697265625,5252.02294921875,6071.22509765625,8390.4267578125,5485.0283203125,5699.1982421875,6912.79931640625,5737.97998046875,6135.0126953125,7657.7763671875,5834.97900390625,6394.41796875,15429.482421875,5325.57373046875,6468.76416015625,8500.296875,5614.86669921875,5579.93701171875,7349.525390625,6058.5947265625,6152.26171875,8092.06689453125,6004.986328125,6536.58154296875,15037.9033203125,5178.7109375,6241.3828125,7962.98779296875,5731.10498046875,5251.1513671875,6950.2080078125,5906.22509765625,6035.40283203125,7774.5517578125,6154.23193359375,6448.08349609375,14839.029296875,4966.85009765625,5792.5283203125,8364.4443359375,5504.5048828125,5421.14794921875,7047.33935546875,5704.58154296875,6054.33984375,8173.2158203125,5917.79296875,6423.419921875,14333.58984375,5304.6328125,5770.3837890625,7529.86181640625,5217.517578125,5336.77734375,6712.8955078125,5656.458984375,5857.32763671875,7647.14990234375,5763.92626953125,6158.44677734375,14512.0947265625,5094.95751953125,6032.591796875,7647.05517578125,5529.34912109375,5152.837890625,6803.64990234375,5842.9130859375,5875.21875,7577.13671875,5982.09912109375,6204.07958984375,14511.294921875,5142.400390625,5987.63427734375,8059.2978515625,5536.609375,5253.35302734375,6818.89599609375,5857.03076171875,6003.70654296875,7714.46875,6010.92578125,6304.2373046875
2,NT,366.6557312011719,114.38639831542969,247.6502227783203,279.8920593261719,358.41973876953125,596.93701171875,745.369384765625,908.3544921875,739.7584838867188,583.9163818359375,428.57330322265625,212.42437744140625,376.9854431152344,323.5646667480469,330.8597106933594,363.248291015625,321.6155090332031,529.9343872070312,845.250244140625,1173.59375,933.400390625,695.7577514648438,483.8634948730469,267.1098937988281,213.6295623779297,117.93293762207031,306.20361328125,410.0984191894531,485.28094482421875,523.3709106445312,738.0826416015625,845.69775390625,623.2092895507812,604.7254638671875,313.7843322753906,115.82196044921875,152.22889709472656,205.38038635253906,217.75595092773438,257.7852478027344,453.27923583984375,620.0401611328125,972.3232421875,702.8594360351562,836.8660278320312,725.4006958007812,500.29217529296875,186.39486694335938,178.8361358642578,209.39620971679688,406.04510498046875,543.5806274414062,537.68310546875,543.8031005859375,731.1007690429688,544.7632446289062,718.1959228515625,435.19354248046875,226.5480194091797,178.62371826171875,210.02505493164062,203.2176513671875,273.06524658203125,412.3854675292969,474.5154113769531,592.8735961914062,814.139404296875,777.0313110351562,622.8005981445312,391.2898864746094,266.71832275390625,129.2135009765625,281.9701843261719,91.47579956054688,203.79000854492188,324.78173828125,447.77716064453125,674.8535766601562,981.5260620117188,899.2037963867188,661.0447998046875,477.3853454589844,237.56405639648438,142.74867248535156,310.975830078125,154.044189453125,222.73448181152344,339.7464904785156,307.3768310546875,539.6405029296875,986.9115600585938,877.23681640625,795.5800170898438,685.8602905273438,454.22332763671875,198.7584686279297,288.63165283203125,172.7545623779297,320.8804931640625,404.6995544433594,516.3992309570312,703.0055541992188,866.6183471679688,820.7913208007812,665.6193237304688,562.954345703125,395.3836975097656,198.82693481445312,232.23214721679688,173.52101135253906,237.65045166015625,399.5491027832031,496.1055603027344,764.0621337890625,999.82470703125,899.817626953125,826.6554565429688,625.1689453125,338.7048645019531,155.59414672851562,278.85546875,129.279052734375,223.08604431152344,350.5408020019531,552.7494506835938,755.5010986328125,813.5074462890625,960.2077026367188,807.446044921875,675.2415161132812,455.4048156738281,248.31805419921875,264.2970886230469,149.39453125,224.09548950195312,439.64556884765625,501.13690185546875,838.7728271484375,831.6524658203125,828.7860717773438,613.4832153320312,497.3204345703125,312.0890197753906,187.55157470703125,324.8426208496094,99.77703094482422,302.7127685546875,319.125732421875,506.6103210449219,587.3809814453125,843.54248046875,924.9219360351562,801.1529541015625,608.8864135742188,387.8976745605469,250.009033203125,379.79071044921875,141.0167999267578,253.24676513671875,272.9621276855469,477.7234802246094,634.3941650390625,854.1044921875,699.3836669921875,739.9367065429688,611.684814453125,347.9319152832031,228.4038543701172
2,QLD,9797.44140625,4179.79736328125,4872.880859375,6220.3076171875,5327.34033203125,5614.42529296875,7055.87353515625,6540.81640625,6754.6904296875,6215.22607421875,5021.96533203125,4754.75439453125,9707.123046875,4264.16015625,4530.787109375,6036.63232421875,4969.9130859375,5660.39892578125,7002.1484375,7055.49267578125,7810.29248046875,7260.6083984375,5760.05224609375,5016.97998046875,9347.4189453125,4171.18505859375,4281.8212890625,6092.78759765625,5153.2529296875,5498.70556640625,6964.9619140625,6677.50244140625,7437.9169921875,7124.8759765625,5297.4560546875,5226.55419921875,9178.4560546875,4072.21484375,4305.96142578125,6363.80859375,5073.58837890625,5621.52294921875,7068.375,6813.8369140625,7914.65283203125,7193.65380859375,5295.78564453125,5350.65966796875,9090.083984375,4003.515869140625,4451.00048828125,6130.34228515625,4770.1953125,5418.244140625,6596.33984375,6947.51025390625,7558.248046875,7413.2431640625,5387.12451171875,5247.8828125,9317.9619140625,3913.0595703125,4571.70458984375,5933.58154296875,5172.19873046875,5529.80810546875,7079.873046875,6742.671875,7550.31591796875,7165.13720703125,5457.8779296875,5061.96240234375,9746.1796875,3968.487060546875,4654.46240234375,6044.48046875,5324.458984375,5665.224609375,7450.4765625,7087.17724609375,7884.31494140625,7511.236328125,5653.04443359375,5251.8427734375,9463.244140625,4050.9384765625,4475.61669921875,6135.80029296875,5144.623046875,5549.83935546875,7049.173828125,6536.85693359375,7209.12060546875,6983.6435546875,5489.53369140625,5205.14453125,9633.3837890625,4022.31689453125,4619.435546875,6181.87158203125,5114.849609375,5577.48046875,7043.8818359375,6469.02001953125,7230.4169921875,7131.1015625,5631.59765625,5420.505859375,9505.216796875,4150.38232421875,4650.1826171875,6427.6416015625,5480.99609375,5884.57568359375,7162.2646484375,6407.20068359375,7059.59765625,7449.44140625,5679.9228515625,5470.556640625,9295.625,3983.632080078125,4750.2236328125,6273.28662109375,5332.4619140625,5542.20166015625,6981.51171875,6289.19384765625,6647.6884765625,6826.630859375,5432.90576171875,5397.375,8927.0927734375,3857.06982421875,4766.4296875,5894.19580078125,5048.0888671875,5472.84130859375,6872.20654296875,6435.58544921875,6842.40576171875,6709.2001953125,5362.90380859375,5209.6123046875,8911.4306640625,3905.921875,4538.1328125,5947.1640625,5083.29541015625,5606.109375,7090.8427734375,6600.22265625,6961.8720703125,6748.43408203125,5643.9677734375,5029.06005859375,8059.86669921875,3831.584716796875,4000.425537109375,5562.2119140625,5139.72900390625,5384.634765625,6829.42333984375,6773.83837890625,6801.96484375,6690.7080078125,5396.12890625,4979.6259765625
2,SA,2860.405029296875,1273.0748291015625,1216.6510009765625,1920.2022705078125,1522.1346435546875,1286.6160888671875,1843.7091064453125,1129.0269775390625,1289.8963623046875,1819.3994140625,1249.6820068359375,1193.273681640625,3242.268310546875,1630.434814453125,1390.8626708984375,1689.461669921875,1201.3387451171875,1272.20947265625,1715.057861328125,1261.73876953125,1172.7454833984375,1687.925048828125,1332.7242431640625,1535.6820068359375,2847.611083984375,1552.671142578125,1386.9161376953125,1769.0506591796875,1463.730224609375,1286.948486328125,1611.5595703125,1235.1221923828125,1265.561767578125,1818.6787109375,1409.9012451171875,1468.467041015625,2975.401611328125,1166.683349609375,1479.0015869140625,1798.106689453125,1384.6793212890625,1344.4130859375,1562.705810546875,1166.1734619140625,1415.731689453125,1872.4093017578125,1402.0433349609375,1343.326416015625,2907.036865234375,1188.2486572265625,1326.0391845703125,1815.0810546875,1380.9156494140625,1315.8482666015625,1726.160888671875,1213.345703125,1350.253173828125,1892.103271484375,1389.9825439453125,1263.7117919921875,2820.7021484375,1206.9044189453125,1347.99365234375,1886.22265625,1428.7509765625,1299.7027587890625,1692.930908203125,1268.2198486328125,1333.6429443359375,1853.7392578125,1442.269287109375,1302.2059326171875,3055.190185546875,1265.05908203125,1354.6343994140625,1647.3857421875,1390.85498046875,1148.235595703125,1535.02880859375,1325.197265625,1376.3958740234375,1969.109375,1491.8763427734375,1321.4232177734375,2718.8046875,1032.060302734375,1324.566650390625,1742.3470458984375,1390.263671875,1281.4521484375,1440.509521484375,1102.781005859375,1448.776123046875,1855.883544921875,1270.6563720703125,1473.08740234375,3014.88427734375,1131.1026611328125,1649.628173828125,1917.4443359375,1259.42041015625,1274.9307861328125,1483.685302734375,1100.7476806640625,1343.0960693359375,1923.2666015625,1409.8392333984375,1274.8021240234375,2944.171142578125,1148.413818359375,1535.9239501953125,1675.462890625,1261.3206787109375,1100.0665283203125,1488.13818359375,1192.124267578125,1331.3472900390625,1900.9176025390625,1451.08544921875,1278.2430419921875,2868.447265625,1103.18212890625,1357.643798828125,1684.845703125,1188.549072265625,1069.9302978515625,1405.8115234375,1141.336669921875,1293.75927734375,1913.5108642578125,1439.66357421875,1165.3974609375,2616.570068359375,1083.0548095703125,1243.522216796875,1666.20654296875,1289.458984375,1167.9794921875,1580.32470703125,1299.689697265625,1277.738037109375,1833.9827880859375,1359.99658203125,1154.1986083984375,2714.912353515625,1079.261962890625,1538.4803466796875,1780.880615234375,1292.9564208984375,1193.025146484375,1352.3011474609375,1115.7435302734375,1173.1380615234375,1710.984619140625,1356.2120361328125,1159.32177734375,2762.1708984375,1194.61669921875,1286.7662353515625,1679.80712890625,1232.630615234375,1012.8839111328125,1413.4210205078125,1268.2822265625,1171.7896728515625,1820.0440673828125,1433.427001953125,1148.271484375
2,TAS,1600.3538818359375,810.573974609375,643.5905151367188,735.4046630859375,542.4692993164062,517.2987060546875,523.7095947265625,463.25799560546875,508.3777160644531,657.2240600585938,623.6554565429688,518.94384765625,1422.6927490234375,726.3906860351562,830.9390869140625,843.25439453125,481.8047180175781,481.4559020996094,583.6097412109375,465.2283935546875,659.9745483398438,826.9871215820312,761.5233154296875,642.614501953125,1476.264404296875,920.37255859375,741.810546875,796.0844116210938,564.1045532226562,521.7205810546875,529.8319702148438,411.13427734375,461.1792907714844,600.7235717773438,577.6847534179688,631.4559326171875,1490.140380859375,688.456787109375,841.4623413085938,717.4470825195312,563.7536010742188,474.0238952636719,471.2335510253906,356.254150390625,468.65557861328125,552.5332641601562,541.1303100585938,632.1998901367188,1492.2625732421875,790.9867553710938,820.9049072265625,805.899658203125,565.5023803710938,459.3043518066406,429.62786865234375,371.2159423828125,445.6192626953125,555.2578125,579.6332397460938,633.0582275390625,1567.0916748046875,836.630859375,823.0160522460938,930.2376708984375,533.5487060546875,478.8247985839844,490.1807556152344,373.2882385253906,416.2967529296875,564.9176025390625,583.9066162109375,626.760498046875,1715.7535400390625,945.2518310546875,1079.6566162109375,846.9555053710938,607.1104736328125,545.23193359375,561.1721801757812,416.5109558105469,499.1502990722656,541.0454711914062,653.6177368164062,705.2911376953125,1526.0535888671875,842.1310424804688,867.0391845703125,896.403564453125,639.7797241210938,490.9861145019531,493.09619140625,355.16070556640625,423.0714416503906,509.6338195800781,548.3290405273438,680.0327758789062,1690.42138671875,851.6098022460938,973.4639282226562,967.1004638671875,598.140625,557.4195556640625,491.70330810546875,415.4170837402344,438.1819763183594,562.1742553710938,584.6600341796875,698.4996337890625,1564.16650390625,927.8182373046875,1021.6937255859375,893.3221435546875,628.4356079101562,527.43505859375,496.8614807128906,411.9830017089844,479.3591003417969,589.277099609375,646.452880859375,682.7197875976562,1436.2498779296875,805.0278930664062,935.4968872070312,829.4447021484375,641.0890502929688,517.4813842773438,467.22528076171875,416.59869384765625,444.66326904296875,493.35980224609375,596.30419921875,690.6088256835938,1472.2596435546875,822.0719604492188,1004.9926147460938,902.993896484375,643.3919677734375,479.5793762207031,539.8922119140625,407.14837646484375,479.80731201171875,561.1614990234375,621.2622680664062,731.929443359375,1427.9710693359375,721.8760986328125,848.8794555664062,798.489013671875,582.3407592773438,467.8874816894531,491.10809326171875,393.86724853515625,462.7622985839844,559.4388427734375,575.6436767578125,667.7335815429688,1437.392578125,746.25341796875,751.6275024414062,832.9429321289062,583.3866577148438,440.5562438964844,472.8609619140625,367.3863220214844,450.8768005371094,608.7587890625,611.305419921875,681.5623779296875
2,VIC,9251.1103515625,3430.124267578125,3739.83642578125,4536.8095703125,3242.83642578125,3243.034912109375,3463.701416015625,2970.594482421875,2922.403564453125,3628.96435546875,3283.77587890625,3072.64404296875,9655.62890625,3616.9697265625,4384.9541015625,4816.9443359375,3034.4482421875,3188.856201171875,3505.124755859375,3266.78955078125,3336.842041015625,4193.83251953125,3974.132568359375,3945.697021484375,9953.908203125,4050.3525390625,4046.139404296875,4751.228515625,3471.221923828125,3390.86181640625,3902.67236328125,3292.8837890625,3205.39794921875,3961.625732421875,3657.881103515625,4050.595458984375,9856.7783203125,3409.64013671875,4141.3974609375,4964.23193359375,3379.31005859375,3472.34423828125,3879.207275390625,3253.101806640625,3402.19970703125,4227.796875,3724.9033203125,4325.2470703125,9283.9931640625,3448.67138671875,4226.11083984375,4605.19873046875,3417.88232421875,3637.5791015625,3917.36083984375,3413.737060546875,3403.654541015625,4064.645751953125,3867.56201171875,4119.68310546875,9337.90625,3452.523681640625,4024.903076171875,4824.369140625,3463.203857421875,3508.47509765625,3962.486572265625,3369.28369140625,3570.5849609375,4276.115234375,3892.536376953125,3947.112060546875,8788.896484375,3285.48828125,4140.537109375,4746.1025390625,3538.646240234375,3431.537841796875,3933.57568359375,3243.38427734375,3303.6806640625,3897.177734375,3854.245849609375,4098.71337890625,8632.86328125,3124.013427734375,4006.59033203125,4353.767578125,3325.05615234375,3314.8046875,3590.039306640625,3104.422119140625,3316.410888671875,3812.388427734375,3504.14404296875,3900.029052734375,9252.6591796875,3181.18896484375,4082.087158203125,4783.51025390625,3311.684326171875,3343.45166015625,3751.5458984375,3208.072265625,3172.30224609375,4177.00830078125,3640.455322265625,3954.42529296875,8883.9638671875,3184.2822265625,4012.302001953125,4526.48681640625,3414.835693359375,3509.373291015625,3725.171875,3113.373291015625,3343.425537109375,4081.540771484375,3764.21142578125,3989.053466796875,8761.134765625,3292.192626953125,3804.413818359375,4163.0283203125,3436.192138671875,3196.91552734375,3684.549072265625,3358.994384765625,3290.560546875,3971.214599609375,3939.270751953125,3717.7578125,8277.0166015625,3148.723388671875,3782.231201171875,4456.9833984375,3237.31884765625,3245.847412109375,3826.68359375,3255.667724609375,3364.149169921875,3988.2548828125,3719.122314453125,4033.052001953125,8208.2900390625,2920.865234375,3723.20849609375,4275.2138671875,3297.03466796875,3343.190185546875,3665.670654296875,3129.287841796875,3233.934814453125,3963.537353515625,3763.51220703125,3841.15576171875,8915.16015625,3171.298828125,3999.98193359375,4646.4462890625,3349.109619140625,3314.3642578125,3911.927490234375,3299.257568359375,3277.58447265625,3941.95849609375,3779.10498046875,4079.832275390625
2,WA,3396.584716796875,1600.9478759765625,1975.5673828125,2058.893310546875,1696.76904296875,2106.304443359375,2839.802001953125,2159.021240234375,2227.967529296875,2406.537109375,1364.25732421875,1657.8531494140625,3676.5341796875,1293.8583984375,2309.3173828125,2355.704345703125,1810.150146484375,1856.233642578125,2380.783447265625,2050.46923828125,2036.710205078125,2814.958984375,2181.073486328125,1766.0987548828125,3353.98193359375,1720.5421142578125,1454.3958740234375,2379.863525390625,1793.4112548828125,1829.60693359375,2587.336669921875,2058.5,2231.525146484375,3238.4091796875,2111.16796875,1975.245849609375,3853.705322265625,2145.7421875,1729.89599609375,2392.215576171875,1830.706787109375,2066.73583984375,2497.530517578125,1992.488525390625,2179.29541015625,2978.899658203125,1577.1484375,1672.068115234375,3832.140625,1445.21923828125,2050.4443359375,2277.241943359375,1846.37451171875,2021.1705322265625,2406.75927734375,2156.626953125,2445.329833984375,2806.903564453125,1943.0545654296875,1909.026611328125,3933.397216796875,1446.771484375,2126.947509765625,2375.90087890625,1772.239501953125,2061.3642578125,2572.82763671875,2072.88818359375,2557.958740234375,2906.003173828125,1868.464111328125,2034.23291015625,4037.76904296875,1532.127685546875,1934.7490234375,2620.38037109375,1832.2227783203125,2082.071044921875,2891.0859375,2371.08203125,2339.01904296875,3075.8515625,1955.5469970703125,2003.5609130859375,3175.216552734375,1614.4906005859375,1954.70751953125,2377.9169921875,1826.4066162109375,1947.1634521484375,2272.502197265625,2246.494873046875,2355.348876953125,2605.989501953125,2187.708984375,2021.846435546875,3599.26025390625,2000.969970703125,2112.5634765625,2491.843017578125,1902.7498779296875,2129.149169921875,2677.14013671875,2296.966552734375,2638.2705078125,2989.451904296875,1811.5406494140625,1949.6805419921875,3536.28662109375,1677.75634765625,2171.62890625,2497.82861328125,1942.7515869140625,1988.3626708984375,2582.87841796875,2473.178955078125,2436.06689453125,2728.346435546875,2034.6373291015625,1810.8699951171875,3352.651611328125,1518.3187255859375,1981.876953125,2196.129150390625,1722.0030517578125,1637.1802978515625,2466.10693359375,1916.186279296875,2234.168701171875,2232.0224609375,1957.406494140625,1778.75830078125,3132.21044921875,1435.8773193359375,1555.8533935546875,2098.829833984375,1525.78515625,1818.1961669921875,2103.645263671875,1896.253662109375,2086.862060546875,2437.938232421875,1704.408935546875,1574.8140869140625,3463.583740234375,1318.2593994140625,1503.7542724609375,1939.9356689453125,1647.9271240234375,1861.1014404296875,2345.862548828125,2070.32470703125,2265.7314453125,2553.30712890625,1815.8040771484375,1669.3067626953125,3515.1640625,1515.3037109375,1902.572021484375,2260.23486328125,1837.8507080078125,2141.019287109375,2486.64501953125,2503.476806640625,2249.3154296875,2666.168212890625,1790.7867431640625,1637.417724609375
3,NSW-Blue Mountains,306.6171569824219,141.88052368164062,185.02793884277344,190.6059112548828,146.43670654296875,185.22373962402344,177.7360076904297,126.12368774414062,148.04946899414062,157.13900756835938,144.0600128173828,127.58965301513672,191.44601440429688,121.00860595703125,156.54034423828125,203.7475128173828,114.75717163085938,198.42208862304688,206.0420684814453,187.293212890625,203.41607666015625,125.0167007446289,64.04186248779297,101.14421081542969,180.4591827392578,125.90961456298828,118.44220733642578,126.85186004638672,118.65110778808594,175.63063049316406,180.378173828125,148.89031982421875,112.52462005615234,145.8859100341797,69.42425537109375,69.25700378417969,100.51690673828125,69.63211822509766,147.79832458496094,165.25933837890625,160.23220825195312,187.47671508789062,182.62213134765625,87.24744415283203,130.5551300048828,132.53750610351562,136.46775817871094,77.53629302978516,64.08657836914062,60.392333984375,96.10726928710938,131.3946533203125,49.18265151977539,119.15364837646484,130.36744689941406,108.29959869384766,116.16407775878906,120.80276489257812,46.37517166137695,141.84461975097656,169.14126586914062,99.52149963378906,50.128292083740234,173.58924865722656,116.35731506347656,113.41522979736328,96.64481353759766,48.211708068847656,59.81825637817383,92.69690704345703,91.75809478759766,67.15438842773438,193.36724853515625,150.69082641601562,111.29096984863281,187.04676818847656,127.60233306884766,89.22935485839844,171.06044006347656,113.2864761352539,128.4453125,89.84823608398438,96.28590393066406,121.67919158935547,184.59088134765625,93.12883758544922,74.09674835205078,155.79232788085938,74.60848236083984,145.81768798828125,146.43801879882812,83.34605407714844,138.4820098876953,183.9983367919922,100.95011901855469,98.06639862060547,139.85446166992188,35.144065856933594,157.05657958984375,180.35684204101562,163.40858459472656,111.75566864013672,159.2575225830078,126.91364288330078,121.29556274414062,133.255859375,66.71586608886719,80.52227020263672,118.42102813720703,133.39938354492188,155.9567413330078,167.9913330078125,138.00425720214844,157.29449462890625,194.43252563476562,133.95925903320312,88.12838745117188,131.95240783691406,95.17169952392578,121.36503601074219,83.2095947265625,61.67839431762695,122.99284362792969,140.99925231933594,82.96839141845703,127.57597351074219,137.5789337158203,125.16002655029297,160.8278350830078,122.9535903930664,89.41837310791016,58.66381072998047,154.9568634033203,69.445556640625,98.04422760009766,167.23069763183594,89.62703704833984,89.37187957763672,161.9842529296875,88.11183166503906,109.27629852294922,162.81320190429688,65.9144287109375,90.00837707519531,259.906005859375,121.7157211303711,85.94652557373047,251.2349090576172,171.171142578125,123.07617950439453,141.66824340820312,66.67041015625,80.04969787597656,137.100830078125,102.83255004882812,57.462100982666016,265.151123046875,88.93765258789062,134.3176727294922,250.1831817626953,144.20863342285156,134.68858337402344,267.1949768066406,134.6919708251953,70.412109375,112.77812194824219,68.95652770996094,153.3016357421875
3,NSW-Canberra,758.7125854492188,383.7339782714844,400.3038635253906,502.10211181640625,362.7098693847656,330.08319091796875,384.0645751953125,347.2372741699219,362.536376953125,409.8704528808594,376.53082275390625,346.4761047363281,711.7534790039062,418.13507080078125,461.6664733886719,497.48614501953125,440.1182556152344,388.1736755371094,439.159423828125,423.1957702636719,465.4654846191406,545.6831665039062,517.0930786132812,424.7572021484375,703.9523315429688,435.1125793457031,421.89703369140625,506.9761047363281,442.7830505371094,388.39373779296875,437.4996337890625,441.5117492675781,413.0466003417969,509.8887634277344,451.4512023925781,502.2930603027344,498.4592590332031,432.138427734375,502.3583984375,554.1942749023438,405.994384765625,437.38165283203125,510.4701843261719,366.715087890625,447.6056213378906,494.0059814453125,408.9359436035156,457.85980224609375,511.6619567871094,365.0635681152344,445.16015625,553.3084106445312,405.3330078125,450.6101989746094,441.22418212890625,372.7191162109375,437.93359375,453.46875,379.91986083984375,472.2085876464844,420.6259460449219,415.318603515625,455.62811279296875,457.65020751953125,458.3634338378906,388.5662536621094,440.50360107421875,365.2091369628906,419.4663391113281,458.1370849609375,417.3377685546875,444.72784423828125,422.67767333984375,358.0773620605469,438.90411376953125,477.8521423339844,383.0618591308594,423.0483703613281,400.60528564453125,370.6781005859375,405.54974365234375,456.62725830078125,370.1464538574219,481.620361328125,480.57952880859375,317.7607116699219,387.4877624511719,430.0721130371094,388.3189392089844,382.7804870605469,452.76348876953125,389.1893005371094,406.3673400878906,439.57891845703125,373.0939025878906,398.12506103515625,602.0984497070312,355.1722412109375,426.0453186035156,547.5091552734375,417.0973815917969,376.9985656738281,490.67529296875,381.7787170410156,394.84857177734375,503.6573791503906,361.9453430175781,437.8620910644531,728.9909057617188,331.31378173828125,394.2865295410156,567.1351928710938,389.84356689453125,417.59698486328125,484.02105712890625,366.25823974609375,388.16253662109375,504.4209289550781,398.0683288574219,423.8133850097656,596.3943481445312,352.3529357910156,455.59002685546875,482.35675048828125,449.1141662597656,329.150146484375,457.4905090332031,408.35443115234375,394.80731201171875,459.4260559082031,391.74945068359375,410.0352783203125,597.586181640625,368.2937927246094,427.0870666503906,444.4933776855469,340.8163757324219,343.5690002441406,415.72100830078125,318.11126708984375,379.9072265625,459.4281921386719,341.4286804199219,396.989501953125,696.7191162109375,345.8673400878906,502.28125,463.16900634765625,438.2586669921875,361.9734802246094,437.6826171875,354.71197509765625,361.8150634765625,489.3564453125,380.1372375488281,375.71343994140625,504.4503173828125,323.77716064453125,424.64276123046875,441.9283752441406,384.54351806640625,345.1629333496094,421.7860107421875,328.780029296875,362.47027587890625,459.4407958984375,346.1283874511719,360.05145263671875
