Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
1,Aggregated,7521.29638671875,7671.68798828125,7690.16845703125,7816.38037109375,7768.34033203125,7844.7216796875,7755.93798828125,7705.7900390625,7611.4580078125,7584.74462890625,7531.31201171875,7523.56396484375,7508.59326171875,7518.13427734375,7520.640625,7538.29150390625,7519.78076171875,7563.85302734375,7612.00244140625,7682.8544921875,7738.21435546875,7798.34033203125,7853.3193359375,7943.8095703125,7895.6484375,7992.7744140625,8009.7890625,8124.9423828125,8118.15625,8169.3828125,8201.3505859375,8242.5205078125,8268.015625,8314.9619140625,8330.5439453125,8363.1982421875,8442.4111328125,8520.76953125,8528.603515625,8590.9404296875,8632.197265625,8692.9208984375,8719.0771484375,8795.94921875,8823.052734375,8861.7744140625,8896.033203125,8948.25390625,8944.0810546875,9018.9677734375,9045.71875,9122.3427734375,9167.2236328125,9224.4716796875,9240.43359375,9312.3623046875,9326.34765625,9387.6650390625,9388.900390625,9431.6455078125,9489.619140625,9549.4443359375,9593.732421875,9664.361328125,9714.4267578125,9746.478515625,9820.7177734375,9865.0830078125,9905.0859375,9947.1728515625,9967.705078125,10010.8525390625,10222.646484375,10298.2041015625,10319.158203125,10378.3095703125,10449.318359375,10494.521484375,10525.7529296875,10581.5439453125,10628.4462890625,10658.5419921875,10646.720703125,10714.103515625,10988.5009765625,11063.87109375,11084.4462890625,11180.005859375,11206.1845703125,11308.51953125,11323.369140625,11392.5166015625,11452.39453125,11503.53125,11524.6337890625,11575.08984375
2,Clerical and Administrative Workers,1031.3575439453125,1045.3624267578125,1028.663818359375,1051.9112548828125,1059.58251953125,1056.115966796875,1043.1072998046875,1029.18115234375,1060.3221435546875,1048.8975830078125,1031.9930419921875,1013.7598876953125,1022.1576538085938,1022.0123291015625,1017.5936889648438,1015.1150512695312,1034.04833984375,1041.94384765625,1051.00537109375,1064.8419189453125,1079.2373046875,1084.9620361328125,1089.6878662109375,1101.49072265625,1094.997314453125,1104.251708984375,1101.4718017578125,1106.61083984375,1118.2789306640625,1116.281005859375,1116.2056884765625,1116.2496337890625,1122.73876953125,1121.904541015625,1116.25927734375,1118.3448486328125,1134.399169921875,1137.716552734375,1138.6024169921875,1140.6129150390625,1161.2615966796875,1162.6552734375,1167.6116943359375,1171.7607421875,1184.3936767578125,1186.1982421875,1190.7945556640625,1189.25341796875,1212.5853271484375,1219.7938232421875,1216.127197265625,1218.91845703125,1232.6112060546875,1231.801513671875,1226.8502197265625,1222.208984375,1236.1651611328125,1235.224853515625,1230.1099853515625,1227.887939453125,1247.8597412109375,1254.3743896484375,1253.6103515625,1262.0687255859375,1277.38037109375,1284.1466064453125,1288.5789794921875,1288.0294189453125,1303.7081298828125,1300.9578857421875,1300.0169677734375,1296.6583251953125,1289.1376953125,1297.3372802734375,1293.6729736328125,1305.0467529296875,1316.9879150390625,1320.0322265625,1315.40380859375,1309.4549560546875,1330.082763671875,1328.2386474609375,1321.501220703125,1324.4495849609375,1329.285400390625,1328.59912109375,1330.6495361328125,1338.8360595703125,1355.1346435546875,1359.78857421875,1357.1292724609375,1366.19287109375,1385.1895751953125,1381.78662109375,1383.9722900390625,1390.04150390625
2,Community and Personal Service Workers,428.4787902832031,460.4695129394531,455.7284240722656,458.169677734375,457.1948547363281,486.6574401855469,485.19390869140625,485.5068359375,463.6952209472656,493.7834167480469,493.4453430175781,492.9854431152344,475.569580078125,503.102294921875,498.6228332519531,499.5315246582031,482.8503723144531,511.5652770996094,508.45977783203125,508.6180419921875,496.2420654296875,528.0892333984375,528.117919921875,533.881103515625,529.6697387695312,555.1773681640625,553.7243041992188,565.7103881835938,555.6883544921875,588.0230712890625,587.5894165039062,597.575927734375,582.6842041015625,614.759033203125,613.3654174804688,619.1971435546875,647.2650756835938,667.791748046875,668.2982177734375,674.5767822265625,669.010498046875,701.8824462890625,695.887939453125,705.2839965820312,695.7286987304688,724.5242919921875,721.2169189453125,723.2022705078125,711.994384765625,743.105712890625,747.5074462890625,747.9374389648438,743.7582397460938,772.7267456054688,775.3194580078125,775.5263061523438,773.2816162109375,810.844970703125,808.88671875,813.3082885742188,795.8191528320312,827.5089111328125,829.6232299804688,834.7747802734375,835.3120727539062,864.68603515625,862.5606079101562,870.4129638671875,863.640625,896.383544921875,895.2426147460938,891.9085693359375,882.3134155273438,907.3660888671875,908.95751953125,915.2113037109375,912.0322875976562,950.0931396484375,945.139892578125,951.1082153320312,946.0897216796875,984.1585083007812,976.3865966796875,977.2197265625,1006.604736328125,1039.647705078125,1028.7220458984375,1035.937744140625,1043.4591064453125,1077.2435302734375,1070.372314453125,1072.61474609375,1073.7093505859375,1104.0675048828125,1107.8260498046875,1104.6292724609375
2,Labourers,1049.6951904296875,1067.1494140625,1056.572509765625,1080.1334228515625,1053.998291015625,1075.099609375,1046.30712890625,1055.037841796875,1026.2841796875,998.1463623046875,961.911865234375,964.450439453125,985.7767944335938,975.0576171875,955.1574096679688,978.7919311523438,979.6732177734375,982.1779174804688,971.9218139648438,998.890869140625,1005.6818237304688,1013.6128540039062,1002.1218872070312,1028.069091796875,1027.5455322265625,1034.016357421875,1013.33447265625,1036.795166015625,1033.8099365234375,1031.70556640625,1012.3246459960938,1037.167724609375,1028.9017333984375,1030.72705078125,1010.4032592773438,1036.1580810546875,1043.0556640625,1044.9793701171875,1027.5406494140625,1059.980712890625,1056.1572265625,1056.84375,1049.1756591796875,1074.68408203125,1072.4600830078125,1073.235107421875,1059.60302734375,1088.9576416015625,1072.7178955078125,1064.741455078125,1054.22412109375,1078.7158203125,1077.3548583984375,1073.70556640625,1061.12841796875,1080.364501953125,1085.95556640625,1082.305419921875,1068.8990478515625,1097.388671875,1091.8907470703125,1087.4071044921875,1072.3607177734375,1087.9542236328125,1092.1005859375,1084.46533203125,1073.343505859375,1097.8948974609375,1094.486083984375,1098.28564453125,1077.9617919921875,1110.04150390625,1125.048095703125,1122.3402099609375,1107.1573486328125,1131.396728515625,1126.9188232421875,1127.193359375,1113.245849609375,1135.6934814453125,1127.50244140625,1124.59814453125,1114.1046142578125,1141.2620849609375,1159.4449462890625,1157.3358154296875,1140.4229736328125,1166.013427734375,1163.7374267578125,1161.4888916015625,1149.2801513671875,1177.3726806640625,1177.7589111328125,1176.980224609375,1165.4190673828125,1188.057861328125
2,Machinery Operators and Drivers,609.7620849609375,604.8604736328125,614.9794311523438,612.2680053710938,597.5081787109375,586.3978271484375,581.6664428710938,571.42041015625,567.1600341796875,558.4561767578125,548.4647216796875,538.83349609375,555.040771484375,549.4567260742188,546.0423583984375,538.3111572265625,545.7637329101562,546.3409423828125,547.2825927734375,552.565185546875,559.3067016601562,567.6072998046875,570.9879150390625,575.7642211914062,579.1231079101562,581.5345458984375,581.3155517578125,595.9554443359375,582.1166381835938,579.9052124023438,586.4027709960938,585.0445556640625,579.2286987304688,580.9818115234375,578.5758666992188,587.74462890625,610.9208374023438,608.9094848632812,608.7776489257812,606.5652465820312,600.91552734375,603.4761962890625,606.2135009765625,606.334228515625,604.779296875,604.4627685546875,610.064697265625,614.2681884765625,612.8584594726562,611.2543334960938,617.3833618164062,621.2864379882812,622.387451171875,621.593994140625,630.4178466796875,632.4410400390625,634.6035766601562,633.7544555664062,634.1887817382812,643.3997802734375,623.9151611328125,625.7474365234375,630.8638305664062,637.6962280273438,632.128662109375,631.558349609375,636.295654296875,645.2259521484375,638.2177734375,639.33447265625,645.5988159179688,653.4419555664062,666.4413452148438,665.239990234375,671.2647094726562,674.3367919921875,667.5745849609375,665.8603515625,668.23046875,673.1531982421875,665.1860961914062,667.4554443359375,669.7178955078125,681.119384765625,686.3804931640625,689.271484375,694.9765014648438,693.6333618164062,695.24609375,699.0407104492188,709.0648193359375,717.6298217773438,716.2575073242188,716.8717041015625,728.3961791992188,734.2183227539062
2,Managers,953.56298828125,967.005859375,969.8993530273438,988.6748046875,999.2387084960938,1004.8971557617188,1010.89013671875,1017.5360717773438,1009.1012573242188,1013.3525390625,1019.7953491210938,1024.3304443359375,971.3576049804688,967.5958251953125,969.1205444335938,983.2775268554688,990.3527221679688,987.8322143554688,995.2085571289062,1013.3226318359375,1016.7100219726562,1027.579345703125,1034.5008544921875,1057.057373046875,1009.3465576171875,1014.2323608398438,1023.1095581054688,1040.589599609375,1050.822021484375,1050.502685546875,1061.83642578125,1080.828125,1086.3154296875,1094.554931640625,1106.3629150390625,1126.8365478515625,999.8757934570312,1004.4678344726562,1000.6944580078125,1019.7822875976562,1044.3526611328125,1039.7364501953125,1039.0743408203125,1065.3052978515625,1093.0989990234375,1102.1458740234375,1097.0164794921875,1116.064453125,1073.5201416015625,1076.5501708984375,1081.3271484375,1095.010986328125,1118.255859375,1116.4622802734375,1127.894287109375,1143.63818359375,1167.3599853515625,1165.5345458984375,1184.744140625,1197.1270751953125,1173.9930419921875,1173.880126953125,1171.307373046875,1200.0780029296875,1222.8770751953125,1221.9588623046875,1222.8958740234375,1253.9649658203125,1282.8304443359375,1281.76123046875,1287.8858642578125,1315.25146484375,1342.083740234375,1331.594970703125,1335.0792236328125,1349.6630859375,1390.0035400390625,1374.30908203125,1382.468505859375,1399.5084228515625,1439.47705078125,1433.867431640625,1437.681884765625,1460.9757080078125,1468.2830810546875,1456.9503173828125,1468.382080078125,1484.9180908203125,1516.95166015625,1520.0103759765625,1530.0247802734375,1548.081787109375,1576.134033203125,1578.0208740234375,1579.4288330078125,1605.64013671875
2,Professionals,1159.883056640625,1206.3741455078125,1199.140869140625,1207.1976318359375,1225.617919921875,1253.90771484375,1246.639404296875,1245.0255126953125,1224.4825439453125,1255.4949951171875,1250.745361328125,1254.0167236328125,1253.86083984375,1284.6673583984375,1284.5731201171875,1284.7451171875,1272.0970458984375,1297.2685546875,1300.980712890625,1307.5543212890625,1299.19091796875,1330.50732421875,1344.0948486328125,1353.943359375,1344.1693115234375,1371.4302978515625,1388.9088134765625,1396.350341796875,1401.6446533203125,1436.6239013671875,1444.168212890625,1449.0948486328125,1455.3660888671875,1489.104736328125,1488.670166015625,1486.7960205078125,1519.80712890625,1550.356201171875,1550.4339599609375,1563.8145751953125,1569.6016845703125,1603.591552734375,1610.025146484375,1618.4609375,1616.7803955078125,1650.309814453125,1652.3450927734375,1656.8983154296875,1702.7310791015625,1729.5308837890625,1730.4154052734375,1742.5968017578125,1762.0462646484375,1794.114990234375,1794.5369873046875,1798.1815185546875,1819.552490234375,1839.9981689453125,1836.011962890625,1841.08203125,1890.601806640625,1916.3350830078125,1923.25927734375,1930.9903564453125,1962.992919921875,1986.5888671875,1990.4813232421875,1992.2916259765625,2014.48291015625,2043.5235595703125,2038.55322265625,2028.7508544921875,2087.8544921875,2121.870849609375,2119.054931640625,2126.041015625,2181.50732421875,2209.5947265625,2182.86083984375,2192.8056640625,2226.965087890625,2250.9111328125,2244.1591796875,2237.11962890625,2367.818603515625,2379.303466796875,2387.34619140625,2396.12646484375,2455.611083984375,2467.2607421875,2461.423583984375,2457.141845703125,2511.13525390625,2534.26025390625,2518.435302734375,2515.048095703125
2,Sales Workers,1005.3844604492188,1011.1199951171875,1015.7139282226562,1064.60302734375,1073.0938720703125,1082.9349365234375,1068.6173095703125,1073.8016357421875,1055.025634765625,1048.47607421875,1051.7529296875,1062.1427001953125,1061.954345703125,1065.552734375,1064.930419921875,1083.8753662109375,1080.0755615234375,1077.058837890625,1083.861572265625,1094.9903564453125,1093.1893310546875,1096.708740234375,1098.669921875,1122.8526611328125,1102.5355224609375,1101.7591552734375,1104.0682373046875,1121.9986572265625,1120.8585205078125,1126.610595703125,1125.55859375,1146.0888671875,1153.48828125,1145.033935546875,1152.3909912109375,1171.69775390625,1187.359130859375,1201.0068359375,1201.7744140625,1219.822021484375,1222.9625244140625,1217.6842041015625,1218.8189697265625,1248.9813232421875,1242.7906494140625,1246.4862060546875,1238.9842529296875,1270.557373046875,1245.7037353515625,1244.95166015625,1250.0947265625,1279.40771484375,1279.4554443359375,1279.813720703125,1283.634765625,1312.95458984375,1308.4658203125,1308.2344970703125,1308.0787353515625,1334.0865478515625,1297.683349609375,1299.8236083984375,1311.3277587890625,1339.5133056640625,1345.864501953125,1338.7237548828125,1345.5283203125,1368.518310546875,1377.3128662109375,1361.423828125,1361.3216552734375,1389.4569091796875,1356.627685546875,1361.10009765625,1375.5634765625,1409.3370361328125,1411.94189453125,1402.8638916015625,1408.6094970703125,1434.27099609375,1441.69384765625,1425.2645263671875,1432.4609375,1464.6002197265625,1394.036376953125,1402.0120849609375,1406.790283203125,1442.7529296875,1445.0299072265625,1450.862548828125,1447.09423828125,1486.5692138671875,1486.17724609375,1464.3668212890625,1471.8018798828125,1505.1590576171875
2,Technicians and Trades Workers,1370.7703857421875,1388.2557373046875,1373.7801513671875,1382.8956298828125,1360.923828125,1371.40869140625,1347.076904296875,1331.456298828125,1312.88232421875,1290.40869140625,1278.3856201171875,1274.0703125,1271.6573486328125,1262.0548095703125,1258.74755859375,1265.27685546875,1269.7601318359375,1265.5885009765625,1263.10546875,1276.2237548828125,1289.0557861328125,1283.6507568359375,1286.4039306640625,1299.0533447265625,1326.2078857421875,1320.1217041015625,1311.8392333984375,1316.863037109375,1344.1617431640625,1336.16162109375,1329.0341796875,1327.1773681640625,1350.546630859375,1338.48828125,1331.313232421875,1328.8919677734375,1349.3228759765625,1340.7110595703125,1340.969482421875,1348.03759765625,1362.6746826171875,1359.205322265625,1358.4227294921875,1363.3406982421875,1374.1533203125,1374.397705078125,1368.301513671875,1378.04638671875,1402.279296875,1394.65625,1398.3687744140625,1398.217041015625,1410.47900390625,1410.646484375,1414.0450439453125,1423.5089111328125,1437.2073974609375,1438.8800048828125,1444.958740234375,1453.421142578125,1432.294677734375,1432.4945068359375,1436.347412109375,1444.7198486328125,1469.4197998046875,1472.059814453125,1473.953125,1497.7847900390625,1498.09130859375,1500.3665771484375,1508.40185546875,1512.3114013671875,1573.8856201171875,1577.6475830078125,1579.64794921875,1591.0531005859375,1617.9849853515625,1608.026611328125,1617.41748046875,1632.1727294921875,1635.5599365234375,1642.015380859375,1639.4482421875,1654.344482421875,1637.2369384765625,1641.3994140625,1652.3680419921875,1665.4654541015625,1683.289794921875,1694.50634765625,1696.3675537109375,1719.336181640625,1742.30224609375,1738.2803955078125,1742.7039794921875,1761.3848876953125
3,Clerical and Administrative Workers-Full time,740.5702514648438,742.6343383789062,726.3453979492188,748.4402465820312,746.6749267578125,735.0709838867188,730.5900268554688,730.8005981445312,738.705322265625,724.2041625976562,716.3419799804688,716.9625244140625,718.970458984375,710.9149169921875,709.4815063476562,707.8921508789062,721.5027465820312,720.6865234375,719.5930786132812,721.45556640625,731.5059814453125,728.0540161132812,727.9715576171875,732.2460327148438,741.966796875,734.8722534179688,732.4309692382812,734.6082153320312,742.55126953125,733.0244750976562,733.8709716796875,736.744140625,747.7813110351562,739.3801879882812,733.2260131835938,731.7134399414062,749.2470703125,741.9151611328125,735.2177734375,739.8710327148438,756.8165893554688,747.9151611328125,750.9656982421875,746.8946533203125,763.0556640625,753.6406860351562,753.6098022460938,752.3519897460938,796.7243041992188,786.4913940429688,778.9873046875,779.2630004882812,788.4828491210938,774.6986694335938,767.6549682617188,766.9912719726562,777.7796630859375,763.2138061523438,758.5654907226562,754.1234741210938,783.330810546875,771.2431030273438,770.7127685546875,772.126220703125,780.7311401367188,773.9332885742188,775.2918090820312,774.6971435546875,784.0794677734375,776.14990234375,776.02294921875,778.1749267578125,814.0138549804688,799.2269897460938,798.951904296875,799.2200927734375,806.2074584960938,795.7630004882812,794.67041015625,789.4967651367188,809.7720947265625,796.7078857421875,794.9515380859375,793.6375122070312,814.4867553710938,806.4553833007812,805.5020751953125,811.177001953125,827.7265014648438,820.3956909179688,820.6932373046875,822.9876098632812,837.89697265625,830.2326049804688,833.951171875,833.6470947265625
