Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,Aggregated,7646.97705078125,7818.31982421875,7803.74951171875,7958.080078125,7912.1689453125,8016.20556640625,7919.15478515625,7902.3505859375,7798.49072265625,7788.3671875,7704.595703125,7720.98876953125,7625.18994140625,7653.4443359375,7595.6142578125,7657.6728515625,7650.59765625,7728.734375,7715.86767578125,7821.1015625,7862.33349609375,7982.193359375,7997.3212890625,8131.67431640625,8072.767578125,8165.99755859375,8180.6474609375,8304.7197265625,8296.1484375,8362.9423828125,8341.10546875,8442.240234375,8402.138671875,8432.556640625,8408.7958984375,8482.4931640625,8480.80859375,8555.3076171875,8557.1865234375,8673.140625,8668.431640625,8751.587890625,8766.63671875,8886.400390625,8880.72265625,8935.4130859375,8925.466796875,9037.0654296875,9035.37109375,9116.0927734375,9115.859375,9236.2607421875,9242.044921875,9314.099609375,9296.7060546875,9410.3291015625,9389.0576171875,9449.3369140625,9396.0556640625,9507.791015625
2,Clerical and Administrative Workers,1014.4744873046875,1040.583984375,1034.7435302734375,1058.7945556640625,1056.719482421875,1062.429931640625,1047.2923583984375,1046.7998046875,1034.9464111328125,1038.5400390625,1024.1309814453125,1033.90478515625,1009.7772827148438,1015.3125610351562,1007.7673950195312,1005.2940063476562,1011.1268310546875,1014.0241088867188,1011.2161865234375,1020.3519287109375,1022.6629028320312,1035.3851318359375,1023.2861938476562,1036.939697265625,1075.111083984375,1086.6092529296875,1089.108154296875,1098.306640625,1102.31494140625,1108.852294921875,1113.388916015625,1116.8670654296875,1119.78466796875,1126.963134765625,1123.4710693359375,1134.5777587890625,1116.7117919921875,1119.0003662109375,1120.244140625,1131.868408203125,1137.4464111328125,1143.9365234375,1145.8084716796875,1157.8658447265625,1158.35791015625,1168.7330322265625,1164.6923828125,1180.322021484375,1216.9603271484375,1228.7095947265625,1228.859375,1249.2943115234375,1252.29736328125,1265.854736328125,1262.314208984375,1268.44921875,1272.2637939453125,1283.8284912109375,1281.2266845703125,1280.3935546875
2,Community and Personal Service Workers,439.4753723144531,449.34796142578125,452.7184143066406,462.73773193359375,456.99334716796875,470.2405700683594,468.13116455078125,475.8108825683594,468.10223388671875,477.703125,482.98687744140625,492.5914001464844,487.58526611328125,496.9419250488281,497.6018371582031,504.24334716796875,502.1875305175781,511.5104675292969,513.3040161132812,527.6725463867188,523.2156372070312,535.1749877929688,539.2755737304688,550.4619750976562,545.2676391601562,553.6242065429688,556.9697265625,570.6708984375,568.7787475585938,578.2412109375,583.204345703125,596.3600463867188,595.1947631835938,604.4083862304688,609.37548828125,621.0712280273438,658.4639282226562,670.9278564453125,668.0100708007812,684.1741333007812,679.9019775390625,689.5507202148438,690.1021728515625,704.3175048828125,697.42578125,703.2429809570312,703.3551025390625,712.6835327148438,713.491455078125,720.958251953125,723.632568359375,731.66796875,725.747314453125,739.8456420898438,735.6102294921875,752.0792236328125,751.9684448242188,758.7470092773438,759.5541381835938,768.2137451171875
2,Labourers,1051.4454345703125,1071.330322265625,1067.3978271484375,1092.5880126953125,1086.643310546875,1097.3319091796875,1075.95068359375,1072.0770263671875,1066.0250244140625,1063.5731201171875,1052.3670654296875,1062.055908203125,997.6104125976562,997.8356323242188,978.7550048828125,992.63037109375,994.401611328125,1000.1884155273438,982.4774780273438,996.4450073242188,997.2338256835938,1001.4720458984375,1001.8973388671875,1016.6150512695312,1038.95654296875,1052.7275390625,1039.0604248046875,1058.1380615234375,1063.842041015625,1073.3057861328125,1070.484130859375,1085.76123046875,1090.73486328125,1092.665771484375,1089.802490234375,1102.9697265625,1048.1448974609375,1055.4718017578125,1049.943603515625,1060.646240234375,1067.43212890625,1067.39208984375,1074.136962890625,1079.6180419921875,1086.5850830078125,1099.9317626953125,1095.49462890625,1113.3165283203125,1072.8553466796875,1083.7587890625,1081.6910400390625,1086.876708984375,1096.07080078125,1105.8707275390625,1110.772216796875,1120.721923828125,1127.1260986328125,1137.405517578125,1135.26611328125,1145.1551513671875
2,Machinery Operators and Drivers,616.541015625,627.199462890625,624.5169677734375,640.4881591796875,637.8171997070312,644.0751342773438,639.2778930664062,643.057861328125,633.8458251953125,640.793212890625,640.7210693359375,648.9326782226562,569.6908569335938,574.800537109375,569.0489501953125,574.2564697265625,571.1063232421875,577.1490478515625,574.8411865234375,578.2150268554688,571.6614990234375,576.991943359375,581.7752685546875,590.7346801757812,592.6143798828125,600.225341796875,603.7784423828125,619.4215698242188,612.3507080078125,622.7915649414062,626.6973876953125,631.9534912109375,635.75732421875,647.1689453125,645.286376953125,653.9661254882812,624.4203491210938,625.4038696289062,627.57568359375,636.2675170898438,634.54150390625,639.1310424804688,641.47314453125,651.7824096679688,650.8720703125,655.3463134765625,662.981201171875,675.5955810546875,612.3994750976562,621.4727172851562,620.2684326171875,623.0444946289062,622.320556640625,627.655517578125,628.744873046875,637.3291625976562,637.66357421875,644.128662109375,648.037841796875,658.7730712890625
2,Managers,938.0608520507812,964.6237182617188,962.5834350585938,980.0659790039062,975.982177734375,983.8353881835938,964.056884765625,968.3462524414062,956.0038452148438,965.8403930664062,956.9342651367188,962.9449462890625,961.507568359375,965.5869140625,956.2158813476562,966.4080810546875,965.4276123046875,973.25,961.738037109375,977.1507568359375,979.3064575195312,981.4426879882812,976.9353637695312,994.19677734375,1000.1683959960938,1006.7463989257812,1009.624755859375,1030.6265869140625,1025.6024169921875,1029.0618896484375,1027.0679931640625,1043.317626953125,1036.720703125,1048.935546875,1045.7138671875,1058.436767578125,977.7313842773438,988.0635986328125,978.4015502929688,995.7437133789062,993.6550903320312,1008.3482055664062,1001.4890747070312,1019.1421508789062,1015.7975463867188,1029.80419921875,1024.02099609375,1037.746337890625,1055.7938232421875,1059.2567138671875,1060.3365478515625,1080.49853515625,1084.537353515625,1086.8778076171875,1086.9644775390625,1105.728515625,1104.4605712890625,1106.84033203125,1101.1529541015625,1118.81640625
2,Professionals,1170.3778076171875,1198.9022216796875,1194.630859375,1214.7650146484375,1210.3826904296875,1223.4659423828125,1203.0867919921875,1194.7415771484375,1191.1490478515625,1191.4384765625,1179.619873046875,1184.367919921875,1273.7703857421875,1288.69482421875,1283.9571533203125,1282.228515625,1285.1009521484375,1296.043701171875,1291.310791015625,1291.557373046875,1299.5626220703125,1315.369140625,1305.9068603515625,1320.532470703125,1339.135009765625,1347.3424072265625,1350.227294921875,1356.66650390625,1365.569091796875,1383.4521484375,1376.7742919921875,1395.1781005859375,1394.6395263671875,1407.74072265625,1402.9112548828125,1421.7113037109375,1522.8421630859375,1533.664306640625,1529.939453125,1555.6168212890625,1550.1549072265625,1569.4591064453125,1567.718994140625,1578.5501708984375,1577.747802734375,1588.2501220703125,1588.2275390625,1590.07177734375,1703.8853759765625,1717.41748046875,1722.6103515625,1737.1773681640625,1740.8699951171875,1760.2861328125,1761.5321044921875,1769.143310546875,1765.1085205078125,1775.6068115234375,1770.620849609375,1777.14892578125
2,Sales Workers,1006.42041015625,1029.009033203125,1024.1939697265625,1052.0648193359375,1044.6053466796875,1053.6268310546875,1040.96435546875,1039.7877197265625,1035.5491943359375,1037.105224609375,1032.831787109375,1037.505859375,1055.2431640625,1054.408203125,1049.574462890625,1061.603515625,1054.6922607421875,1058.4041748046875,1052.4703369140625,1061.0377197265625,1060.7169189453125,1063.8865966796875,1064.8748779296875,1073.097412109375,1093.53759765625,1109.3817138671875,1105.314697265625,1118.5072021484375,1125.4739990234375,1135.853515625,1128.76171875,1138.23828125,1142.8582763671875,1153.82177734375,1148.18115234375,1157.9244384765625,1166.197021484375,1178.690673828125,1165.8275146484375,1191.0841064453125,1193.84326171875,1201.4031982421875,1195.8326416015625,1208.6798095703125,1219.5128173828125,1225.8851318359375,1224.9881591796875,1234.1131591796875,1218.5704345703125,1229.28857421875,1225.510009765625,1242.506103515625,1249.296875,1259.4051513671875,1263.0823974609375,1273.9794921875,1273.6424560546875,1293.0364990234375,1283.7772216796875,1300.2027587890625
2,Technicians and Trades Workers,1342.236328125,1372.885498046875,1366.720703125,1393.432373046875,1390.84326171875,1393.4552001953125,1375.9671630859375,1368.322021484375,1364.3658447265625,1358.9136962890625,1344.5867919921875,1347.1611328125,1278.3955078125,1285.6795654296875,1272.605224609375,1281.294921875,1285.9281005859375,1295.0712890625,1291.2752685546875,1299.4326171875,1319.4560546875,1333.9027099609375,1326.5921630859375,1328.2379150390625,1300.5809326171875,1308.474609375,1306.0799560546875,1327.3948974609375,1331.98486328125,1336.1497802734375,1334.4398193359375,1357.51416015625,1366.270751953125,1372.811767578125,1369.99609375,1382.9261474609375,1331.1231689453125,1340.2999267578125,1337.3724365234375,1345.7569580078125,1353.3311767578125,1376.1500244140625,1365.005126953125,1381.188232421875,1384.0596923828125,1392.0865478515625,1394.41015625,1412.8922119140625,1376.7081298828125,1389.067626953125,1391.4981689453125,1398.4371337890625,1416.0584716796875,1423.36328125,1425.080322265625,1434.758544921875,1448.2130126953125,1456.9942626953125,1450.9005126953125,1469.59375
3,Clerical and Administrative Workers-Full time,729.2439575195312,739.962158203125,735.3262939453125,750.3934326171875,754.6949462890625,757.3199462890625,737.0791015625,742.0233154296875,735.0338745117188,736.9791870117188,720.5690307617188,723.65576171875,718.2757568359375,710.59912109375,705.6995239257812,705.8328247070312,719.7181396484375,712.28173828125,712.9376831054688,716.875,731.414306640625,727.7783203125,729.7501831054688,740.068603515625,741.3049926757812,750.1222534179688,749.943603515625,747.7046508789062,752.373046875,755.9384155273438,754.6617431640625,757.41845703125,754.5407104492188,759.2157592773438,757.401611328125,756.3521118164062,744.26171875,741.9227905273438,740.4066162109375,752.7150268554688,754.970947265625,748.5703125,750.7586669921875,756.9107666015625,759.00927734375,762.8070678710938,758.2005615234375,776.7918701171875,803.4161376953125,804.51708984375,807.1441040039062,812.8009033203125,817.5278930664062,823.1452026367188,822.1156005859375,822.6566162109375,823.7799072265625,828.1951293945312,819.9476318359375,824.812744140625
