Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1,Aggregated,7624.74658203125,7781.2119140625,7779.26171875,7906.9814453125,7855.2099609375,7919.63671875,7817.90576171875,7779.806640625,7703.57373046875,7666.5205078125,7594.28955078125,7576.31982421875,7571.0654296875,7591.15380859375,7561.25146484375,7589.32080078125,7619.5234375,7653.92578125,7690.35107421875,7793.33154296875,7861.4765625,7952.5166015625,8025.17626953125,8121.68115234375,8021.72021484375,8132.890625,8157.70166015625,8249.5791015625,8261.0029296875,8332.54296875,8358.8154296875,8411.240234375,8408.1318359375,8429.72265625,8412.4794921875,8480.2412109375,8528.736328125,8574.0634765625,8628.2216796875,8700.7451171875,8735.97265625,8804.2294921875,8841.228515625,8904.2021484375,8945.5498046875,8995.6669921875,9025.2138671875,9083.5419921875,9057.263671875,9110.27734375,9171.171875,9227.9853515625,9271.94921875,9346.2412109375,9350.064453125,9449.775390625,9462.38671875,9493.1064453125,9508.72265625,9567.572265625,9588.8291015625,9652.0068359375,9697.7646484375,9781.048828125,9824.1162109375,9904.0830078125,9950.4638671875,9995.30078125,10056.9384765625,10079.4736328125,10089.544921875,10159.6552734375
2,Clerical and Administrative Workers,1024.889892578125,1039.2847900390625,1018.548583984375,1042.810546875,1049.3314208984375,1050.7496337890625,1023.3221435546875,1019.9866333007812,1037.1175537109375,1029.1375732421875,1013.4904174804688,1000.1103515625,1016.4794921875,1016.3984375,1011.1458740234375,1013.31591796875,1037.9241943359375,1047.743408203125,1049.63916015625,1056.037109375,1078.760009765625,1084.374267578125,1080.2054443359375,1086.488037109375,1082.79638671875,1092.9039306640625,1086.376708984375,1092.0589599609375,1106.425537109375,1111.53662109375,1108.619140625,1107.4100341796875,1118.290283203125,1122.6185302734375,1118.8211669921875,1113.36279296875,1127.8973388671875,1139.7373046875,1137.770263671875,1143.3941650390625,1150.825927734375,1162.105712890625,1158.6058349609375,1164.7589111328125,1172.8592529296875,1175.749267578125,1179.291259765625,1180.3673095703125,1200.9122314453125,1204.9144287109375,1199.7501220703125,1202.090087890625,1210.04150390625,1214.35693359375,1212.5340576171875,1205.98046875,1216.8504638671875,1221.1219482421875,1208.6690673828125,1216.92578125,1243.6126708984375,1246.1231689453125,1249.21728515625,1255.159423828125,1260.2320556640625,1266.5440673828125,1262.4866943359375,1273.135009765625,1273.84619140625,1279.6046142578125,1276.578369140625,1272.184326171875
2,Community and Personal Service Workers,427.2713317871094,460.9071350097656,451.03253173828125,454.6903076171875,453.6777648925781,484.268798828125,485.7845153808594,487.11260986328125,466.3291320800781,501.8706970214844,498.8929138183594,500.88079833984375,475.9468688964844,503.96771240234375,503.3513488769531,504.8321533203125,481.7376403808594,511.5741882324219,511.7314453125,512.1990356445312,491.3980712890625,522.3880004882812,525.1124267578125,530.4808959960938,528.3494873046875,560.9234619140625,558.9107055664062,575.05029296875,550.7510375976562,584.1614990234375,588.7470703125,604.10595703125,583.88720703125,616.2112426757812,618.976806640625,626.4089965820312,640.4842529296875,674.395263671875,673.734130859375,684.2860717773438,668.0587158203125,701.773681640625,695.09521484375,705.086669921875,689.767822265625,723.5633544921875,718.9158325195312,724.7029418945312,711.6043701171875,743.0598754882812,742.3869018554688,744.25048828125,743.7073364257812,771.5490112304688,772.3881225585938,780.0206298828125,771.9432373046875,806.3115234375,796.7836303710938,798.379150390625,799.0208129882812,828.91259765625,828.228759765625,835.2586059570312,836.02685546875,865.00390625,861.0545043945312,866.24267578125,863.2762451171875,895.0409545898438,888.5574340820312,889.490966796875
2,Labourers,1039.7967529296875,1058.9068603515625,1049.755859375,1071.2642822265625,1036.088623046875,1062.13330078125,1028.0499267578125,1037.04833984375,1001.4010620117188,990.4073486328125,948.6978759765625,976.3312377929688,973.0347900390625,971.442626953125,937.1224365234375,973.445556640625,963.9486083984375,971.64501953125,953.8480224609375,997.6400756835938,996.7363891601562,1005.5291748046875,997.5776977539062,1036.5335693359375,1023.5438842773438,1027.75,1016.1389770507812,1039.5792236328125,1030.7421875,1030.949951171875,1004.4813232421875,1033.2120361328125,1022.4359741210938,1022.5973510742188,1003.6387329101562,1026.9759521484375,1029.1737060546875,1024.9725341796875,1008.0923461914062,1039.6224365234375,1033.783203125,1036.248046875,1025.666748046875,1058.10693359375,1055.5584716796875,1054.1668701171875,1041.5440673828125,1071.94677734375,1059.3819580078125,1054.29443359375,1043.8426513671875,1066.3592529296875,1059.4615478515625,1051.70263671875,1046.129150390625,1070.4500732421875,1066.5159912109375,1060.1309814453125,1053.8297119140625,1082.731689453125,1080.0291748046875,1069.5447998046875,1064.9107666015625,1075.464111328125,1070.5025634765625,1064.6630859375,1047.226806640625,1074.06982421875,1067.77783203125,1067.7685546875,1061.7506103515625,1088.10498046875
2,Machinery Operators and Drivers,612.4881591796875,612.2269897460938,623.323974609375,619.6114501953125,607.8148803710938,600.4738159179688,596.3865966796875,586.6703491210938,583.2774658203125,574.9727783203125,564.0099487304688,553.0708618164062,558.2521362304688,552.7354736328125,547.9750366210938,544.9552612304688,550.5720825195312,549.1259155273438,553.7723999023438,560.93115234375,565.53125,570.064697265625,581.609375,590.0780029296875,589.0952758789062,591.8582153320312,600.4979858398438,607.0701293945312,599.298583984375,604.2756958007812,605.9949951171875,610.5936279296875,605.5578002929688,607.54345703125,615.048828125,613.9077758789062,619.0188598632812,620.0455932617188,622.0158081054688,617.7783203125,620.17138671875,618.0368041992188,614.6146850585938,619.286865234375,615.8077392578125,615.8694458007812,616.1229858398438,615.7601928710938,619.7102661132812,622.5621337890625,622.5604248046875,627.6568603515625,624.3782958984375,627.4822387695312,628.121337890625,634.0626831054688,630.5313720703125,634.2805786132812,636.2849731445312,636.939697265625,626.0722045898438,629.4357299804688,636.2351684570312,634.9503784179688,631.6803588867188,635.392333984375,633.7227783203125,639.1437377929688,635.7501831054688,637.392333984375,640.8635864257812,641.5712280273438
2,Managers,960.0149536132812,972.359130859375,974.5989379882812,990.9293823242188,1000.5678100585938,1007.0498657226562,1015.371337890625,1017.6398315429688,1016.8422241210938,1015.9652099609375,1014.8749389648438,1013.4613647460938,974.638671875,973.3209228515625,977.4368286132812,988.8085327148438,999.6311645507812,999.7520141601562,997.850830078125,1015.0303955078125,1021.59814453125,1023.695068359375,1028.362060546875,1037.761474609375,1016.319091796875,1013.106689453125,1028.2825927734375,1038.8673095703125,1045.496337890625,1053.224609375,1059.1109619140625,1070.5374755859375,1082.65869140625,1078.932373046875,1090.308349609375,1102.8267822265625,1007.170654296875,1010.3884887695312,1020.0858764648438,1034.4517822265625,1050.1053466796875,1052.9007568359375,1060.5323486328125,1076.265869140625,1088.67578125,1091.7156982421875,1101.2952880859375,1109.3216552734375,1065.836181640625,1071.958984375,1086.031982421875,1104.278564453125,1117.7864990234375,1118.13330078125,1127.8302001953125,1144.1168212890625,1158.1741943359375,1152.3033447265625,1158.8121337890625,1171.1553955078125,1174.6343994140625,1183.524169921875,1193.5672607421875,1210.2532958984375,1228.603271484375,1237.0931396484375,1241.4727783203125,1255.849853515625,1283.2176513671875,1277.07080078125,1289.080322265625,1297.99072265625
2,Professionals,1161.98291015625,1202.4366455078125,1183.551025390625,1192.2962646484375,1219.717529296875,1254.0029296875,1244.9630126953125,1237.61572265625,1225.5531005859375,1263.466796875,1254.7056884765625,1255.09033203125,1255.74072265625,1285.230224609375,1287.52294921875,1284.942138671875,1268.1728515625,1295.245849609375,1311.04638671875,1310.4501953125,1295.8857421875,1332.1485595703125,1339.71435546875,1343.416015625,1329.8037109375,1366.9150390625,1384.5345458984375,1398.74267578125,1391.8126220703125,1426.0810546875,1440.715087890625,1443.7052001953125,1432.081298828125,1467.4439697265625,1483.79150390625,1492.9813232421875,1500.54296875,1537.801513671875,1545.6387939453125,1565.6468505859375,1562.2313232421875,1591.7109375,1601.241943359375,1617.766357421875,1605.98388671875,1639.2769775390625,1641.7139892578125,1654.6470947265625,1683.73779296875,1722.1827392578125,1727.9617919921875,1738.7598876953125,1745.2603759765625,1780.51611328125,1780.3101806640625,1784.201904296875,1798.6484375,1825.10986328125,1827.45654296875,1830.8031005859375,1874.9356689453125,1896.4674072265625,1900.8653564453125,1909.0919189453125,1937.8551025390625,1962.44580078125,1958.44921875,1963.809326171875,1984.7352294921875,2008.452392578125,2003.4462890625,2004.0745849609375
2,Sales Workers,1010.7376708984375,1030.581298828125,1029.199462890625,1075.8465576171875,1080.551513671875,1085.9578857421875,1070.42529296875,1077.4888916015625,1062.30126953125,1049.6292724609375,1039.8758544921875,1061.3956298828125,1054.10986328125,1049.6998291015625,1046.4173583984375,1060.9871826171875,1061.974365234375,1059.3404541015625,1060.0731201171875,1086.1231689453125,1082.7677001953125,1083.24951171875,1082.34375,1103.83056640625,1087.010498046875,1093.78564453125,1090.1800537109375,1118.5025634765625,1116.1436767578125,1119.052734375,1116.8348388671875,1145.59033203125,1149.43603515625,1143.3953857421875,1138.458984375,1161.7750244140625,1188.48486328125,1189.6405029296875,1186.6251220703125,1211.356689453125,1215.117431640625,1216.1873779296875,1212.053466796875,1236.1103515625,1241.241455078125,1236.6173095703125,1238.0279541015625,1271.04833984375,1238.5927734375,1234.4698486328125,1234.9149169921875,1270.9227294921875,1273.260986328125,1265.33251953125,1265.2884521484375,1299.705078125,1305.247314453125,1295.9471435546875,1297.3399658203125,1327.92138671875,1294.626708984375,1296.015380859375,1298.0035400390625,1325.9305419921875,1331.8624267578125,1330.71533203125,1336.7679443359375,1364.90478515625,1371.130859375,1357.243408203125,1349.7056884765625,1384.519287109375
2,Technicians and Trades Workers,1361.8131103515625,1370.977294921875,1357.796142578125,1361.6881103515625,1337.975341796875,1333.710693359375,1315.3184814453125,1291.2025146484375,1270.7816162109375,1243.058837890625,1228.9681396484375,1228.4727783203125,1249.4212646484375,1240.8880615234375,1227.1673583984375,1232.27978515625,1233.3118896484375,1232.605224609375,1225.0718994140625,1235.7022705078125,1251.394287109375,1256.2216796875,1254.1080322265625,1267.56689453125,1299.98779296875,1296.8946533203125,1282.0506591796875,1291.14892578125,1307.378662109375,1302.3831787109375,1296.699951171875,1295.7100830078125,1318.1705322265625,1309.1884765625,1300.6861572265625,1300.2396240234375,1330.734130859375,1323.9349365234375,1319.6666259765625,1317.0235595703125,1335.5003662109375,1332.6663818359375,1322.92724609375,1326.7896728515625,1350.1900634765625,1351.496826171875,1343.705810546875,1350.006103515625,1380.104736328125,1376.271728515625,1365.2098388671875,1372.493896484375,1387.424560546875,1387.2615966796875,1378.4813232421875,1379.4384765625,1402.2664794921875,1398.5963134765625,1387.3089599609375,1393.6485595703125,1419.328369140625,1410.419677734375,1404.775634765625,1405.241455078125,1429.7779541015625,1426.8887939453125,1408.5848388671875,1415.083984375,1433.45068359375,1428.3184814453125,1416.4569091796875,1418.5908203125
3,Clerical and Administrative Workers-Full time,751.8446044921875,750.7604370117188,736.7732543945312,758.6215209960938,764.4473266601562,745.3736572265625,741.966552734375,745.0494384765625,756.8350830078125,738.3134765625,728.1868286132812,721.18603515625,714.4645385742188,701.1170654296875,697.39013671875,695.2963256835938,714.6146240234375,711.2068481445312,713.2050170898438,717.0164794921875,735.5919189453125,733.253173828125,736.2462158203125,739.9842529296875,748.08251953125,741.629150390625,741.2021484375,740.6060180664062,753.4509887695312,745.5478515625,743.9624633789062,742.5526733398438,748.310546875,742.1610717773438,739.1196899414062,736.9544677734375,745.3201904296875,735.906494140625,733.7427978515625,736.9743041992188,749.197509765625,742.5338745117188,742.1949462890625,744.6915893554688,754.6746215820312,751.8993530273438,752.7268676757812,752.2448120117188,787.0645141601562,779.239990234375,771.8092041015625,765.0090942382812,772.7066650390625,758.513427734375,749.2953491210938,747.4644165039062,759.6287231445312,751.8001098632812,750.7534790039062,750.4661865234375,775.7009887695312,768.6424560546875,765.2151489257812,768.3640747070312,780.6809692382812,773.9490356445312,780.0250854492188,773.7213745117188,787.9702758789062,776.7694091796875,783.91943359375,778.840576171875
