Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,Aggregated,25981.169921875,26588.208984375,26588.208984375,26709.615234375,26466.80078125,26831.0234375,27316.65234375,27559.466796875,27681.287109375,28687.87890625,28939.525390625,29191.173828125,29191.173828125,29694.46875,29191.173828125,28939.525390625
2,ACT,173.13783264160156,187.56597900390625,183.9589385986328,194.78004455566406,204.6994171142578,198.38710021972656,178.5483856201172,169.53079223632812,161.7045440673828,172.1370849609375,163.4433135986328,177.35337829589844,196.47972106933594,217.34481811523438,215.60606384277344,219.08358764648438
2,NSW,9524.48828125,9658.6357421875,9658.6357421875,9613.919921875,9658.6357421875,9792.7841796875,9971.6484375,9926.9326171875,10220.1650390625,10496.3857421875,10496.3857421875,10404.3125,10404.3125,10588.458984375,10588.458984375,10588.458984375
2,NT,836.4613647460938,902.6001586914062,859.8045043945312,844.2423706054688,902.6001586914062,910.3812255859375,949.2864379882812,976.5200805664062,1065.621337890625,1090.4031982421875,1049.10009765625,1073.8819580078125,1106.9244384765625,1106.9244384765625,1106.9244384765625,1123.44580078125
2,QLD,5634.03466796875,5713.76123046875,5527.73193359375,5474.5810546875,5448.00537109375,5634.03466796875,5580.88330078125,5740.3369140625,5583.0107421875,5797.74169921875,5690.3759765625,5583.0107421875,5636.693359375,5797.74169921875,5636.693359375,5583.0107421875
2,SA,1706.5604248046875,1790.740478515625,1813.6986083984375,1844.3095703125,1890.22607421875,1920.8370361328125,1966.75341796875,1936.1424560546875,1986.6776123046875,2070.151611328125,2120.23583984375,2103.541015625,2136.9306640625,2136.9306640625,2153.625244140625,2187.014892578125
2,TAS,508.3847961425781,531.3770751953125,533.9317626953125,569.6975708007812,521.1582641601562,536.4864501953125,521.1582641601562,531.3770751953125,514.145263671875,529.569580078125,519.2866821289062,514.145263671875,457.5892639160156,483.2965393066406,493.5794372558594,493.5794372558594
2,VIC,4042.420166015625,4133.05712890625,3915.527587890625,4259.94921875,4259.94921875,4006.165283203125,4042.420166015625,4368.7138671875,4243.68310546875,4359.41943359375,4436.57763671875,4552.31396484375,4552.31396484375,4629.47216796875,4629.47216796875,4629.47216796875
2,WA,3584.60205078125,3737.500244140625,3856.42041015625,3907.386474609375,3771.477294921875,3737.500244140625,3839.431884765625,3873.4091796875,4008.91796875,4221.78076171875,4576.55224609375,4718.4609375,4682.98388671875,4789.41552734375,4753.93798828125,4753.93798828125
3,ACT-Female,9.032258033752441,8.064516067504883,11.075268745422363,12.204300880432129,19.032258987426758,15.053763389587402,12.741934776306152,14.032258033752441,16.769306182861328,21.248777389526367,17.68817138671875,18.14760398864746,18.49217987060547,20.44477081298828,19.066471099853516,19.41104507446289
3,ACT-Male,174.68719482421875,178.0791778564453,174.68719482421875,179.77516174316406,178.9271697998047,177.23118591308594,176.3831787109375,176.3831787109375,149.39881896972656,194.86802673339844,360.5058898925781,349.1385498046875,289.05426025390625,328.0278625488281,308.5410461425781,305.29327392578125
