Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
1,Aggregated,7639.2412109375,7779.89990234375,7746.615234375,7912.3681640625,7853.80859375,7955.25634765625,7875.48388671875,7836.79248046875,7745.20654296875,7748.68115234375,7684.3017578125,7684.64697265625,7626.65234375,7654.64794921875,7614.533203125,7670.51611328125,7665.6455078125,7737.4521484375,7728.97021484375,7809.0087890625,7870.904296875,7957.95361328125,7985.890625,8117.24755859375,8013.55908203125,8110.208984375,8142.56640625,8240.5205078125,8276.6220703125,8359.30859375,8364.0029296875,8436.4013671875,8475.935546875,8518.8857421875,8493.9755859375,8534.6865234375,8507.1796875,8566.236328125,8588.5849609375,8675.2138671875,8739.478515625,8817.798828125,8815.4111328125,8913.8212890625,8970.212890625,9019.90234375,9032.65234375,9126.9052734375,9044.78125,9126.75,9113.287109375,9229.91796875,9289.392578125,9372.8681640625,9356.36328125,9451.4853515625,9503.44140625,9560.2021484375,9527.3408203125,9608.6689453125,9579.9970703125,9652.087890625,9633.1474609375,9766.2744140625,9793.3125,9878.6943359375,9886.2177734375,9978.21484375,10047.5302734375,10081.9423828125,10058.9267578125,10135.3935546875,10295.5947265625,10380.2431640625,10363.888671875,10499.1318359375,10545.0576171875,10615.9892578125,10578.751953125,10705.654296875,10754.865234375,10786.4169921875,10740.0537109375,10819.943359375,11006.80078125,11100.7548828125,11080.1591796875,11205.458984375,11262.5556640625,11350.87890625,11335.296875,11450.58984375,11525.15234375,11593.615234375,11562.619140625,11673.060546875,11589.5458984375,11636.23046875,11656.9130859375,11832.375,11921.041015625,11963.9443359375,11967.52734375,12097.54296875,12184.1240234375,12228.685546875,12199.3525390625,12285.99609375
2,Clerical and Administrative Workers,1016.6900634765625,1033.203125,1018.7195434570312,1046.7080078125,1048.485107421875,1053.04541015625,1030.8497314453125,1026.494140625,1051.779296875,1044.6126708984375,1027.2935791015625,1003.4856567382812,1014.6690063476562,1016.1495971679688,1014.2622680664062,1009.044189453125,1033.6373291015625,1039.2987060546875,1045.7845458984375,1056.1878662109375,1075.0689697265625,1087.3363037109375,1089.771728515625,1097.2890625,1094.92529296875,1102.4388427734375,1100.36474609375,1107.935791015625,1121.452392578125,1123.7169189453125,1116.8201904296875,1114.5587158203125,1121.6395263671875,1125.319091796875,1114.8956298828125,1111.2493896484375,1129.7235107421875,1137.3011474609375,1132.620849609375,1134.291748046875,1152.366455078125,1157.88330078125,1156.4803466796875,1153.9906005859375,1172.5340576171875,1176.8511962890625,1173.3656005859375,1172.250732421875,1208.751953125,1209.2723388671875,1202.9910888671875,1194.6988525390625,1203.6207275390625,1204.4298095703125,1192.37744140625,1192.787841796875,1201.2550048828125,1200.4285888671875,1193.6796875,1194.0723876953125,1237.76220703125,1243.8768310546875,1245.32666015625,1247.511474609375,1257.1807861328125,1263.431396484375,1260.1656494140625,1262.720703125,1272.679931640625,1270.7586669921875,1268.0078125,1267.358154296875,1285.938232421875,1284.7869873046875,1282.5460205078125,1280.80078125,1287.9886474609375,1290.851806640625,1282.289306640625,1278.189453125,1288.020751953125,1285.91796875,1284.098388671875,1277.3863525390625,1312.31640625,1318.214111328125,1320.5396728515625,1318.233642578125,1327.458251953125,1333.5572509765625,1330.315673828125,1334.9930419921875,1340.7926025390625,1340.607177734375,1336.9110107421875,1338.3759765625,1364.523681640625,1362.88671875,1362.430908203125,1353.667236328125,1367.1068115234375,1364.5699462890625,1352.8365478515625,1340.6343994140625,1352.231689453125,1351.8343505859375,1346.68115234375,1343.9700927734375
2,Community and Personal Service Workers,428.8462829589844,460.9324951171875,456.4079284667969,459.8460693359375,456.5959777832031,488.889404296875,486.5272216796875,488.89288330078125,468.4179992675781,500.6415710449219,498.7545471191406,497.65966796875,481.7882080078125,513.5875244140625,514.3550415039062,519.8291015625,502.94879150390625,533.1804809570312,533.6962280273438,540.398193359375,523.3562622070312,557.1278076171875,554.9095458984375,561.9522705078125,529.0192260742188,556.5048217773438,555.1456298828125,562.75927734375,547.9453125,582.3399047851562,579.1243286132812,586.8248901367188,574.8109130859375,609.2381591796875,604.2501220703125,613.5687866210938,641.6666259765625,672.7474975585938,671.2242431640625,680.7892456054688,664.3118286132812,696.9542236328125,696.6982421875,698.9511108398438,686.443359375,729.28369140625,718.44482421875,723.8067626953125,708.39697265625,743.7310180664062,747.6387329101562,747.733154296875,741.0654296875,777.23388671875,774.5744018554688,782.1471557617188,770.6423950195312,810.2977905273438,806.7586059570312,809.517822265625,790.9259033203125,825.4591674804688,826.2330932617188,831.132080078125,828.2196655273438,860.8757934570312,855.6193237304688,861.4266357421875,855.660888671875,893.9056396484375,889.8919067382812,892.3665161132812,868.9439697265625,908.2012939453125,901.5003662109375,908.8563232421875,903.9179077148438,945.23095703125,944.2779541015625,949.9957275390625,942.405029296875,987.3876953125,983.6008911132812,982.6228637695312,1002.6344604492188,1028.1495361328125,1031.4464111328125,1033.498046875,1027.598388671875,1069.6866455078125,1066.7235107421875,1066.6502685546875,1067.474365234375,1100.74560546875,1095.36767578125,1093.2457275390625,1098.5225830078125,1133.0621337890625,1134.35791015625,1142.0244140625,1148.0606689453125,1174.44873046875,1175.2674560546875,1173.893310546875,1182.821533203125,1219.1580810546875,1209.19873046875,1214.84326171875
2,Labourers,1059.6763916015625,1081.777587890625,1087.146240234375,1099.8470458984375,1064.7076416015625,1092.4893798828125,1072.297119140625,1073.743896484375,1035.246337890625,1024.3118896484375,994.7692260742188,1006.544677734375,997.7295532226562,994.41650390625,978.0435180664062,1005.6300659179688,999.7589721679688,998.7711791992188,987.087646484375,1018.651123046875,1011.5584106445312,1019.6069946289062,1007.5732421875,1034.653076171875,1026.1036376953125,1034.800537109375,1021.05419921875,1043.8646240234375,1042.0965576171875,1043.576171875,1021.7254028320312,1046.03759765625,1040.207275390625,1045.5072021484375,1019.1764526367188,1038.0634765625,1054.248291015625,1058.364501953125,1041.6343994140625,1071.2083740234375,1069.0120849609375,1072.0977783203125,1057.739990234375,1088.0953369140625,1086.959228515625,1087.91455078125,1070.9859619140625,1095.678955078125,1076.7838134765625,1074.4217529296875,1061.892578125,1086.5843505859375,1086.9527587890625,1087.1241455078125,1073.806640625,1093.2740478515625,1088.5181884765625,1091.2313232421875,1068.2760009765625,1091.9068603515625,1094.756591796875,1098.3619384765625,1084.641357421875,1103.2569580078125,1094.8468017578125,1097.53271484375,1077.5888671875,1100.420654296875,1100.4578857421875,1101.550048828125,1075.863037109375,1098.2218017578125,1128.1529541015625,1125.899658203125,1113.8525390625,1134.446044921875,1126.2056884765625,1133.6153564453125,1116.54541015625,1137.4444580078125,1133.4097900390625,1134.9708251953125,1113.1495361328125,1139.2755126953125,1166.66845703125,1163.114013671875,1148.6851806640625,1174.0877685546875,1172.7701416015625,1173.957763671875,1155.6357421875,1181.7415771484375,1189.0277099609375,1182.804443359375,1160.954345703125,1184.7725830078125,1156.3785400390625,1165.0523681640625,1146.3056640625,1169.5794677734375,1169.458251953125,1177.617919921875,1157.846923828125,1178.9134521484375,1173.9727783203125,1182.646484375,1160.5966796875,1179.7001953125
2,Machinery Operators and Drivers,616.1572875976562,615.119140625,627.8554077148438,625.1533813476562,613.4015502929688,606.8958129882812,601.7505493164062,595.0061645507812,590.2781372070312,581.80908203125,573.1504516601562,560.6029052734375,566.532958984375,563.9324340820312,558.8904418945312,559.284912109375,563.7026977539062,568.8533325195312,573.6830444335938,578.1318969726562,586.123046875,592.6561889648438,601.6661987304688,606.8954467773438,593.04345703125,599.2037353515625,603.9999389648438,614.05029296875,611.760009765625,614.2435913085938,615.714599609375,623.5055541992188,620.181396484375,622.2574462890625,618.642578125,627.2118530273438,625.4696655273438,624.869140625,628.56982421875,634.510009765625,637.136962890625,637.4805908203125,645.6736450195312,650.3588256835938,646.9573974609375,646.262939453125,656.9002685546875,660.0303955078125,626.5380859375,635.9867553710938,646.3301391601562,656.0612182617188,647.949951171875,660.3907470703125,663.2642822265625,676.051513671875,675.1083374023438,679.542236328125,684.1168212890625,692.1163330078125,638.8194580078125,643.3546142578125,657.5382690429688,664.752197265625,666.5911865234375,669.486328125,676.0328979492188,680.521484375,680.9830932617188,686.315185546875,691.4553833007812,707.2277221679688,678.3269653320312,677.76416015625,686.2199096679688,696.0427856445312,693.1093139648438,694.6260986328125,704.332763671875,712.7567749023438,710.3775024414062,707.4577026367188,716.7453002929688,718.9352416992188,700.3955688476562,710.6415405273438,716.0159301757812,727.7717895507812,727.783447265625,733.5686645507812,751.1414184570312,761.7515258789062,760.5219116210938,768.157958984375,781.046875,787.0772705078125,759.8770751953125,767.4390869140625,774.0123291015625,789.0125732421875,788.5743408203125,785.56884765625,795.8849487304688,807.63623046875,799.05810546875,800.4479370117188,808.9578857421875,823.9761962890625
2,Managers,944.9575805664062,952.9631958007812,952.1625366210938,975.40673828125,980.4135131835938,986.1675415039062,995.7963256835938,991.303955078125,981.598388671875,983.4525756835938,977.9130249023438,978.9093017578125,968.300537109375,965.89404296875,967.2884521484375,975.5912475585938,973.3485717773438,972.4951171875,975.435791015625,988.6117553710938,984.4763793945312,985.5803833007812,994.800048828125,1010.8343505859375,1005.3603515625,1010.0363159179688,1020.8357543945312,1033.87353515625,1036.01318359375,1038.4600830078125,1049.0693359375,1068.334716796875,1064.202880859375,1071.8477783203125,1079.622802734375,1087.8074951171875,992.4317626953125,995.0192260742188,990.0050659179688,1010.24169921875,1019.9879150390625,1016.1966552734375,1024.8372802734375,1037.587890625,1051.6466064453125,1059.7628173828125,1066.20654296875,1085.849853515625,1059.677001953125,1060.6790771484375,1065.7392578125,1084.8389892578125,1094.949951171875,1096.109130859375,1106.662353515625,1121.4339599609375,1132.54736328125,1138.2763671875,1149.4990234375,1160.616943359375,1168.1217041015625,1157.5849609375,1162.4739990234375,1179.257568359375,1195.6697998046875,1184.5042724609375,1192.068115234375,1205.1666259765625,1232.975830078125,1233.434814453125,1231.16845703125,1248.7293701171875,1328.5345458984375,1321.339111328125,1329.3963623046875,1341.755859375,1366.0714111328125,1366.55517578125,1360.6456298828125,1379.10693359375,1402.6593017578125,1396.7581787109375,1405.408447265625,1416.5399169921875,1447.345703125,1448.6229248046875,1454.80810546875,1470.683837890625,1491.05712890625,1494.888671875,1500.1474609375,1506.7462158203125,1538.8123779296875,1537.61572265625,1536.342529296875,1554.852783203125,1484.4638671875,1484.215576171875,1477.62939453125,1499.14599609375,1528.1478271484375,1524.4281005859375,1521.4981689453125,1549.6871337890625,1579.281005859375,1575.6156005859375,1576.7034912109375,1602.768798828125
2,Professionals,1168.3543701171875,1211.2039794921875,1200.371826171875,1208.850830078125,1227.513671875,1260.5086669921875,1259.9024658203125,1256.616455078125,1236.1494140625,1268.977783203125,1269.45751953125,1271.960205078125,1266.40185546875,1310.1025390625,1318.4368896484375,1324.201904296875,1315.83251953125,1350.9364013671875,1364.119873046875,1374.2313232421875,1356.5799560546875,1393.04052734375,1408.0556640625,1412.0655517578125,1332.84033203125,1367.6451416015625,1382.580810546875,1397.7032470703125,1388.750732421875,1427.555419921875,1434.1651611328125,1439.708740234375,1441.684814453125,1478.98681640625,1483.7008056640625,1490.4381103515625,1507.9395751953125,1540.542724609375,1545.599365234375,1557.5894775390625,1557.287841796875,1593.151611328125,1601.5919189453125,1608.8643798828125,1606.7840576171875,1650.5108642578125,1650.54443359375,1661.89453125,1683.9005126953125,1728.0244140625,1726.0018310546875,1729.088134765625,1732.9111328125,1781.94482421875,1775.095947265625,1785.8216552734375,1794.2105712890625,1833.51123046875,1828.2835693359375,1825.384033203125,1880.0869140625,1901.9735107421875,1906.3204345703125,1910.8873291015625,1945.4010009765625,1968.7723388671875,1985.0118408203125,1974.32275390625,2005.7703857421875,2035.3116455078125,2035.1112060546875,2029.218505859375,2071.2353515625,2106.9013671875,2105.101318359375,2111.194091796875,2137.093017578125,2175.36962890625,2186.671142578125,2180.783203125,2205.5390625,2232.09814453125,2235.568603515625,2225.695556640625,2343.34765625,2362.0849609375,2367.892822265625,2361.64990234375,2407.054443359375,2432.0673828125,2428.03662109375,2434.655029296875,2485.81640625,2491.704345703125,2495.212890625,2487.859130859375,2588.149658203125,2615.25439453125,2611.974853515625,2609.918212890625,2675.8935546875,2699.566162109375,2713.857421875,2683.764892578125,2747.263916015625,2769.380126953125,2773.55029296875,2752.713134765625
2,Sales Workers,1004.8889770507812,1014.252197265625,1012.3833618164062,1055.00537109375,1068.202392578125,1080.4215087890625,1060.1275634765625,1062.3460693359375,1037.427490234375,1032.9677734375,1035.739013671875,1048.697265625,1065.2523193359375,1066.3455810546875,1071.02978515625,1089.613525390625,1080.4171142578125,1078.230224609375,1079.3116455078125,1090.621337890625,1093.906982421875,1090.167724609375,1085.862548828125,1103.7142333984375,1085.171630859375,1082.2369384765625,1083.567138671875,1104.2479248046875,1107.7823486328125,1105.864501953125,1100.29736328125,1118.266357421875,1130.9512939453125,1126.9930419921875,1133.8651123046875,1145.47802734375,1179.3453369140625,1178.556396484375,1181.0162353515625,1194.5103759765625,1202.3577880859375,1197.794189453125,1201.513427734375,1213.6444091796875,1217.4493408203125,1203.0401611328125,1212.263916015625,1231.0186767578125,1223.800048828125,1221.5657958984375,1225.9276123046875,1243.59912109375,1253.9739990234375,1248.5103759765625,1252.69189453125,1269.4415283203125,1274.70703125,1271.2825927734375,1269.0458984375,1298.1561279296875,1285.4119873046875,1280.6107177734375,1283.926513671875,1301.0445556640625,1302.5029296875,1303.5362548828125,1311.9921875,1330.3961181640625,1336.6715087890625,1322.5172119140625,1327.16357421875,1347.346435546875,1344.641357421875,1341.5042724609375,1345.520263671875,1368.134033203125,1361.7645263671875,1364.34033203125,1370.3935546875,1390.5091552734375,1394.0316162109375,1392.48095703125,1386.9072265625,1411.655029296875,1382.40087890625,1377.76708984375,1390.6641845703125,1401.4117431640625,1412.678955078125,1403.1259765625,1409.0174560546875,1434.24755859375,1441.1302490234375,1433.1124267578125,1439.5927734375,1449.536376953125,1414.5279541015625,1411.6104736328125,1428.494384765625,1447.9127197265625,1459.6683349609375,1446.5697021484375,1444.6812744140625,1470.57666015625,1475.9932861328125,1471.8896484375,1469.8004150390625,1491.1016845703125
2,Technicians and Trades Workers,1363.906982421875,1380.1693115234375,1359.8021240234375,1368.3638916015625,1341.9561767578125,1345.5224609375,1325.7991943359375,1309.42626953125,1277.6705322265625,1264.1553955078125,1242.049072265625,1237.7838134765625,1269.9617919921875,1263.59033203125,1254.9024658203125,1259.9986572265625,1261.7022705078125,1260.9476318359375,1262.108154296875,1270.8516845703125,1286.287841796875,1286.2911376953125,1284.7664794921875,1295.8104248046875,1311.511474609375,1303.4093017578125,1297.4010009765625,1307.0955810546875,1316.8001708984375,1314.889892578125,1303.9122314453125,1313.283935546875,1326.63427734375,1318.7567138671875,1304.84521484375,1319.7135009765625,1337.9520263671875,1339.01220703125,1331.2926025390625,1340.660888671875,1358.708251953125,1355.984130859375,1345.2822265625,1363.461181640625,1378.6151123046875,1371.8944091796875,1364.6705322265625,1371.93994140625,1387.09423828125,1384.622802734375,1376.85888671875,1391.7529296875,1407.6865234375,1397.0784912109375,1395.8289794921875,1400.8719482421875,1420.1221923828125,1405.716796875,1397.857666015625,1404.32373046875,1428.2099609375,1420.92333984375,1418.3983154296875,1430.9915771484375,1451.5709228515625,1448.6722412109375,1432.9564208984375,1435.8753662109375,1450.42724609375,1439.638916015625,1428.085205078125,1443.620361328125,1566.353515625,1558.9100341796875,1546.9617919921875,1557.51025390625,1573.6741943359375,1569.83837890625,1549.5487060546875,1563.3914794921875,1575.5489501953125,1566.5179443359375,1546.3348388671875,1565.4171142578125,1613.793212890625,1616.2403564453125,1614.048095703125,1632.6185302734375,1652.5501708984375,1643.03564453125,1643.0157470703125,1652.4283447265625,1673.7298583984375,1666.6424560546875,1660.8028564453125,1674.0853271484375,1693.476318359375,1690.9747314453125,1681.7030029296875,1703.5447998046875,1714.903076171875,1708.834716796875,1702.0982666015625,1716.9552001953125,1735.1217041015625,1718.260986328125,1707.982177734375,1717.3292236328125
3,Clerical and Administrative Workers-Full time,746.8448486328125,749.1639404296875,730.9583740234375,754.9521484375,757.0404052734375,738.9992065429688,733.7063598632812,733.2774047851562,741.8853759765625,722.225341796875,713.2512817382812,704.5095825195312,706.942626953125,697.8602905273438,691.767578125,688.735107421875,706.4856567382812,705.4392700195312,699.79638671875,706.1007690429688,722.9330444335938,722.4725341796875,723.4946899414062,728.819580078125,743.79833984375,735.4957885742188,730.535888671875,727.8363647460938,739.4567260742188,732.1903076171875,724.41552734375,722.4035034179688,735.9630126953125,727.7242431640625,724.2283935546875,726.8640747070312,748.6577758789062,740.6433715820312,732.8880615234375,732.5681762695312,745.630859375,735.4679565429688,738.1491088867188,739.5056762695312,752.29931640625,747.5426025390625,743.74853515625,744.6840209960938,798.4614868164062,783.2869873046875,773.250244140625,769.5184326171875,772.1904907226562,761.235107421875,755.9173583984375,748.1953125,755.040283203125,744.1554565429688,744.248291015625,744.2593994140625,775.2361450195312,765.0869750976562,767.7325439453125,773.3535766601562,781.0194702148438,774.900390625,771.037109375,772.6348266601562,780.5911254882812,771.0241088867188,771.3102416992188,767.598388671875,810.7300415039062,795.5767822265625,787.1163330078125,792.0824584960938,797.4457397460938,784.5045166015625,780.5714111328125,780.8363647460938,790.1146850585938,779.76123046875,773.8477172851562,780.1522216796875,807.5081787109375,803.1065063476562,796.5863647460938,802.4761962890625,815.5557861328125,811.3740234375,814.456298828125,816.9096069335938,834.1759643554688,823.1875610351562,824.7102661132812,830.51611328125,856.064697265625,846.1826782226562,836.553955078125,841.8004760742188,847.2293090820312,830.0847778320312,826.3942260742188,827.681640625,840.4456787109375,830.3589477539062,827.7754516601562,826.224365234375
