Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,Aggregated,7583.01318359375,7742.09814453125,7724.42236328125,7883.50634765625,7812.80224609375,7918.8583984375,7830.47802734375,7848.154296875,7724.42236328125,7724.42236328125,7636.041015625,7636.041015625,7643.0,7689.0419921875,7643.0,7643.0,7596.95751953125,7689.0419921875,7643.0,7781.12646484375,7781.12646484375,7919.25244140625,7919.25244140625,8057.37939453125,8094.43310546875,8242.9541015625,8242.9541015625,8391.4755859375,8317.21484375,8391.4755859375,8317.21484375,8391.4755859375,8391.4755859375,8391.4755859375,8317.21484375,8539.9970703125,8518.4931640625,8595.9345703125,8518.4931640625,8595.9345703125,8595.9345703125,8673.375,8673.375,8828.2568359375,8828.2568359375,8905.697265625,8983.138671875,8983.138671875,8984.3505859375,9065.291015625,9065.291015625,9146.2314453125,9146.2314453125,9227.1708984375,9227.1708984375,9389.05078125,9469.9912109375,9469.9912109375,9389.05078125,9469.9912109375
2,Clerical and Administrative Workers,1125.9796142578125,1046.222900390625,1027.45654296875,999.3069458007812,1018.0732421875,1025.1107177734375,940.6622314453125,933.6248779296875,961.7743530273438,968.8117065429688,835.1016235351562,907.8211059570312,1023.2547607421875,1023.2547607421875,1023.2547607421875,1029.382080078125,1041.6365966796875,1035.50927734375,1053.89111328125,1053.89111328125,1060.0184326171875,1072.27294921875,1072.27294921875,1084.5274658203125,1059.46923828125,1089.174072265625,1089.174072265625,1099.07568359375,1089.174072265625,1089.174072265625,1089.174072265625,1108.9771728515625,1099.07568359375,1099.07568359375,1099.07568359375,1099.07568359375,1125.0540771484375,1135.3756103515625,1125.0540771484375,1114.7322998046875,1125.0540771484375,1125.0540771484375,1135.3756103515625,1156.018798828125,1156.018798828125,1166.34033203125,1176.6619873046875,1176.6619873046875,1229.5394287109375,1229.5394287109375,1240.3248291015625,1261.895751953125,1261.895751953125,1251.1102294921875,1251.1102294921875,1261.895751953125,1272.68115234375,1305.037353515625,1283.466552734375,1305.037353515625
2,Community and Personal Service Workers,438.572021484375,435.5611877441406,504.8094177246094,438.572021484375,435.5611877441406,397.42449951171875,493.7698669433594,445.5971984863281,419.5036315917969,397.42449951171875,403.44610595703125,414.48565673828125,508.601318359375,519.5389404296875,508.601318359375,522.2733764648438,522.2733764648438,525.0078125,522.2733764648438,623.44677734375,623.44677734375,628.9155883789062,730.0889282226562,656.2597045898438,548.541748046875,557.7609252929688,557.7609252929688,562.37060546875,571.5897827148438,580.8089599609375,585.4185791015625,594.6377563476562,594.6377563476562,608.4664916992188,608.4664916992188,613.0761108398438,655.1364135742188,670.9865112304688,670.9865112304688,676.2698364257812,681.55322265625,686.8365478515625,697.4032592773438,702.6866455078125,702.6866455078125,718.5367431640625,713.25341796875,729.1034545898438,725.6290893554688,737.623046875,743.6199340820312,749.6168823242188,743.6199340820312,755.6138305664062,761.6107788085938,767.607666015625,773.6046142578125,779.6015625,773.6046142578125,797.5923461914062
2,Labourers,1063.1552734375,1055.8565673828125,995.035400390625,1004.7667846679688,1004.7667846679688,1004.7667846679688,990.1697387695312,978.0054931640625,951.2440795898438,958.5426635742188,909.8856811523438,887.989990234375,1010.8736572265625,1035.988525390625,1017.15234375,1010.8736572265625,1042.2672119140625,1042.2672119140625,1042.2672119140625,1054.8245849609375,1054.8245849609375,1067.382080078125,1067.382080078125,1079.939453125,1044.937255859375,1064.8408203125,1054.8890380859375,1084.7445068359375,1044.937255859375,1054.8890380859375,1044.937255859375,1054.8890380859375,1044.937255859375,1054.8890380859375,1054.8890380859375,1044.937255859375,1039.5206298828125,1049.613037109375,1059.7054443359375,1069.7978515625,1059.7054443359375,1059.7054443359375,1069.7978515625,1079.890380859375,1069.7978515625,1079.890380859375,1079.890380859375,1079.890380859375,1050.8306884765625,1071.235107421875,1071.235107421875,1081.4373779296875,1081.4373779296875,1071.235107421875,1071.235107421875,1081.4373779296875,1091.6395263671875,1081.4373779296875,1091.6395263671875,1091.6395263671875
2,Machinery Operators and Drivers,610.8876342773438,738.0341186523438,640.1167602539062,622.5792846679688,637.19384765625,651.808349609375,635.732421875,624.0407104492188,634.2708740234375,634.2708740234375,587.50439453125,599.196044921875,580.8599243164062,580.8599243164062,588.1663818359375,595.4727783203125,606.432373046875,610.0855712890625,621.045166015625,624.6983642578125,621.045166015625,639.311279296875,628.3516235351562,632.0048217773438,601.288330078125,601.288330078125,601.288330078125,612.741455078125,595.561767578125,601.288330078125,618.468017578125,641.374267578125,629.921142578125,618.468017578125,612.741455078125,635.647705078125,615.50146484375,621.2538452148438,632.7586059570312,644.2632446289062,638.5109252929688,632.7586059570312,627.0062255859375,638.5109252929688,632.7586059570312,644.2632446289062,632.7586059570312,650.015625,620.6756591796875,626.5868530273438,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,638.4092407226562,638.4092407226562,638.4092407226562
2,Managers,936.5198364257812,778.2348022460938,778.2348022460938,844.1868896484375,870.5677490234375,868.3693237304688,798.0204467773438,855.1788940429688,857.3773193359375,828.798095703125,773.8380126953125,780.4332275390625,970.7412719726562,953.6105346679688,953.6105346679688,959.32080078125,970.7412719726562,982.1617431640625,987.8720092773438,993.582275390625,999.29248046875,999.29248046875,999.29248046875,1005.0027465820312,1010.4400634765625,1019.7101440429688,1010.4400634765625,1019.7101440429688,1019.7101440429688,1028.980224609375,1019.7101440429688,1028.980224609375,1028.980224609375,1028.980224609375,1019.7101440429688,1047.5203857421875,998.9725952148438,1008.486572265625,1018.0006103515625,1027.5146484375,1046.542724609375,1046.542724609375,1027.5146484375,1056.0567626953125,1056.0567626953125,1065.57080078125,1046.542724609375,1046.542724609375,1065.2105712890625,1074.894287109375,1074.894287109375,1074.894287109375,1074.894287109375,1074.894287109375,1074.894287109375,1094.26171875,1103.9454345703125,1113.6292724609375,1113.6292724609375,1113.6292724609375
2,Professionals,1188.5701904296875,1191.2962646484375,1161.309326171875,1316.69580078125,1172.213623046875,1164.035400390625,1125.870361328125,1196.7484130859375,1125.870361328125,1074.0748291015625,1054.9923095703125,1014.1011352539062,1315.9024658203125,1315.9024658203125,1323.1727294921875,1330.44287109375,1315.9024658203125,1315.9024658203125,1330.44287109375,1308.63232421875,1301.3621826171875,1301.3621826171875,1301.3621826171875,1323.1727294921875,1335.3809814453125,1347.411376953125,1359.44189453125,1371.4722900390625,1371.4722900390625,1383.5028076171875,1407.563720703125,1419.5941162109375,1407.563720703125,1431.62451171875,1419.5941162109375,1443.655029296875,1549.17138671875,1549.17138671875,1575.428466796875,1588.55712890625,1601.685791015625,1601.685791015625,1627.94287109375,1641.0714111328125,1627.94287109375,1667.32861328125,1667.32861328125,1680.4571533203125,1737.5853271484375,1737.5853271484375,1737.5853271484375,1766.3057861328125,1766.3057861328125,1780.666015625,1795.0262451171875,1823.74658203125,1823.74658203125,1852.467041015625,1852.467041015625,1852.467041015625
2,Sales Workers,1609.7171630859375,1669.4248046875,998.3112182617188,998.3112182617188,1069.96044921875,1058.0189208984375,936.21533203125,979.204833984375,998.3112182617188,986.3697509765625,895.6141967773438,881.2843017578125,1051.5030517578125,1057.761962890625,1064.0208740234375,1064.0208740234375,1064.0208740234375,1070.27978515625,1082.7977294921875,1095.315673828125,1082.7977294921875,1095.315673828125,1095.315673828125,1101.5745849609375,1132.6767578125,1142.7899169921875,1152.903076171875,1152.903076171875,1152.903076171875,1152.903076171875,1152.903076171875,1163.016357421875,1163.016357421875,1173.1295166015625,1183.24267578125,1203.468994140625,1213.00341796875,1213.00341796875,1213.00341796875,1223.643798828125,1234.2841796875,1244.924560546875,1244.924560546875,1266.205322265625,1244.924560546875,1276.845703125,1255.56494140625,1287.486083984375,1223.4129638671875,1223.4129638671875,1212.2911376953125,1223.4129638671875,1212.2911376953125,1234.534912109375,1234.534912109375,1234.534912109375,1223.4129638671875,1245.6568603515625,1256.77880859375,1256.77880859375
2,Technicians and Trades Workers,1360.121337890625,1391.3167724609375,1328.92578125,1266.534912109375,1269.6544189453125,1229.100341796875,1210.383056640625,1229.100341796875,1232.2198486328125,1204.14404296875,1132.39453125,1144.8726806640625,1281.4693603515625,1289.478515625,1289.478515625,1321.51513671875,1321.51513671875,1329.5244140625,1345.542724609375,1361.56103515625,1361.56103515625,1377.5794677734375,1385.5887451171875,1385.5887451171875,1329.0472412109375,1329.0472412109375,1329.0472412109375,1329.0472412109375,1329.0472412109375,1329.0472412109375,1329.0472412109375,1329.0472412109375,1341.704833984375,1341.704833984375,1329.0472412109375,1316.3897705078125,1308.9375,1321.6456298828125,1308.9375,1321.6456298828125,1308.9375,1334.353759765625,1347.0618896484375,1359.77001953125,1359.77001953125,1372.4781494140625,1372.4781494140625,1385.1864013671875,1352.2332763671875,1352.2332763671875,1365.111572265625,1365.111572265625,1365.111572265625,1377.989990234375,1377.989990234375,1390.868408203125,1377.989990234375,1377.989990234375,1377.989990234375,1390.868408203125
3,Clerical and Administrative Workers-Full time,752.2127075195312,747.083984375,752.2127075195312,798.3711547851562,745.3744506835938,779.5658569335938,767.598876953125,779.5658569335938,771.0180053710938,789.8233032226562,765.8892822265625,793.2424926757812,728.7366333007812,733.1531982421875,728.7366333007812,724.320068359375,724.320068359375,733.1531982421875,733.1531982421875,733.1531982421875,724.320068359375,737.56982421875,733.1531982421875,737.56982421875,738.6636352539062,738.6636352539062,738.6636352539062,731.6287231445312,731.6287231445312,738.6636352539062,745.698486328125,745.698486328125,745.698486328125,738.6636352539062,745.698486328125,738.6636352539062,761.625244140625,754.5072631835938,754.5072631835938,761.625244140625,761.625244140625,754.5072631835938,754.5072631835938,761.625244140625,761.625244140625,761.625244140625,761.625244140625,761.625244140625,808.6630859375,787.0025024414062,787.0025024414062,779.7822265625,794.2227172851562,779.7822265625,779.7822265625,794.2227172851562,779.7822265625,779.7822265625,787.0025024414062,808.6630859375
