"Level","Description","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92"
1,"Aggregated",7061.15187205236,7111.2580411358,7078.28787657277,7183.47620711908,7184.18715402729,7324.43237790361,7349.15101713529,7469.34366074246,7537.62252525458,7671.57508364028,7735.51326276986,7849.97385016239,7897.92359174319,7886.69765924107,7870.39055186145,7881.55349310132,7786.1759478056,7711.0898309569,7591.40808238306,7636.15745200792,7548.86816826564,7605.80166549175,7559.68432688262,7677.26032437592,7559.0549942772,7544.57244874208,7544.02552557106,7659.27154984905,7749.81658746732,7825.98125117317,7844.3603726179,7973.26452549914,8029.72409098675,8149.07019198384,8166.92315699914,8284.45744994991,8326.32713265866,8325.16811374005,8249.47042056169,8332.56412130223,8291.98870404282,8331.8138558442,8271.09063656049,8306.53260414921,8451.10341231125,8497.83093631903,8452.40025284692,8538.39978340558,8549.35028666722,8621.89124486597,8569.41162883047,8685.81835486765,8775.67951136085,8844.72233500094,8849.77175450654,9026.49892731086,8928.10060793324,8972.02582198626,8959.43107567198,9054.26970253623,9049.77600975828,9159.52793593801,9105.83403366544,9239.44056364603,9302.243170265,9474.49646006752,9377.17986834894,9407.18527237397,9408.59153162137,9491.31519932986,9502.82461837828,9550.76499167743,9657.44672257501,9852.24341818019,9872.72992837725,10002.7962441513,9970.74494487508,10034.1642517506,10058.678555612,10217.2707615053,10227.2067299174,10369.7589313217,10419.3082103596,10534.0326529358,10564.063098589,10724.1719579379,10694.443765548,10822.3960980094,10767.6938159877,10837.3337985351,10739.864000927,10761.0341954195
2,"Clerical and Administrative Workers",935.904151657036,941.346494543094,939.587184116057,939.793299559592,952.84641874219,983.364346608712,995.822579608593,984.747736079236,1025.96106835756,1031.5061988699,1034.38229166734,1030.91250203601,1063.74985331415,1059.2192548725,1051.36945486368,1032.14011015251,1044.45845365725,1052.76058750209,1038.38158630537,1032.27094651497,1018.17352502469,1007.38420914219,1002.14916990939,1015.23924624636,1005.63468133157,1016.12263309819,1023.31009125951,1022.06287055183,1055.13928513495,1058.1215757383,1062.04017744002,1065.0070288324,1082.46876389528,1085.29329619556,1073.34676608764,1099.54919194073,1104.939898121,1108.87244305442,1099.96274645852,1100.98358429208,1121.01822497735,1111.14324582121,1096.51268303022,1090.68733314193,1127.10667094178,1131.59653026685,1108.23611189946,1115.24324558664,1113.50637989227,1106.24065097254,1117.0357248362,1131.06644136945,1167.78389031773,1169.89127640587,1191.25174691651,1208.45397403543,1223.6161203369,1226.23131018056,1199.81999822466,1203.21356521825,1207.54420923883,1213.98310095873,1180.69594539884,1181.4091135376,1224.8855051376,1229.42737922816,1223.67235277046,1225.43236798909,1235.04749204048,1198.42051411624,1203.38621149802,1192.11676823052,1226.17554418769,1231.52142949317,1233.62812828685,1248.17307850981,1248.16146829787,1252.45225062839,1254.51498143476,1262.25322202379,1278.87802595851,1281.61465873872,1289.25010906272,1286.87053094579,1305.92239078081,1313.68819918256,1292.25011676939,1293.76065494032,1303.34603830798,1314.53972198154,1309.25123830542,1280.75033656083
2,"Community and Personal Service Workers",380.225637420358,398.375656119828,392.036041782502,409.901284597205,400.679124775835,423.662494783845,424.120174455747,450.041859443668,440.218114598988,459.783326785844,450.306958618118,460.695755983467,455.041839889217,484.48051637974,491.91925944275,504.289520789517,482.354850235923,486.508058140818,489.344261662374,500.629964640518,489.756616566675,513.039359664656,509.063639703117,518.409184880968,513.207753738675,513.657989731179,500.780005029629,496.418305457513,506.422946273808,530.737917173774,536.444504980502,543.517845200825,544.708268227523,569.920012595298,572.656388546358,599.884591564514,590.501635895903,585.33491235668,580.852819361461,617.854228488551,626.401915894442,659.690293741532,654.817084845585,644.977075251225,659.027547092162,674.711750748292,666.923556805753,678.621728886772,672.449287297943,705.364855629013,699.521630870728,692.011676191576,680.555711745358,702.603758126713,709.464143445026,726.614532247234,711.369995662226,741.426517596924,736.130273336886,756.261411467848,745.382790064123,768.242045351454,758.671524851978,772.269545683768,779.987489038294,805.183669836208,790.973754102947,797.489780762934,787.590629373356,820.898871318391,816.897328802665,826.785484891,817.194376872593,837.133163196675,831.709364457311,863.488666142155,862.446800046592,849.831901204837,865.372156352842,870.946937805699,869.994487947502,918.261660475067,926.745682255355,909.621803033761,887.392267660546,917.483308974256,936.156010571115,933.517224111484,946.749113711284,981.190847167163,998.004440805087,1006.10470205775
2,"Labourers",980.0565823989,983.874728092899,938.729320292872,992.597526543534,988.96134449736,1008.37660161379,971.848518388587,1022.20694339596,1039.04032674375,1053.11184064571,1034.10127614124,1095.69000127494,1077.80505451936,1078.82552393895,1049.69476919594,1086.75402357394,1064.8079214152,1063.504250528,1002.44787000657,1014.29001377959,982.210039752705,1019.743893963,965.450324055411,1008.37632912128,994.942856766231,984.079785586488,954.596294950457,1013.5828853905,992.258742323892,1021.09801394828,997.518223680015,1030.58395962235,1034.27623448682,1081.86451738587,1031.63173047012,1086.85503753244,1103.82393036206,1066.86085527137,1047.407263826,1076.67991244907,1046.13924509168,1036.16668874051,1004.28760199733,1067.32794543552,1046.04391422666,1030.50064443038,1018.00316993983,1069.30606001939,1052.42966726532,1062.3019708431,1029.0252714496,1067.25696723113,1057.0982647046,1079.16294606101,1051.87486403283,1080.52008523803,1059.96560718608,1062.15687527462,1047.12922323163,1035.22648612375,1034.26351896279,1054.84252005581,1050.23489048521,1090.43121339808,1091.17867352425,1080.74478215759,1078.81704012081,1077.28434924596,1100.25636500557,1076.84665343978,1084.39708802435,1106.21800204474,1099.63286092711,1118.27458364346,1106.02373648155,1089.74356020046,1103.18554222803,1095.27047889912,1092.87349611281,1149.40548022883,1130.13217629471,1155.58522211225,1142.78530962466,1143.5411932401,1145.15084703112,1149.62204443071,1168.44659769584,1150.89494767422,1164.40377717701,1148.42064203538,1143.50540760424,1155.25525516328
2,"Machinery Operators and Drivers",586.1069602565,585.906975656712,588.780018246902,585.740707736996,605.984252952476,597.530630048445,605.790567847494,603.522629374773,607.165865601206,608.80987689966,611.081557935407,622.420929101106,623.9856752473,611.87806428424,603.129963102889,598.266308662435,589.028286488445,587.052248380406,583.67298509236,573.678707379206,568.825283311997,559.117628292208,553.381549373328,560.707386363428,546.793756423204,553.19915248709,556.603988791855,549.944124463658,575.177679756441,578.947041921435,577.704416611369,586.969134502211,585.725586050036,590.051905983933,597.845481575666,610.304376007955,612.42457339873,593.734180249522,588.466612753138,624.560085822207,637.728792152159,629.295734062587,616.461411336152,608.825032568829,621.789223040494,612.111044029686,609.235934131745,618.192682045406,645.010715731921,629.50239354287,624.735061170432,611.981580697151,619.627437460756,617.096242934173,631.41180534422,616.119196623063,608.921558148965,605.966112795152,619.561304287193,626.412672472271,617.876818368061,624.900885691222,622.73296185762,620.415626936675,630.737427495908,634.612654009897,632.955463019452,627.548154310198,615.423735835338,624.307510152309,641.379316726067,637.828547721356,646.863668710812,637.493513730307,646.045088191829,637.144716956221,637.085306017075,638.267011695225,651.070926639658,659.494263474203,685.663865293067,701.737485460261,707.038552131613,712.700263581367,728.314351872136,703.05350361976,719.195246946279,722.204990514543,733.737769025876,714.297503812744,694.485979467033,690.628464061004
2,"Managers",886.6550422653,873.895160483423,886.933511685102,894.641680647522,894.744277252504,906.25473096563,921.019495904637,926.658841160488,937.28294337351,941.537610936103,939.379518193654,937.180672041861,961.919545952389,977.716536320333,983.413484003873,978.060326202288,985.120130623324,977.304267599278,971.632433411818,953.584934711197,971.716022615886,950.334747788812,950.034149239566,962.086060272261,960.227880649415,964.580591348476,973.75687454299,984.160262821329,1001.73821544961,985.645257104439,987.855026105577,1002.5151432585,1010.93051712261,977.646823147299,990.806810109704,977.229530669245,997.50911575196,1016.14401913239,1008.24179349596,990.481431571582,979.280070118614,980.605333632623,983.958717460081,972.742767358812,982.720533401368,965.041565163973,981.381767027078,985.545135055341,994.290462760496,998.763543368288,998.745498269608,1020.43219416285,1040.69269195978,1048.65804794228,1027.80064405143,1032.47134693394,1055.54398479987,1054.4655714153,1086.31371854304,1102.56999699241,1156.53052797462,1160.70287533153,1146.23933226935,1110.71897934074,1108.60236944268,1122.12132760518,1137.89951076888,1130.80090910664,1152.33796676982,1160.41225886468,1155.8244804385,1188.98157440602,1224.94101289245,1262.27822958053,1248.05710420572,1252.5547757554,1253.85731466925,1292.21272299283,1271.09667363689,1277.86247230648,1309.46408284204,1317.09573217065,1321.39630628667,1348.55603853842,1370.20828675419,1361.12389713329,1376.18349992099,1399.54655906712,1366.8993556867,1378.39135035575,1401.75777887209,1407.53191285054
2,"Professionals",1072.13719516478,1105.39660328392,1114.61971036123,1115.01666194896,1099.8394204354,1139.57028284457,1145.89718729021,1150.10954661596,1147.38328244389,1186.20002619054,1215.37635595303,1213.72382096992,1215.35020908612,1251.78980985442,1259.11332101124,1274.14416552607,1253.39308506615,1283.06414961327,1290.12429853007,1302.26529737623,1271.25849011845,1295.06367602904,1306.78144545949,1317.06550140951,1298.89154590993,1302.49630429935,1284.68841846456,1303.21497527,1295.73409557619,1324.46232975735,1323.82542785099,1335.54618913336,1335.56742068356,1367.58436872436,1403.12152382351,1414.14217078029,1439.25293189448,1461.83792181185,1457.35404637208,1439.74816574815,1463.00834214564,1474.97311278131,1482.09869906951,1500.68245142948,1513.5925884256,1544.42835088372,1556.73936910695,1553.75924895972,1577.27446876814,1626.11268118817,1608.65867885282,1592.1939378046,1612.73333750258,1652.22966967045,1686.41469153515,1698.3545402809,1691.64802007805,1739.71924676,1755.6217346611,1754.78143099763,1734.42092458157,1770.42686022045,1796.09833467974,1819.00312819187,1807.42781357052,1856.21113977039,1836.90877427459,1832.73107073762,1851.05251872743,1901.26528373074,1927.77827116612,1897.77721095006,1887.7311105856,1904.54434250791,1956.31751907854,1982.51839530396,1979.16302856344,2049.76937840653,2080.18805193441,2052.27527323422,2046.63290799724,2081.21302353451,2121.65062214884,2133.48163109038,2156.37843945404,2240.71684704153,2236.29176568276,2252.78950630103,2249.05912979819,2276.01231529873,2253.04338291031,2289.53681376656
2,"Sales Workers",975.322575431653,979.336986821026,959.196290606587,983.107945687748,995.637757232942,992.011219546349,963.952137400764,992.597839112327,983.942460743237,1009.51435192556,1013.55673113038,1082.04907168979,1076.50199441863,1076.41772884393,1074.84701178029,1082.5086416903,1090.62400359691,1063.32706157829,1023.44850608821,1075.33922261817,1048.28952525942,1066.39927036216,1045.02470143237,1047.17833324354,1049.01665024033,1043.77270008411,1033.78389731556,1033.94809914729,1027.13290505583,1046.01027492928,1079.02771259454,1094.4232982796,1097.44942028433,1130.80431253033,1127.82380098032,1133.71253743917,1134.10024573042,1159.91775333329,1168.92117671687,1185.87669386017,1126.66590337762,1141.42680295034,1127.50332328733,1139.60699458495,1181.47620779963,1192.36908312073,1178.67361854856,1189.20297249005,1183.29457106673,1202.4158830598,1185.08120686634,1202.9341809242,1181.41209366314,1187.24725300261,1170.01944176183,1227.2271308677,1216.89014306482,1227.75570798377,1203.19160900029,1203.99456641846,1207.0043380997,1195.76351255977,1217.89976562762,1265.68892342308,1289.69661188853,1296.82117731256,1280.33546616897,1289.35133532163,1265.26192819732,1277.14127073797,1251.83568798956,1260.66015164299,1282.48991728326,1321.24008264357,1321.91155591153,1355.07995056534,1363.4758366819,1333.92498675441,1320.1739147394,1353.04539982792,1310.63704714546,1314.31866820593,1302.31221448528,1329.37416119181,1329.16677385207,1337.05370483517,1347.81441125058,1365.19428943213,1369.83918291655,1364.27248180563,1359.6446871957,1381.55825524637
2,"Technicians and Trades Workers",1252.06615938513,1252.34099523574,1252.74252522679,1260.79640871571,1253.63083745624,1272.49554067037,1290.27828620754,1310.56174447812,1319.2872557424,1355.839395286,1382.01682767727,1366.4466410801,1377.46949407538,1349.96154775423,1361.14303503002,1349.68192181361,1327.77685407483,1300.22598622961,1285.60662895563,1272.48715602435,1278.07003392217,1279.92433833005,1272.5751286039,1264.2963751882,1236.88023047716,1245.44022842618,1265.84519175847,1262.89555485561,1277.01328343498,1271.73813768146,1258.94752813327,1274.63824816748,1306.84011789028,1318.71247188137,1324.78023264741,1316.15121253123,1308.9961886807,1332.82479906618,1326.56466184471,1319.00012796252,1312.0906484078,1341.12227029358,1339.99169044305,1303.28481470926,1315.83927105981,1351.60865461049,1335.23069842784,1306.80279186947,1305.47600721829,1301.3844525933,1336.89900245303,1345.91201355078,1386.66785075996,1365.20178346176,1378.65425710052,1369.22147365803,1352.98140822839,1327.93669747535,1343.70388971451,1341.13603659851,1353.63405061829,1360.38280659665,1358.72477109829,1342.85002795867,1363.41020153577,1401.89533323135,1403.65341658939,1404.40368565665,1417.94560178954,1442.47694899963,1436.23514269024,1406.10998984179,1457.36960553184,1492.11461252521,1493.36597972913,1485.88583057769,1503.23864582291,1501.40169375341,1532.62201759871,1535.19507564061,1563.57682896933,1558.7702422803,1589.7766052409,1585.37359627216,1609.17733566515,1647.95343613258,1610.22831297062,1640.83082354652,1644.6100881592,1666.12124530586,1627.01918108832,1546.76242283405
3,"Clerical and Administrative Workers-Full time",699.491636713561,679.222111600787,688.657056116076,688.428359653713,694.681583910284,710.617330083113,718.096061958255,708.960198814727,742.853269780566,737.890085285513,748.110005704953,737.208989881764,766.554721612123,750.312254275855,743.642535176708,732.518230871689,754.617825304715,741.466244259926,732.41267115391,726.43670258012,712.879351815846,698.135522468045,696.002300150324,692.566308655181,704.374490036631,705.537061417604,708.070624164121,703.07236065972,726.143008314159,716.667630109695,739.696363326256,736.710016574025,743.793689141835,720.183833763091,719.995898824764,752.302013658431,752.364230734525,742.091028490813,739.940759302971,739.596893867463,754.916121509005,732.216696022306,719.227220082542,715.876247176629,761.930641206051,738.000935307553,715.031842826617,720.467088954263,728.742180255323,721.437014621251,728.013466735815,739.331834569778,761.915531438406,749.79878212661,778.347261925582,791.074015080411,820.063728617488,803.000414883702,771.957960112003,754.263745029163,766.392103967637,759.900433479018,724.330927658456,742.161735627726,767.9901935169,757.760072272147,751.057551474551,769.633278150075,783.716316207368,752.526892238643,759.957781746946,755.345969188773,785.665748837476,782.775037231365,779.618161397325,773.114880195092,773.697432302779,765.87279391133,768.280226972306,800.989132869535,830.845417761328,819.303166423635,813.649966939543,806.684862067101,823.995501535814,837.380734781937,825.671990491812,824.641289558497,826.617090849787,825.164539289819,814.810065285052,790.385344457498
