Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
1,Aggregated,45703.703125,17849.0703125,18153.916015625,25273.580078125,19746.826171875,19312.4296875,24126.291015625,23051.1328125,25195.87109375,25273.6875,18890.04296875,18769.779296875,42809.28515625,17465.59765625,19867.828125,25080.34375,16788.64453125,17205.162109375,22129.646484375,19103.11328125,22933.46484375,26021.447265625,20260.73828125,20687.51171875,40322.05859375,19366.716796875,16839.15234375,25191.759765625,17778.193359375,18592.80859375,23798.05078125,21185.73046875,22778.046875,25948.451171875,19071.794921875,20541.1875,41269.046875,16872.33203125,19612.56640625,25826.966796875,18474.283203125,18973.828125,24446.39453125,21001.587890625,22978.66796875,26272.76953125,18686.34375,20434.654296875,41000.953125,16990.876953125,19139.013671875,24577.111328125,18612.90625,18783.03125,24257.26953125,21578.197265625,22998.48828125,26096.787109375,18812.494140625,20557.201171875,40676.40234375,16333.20703125,19122.54296875,25210.29296875,18973.07421875,18899.63671875,24496.01171875,21319.9296875,22922.0390625,25958.31640625,18669.951171875,19764.771484375,42079.9765625,15791.43359375,19481.650390625,25147.12109375,18684.169921875,19418.88671875,25177.1640625,20923.35546875,22781.841796875,25613.74609375,18856.720703125,20036.359375,40007.03125,15134.4130859375,18949.8984375,24404.873046875,18550.228515625,18822.025390625,23595.060546875,20545.66015625,21993.240234375,23792.2578125,18539.109375,19080.150390625,41254.2578125,15863.7158203125,19903.216796875,24912.29296875,18316.853515625,18978.8671875,23982.15625,20915.177734375,22051.666015625,24378.349609375,18227.171875,19679.24609375,40768.09375,16349.861328125,19396.83984375,24690.86328125,18289.36328125,18399.2890625,23053.072265625,19821.314453125,21124.3046875,24421.779296875,18125.64453125,18979.087890625,39681.33984375,15226.00390625,19174.49609375,24966.1640625,18118.2109375,18857.37890625,23474.638671875,18940.853515625,20924.08203125,24280.705078125,18435.171875,18877.443359375
2,NSW,15722.4599609375,5823.697265625,6646.0146484375,9133.8427734375,6081.212890625,5821.59814453125,7569.29248046875,6322.13232421875,6437.44482421875,8926.359375,7086.427734375,7329.33984375,15106.2060546875,6469.49560546875,6396.75634765625,8034.96240234375,5775.04931640625,5567.9873046875,6942.33837890625,6002.83984375,7972.642578125,8390.7705078125,7307.2333984375,8123.15673828125,14475.98828125,7046.1083984375,5457.134765625,9324.4736328125,6011.853515625,6712.2314453125,8041.8017578125,6390.419921875,6705.0263671875,8355.033203125,6437.82177734375,7024.92333984375,14865.6376953125,5533.07275390625,6812.3408203125,8553.2265625,6068.0009765625,6188.56005859375,7541.34521484375,6270.6181640625,6718.9365234375,8197.515625,6291.4521484375,7204.41552734375,15000.3828125,6243.7724609375,6850.80859375,8873.509765625,6262.5732421875,6243.84619140625,7681.19921875,6442.98046875,6803.8115234375,8443.984375,6086.6123046875,7106.20556640625,14749.1171875,5810.5302734375,6666.25927734375,8790.4951171875,5998.0830078125,6055.55908203125,7542.85107421875,6087.771484375,6589.02294921875,8215.4287109375,5816.478515625,6991.115234375,14409.923828125,5681.82177734375,6406.970703125,8346.986328125,5894.19970703125,5843.4970703125,7365.86474609375,6057.68994140625,6011.59912109375,8237.080078125,5824.04150390625,6903.962890625,14245.7041015625,5401.392578125,6310.51318359375,8233.7216796875,5734.90966796875,6017.61279296875,6784.92333984375,5818.46484375,5984.279296875,7675.3759765625,5495.34375,6474.8076171875,15066.3515625,5627.19140625,6279.4970703125,8373.2529296875,5694.94384765625,5688.24169921875,7294.56201171875,5673.763671875,5664.89111328125,7946.1015625,5527.5048828125,6497.68896484375,15534.919921875,5245.166015625,6349.4580078125,7980.87744140625,5827.5556640625,5375.25927734375,6756.42041015625,5841.505859375,5768.15185546875,7721.54736328125,5557.47119140625,6328.857421875,14057.6044921875,5327.89306640625,5987.05029296875,8126.25830078125,5496.01806640625,5524.0087890625,6760.84716796875,5415.92529296875,5362.02880859375,7853.2490234375,5299.07080078125,6249.57568359375
2,NT,307.2127380371094,158.2826385498047,295.6775817871094,312.99456787109375,390.2288513183594,566.6381225585938,799.09228515625,916.0403442382812,735.6705322265625,609.8703002929688,373.1885681152344,187.7228240966797,336.6429748535156,312.5854187011719,345.9902648925781,384.9380187988281,374.0469055175781,551.3939208984375,925.6434936523438,1071.8587646484375,839.1091918945312,608.31689453125,531.4124755859375,286.7387390136719,171.81507873535156,164.54116821289062,299.37432861328125,392.66607666015625,516.66259765625,801.7533569335938,989.2360229492188,956.0350341796875,642.5060424804688,496.9805908203125,344.0613098144531,98.36181640625,216.15380859375,200.26605224609375,236.7787322998047,335.6083679199219,397.46356201171875,572.451171875,824.2293090820312,723.3197631835938,717.9327392578125,639.4277954101562,453.8041687011719,201.67466735839844,159.6094207763672,206.43858337402344,390.59246826171875,451.6957702636719,505.2904052734375,548.0811767578125,699.8634643554688,650.5772705078125,812.668212890625,593.7352905273438,365.3119201660156,205.23475646972656,269.348388671875,238.69635009765625,302.484375,396.22412109375,524.7930297851562,638.486572265625,893.7202758789062,744.6258544921875,729.15771484375,459.15380859375,318.1941223144531,161.29197692871094,333.3366394042969,73.92622375488281,217.54234313964844,330.9125671386719,529.1669311523438,709.5726318359375,942.92724609375,879.2858276367188,721.3192138671875,503.73236083984375,280.908935546875,139.30108642578125,315.2001953125,163.86614990234375,247.74534606933594,341.8326721191406,316.352783203125,647.3934326171875,1006.1715087890625,846.8123168945312,938.5069580078125,818.6685791015625,446.9302673339844,173.92616271972656,250.06565856933594,174.31539916992188,317.43603515625,502.3034973144531,644.9234619140625,812.6792602539062,891.036865234375,805.796630859375,657.0679931640625,530.947021484375,346.49951171875,136.71142578125,214.85768127441406,217.10162353515625,272.833984375,410.4916687011719,500.81494140625,729.631591796875,967.165283203125,824.2271728515625,670.951904296875,590.2303466796875,412.18572998046875,160.66107177734375,245.44996643066406,163.22042846679688,256.9149475097656,314.7727355957031,605.983154296875,954.4609375,984.5728759765625,786.4035034179688,741.5406494140625,598.9938354492188,288.0102844238281,80.2295150756836
2,QLD,10082.181640625,4344.79296875,4504.36669921875,6123.89453125,5582.51611328125,5456.96826171875,6458.1025390625,6584.7548828125,7224.6337890625,5939.65234375,4506.2509765625,4601.77685546875,9491.8330078125,3802.304931640625,4729.115234375,5983.5185546875,4617.79638671875,4935.2353515625,6550.58544921875,6311.56298828125,7797.8642578125,6897.89111328125,5063.09423828125,4781.97216796875,8489.7890625,4169.8466796875,3621.313720703125,5587.97119140625,4907.8583984375,5402.80810546875,6735.7763671875,6895.77734375,7619.337890625,7026.93017578125,4747.79052734375,5093.939453125,8830.9345703125,3831.62939453125,4513.865234375,5987.11962890625,5085.181640625,5351.68115234375,7112.18212890625,6722.142578125,7580.69580078125,7260.71826171875,4878.01708984375,5364.14501953125,8964.6416015625,3782.034912109375,4487.27392578125,5509.806640625,5012.89306640625,5330.25244140625,6704.6787109375,6567.8837890625,7932.69677734375,7124.96533203125,4957.9736328125,5259.03564453125,8981.015625,3784.6875,4451.50634765625,5404.8447265625,4935.05615234375,5033.9970703125,6986.90185546875,6650.7763671875,7611.74609375,7164.51708984375,5047.85791015625,5111.7763671875,9330.7490234375,3928.25732421875,4641.8759765625,5451.68701171875,5034.185546875,5341.79248046875,7135.70166015625,6879.8349609375,7629.18310546875,7495.80908203125,5086.59130859375,5444.07861328125,9415.2451171875,3699.96484375,4653.41162109375,5618.60986328125,5001.23486328125,5332.40380859375,6855.89892578125,6474.16943359375,7122.87548828125,6895.701171875,5105.39453125,5051.0546875,9050.2822265625,3856.02783203125,4742.68115234375,5642.1611328125,4808.6220703125,5145.48291015625,6737.31689453125,6455.09130859375,7122.13818359375,7239.3076171875,5217.1103515625,5519.14013671875,9191.84765625,4255.3115234375,4833.15283203125,5550.84716796875,5078.015625,5286.8330078125,6523.75927734375,6134.52978515625,6787.47998046875,7216.42626953125,5224.373046875,5183.8525390625,8677.2841796875,3821.291015625,4520.50439453125,5803.2021484375,5015.51953125,5162.04736328125,6678.73779296875,5856.62744140625,6427.60302734375,6980.72216796875,5000.7412109375,5262.9580078125
2,SA,2872.192626953125,1284.206298828125,1234.751220703125,1920.7210693359375,1535.4625244140625,1293.063232421875,1775.1611328125,1157.7030029296875,1218.03125,1680.99072265625,1285.3082275390625,1225.098876953125,3246.995361328125,1617.70263671875,1451.1292724609375,1701.701416015625,1248.63623046875,1299.21044921875,1709.7249755859375,1264.8515625,1188.1617431640625,1711.1510009765625,1334.29248046875,1499.3404541015625,2805.708740234375,1458.0904541015625,1217.36279296875,1813.2750244140625,1472.0897216796875,1148.484130859375,1693.696533203125,1263.62939453125,1146.779052734375,1860.49609375,1387.8607177734375,1311.0078125,2904.605712890625,1162.747802734375,1390.892333984375,1749.466552734375,1334.2252197265625,1314.1329345703125,1637.064208984375,1261.1683349609375,1306.912353515625,1878.45947265625,1275.5306396484375,1288.8704833984375,2825.847900390625,1205.5689697265625,1350.947021484375,1666.3760986328125,1303.4715576171875,1338.8017578125,1645.8067626953125,1293.9033203125,1330.619873046875,1862.158935546875,1303.3751220703125,1272.9207763671875,2821.060302734375,1163.12548828125,1248.9215087890625,1760.7333984375,1372.7191162109375,1262.6624755859375,1675.9285888671875,1330.2015380859375,1326.144287109375,1845.445556640625,1456.40771484375,1287.2076416015625,3025.069091796875,1225.4671630859375,1281.72265625,1686.9989013671875,1393.386474609375,1231.1671142578125,1536.4422607421875,1293.7073974609375,1333.795654296875,1891.80908203125,1386.5693359375,1351.58740234375,2760.203125,1049.8878173828125,1327.716552734375,1697.842041015625,1348.01953125,1268.54736328125,1445.52197265625,1173.7227783203125,1378.2269287109375,1722.6400146484375,1239.75146484375,1332.2012939453125,2961.466796875,1090.6685791015625,1445.74755859375,1881.7869873046875,1172.7823486328125,1163.0721435546875,1451.7957763671875,1120.8306884765625,1361.2125244140625,1810.2745361328125,1212.4801025390625,1267.9151611328125,2939.147705078125,1179.2589111328125,1451.7081298828125,1561.47607421875,1322.2945556640625,1115.1400146484375,1415.2376708984375,1129.70361328125,1348.40283203125,1783.1533203125,1280.936279296875,1292.08642578125,2751.302734375,1033.9541015625,1240.3358154296875,1652.203857421875,1171.9029541015625,1116.2811279296875,1385.0777587890625,1066.580322265625,1258.29052734375,1684.687744140625,1312.0914306640625,1172.5654296875
2,TAS,1480.1295166015625,680.3331298828125,671.2660522460938,674.3380737304688,493.8816223144531,520.6697387695312,533.6854248046875,489.98626708984375,457.9837951660156,600.86181640625,554.5733642578125,527.9102172851562,1290.869140625,653.0316772460938,782.1126098632812,730.240966796875,449.6387023925781,455.4585876464844,481.66668701171875,400.75616455078125,608.9468994140625,727.647216796875,720.2316284179688,715.234130859375,1452.828857421875,745.8804931640625,747.29443359375,717.9137573242188,571.7432250976562,500.0040588378906,447.2943420410156,334.47015380859375,466.9714660644531,547.2329711914062,490.8138732910156,541.5647583007812,1518.879638671875,635.5060424804688,699.75390625,693.0406494140625,508.171875,449.8348693847656,475.8847961425781,348.9170227050781,468.89105224609375,495.91900634765625,515.7084350585938,608.1026611328125,1468.309814453125,804.666748046875,826.8989868164062,800.7411499023438,612.74072265625,484.77239990234375,385.022705078125,323.0396423339844,439.8482666015625,565.725341796875,563.292724609375,561.1437377929688,1535.8883056640625,789.1858520507812,802.7564697265625,972.6493530273438,552.408203125,462.3815002441406,457.0038757324219,331.6376953125,450.2210998535156,590.8377075195312,576.106201171875,601.2324829101562,1651.7803955078125,812.2086181640625,989.0922241210938,785.5748291015625,579.9821166992188,495.9756164550781,530.3062133789062,369.63720703125,465.4779357910156,450.51953125,598.0371704101562,649.4295654296875,1507.9090576171875,801.2982177734375,824.7445068359375,861.759033203125,635.0503540039062,554.8736572265625,511.827392578125,352.6466369628906,421.7901916503906,502.623291015625,509.71331787109375,616.3193969726562,1540.634033203125,779.6246948242188,966.0474853515625,977.9982299804688,614.0355834960938,550.677734375,480.8090515136719,319.12078857421875,421.8833923339844,563.9862060546875,557.211669921875,656.97509765625,1551.5078125,822.83544921875,985.7377319335938,748.1749267578125,569.1504516601562,508.2104797363281,490.568603515625,383.9222412109375,444.7682800292969,494.8940124511719,625.070556640625,654.9166259765625,1391.47314453125,754.458984375,913.9660034179688,704.7928466796875,535.1819458007812,501.6386413574219,498.6058044433594,411.9294128417969,434.1896057128906,439.8898010253906,487.47967529296875,600.1243896484375
2,VIC,9673.240234375,3670.72021484375,3816.564208984375,4720.76025390625,3426.589599609375,3456.732421875,3857.954833984375,3279.748291015625,3285.8212890625,3952.556396484375,3570.7705078125,3294.85693359375,9611.8974609375,3468.84130859375,4364.46923828125,5133.494140625,3149.83984375,3208.857177734375,3594.04931640625,3477.9609375,3441.149169921875,4364.60009765625,4116.33544921875,3784.055908203125,9798.9990234375,4413.17529296875,4141.55419921875,5139.11083984375,3960.15234375,3708.452392578125,4051.22265625,3491.561767578125,3294.57177734375,4176.72412109375,3919.876708984375,4059.9853515625,10024.115234375,3530.195068359375,4223.97705078125,5103.72265625,3618.435791015625,3614.02099609375,4177.958984375,3587.51708984375,3553.8349609375,4357.85986328125,3837.59619140625,4276.603515625,9389.7119140625,3647.93115234375,4171.40625,4917.6806640625,3669.810302734375,3680.912353515625,4221.40087890625,3645.769287109375,3422.5810546875,4449.89990234375,3876.544921875,4199.16845703125,9177.3984375,3656.289794921875,4059.5400390625,5030.83935546875,3585.30322265625,3580.961181640625,4291.86279296875,3542.17724609375,3555.482421875,4475.4453125,3870.811279296875,4281.03173828125,8860.224609375,3232.166259765625,4309.6220703125,4846.91015625,3409.08056640625,3742.705078125,4118.21630859375,3478.69873046875,3483.91845703125,4123.28564453125,3869.182373046875,4375.12890625,8482.8876953125,3322.228271484375,4115.5771484375,4597.0048828125,3402.308837890625,3510.561767578125,3730.923095703125,2960.876953125,3302.5693359375,3974.12255859375,3482.708740234375,4079.02099609375,9277.669921875,3187.522216796875,4527.10302734375,4928.01025390625,3331.41748046875,3588.4697265625,3913.931396484375,3191.740234375,3324.95166015625,4168.427734375,3680.105712890625,4164.0380859375,9249.810546875,3296.24462890625,4310.9296875,4707.21240234375,3477.217041015625,3548.35595703125,4085.177490234375,3196.814208984375,3465.541748046875,4055.629150390625,3690.957763671875,3990.62841796875,8685.490234375,3534.7861328125,3908.632080078125,4522.2060546875,3495.245849609375,3199.12158203125,3738.5185546875,3292.727783203125,3322.021484375,4134.43115234375,3694.820556640625,3922.781005859375
2,WA,3489.174560546875,1663.5296630859375,2176.721923828125,2078.259521484375,1724.6597900390625,2141.97216796875,2761.17578125,2120.18115234375,2300.593994140625,2518.47607421875,1417.406494140625,1811.50634765625,3626.25732421875,1506.9229736328125,2096.373046875,2457.781494140625,1919.6507568359375,1999.247314453125,2499.89453125,2293.849609375,2073.887939453125,2674.34033203125,2308.4970703125,1960.7772216796875,3029.810546875,1662.000244140625,1425.7447509765625,2693.901123046875,1631.187744140625,1775.8619384765625,2608.11083984375,2132.2880859375,2449.1220703125,3520.47802734375,1769.0391845703125,1881.847412109375,4006.4140625,2022.6842041015625,1857.2432861328125,2451.05810546875,1907.6943359375,2104.115966796875,2454.713134765625,1917.003173828125,2285.588623046875,2926.99609375,1659.4598388671875,1717.8218994140625,3985.510986328125,1426.7008056640625,1969.75830078125,2132.072509765625,1827.227783203125,2106.8486328125,2566.033447265625,2096.831298828125,2414.100830078125,2549.023193359375,1947.8577880859375,2130.672119140625,4070.931396484375,1460.547607421875,2203.216796875,2428.359130859375,2039.1220703125,2195.353759765625,2783.03466796875,2215.03271484375,2680.588134765625,2755.89208984375,2035.15966796875,2037.32373046875,3773.069091796875,1502.9755859375,1966.240478515625,2707.523681640625,1826.720947265625,2120.609375,2857.5517578125,2393.527587890625,2245.6982421875,2773.793701171875,2088.71337890625,2007.067626953125,3266.13818359375,1577.2459716796875,2052.053466796875,2557.559326171875,1839.2413330078125,2175.5126953125,2370.096923828125,2347.31787109375,2482.78955078125,2609.9521484375,2071.563232421875,2113.70068359375,3539.44140625,1879.0213623046875,2179.054931640625,2549.552734375,1929.6185302734375,2183.547607421875,2571.90966796875,2393.96826171875,2232.512451171875,3117.88330078125,1970.3072509765625,1921.9644775390625,3411.5751953125,1658.8966064453125,2205.711181640625,2143.82958984375,1927.4757080078125,2003.292724609375,2662.9365234375,2311.12744140625,2656.35595703125,2505.625,2071.75244140625,2384.732421875,3148.966552734375,1594.6929931640625,2089.065185546875,2185.627685546875,1808.08447265625,1992.2586669921875,2646.61865234375,2024.23974609375,2371.495361328125,2230.85546875,2089.856689453125,1990.282470703125
3,NSW-Blue Mountains,301.2420349121094,141.69589233398438,180.98658752441406,186.4519500732422,144.359619140625,139.01419067382812,193.07049560546875,110.2647476196289,104.06304168701172,147.46034240722656,125.73548126220703,111.9076156616211,188.9916229248047,123.0393295288086,147.27685546875,206.7022247314453,87.45880889892578,191.6221160888672,208.4709014892578,184.10572814941406,204.09095764160156,121.06134796142578,57.54533386230469,105.02144622802734,179.79339599609375,128.72935485839844,116.71145629882812,130.07069396972656,122.62540435791016,176.51641845703125,183.6147003173828,151.80311584472656,110.9676513671875,148.76136779785156,62.67735290527344,61.719146728515625,86.68681335449219,80.33749389648438,164.16531372070312,156.05967712402344,163.56871032714844,192.52084350585938,180.53524780273438,100.38835144042969,124.14054107666016,195.5985565185547,127.38668060302734,82.84237670898438,57.22503662109375,60.85470199584961,94.21428680419922,96.57186126708984,55.61429214477539,122.46981048583984,135.37782287597656,112.83365631103516,125.28533172607422,131.0984649658203,60.3371696472168,151.59251403808594,178.22157287597656,94.2532730102539,53.8931999206543,174.21644592285156,124.11603546142578,117.29605865478516,108.1082763671875,47.60341262817383,60.78417205810547,90.61498260498047,102.00933837890625,71.50830078125,191.930908203125,147.93846130371094,106.63045501708984,189.42379760742188,134.3140869140625,91.83918762207031,181.1183624267578,111.9225845336914,124.9788589477539,92.36630249023438,97.183349609375,124.93219757080078,185.6144561767578,93.57559204101562,70.0768814086914,154.08285522460938,77.53852844238281,147.39874267578125,146.22402954101562,85.99492645263672,133.67498779296875,199.18963623046875,107.44352722167969,94.0458984375,146.04661560058594,41.84514617919922,156.82908630371094,179.10894775390625,105.36737060546875,110.57655334472656,151.3321075439453,118.07765197753906,114.75020599365234,120.06454467773438,62.51822280883789,89.91023254394531,122.60667419433594,93.26155090332031,154.51560974121094,170.0025177001953,130.2506561279297,147.81610107421875,200.1741943359375,128.09100341796875,102.9073486328125,153.238525390625,101.04304504394531,112.18118286132812,84.75572204589844,56.937191009521484,126.08087158203125,150.3920440673828,89.78984832763672,129.21121215820312,148.85406494140625,125.5863265991211,146.23556518554688,179.32069396972656,58.95552062988281,113.49999237060547
3,NSW-Canberra,788.3402099609375,381.71710205078125,430.58660888671875,540.4388427734375,385.552734375,349.3058166503906,411.1582336425781,346.50946044921875,358.810791015625,457.1946716308594,389.7942810058594,337.22845458984375,740.535888671875,442.7837219238281,420.1244812011719,508.7354431152344,456.27593994140625,380.6703796386719,429.60748291015625,433.86529541015625,432.9146423339844,546.0790405273438,495.0816955566406,438.35906982421875,624.8994140625,407.49810791015625,369.3428039550781,501.2138366699219,439.9972229003906,409.9158630371094,503.54290771484375,475.5921936035156,376.8257751464844,491.3254089355469,478.3244934082031,458.8848571777344,740.33203125,492.5963134765625,468.09783935546875,603.8760375976562,452.6192321777344,441.8247375488281,539.8296508789062,384.2394104003906,455.763916015625,530.8787231445312,408.8943786621094,419.22625732421875,626.3389892578125,373.6870422363281,405.41412353515625,605.587890625,414.6582336425781,417.83465576171875,492.74908447265625,438.9237365722656,370.9543762207031,508.9073791503906,465.3249816894531,450.7524719238281,553.4519653320312,474.89801025390625,483.3558654785156,488.8602600097656,464.5840148925781,379.74383544921875,492.2673034667969,407.1662902832031,392.2767333984375,454.3804016113281,431.6854553222656,394.5035705566406,479.87261962890625,342.07061767578125,395.0806884765625,501.4226379394531,323.69830322265625,496.0096740722656,460.0747985839844,347.20892333984375,419.9134216308594,458.0941162109375,359.4034118652344,440.4298400878906,575.777099609375,381.1599426269531,408.87506103515625,542.03759765625,488.63592529296875,413.697265625,484.7474365234375,367.720458984375,374.7123107910156,406.3367614746094,359.6730651855469,342.6117248535156,644.6783447265625,337.2898864746094,429.041015625,537.2725219726562,394.9752502441406,349.77587890625,507.0544738769531,387.6968078613281,403.39447021484375,520.03271484375,397.15960693359375,421.9743957519531,826.8506469726562,283.947509765625,423.82305908203125,536.1693725585938,387.6645812988281,439.4031677246094,521.446533203125,379.7104187011719,418.2892150878906,474.3426208496094,372.207275390625,442.001220703125,713.6091918945312,330.1200866699219,495.2165832519531,540.6607055664062,516.2943115234375,362.21295166015625,458.46417236328125,350.84747314453125,348.9668884277344,459.6520080566406,367.2391357421875,387.3518981933594
