Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,Aggregated,25943.83203125,26560.24609375,26515.98828125,26553.255859375,26409.705078125,26832.666015625,27193.001953125,27476.240234375,27697.44921875,28605.734375,28978.185546875,29048.755859375,28925.447265625,29255.298828125,29046.884765625,28750.896484375,28847.640625,29343.884765625,29337.62890625,29210.4765625,29239.54296875,29715.529296875,29716.900390625,29660.625
2,ACT,172.19557189941406,167.46435546875,167.1014404296875,174.89273071289062,182.5980987548828,174.6640167236328,171.38424682617188,172.63906860351562,170.77687072753906,173.77879333496094,172.63644409179688,182.54598999023438,191.0203399658203,198.009521484375,206.51995849609375,215.0579376220703,223.8636016845703,235.35763549804688,238.00091552734375,244.57566833496094,249.03860473632812,258.8791809082031,266.9956970214844,272.9216613769531
2,NSW,9529.8330078125,9644.705078125,9554.302734375,9537.5517578125,9395.849609375,9578.5478515625,9706.728515625,9831.4443359375,10062.66015625,10303.3828125,10323.7470703125,10263.7333984375,10224.6357421875,10351.5537109375,10318.9052734375,10224.6484375,10124.4462890625,10317.814453125,10243.3515625,10172.8896484375,10161.052734375,10303.904296875,10251.0732421875,10176.4560546875
2,NT,828.5386352539062,866.5300903320312,862.6399536132812,891.273681640625,915.3848876953125,913.5911865234375,919.3718872070312,922.3460693359375,981.9942626953125,1020.8666381835938,1025.1978759765625,1044.4822998046875,1047.530517578125,1086.548583984375,1076.2955322265625,1077.560302734375,1158.6087646484375,1199.967529296875,1226.0048828125,1245.770263671875,1262.8466796875,1294.7313232421875,1298.0318603515625,1311.8348388671875
2,QLD,5688.35693359375,5815.09716796875,5819.17626953125,5810.0849609375,5762.6689453125,5815.1513671875,5902.4599609375,5972.529296875,5648.7275390625,5839.66162109375,5821.2333984375,5778.15478515625,5773.3125,5908.0595703125,5910.15283203125,5873.755859375,5525.923828125,5651.27490234375,5672.048828125,5610.38037109375,5577.638671875,5717.95556640625,5709.2939453125,5649.283203125
2,SA,1665.715576171875,1740.1614990234375,1770.8287353515625,1810.758056640625,1820.2540283203125,1823.9259033203125,1847.4989013671875,1869.671875,1974.443603515625,2056.805419921875,2070.200439453125,2099.751708984375,2100.180419921875,2161.141357421875,2165.27734375,2160.2236328125,1970.048095703125,2034.5321044921875,2057.80810546875,2064.155029296875,2055.494384765625,2123.312744140625,2150.586181640625,2153.296142578125
2,TAS,543.4046630859375,557.8906860351562,570.7918701171875,588.1027221679688,596.7319946289062,594.6505126953125,590.3516235351562,597.33251953125,520.68310546875,532.7977905273438,546.61962890625,548.6222534179688,549.6290283203125,576.0555419921875,583.1309204101562,592.4304809570312,481.99078369140625,496.9942321777344,514.3392333984375,521.4134521484375,527.0552368164062,549.3510131835938,564.5643920898438,578.2816772460938
2,VIC,3962.853515625,4075.973876953125,4122.9423828125,4155.49267578125,4098.427734375,4111.16650390625,4181.8984375,4252.68798828125,4389.275390625,4522.3232421875,4604.58203125,4616.134765625,4634.201171875,4706.40478515625,4716.47802734375,4715.93994140625,4585.373046875,4692.33740234375,4698.083984375,4720.12646484375,4735.19921875,4836.72265625,4866.54345703125,4847.400390625
2,WA,3632.9365234375,3757.189208984375,3791.54296875,3815.629150390625,3793.33544921875,3815.33984375,3887.420166015625,3946.40625,3942.478515625,4033.22314453125,4079.254150390625,4139.58837890625,4106.0390625,4220.19482421875,4220.10400390625,4228.93798828125,4678.2626953125,4812.42529296875,4846.21484375,4859.3076171875,4857.771484375,5011.84521484375,5000.53662109375,4974.10595703125
3,ACT-Female,12.388350486755371,12.400385856628418,11.980013847351074,12.693578720092773,12.915724754333496,12.883600234985352,13.369440078735352,13.191293716430664,13.545146942138672,13.248221397399902,12.014781951904297,11.733526229858398,12.036238670349121,11.608590126037598,11.318416595458984,11.117033958435059,12.14465045928955,12.342656135559082,12.430424690246582,11.448406219482422,13.177423477172852,14.102132797241211,11.885363578796387,11.73815631866455
