Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1,Aggregated,7583.01318359375,7742.09814453125,7724.42236328125,7883.50634765625,7812.80224609375,7918.8583984375,7830.47802734375,7848.154296875,7724.42236328125,7724.42236328125,7636.041015625,7636.041015625,7643.0,7689.0419921875,7643.0,7643.0,7596.95751953125,7689.0419921875,7643.0,7781.12646484375,7781.12646484375,7919.25244140625,7919.25244140625,8057.37939453125,8094.43310546875,8242.9541015625,8242.9541015625,8391.4755859375,8317.21484375,8391.4755859375,8317.21484375,8391.4755859375,8391.4755859375,8391.4755859375,8317.21484375,8539.9970703125,8518.4931640625,8595.9345703125,8518.4931640625,8595.9345703125,8595.9345703125,8673.375,8673.375,8828.2568359375,8828.2568359375,8905.697265625,8983.138671875,8983.138671875,8984.3505859375,9065.291015625,9065.291015625,9146.2314453125,9146.2314453125,9227.1708984375,9227.1708984375,9389.05078125,9469.9912109375,9469.9912109375,9389.05078125,9469.9912109375,9509.7822265625,9595.4560546875,9509.7822265625,9766.8037109375,9852.4775390625,9938.150390625,9938.150390625,10023.82421875,10023.82421875,10195.171875,10195.171875,10280.845703125
2,Clerical and Administrative Workers,1027.45654296875,1036.8397216796875,1025.1107177734375,1046.222900390625,1053.26025390625,1053.26025390625,1025.1107177734375,1025.1107177734375,1050.9144287109375,1039.1854248046875,1027.45654296875,994.6153564453125,1004.8729248046875,1011.000244140625,1017.1275024414062,986.4911499023438,1023.2547607421875,1035.50927734375,1023.2547607421875,1047.7637939453125,1060.0184326171875,1072.27294921875,1072.27294921875,1072.27294921875,1099.07568359375,1089.174072265625,1108.9771728515625,1099.07568359375,1108.9771728515625,1108.9771728515625,1099.07568359375,1108.9771728515625,1118.8787841796875,1108.9771728515625,1099.07568359375,1118.8787841796875,1145.697265625,1125.0540771484375,1125.0540771484375,1104.4107666015625,1114.7322998046875,1135.3756103515625,1145.697265625,1166.34033203125,1186.9835205078125,1207.626708984375,1197.30517578125,1197.30517578125,1229.5394287109375,1218.7540283203125,1207.9686279296875,1207.9686279296875,1229.5394287109375,1207.9686279296875,1207.9686279296875,1218.7540283203125,1251.1102294921875,1240.3248291015625,1229.5394287109375,1229.5394287109375,1236.4920654296875,1236.4920654296875,1236.4920654296875,1236.4920654296875,1247.8359375,1259.179931640625,1270.52392578125,1281.8677978515625,1304.5557861328125,1293.2117919921875,1293.2117919921875,1281.8677978515625
2,Community and Personal Service Workers,426.52880859375,515.8489990234375,476.70867919921875,459.6475524902344,472.6943054199219,488.75189208984375,506.8166198730469,504.8094177246094,459.6475524902344,474.70147705078125,448.60797119140625,461.65472412109375,489.46038818359375,511.3357238769531,522.2733764648438,516.8045654296875,508.601318359375,514.0701293945312,533.2109985351562,522.2733764648438,530.4766235351562,541.4142456054688,546.8831176757812,544.1487426757812,548.541748046875,566.9801635742188,571.5897827148438,566.9801635742188,553.1513671875,599.247314453125,590.0281372070312,590.0281372070312,576.1993408203125,608.4664916992188,608.4664916992188,613.0761108398438,655.1364135742188,670.9865112304688,665.703125,681.55322265625,676.2698364257812,692.1199340820312,692.1199340820312,697.4032592773438,686.8365478515625,718.5367431640625,713.25341796875,718.5367431640625,719.6321411132812,731.6260986328125,743.6199340820312,743.6199340820312,743.6199340820312,761.6107788085938,761.6107788085938,767.607666015625,755.6138305664062,779.6015625,785.5984497070312,785.5984497070312,806.17333984375,819.8372802734375,819.8372802734375,833.5013427734375,819.8372802734375,840.3333129882812,847.165283203125,847.165283203125,833.5013427734375,881.3251342773438,881.3251342773438,867.6611938476562
2,Labourers,1048.5579833984375,1080.1851806640625,1058.28955078125,1094.7822265625,1065.588134765625,1092.349365234375,1046.125244140625,1082.6180419921875,1043.6923828125,1036.393798828125,970.7069091796875,999.901123046875,1023.4310913085938,1004.594970703125,973.2012939453125,1010.8736572265625,979.4800415039062,998.316162109375,985.7587280273438,1010.8736572265625,1023.4310913085938,1035.988525390625,1004.594970703125,1048.5458984375,1034.9854736328125,1054.8890380859375,1044.937255859375,1074.7926025390625,1054.8890380859375,1054.8890380859375,1044.937255859375,1064.8408203125,1044.937255859375,1054.8890380859375,1044.937255859375,1064.8408203125,1029.42822265625,1059.7054443359375,1059.7054443359375,1069.7978515625,1059.7054443359375,1059.7054443359375,1069.7978515625,1079.890380859375,1089.9827880859375,1069.7978515625,1079.890380859375,1069.7978515625,1071.235107421875,1061.0328369140625,1071.235107421875,1040.62841796875,1071.235107421875,1071.235107421875,1081.4373779296875,1091.6395263671875,1091.6395263671875,1091.6395263671875,1081.4373779296875,1101.841796875,1085.9049072265625,1106.5888671875,1116.9307861328125,1116.9307861328125,1127.2728271484375,1116.9307861328125,1085.9049072265625,1116.9307861328125,1106.5888671875,1116.9307861328125,1096.246826171875,1116.9307861328125
2,Machinery Operators and Drivers,610.8876342773438,612.3490600585938,625.5021362304688,625.5021362304688,610.8876342773438,603.5803833007812,599.196044921875,588.9658813476562,587.50439453125,584.5814819335938,572.8898315429688,569.9669189453125,562.5938720703125,573.5535278320312,562.5938720703125,562.5938720703125,555.2874755859375,551.63427734375,566.2470703125,569.9002685546875,584.51318359375,584.51318359375,569.9002685546875,569.9002685546875,578.3821411132812,578.3821411132812,578.3821411132812,584.1087036132812,595.561767578125,595.561767578125,595.561767578125,589.8352661132812,601.288330078125,601.288330078125,595.561767578125,635.647705078125,615.50146484375,615.50146484375,627.0062255859375,655.7679443359375,632.7586059570312,627.0062255859375,615.50146484375,627.0062255859375,621.2538452148438,632.7586059570312,621.2538452148438,615.50146484375,620.6756591796875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,632.498046875,620.6756591796875,620.6756591796875,630.4456176757812,648.6315307617188,642.569580078125,654.6934814453125,642.569580078125,648.6315307617188,648.6315307617188,648.6315307617188,648.6315307617188,648.6315307617188,648.6315307617188,648.6315307617188
2,Managers,1255.288330078125,982.6863403320312,967.2975463867188,978.28955078125,982.6863403320312,982.6863403320312,995.8767700195312,1015.662353515625,989.2815551757812,982.6863403320312,1004.6703491210938,987.0831298828125,999.29248046875,1010.7130126953125,1022.1334838867188,999.29248046875,1027.84375,1044.974365234375,1044.974365234375,1039.26416015625,1056.3948974609375,1050.6846923828125,1044.974365234375,1039.26416015625,1010.4400634765625,1019.7101440429688,1010.4400634765625,1047.5203857421875,1047.5203857421875,1047.5203857421875,1056.7904052734375,1075.3306884765625,1093.870849609375,1093.870849609375,1075.3306884765625,1084.6007080078125,960.91650390625,989.4585571289062,989.4585571289062,998.9725952148438,998.9725952148438,998.9725952148438,1027.5146484375,1037.02880859375,1046.542724609375,1018.0006103515625,1037.02880859375,1056.0567626953125,1065.2105712890625,1074.894287109375,1084.5780029296875,1103.9454345703125,1123.31298828125,1123.31298828125,1103.9454345703125,1123.31298828125,1132.9967041015625,1142.680419921875,1132.9967041015625,1152.3641357421875,1160.9415283203125,1160.9415283203125,1160.9415283203125,1171.125244140625,1201.67626953125,1211.8599853515625,1201.67626953125,1211.8599853515625,1232.227294921875,1232.227294921875,1222.0435791015625,1252.5948486328125
2,Professionals,1054.9923095703125,1093.157470703125,1128.596435546875,1093.157470703125,1109.513916015625,1131.322509765625,1188.5701904296875,1125.870361328125,1095.883544921875,1136.774658203125,1134.048583984375,1098.609619140625,1206.849853515625,1250.4708251953125,1286.82177734375,1337.7130126953125,1243.20068359375,1294.092041015625,1301.3621826171875,1315.9024658203125,1265.0113525390625,1301.3621826171875,1308.63232421875,1344.983154296875,1407.563720703125,1419.5941162109375,1431.62451171875,1443.655029296875,1431.62451171875,1455.6854248046875,1467.716064453125,1491.7769775390625,1491.7769775390625,1515.837890625,1527.8682861328125,1551.92919921875,1536.0428466796875,1562.2999267578125,1575.428466796875,1588.55712890625,1588.55712890625,1614.8143310546875,1614.8143310546875,1627.94287109375,1627.94287109375,1667.32861328125,1680.4571533203125,1693.585693359375,1694.504638671875,1737.5853271484375,1766.3057861328125,1780.666015625,1780.666015625,1795.0262451171875,1795.0262451171875,1838.1068115234375,1823.74658203125,1866.8272705078125,1866.8272705078125,1866.8272705078125,1873.1124267578125,1889.1219482421875,1905.1314697265625,1921.140869140625,1921.140869140625,1969.1695556640625,1985.1790771484375,2001.1885986328125,2001.1885986328125,2033.20751953125,2049.217041015625,2065.2265625
2,Sales Workers,1005.4761352539062,1026.9708251953125,1062.7955322265625,1084.290283203125,1069.96044921875,1062.7955322265625,1062.7955322265625,1089.06689453125,1058.0189208984375,1015.0293579101562,1038.9124755859375,964.875,1064.0208740234375,1032.7261962890625,1032.7261962890625,1032.7261962890625,1001.4314575195312,1007.6904296875,1013.9493408203125,1064.0208740234375,1032.7261962890625,1032.7261962890625,1082.7977294921875,1064.0208740234375,1102.3372802734375,1102.3372802734375,1102.3372802734375,1112.450439453125,1112.450439453125,1112.450439453125,1112.450439453125,1112.450439453125,1122.5635986328125,1122.5635986328125,1112.450439453125,1132.6767578125,1202.363037109375,1202.363037109375,1191.72265625,1202.363037109375,1202.363037109375,1191.72265625,1170.4420166015625,1181.0823974609375,1181.0823974609375,1181.0823974609375,1213.00341796875,1223.643798828125,1234.534912109375,1234.534912109375,1223.4129638671875,1234.534912109375,1234.534912109375,1234.534912109375,1234.534912109375,1245.6568603515625,1245.6568603515625,1245.6568603515625,1245.6568603515625,1267.9007568359375,1265.815673828125,1277.5362548828125,1265.815673828125,1312.6978759765625,1312.6978759765625,1312.6978759765625,1324.4183349609375,1336.1387939453125,1312.6978759765625,1300.977294921875,1300.977294921875,1324.4183349609375
2,Technicians and Trades Workers,1360.121337890625,1385.07763671875,1369.47998046875,1381.9581298828125,1353.882080078125,1363.2408447265625,1353.882080078125,1332.0452880859375,1303.9693603515625,1288.3717041015625,1275.8935546875,1282.1326904296875,1313.5059814453125,1305.496826171875,1265.450927734375,1265.450927734375,1281.4693603515625,1265.450927734375,1305.496826171875,1305.496826171875,1249.4324951171875,1249.4324951171875,1297.4876708984375,1297.4876708984375,1316.3897705078125,1316.3897705078125,1303.732177734375,1303.732177734375,1329.0472412109375,1316.3897705078125,1316.3897705078125,1329.0472412109375,1341.704833984375,1316.3897705078125,1303.732177734375,1303.732177734375,1359.77001953125,1347.0618896484375,1321.6456298828125,1334.353759765625,1347.0618896484375,1347.0618896484375,1347.0618896484375,1385.1864013671875,1385.1864013671875,1385.1864013671875,1372.4781494140625,1385.1864013671875,1352.2332763671875,1352.2332763671875,1352.2332763671875,1365.111572265625,1365.111572265625,1352.2332763671875,1339.3548583984375,1352.2332763671875,1390.868408203125,1403.7469482421875,1390.868408203125,1403.7469482421875,1449.8133544921875,1423.4530029296875,1397.0927734375,1397.0927734375,1397.0927734375,1410.27294921875,1397.0927734375,1397.0927734375,1423.4530029296875,1436.63330078125,1423.4530029296875,1436.63330078125
3,Clerical and Administrative Workers-Full time,748.7935791015625,752.2127075195312,735.1168823242188,753.9223022460938,760.7605590820312,747.083984375,731.69775390625,740.24560546875,752.2127075195312,736.8264770507812,726.5690307617188,694.087158203125,711.0703125,719.9035034179688,746.4029541015625,737.56982421875,733.1531982421875,728.7366333007812,737.56982421875,728.7366333007812,741.9863891601562,741.9863891601562,733.1531982421875,733.1531982421875,738.6636352539062,738.6636352539062,759.7682495117188,738.6636352539062,759.7682495117188,752.7333984375,759.7682495117188,759.7682495117188,752.7333984375,731.6287231445312,731.6287231445312,752.7333984375,754.5072631835938,726.0353393554688,726.0353393554688,718.9173583984375,740.2713012695312,740.2713012695312,747.3892822265625,754.5072631835938,768.7432250976562,790.0972900390625,797.2152709960938,811.4512329101562,823.103515625,787.0025024414062,758.1216430664062,758.1216430664062,772.56201171875,736.4609985351562,758.1216430664062,758.1216430664062,772.56201171875,758.1216430664062,758.1216430664062,758.1216430664062,771.5264892578125,771.5264892578125,764.1786499023438,778.8743286132812,793.570068359375,793.570068359375,771.5264892578125,764.1786499023438,786.2222290039062,778.8743286132812,786.2222290039062,786.2222290039062
