Level,Description,1,2,3,4,5,6,7,8
1,Aggregated,34590.578125,37292.96484375,37292.96484375,31347.708984375,35401.29296875,37292.96484375,35941.76953125,37022.7265625
2,ACT,241.05572509765625,230.49853515625,234.01759338378906,235.77711486816406,272.7272644042969,228.73899841308594,237.5366668701172,230.49853515625
2,NSW,24112.078125,23721.599609375,24014.458984375,27724.0078125,24600.17578125,12983.42578125,28212.10546875,13666.7646484375
2,NT,1203.5606689453125,2572.12548828125,2329.47216796875,1281.2095947265625,1281.2095947265625,1203.5606689453125,1222.972900390625,1358.8587646484375
2,QLD,7526.26123046875,5835.5791015625,7580.79931640625,6053.73193359375,5726.5029296875,5781.041015625,5890.1171875,5835.5791015625
2,SA,3654.04443359375,3654.04443359375,4008.262939453125,4008.262939453125,4008.262939453125,4194.69384765625,4008.262939453125,4008.262939453125
2,TAS,621.4393920898438,636.4742431640625,626.4509887695312,626.4509887695312,571.3233032226562,546.2653198242188,541.253662109375,536.2420654296875
2,VIC,6966.0283203125,7008.24658203125,6797.15478515625,6797.15478515625,6797.15478515625,6754.9365234375,7177.11962890625,7134.9013671875
2,WA,4970.56103515625,5377.98388671875,5744.66455078125,5622.43798828125,5989.1181640625,6233.572265625,6722.47998046875,7048.41845703125
3,ACT-Female,20.718475341796875,26.920822143554688,24.809385299682617,24.809385299682617,23.621700286865234,23.885629653930664,23.753665924072266,22.829912185668945
3,ACT-Male,200.1906280517578,216.4662628173828,216.4662628173828,218.0938262939453,218.0938262939453,218.0938262939453,216.4662628173828,218.0938262939453
3,NSW-Female,1237.338134765625,848.4603881835938,1166.633056640625,1124.2099609375,869.6719360351562,869.6719360351562,784.825927734375,883.8129272460938
3,NSW-Male,22365.6640625,22003.466796875,22275.115234375,22456.212890625,22818.41015625,11861.9501953125,26168.73046875,11861.9501953125
3,NT-Female,55.32197189331055,57.06439208984375,58.37120819091797,55.32197189331055,59.67803192138672,57.5,57.06439208984375,58.37120819091797
3,NT-Male,1121.7337646484375,1149.5455322265625,2326.902587890625,1186.6275634765625,2864.593017578125,1149.5455322265625,2299.091064453125,1251.5213623046875
3,QLD-Female,511.66668701171875,511.66668701171875,532.2984008789062,511.66668701171875,1130.6182861328125,511.66668701171875,528.1720581054688,515.7930297851562
3,QLD-Male,7007.2373046875,6956.82568359375,7007.2373046875,7007.2373046875,5343.6484375,5394.06005859375,5595.70751953125,5696.53125
3,SA-Female,177.32647705078125,144.53323364257812,258.70233154296875,165.18084716796875,165.18084716796875,162.751708984375,162.751708984375,149.39149475097656
3,SA-Male,3415.98974609375,3415.98974609375,3747.13134765625,3747.13134765625,3747.13134765625,3747.13134765625,3747.13134765625,3747.13134765625
3,TAS-Female,304.70184326171875,187.31671142578125,178.0400848388672,150.2101593017578,89.91202545166016,187.31671142578125,121.66666412353516,149.85336303710938
3,TAS-Male,586.506591796875,567.8873901367188,512.0296020507812,507.3747863769531,525.9940185546875,479.44586181640625,539.9584350585938,530.6488037109375
3,VIC-Female,356.94036865234375,356.94036865234375,332.9667663574219,332.9667663574219,332.9667663574219,338.2942199707031,346.2854309082031,351.6128845214844
3,VIC-Male,4865.21826171875,4904.77294921875,5102.5458984375,5023.4365234375,5023.4365234375,5418.98291015625,5339.87353515625,5458.53759765625
3,WA-Female,436.4332580566406,446.2041931152344,407.12060546875,420.1484680175781,407.12060546875,420.1484680175781,429.9193420410156,433.1763000488281
3,WA-Male,4498.240234375,6110.10986328125,4498.240234375,5098.005859375,5285.4326171875,5285.4326171875,5472.85888671875,5660.2861328125
4,ACT-Female-Remanded,7.800586700439453,10.516861915588379,13.37243366241455,11.004398345947266,10.447214126586914,11.561583518981934,12.536656379699707,10.516861915588379
4,ACT-Female-Sentenced,7.228738784790039,13.585044860839844,12.02712631225586,18.94428253173828,35.39589309692383,18.94428253173828,15.890762329101562,15.080644607543945
4,ACT-Male-Remanded,80.33235931396484,88.2221450805664,82.48411560058594,83.91861724853516,104.001708984375,80.33235931396484,82.48411560058594,86.07038116455078
4,ACT-Male-Sentenced,142.9191131591797,136.5469207763672,134.72630310058594,130.1747283935547,142.0087890625,128.35411071777344,122.8922348022461,143.8294219970703
