Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,Aggregated,25987.2109375,26723.3828125,26696.5546875,26545.771484375,26461.91796875,26978.80859375,27294.564453125,27444.001953125,27942.201171875,28660.833984375,28843.779296875,28940.138671875,28941.689453125,29342.80859375,29434.458984375,29276.75390625,28967.19140625,29446.541015625,29508.642578125,29511.2578125,29319.0234375,29808.435546875,29822.234375,29873.544921875
2,ACT,174.05018615722656,164.08229064941406,168.9796600341797,178.8624725341797,190.81251525878906,180.4568328857422,164.05126953125,166.52183532714844,163.9959259033203,167.86610412597656,174.32566833496094,190.89651489257812,205.4845733642578,219.6254425048828,219.098876953125,224.93218994140625,241.95521545410156,255.41122436523438,250.90777587890625,259.2009582519531,283.9748840332031,290.06072998046875,274.4501647949219,271.4325866699219
2,NSW,9504.34765625,9611.263671875,9549.876953125,9579.533203125,9631.474609375,9763.9130859375,9867.0205078125,9889.103515625,10119.2421875,10371.365234375,10372.439453125,10262.748046875,10194.4384765625,10323.53125,10223.416015625,10036.5771484375,10101.302734375,10222.8818359375,10103.21875,9931.3291015625,9842.1591796875,9945.9228515625,9769.7783203125,9548.9248046875
2,NT,819.64501953125,872.251220703125,840.0271606445312,810.6904907226562,854.0379638671875,871.3987426757812,910.4161376953125,936.4132080078125,1049.1768798828125,1051.01220703125,1009.1618041992188,1035.736083984375,1060.21923828125,1104.5174560546875,1077.3267822265625,1126.792724609375,1177.6375732421875,1230.0753173828125,1223.5469970703125,1277.7454833984375,1328.100341796875,1389.921875,1388.3626708984375,1444.1370849609375
2,QLD,5556.947265625,5642.494140625,5406.03125,5394.853515625,5321.5703125,5462.509765625,5454.708984375,5451.6748046875,5528.5,5688.06982421875,5564.5458984375,5533.4091796875,5503.373046875,5665.3505859375,5532.203125,5488.05419921875,5504.8515625,5642.44482421875,5535.458984375,5480.27685546875,5454.78173828125,5600.265625,5493.5712890625,5448.56201171875
2,SA,1717.4478759765625,1792.0706787109375,1820.871826171875,1854.556396484375,1889.421875,1943.9193115234375,1960.559326171875,1945.998779296875,1949.0042724609375,2002.7301025390625,2010.7718505859375,1989.713623046875,1958.346435546875,2008.5789794921875,2013.1622314453125,2009.430908203125,1973.1412353515625,2042.9510498046875,2054.708740234375,2062.858154296875,2052.647216796875,2117.484130859375,2123.5830078125,2118.54052734375
2,TAS,508.6820068359375,534.1174926757812,537.7376098632812,571.2734985351562,519.0582275390625,538.0408935546875,514.0419311523438,534.8028564453125,509.68414306640625,515.9194946289062,501.0011291503906,493.0116882324219,447.8210754394531,471.17919921875,492.8421630859375,502.5326843261719,462.2132568359375,486.2523498535156,509.2406005859375,525.5880126953125,489.41314697265625,512.4096069335938,523.9036865234375,527.1746215820312
2,VIC,4041.53857421875,4133.65673828125,4169.74560546875,4255.70751953125,4137.58740234375,4209.587890625,4302.0751953125,4337.2041015625,4265.38232421875,4369.36181640625,4448.43212890625,4540.123046875,4456.5400390625,4562.896484375,4627.78955078125,4698.9052734375,4569.2763671875,4687.89453125,4780.85546875,4864.314453125,4798.7734375,4888.6318359375,4974.3798828125,5057.41845703125
2,WA,3542.191162109375,3688.05712890625,3817.97119140625,3880.488037109375,3709.4296875,3702.065185546875,3826.8818359375,3973.364013671875,4041.15283203125,4320.35400390625,4688.2236328125,4951.77392578125,4942.4736328125,4871.54638671875,4792.1435546875,4645.6435546875,4585.9130859375,4629.51611328125,4696.0322265625,4746.7666015625,4863.51953125,4975.58544921875,5006.658203125,4959.12109375
3,ACT-Female,8.907288551330566,8.446462631225586,11.601058006286621,13.191304206848145,15.805822372436523,13.539795875549316,12.519842147827148,13.898771286010742,15.425868034362793,15.098063468933105,12.991073608398438,13.123944282531738,13.85636043548584,15.332643508911133,14.042838096618652,12.757650375366211,15.366130828857422,15.00755500793457,13.645660400390625,11.100767135620117,13.708290100097656,14.4929780960083,14.220235824584961,11.416172981262207
