"Level","Description","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
1,"Aggregated",7026.3272768027,7118.80811024539,7087.5783663373,7194.88484723937,7178.69742542986,7328.83877265076,7349.08597728364,7473.5584104627,7530.71088734204,7674.12503857401,7735.8537043311,7853.40854489282,7889.92593290695,7884.80246915766,7870.04887343035,7884.84878059332,7777.13371050057,7711.15898813872,7591.54924196454,7643.77888328409,7541.94843735045,7610.28765250272,7560.50054389532,7684.30117233089,7548.27256984365,7545.24798955499,7546.699851742,7666.86977432521,7745.56866868287,7827.17599457311,7843.66173065116,7978.1868637227,8022.80420582151,8151.37954869412,8166.14901982972,8288.74470317383,8318.89001312366,8323.98282896949,8247.35270918606,8338.61087864037,8284.63985391456,8334.26175192388,8270.65733282934,8311.04151716007,8449.607036613,8498.94285131608,8450.03803566766,8542.90628981513,8542.48151678355,8624.34390491539,8568.07318427946,8691.924121371,8771.17999167648,8845.83729856199,8848.88720273636,9033.21149379943,8916.14334229021,8973.07970385649,8960.35017086183,9060.29311338668,9042.5166388804,9163.03365746857,9104.08241025942,9245.60345205649,9296.48202057766,9478.77796563104,9372.27768106173,9409.16631556079,9402.0087859364,9495.11457672861,9504.02742880585,9554.17436130108,9653.26094110739,9857.49409330607,9871.0969120071,10006.1531919395,9960.16083183403,10035.3370224841,10059.9078381602,10224.2507172964
2,"Clerical and Administrative Workers",933.860862823238,940.949739228056,939.787093801411,940.148715870456,951.090887131546,983.354649654077,996.294938336235,985.054859803687,1024.57457884549,1031.29798318716,1034.7490155662,1031.33277056723,1062.31836470095,1058.92080850174,1051.62975215655,1032.39197856379,1042.79054652512,1052.60941719009,1038.61769181763,1032.70488579058,1016.2507923627,1006.99530519209,1002.48424169609,1015.94155713029,1003.8331932206,1016.02940549281,1023.8622681097,1022.65115578158,1053.84940487292,1058.04031729448,1062.5761945251,1065.66387330484,1081.02438255564,1085.20576637754,1073.7125296213,1100.47293721911,1103.41179561775,1108.80178830579,1100.38459676243,1101.63284650099,1119.63741556644,1110.94668969168,1096.86213497288,1091.2587482832,1125.92137953403,1131.613473193,1108.52816778616,1115.97104283316,1111.90549709528,1106.06531198214,1117.71455279236,1131.94738345512,1166.67307823482,1169.91345989895,1192.09586628069,1209.40780392804,1222.27040148499,1226.23296288778,1200.10393515051,1203.92552756787,1206.04172509182,1214.0131038579,1180.91151885578,1182.08598899237,1223.849169012,1229.51283904796,1224.23009554456,1226.1819289646,1233.62752321794,1197.965540624,1203.99354971598,1192.7255399993,1225.02825434411,1231.61232617686,1234.29043143717,1249.10196042568,1246.66513319469,1252.48156076721,1255.17209189207,1263.10434921839
2,"Community and Personal Service Workers",375.618286475568,397.632988668472,392.535284527413,411.250540189868,399.246185630295,423.57619676668,424.952164187045,451.798140091746,438.800100369096,459.559635152927,450.674027003075,461.816722028194,453.694347898544,484.690142730003,493.011943816134,505.590116103521,480.343240183115,485.594609801289,490.11741958576,501.899644245661,488.19325987823,512.896945454662,509.685149965292,519.595702647398,511.838572141887,512.632144222413,500.913661343975,496.972061948149,505.653412031855,530.737624231387,537.494246870526,544.561277425624,543.691455189211,569.906890485155,573.621850717697,601.695792917475,589.173255226375,584.042388434344,581.304820161614,620.054101553089,625.933141836976,660.003705487153,655.385114603427,645.326475291145,658.525303683229,674.357337924565,667.337833891761,679.686957622174,671.312438333201,705.622934931694,700.080700384697,692.318658377527,679.05653060514,702.423741837936,710.526855649115,727.950443311142,709.841822572348,741.542592985153,736.750520039397,757.704805200013,743.985972180605,768.126781946784,759.043965329335,773.457916362506,779.286868611664,805.295401975293,791.155806660577,798.324945343832,786.155485278172,821.292470220428,817.508911387119,827.815721801074,815.744698853393,837.031506999545,832.189912203201,865.396664320157,861.459667236104,848.483903745215,866.445476133018,871.927108323756
2,"Labourers",1007.79040242229,983.381490360559,943.690088701765,1004.61837965464,979.61665146953,1000.79015926112,974.748500600697,1031.39670010409,1032.03502191377,1045.68114507693,1036.40293314696,1100.6983923268,1074.61776310976,1073.4375169636,1051.86209723977,1092.55854370079,1063.2024121275,1059.82980203496,1003.64637416771,1023.11360563486,981.697894460753,1014.94673911828,963.914345381198,1013.79899715714,995.025770257717,982.301357926207,952.068938168483,1016.19470482481,992.63905589946,1017.67964321748,995.802093289855,1032.84133600958,1034.44547891615,1077.46239816941,1031.73029500828,1086.14285853945,1103.4806249123,1066.89727918604,1047.37322169781,1078.10516398532,1047.5552473275,1036.22973599078,1003.43038366982,1066.20166282024,1046.48541449252,1031.10760299596,1017.2258557479,1068.00395856188,1052.26724702795,1061.76276314229,1029.81022681,1066.6364068991,1056.74541789881,1077.50591886057,1052.77597544231,1080.14395672579,1060.61264190325,1061.55134867372,1047.87047879503,1036.91120392295,1034.63914099926,1053.09494369848,1049.6344872876,1088.53767135879,1090.95525275224,1080.77274303531,1079.04849098798,1077.69993726863,1099.06676673064,1077.43477235496,1084.09621536779,1105.4984356563,1099.24183597281,1117.08677983113,1106.60442710259,1091.33549782948,1102.65653943991,1095.18450029178,1092.51108856723,1146.65416981139
2,"Machinery Operators and Drivers",586.574832397195,586.007451628414,588.659500810899,585.865440841641,605.02198340147,597.755965485991,605.431762666737,603.56356460022,606.996270729629,608.696876812025,610.948946795921,621.842650828948,623.797284905909,612.431529176192,603.663582961724,598.606792934382,589.544478276336,587.248640827382,583.875739808525,574.205042304522,569.163856352128,559.656334429026,553.76553280669,560.424864835907,547.416973606518,553.007876344415,556.400980080328,550.229288494334,574.0033605771,578.535636121927,577.68518839643,586.513940543534,585.697911320868,589.835719779766,597.423781125955,609.615483063107,612.187665542777,594.599012278029,588.891008921381,622.883568361145,636.761973477728,629.519185210499,617.130153767173,609.326833617288,621.254794757785,612.47901943131,609.447395452526,617.797231147952,643.627199313477,629.989811890833,625.061892213933,612.666431386942,619.387666382215,617.173089859929,630.729117305648,616.732009577651,609.391133627027,606.201191339238,618.94440420375,625.959177991112,618.204823699819,624.622213852652,622.784563056811,620.538556156901,630.258289905006,634.330900672432,632.98157888532,627.81671427138,616.066632581459,623.999280152435,640.487643269844,637.828659635671,646.423413378498,637.864741502049,645.700363469071,637.511577906482,637.159343585262,638.223785286474,650.438615552529,658.961179191608
2,"Managers",886.884670022259,873.072724727938,886.544710781149,894.216750528412,894.106049513666,905.870500207164,920.785486574921,926.216672596509,936.923372788119,941.02727531909,938.659647860519,936.408049742983,961.857982679299,977.590226876998,982.999706889773,977.278598027001,984.58124576592,976.425616333547,970.727616470982,952.341176414361,971.361095192726,949.137422037205,949.195527482687,961.668137370485,959.540044541984,963.993104963767,973.323878995077,983.798439254925,1001.58681639634,984.640862203385,987.132018165303,1002.19634464226,1010.54372793885,976.122556942044,990.250096531588,976.193248143986,997.264491116535,1016.05071275072,1007.47261034814,989.280476192034,978.14894859334,979.828305019127,983.323756441812,971.751403214544,982.210900506801,963.907654341071,981.008156020968,985.032059762534,993.866140738267,998.246354401991,998.084722147203,1020.31937788621,1040.67685103239,1048.3356632886,1026.62791778002,1031.77488805598,1055.45981739555,1053.88350499131,1086.49368801362,1102.51903579962,1157.43583680833,1160.50601214053,1145.26938253888,1108.99231189137,1107.58687178779,1121.70185273511,1137.6879940795,1130.02590475649,1152.19351540893,1160.06169123293,1155.08271803072,1189.1577318454,1225.4191067305,1262.86777666676,1247.28831606062,1251.95370120631,1253.21185938928,1292.55222551427,1270.08095474258,1277.26155388342
2,"Professionals",1070.77159454525,1106.40145174617,1114.45036854845,1114.7363989042,1100.42457765131,1141.26105826155,1146.1770815242,1150.09813101246,1147.90225128172,1187.83096318128,1215.03216276452,1213.22462429366,1215.28311018636,1252.9007536478,1258.79694263303,1273.28046069641,1253.50998105147,1284.5377239716,1290.18074608604,1301.84024523853,1272.06179923793,1297.36390582058,1307.54210578884,1317.37385452232,1300.10054273692,1305.68121771652,1287.05719558763,1304.92513229846,1298.0557862422,1328.1123929327,1326.20673334685,1337.41457438723,1337.85986500037,1371.11842881522,1404.49570186088,1415.00857437192,1439.93729606531,1464.00454062594,1458.37228628468,1441.00338088229,1464.15063639024,1477.86073828454,1483.55039763107,1501.46760047714,1514.49500988,1546.61728168771,1557.36330866092,1554.25406216614,1577.64586429176,1627.33355910431,1609.04928593303,1592.81252495405,1613.31498066726,1653.89221939933,1685.97890777952,1697.42525519805,1691.34633433392,1740.31783520626,1754.58813620465,1753.59386358665,1734.21664969427,1771.43224924423,1795.2375159497,1817.39647886539,1806.57647363277,1856.25469471206,1836.1969964152,1831.9688865397,1850.32618413979,1901.37869565534,1926.0039491146,1896.56955414065,1887.27549677214,1905.77078298049,1955.04696208999,1980.41243500724,1977.61207795382,2048.58082332772,2077.02365970217,2049.64620077422
2,"Sales Workers",977.12465965174,978.335522352283,957.995576145173,983.187010351036,996.595355027486,990.898696486609,962.65143283684,992.733415178306,984.639387863667,1008.75794625053,1012.6601488245,1082.68529248035,1077.24728787567,1075.34521956833,1073.87464684809,1082.39125563593,1091.52318224333,1061.92152746755,1021.99607792681,1075.75910557521,1048.76494092397,1065.5470217424,1043.81224174683,1046.98817612479,1049.83708403117,1042.63901476736,1032.70678879896,1033.73612255719,1027.84603981826,1045.17301581063,1078.488407424,1094.41038302829,1098.28812928871,1130.1486623517,1126.84313161617,1133.57318206636,1134.9037495002,1159.16846388462,1168.08692684582,1185.87704655697,1126.73537000531,1140.52638394889,1126.38284857377,1139.54184803767,1182.79411609314,1191.44612319539,1177.55557864058,1189.11826895539,1184.02140748678,1201.58313625614,1183.92016160035,1202.93917614686,1181.94774425947,1186.24675722441,1168.85656638519,1227.71870041466,1217.57389183158,1226.82061860712,1201.93938027639,1203.78701668964,1207.83919278881,1194.55855062386,1217.21970506154,1266.07373116792,1290.8029191256,1295.8488171055,1279.18250860368,1289.24719672202,1265.76387284472,1276.21595861459,1250.5748788071,1260.55160755732,1283.55957512517,1320.6586739703,1320.97889255344,1355.27878322999,1364.38541988308,1332.49615922274,1319.04606031331,1353.2366808588
2,"Technicians and Trades Workers",1252.0642056684,1252.34099494802,1252.74252509299,1260.79640603245,1253.63083984326,1272.49553438561,1290.27828028237,1310.56173771985,1319.28725283471,1355.83938310792,1382.01681895472,1366.44664626662,1377.46949040351,1349.96155691846,1361.14303130569,1349.68192563165,1327.77686137315,1300.22599540924,1285.60663382717,1272.48716039575,1278.07003206261,1279.92433771208,1272.57513105232,1264.29637794662,1236.88023961145,1245.44022557523,1265.84518496003,1262.89555583763,1277.01327873158,1271.73813943846,1258.94753239479,1274.63824294036,1306.84010716132,1318.71246792487,1324.78023062546,1316.15121540589,1308.99619106477,1332.82479112764,1326.56466392955,1319.00013048294,1312.09065071003,1341.12226062158,1339.99169081874,1303.28482693864,1315.83926687837,1351.60864269307,1335.23070388315,1306.80280134111,1305.47600766127,1301.38445395649,1336.89899062107,1345.9120105468,1386.66783718136,1365.20179061207,1378.65425261939,1369.22147680023,1352.98141363927,1327.93670581983,1343.70388446232,1341.13603745349,1353.63404645452,1360.3828043478,1358.72477165046,1342.85003324759,1363.41019468643,1401.89532040888,1403.65341600238,1404.40368540663,1417.94559727787,1442.47694082627,1436.23514476895,1406.10999987855,1457.3695884551,1492.11460094779,1493.36597931106,1485.88583306975,1503.23864004187,1501.40169436483,1532.62200719735,1535.19507478232
3,"Clerical and Administrative Workers-Full time",719.978158253733,677.411289562103,683.835161350617,683.229165012205,685.200962625465,706.988282715028,715.319039278968,706.178218585367,736.153376222746,735.984432793948,746.855322497397,735.900892958519,761.575101578117,749.492416880419,743.497544184551,732.108324494046,750.282275079472,741.397707744256,732.92494377917,726.52894321032,708.577364998204,698.990446966556,697.014082046147,692.961509443729,700.055071880729,706.395724768447,709.193684666937,703.655358700812,722.268683354706,717.625033256265,740.704409683587,737.373990270859,740.402074144041,721.322924706791,721.302690099266,752.841585143022,749.19077666818,742.932637718744,741.199181881846,740.363929391884,751.748873644681,733.29307021229,720.677322993119,716.701480368583,758.701077266722,739.016268525237,716.566236070981,721.265603661038,725.231081652525,722.535782199114,729.33868707384,740.076708787761,758.842199963548,750.618093443903,779.335847757859,791.78660220089,817.876630904368,803.276854333273,773.279292134658,755.208001147133,763.491657138426,760.582811732663,725.894013510362,742.909779317771,765.003017683438,758.477883691255,752.360309435055,770.350834048768,781.052426542569,753.486810447027,761.176514252298,756.19480278243,782.94375219293,783.15624430154,780.763287415236,773.97527343628,770.980159382537,766.506537379095,769.459471503798,801.610950972114
