Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
1,Aggregated,43741.25,17933.46484375,18853.96484375,24516.30078125,19015.6171875,19275.26953125,23077.431640625,21374.212890625,22582.83984375,25059.095703125,18892.759765625,19361.4921875,42495.95703125,18309.828125,20231.4765625,24839.236328125,17416.0234375,17776.03125,22707.4296875,19540.802734375,24466.583984375,25789.82421875,21431.369140625,21534.111328125,40640.21875,20625.75,16807.728515625,25584.00390625,18280.341796875,19414.205078125,23709.5390625,21677.46875,22552.880859375,27030.400390625,19548.94140625,21564.931640625,41491.328125,17851.55078125,19524.353515625,25058.240234375,18785.474609375,20045.83984375,23417.640625,21724.021484375,22591.220703125,27038.4765625,19236.865234375,21844.267578125,41345.4140625,17498.26953125,20025.5546875,24191.916015625,19490.259765625,19971.390625,24152.873046875,21517.166015625,23605.892578125,26185.892578125,20114.732421875,20797.98828125,41762.51171875,17540.474609375,19632.462890625,24836.748046875,19039.88671875,19910.587890625,23486.154296875,21218.126953125,22910.814453125,26425.8515625,19713.841796875,20663.80859375,43275.65234375,17031.8984375,19800.158203125,24695.255859375,18810.265625,19657.79296875,24250.4140625,21152.31640625,23102.33203125,26483.9140625,19604.52734375,20797.88671875,40442.5,16263.06640625,19384.818359375,23311.208984375,18761.708984375,18988.81640625,22814.6484375,20409.587890625,22513.42578125,23843.3203125,19985.541015625,19845.65234375,41601.21875,16967.09765625,19521.306640625,24339.73046875,18426.5078125,19803.51171875,23480.826171875,21020.744140625,22479.771484375,25787.15625,18418.580078125,21109.580078125,41558.33203125,16901.693359375,18840.59765625,24305.091796875,18553.673828125,18712.298828125,23185.349609375,20131.9609375,22085.001953125,25369.423828125,19931.6953125,19147.59765625,40041.91796875,15731.7021484375,18368.0703125,23144.51953125,18360.8046875,18338.291015625,22291.1328125,19857.810546875,21475.703125,24739.7734375,19498.54296875,19038.185546875,39514.3671875,15623.375,18881.685546875,22906.837890625,17335.013671875,18895.806640625,22125.603515625,19938.767578125,21530.140625,22690.16015625,18858.435546875,19451.619140625,37999.671875,16153.4912109375,18594.15625,21953.162109375,17607.3671875,18283.736328125,21945.162109375,19871.9296875,20528.21484375,23522.814453125,18936.548828125,18507.625
2,NSW,15712.2216796875,5896.5888671875,6410.12939453125,8722.59765625,5950.2099609375,5810.75341796875,7439.97265625,6772.12939453125,7020.19140625,8625.2314453125,6968.20166015625,7341.55712890625,16029.4208984375,6351.61083984375,6844.88671875,8635.984375,5571.49462890625,5534.31103515625,7157.95703125,6479.802734375,7288.56689453125,8867.0654296875,7358.50732421875,7693.49072265625,14402.787109375,6949.34765625,5441.68017578125,8936.48046875,6466.36328125,6452.8701171875,7668.32958984375,6865.0419921875,7105.52099609375,8454.90234375,6770.6728515625,7584.97021484375,14875.04296875,6089.74365234375,6733.39501953125,8805.8798828125,6125.99609375,6268.75244140625,7592.9365234375,6161.66015625,6800.94873046875,8328.5693359375,6554.41357421875,7435.2578125,14896.869140625,6107.56103515625,6960.17041015625,8616.8212890625,6247.9384765625,6193.724609375,7778.9892578125,6294.00927734375,6945.86376953125,8478.08984375,6427.75830078125,7599.63818359375,14545.5,5987.38232421875,6678.22021484375,8735.44921875,6228.01220703125,6222.58251953125,7736.623046875,6317.93798828125,6714.74169921875,8097.12109375,6227.19580078125,6765.2734375,14472.1376953125,5696.30712890625,6495.3671875,8646.8828125,5873.91455078125,6078.70703125,7669.14208984375,6206.61474609375,6535.7548828125,8002.5625,6136.39404296875,6715.59375,14320.8271484375,5525.2373046875,6364.0283203125,8140.98681640625,5928.3515625,5865.2451171875,7167.72802734375,5855.546875,5952.9443359375,7124.203125,5716.2119140625,6456.19287109375,14778.193359375,5423.2470703125,6472.48828125,8680.1083984375,5816.47509765625,6071.04150390625,7394.0166015625,6219.7529296875,6323.10009765625,7744.29443359375,5799.8310546875,6624.50048828125,14692.3955078125,5439.56787109375,6256.029296875,8026.19189453125,5600.97509765625,5519.68994140625,7061.93408203125,5664.978515625,5776.6005859375,7276.173828125,5638.43408203125,6158.83740234375,14633.4189453125,5329.6337890625,6004.52099609375,8272.46875,5810.8896484375,5524.0791015625,7227.87744140625,5696.81640625,5735.88818359375,7442.787109375,5848.36279296875,6129.07763671875,14364.6748046875,5413.52392578125,6118.3447265625,7941.04296875,5298.08935546875,5404.2724609375,6765.26171875,5629.7509765625,5673.90625,7295.7958984375,5792.52001953125,6044.15087890625,14221.791015625,5200.77734375,5848.72802734375,7749.8359375,5331.357421875,5538.68359375,7064.44384765625,5882.98193359375,6135.20751953125,7601.85791015625,6019.23486328125,6010.47607421875
2,NT,216.139892578125,159.97100830078125,274.6462707519531,359.9468078613281,453.4830627441406,594.6450805664062,867.3169555664062,805.684326171875,614.64111328125,570.454833984375,370.16583251953125,184.0177001953125,364.5736999511719,352.65863037109375,377.0178527832031,432.385986328125,486.484619140625,550.6069946289062,767.080322265625,871.8218383789062,751.642578125,654.0978393554688,497.2765197753906,251.6696014404297,189.3815460205078,148.68917846679688,323.699462890625,416.731689453125,473.47576904296875,686.3983764648438,1002.5807495117188,1107.9129638671875,850.005615234375,707.0145263671875,390.2041015625,183.3082275390625,182.5572967529297,216.60504150390625,242.6549072265625,350.1496276855469,462.0466613769531,607.608154296875,866.7338256835938,846.52392578125,709.8435668945312,655.4464721679688,413.9189758300781,188.57110595703125,244.30856323242188,229.13975524902344,374.5846252441406,426.0627746582031,427.70733642578125,596.8259887695312,789.7265014648438,837.2702026367188,734.5431518554688,618.5804443359375,384.16949462890625,157.3640594482422,258.4168701171875,168.93505859375,295.6460266113281,374.26605224609375,437.0489807128906,542.945556640625,843.2989501953125,768.1449584960938,600.9599609375,494.78424072265625,286.2327880859375,139.18838500976562,306.06927490234375,103.10733032226562,217.6218719482422,342.068603515625,460.40673828125,624.2974243164062,943.6994018554688,663.48779296875,596.7930908203125,507.21759033203125,255.11422729492188,150.47093200683594,335.7442626953125,170.06092834472656,255.6853485107422,371.7598571777344,488.1370544433594,665.4287109375,960.623779296875,915.5977172851562,877.759765625,584.8714599609375,285.6077575683594,131.09866333007812,250.14944458007812,185.94338989257812,342.4794921875,387.6879577636719,433.1730651855469,657.9735107421875,979.4186401367188,866.9431762695312,807.9346923828125,750.1192016601562,450.3307189941406,175.62850952148438,217.69383239746094,223.6318817138672,335.9275817871094,453.8377990722656,559.4202880859375,746.7354736328125,996.9144897460938,811.447021484375,678.267333984375,478.1754150390625,317.3977966308594,191.66070556640625,242.53958129882812,123.67965698242188,264.9008483886719,360.6853942871094,483.816162109375,782.8004150390625,1018.7896728515625,942.3812255859375,808.6859130859375,610.2513427734375,322.6327819824219,176.6207275390625,302.4715881347656,204.86309814453125,293.6039733886719,404.5843200683594,569.564697265625,783.9531860351562,932.97412109375,950.9537353515625,736.2562255859375,495.4338684082031,293.12506103515625,181.1092071533203,230.40228271484375,149.62684631347656,260.2999572753906,340.97705078125,486.0499267578125,774.9623413085938,924.0803833007812,882.58349609375,750.9666748046875,558.9131469726562,250.92654418945312,149.68695068359375
2,QLD,8545.9658203125,3595.792724609375,4205.6953125,5277.05615234375,4493.3642578125,4950.4794921875,6182.7275390625,6025.55859375,6195.07763671875,5779.291015625,4391.2412109375,4466.92724609375,9653.4521484375,3925.06396484375,4737.25146484375,5940.2080078125,4576.5625,4867.53271484375,6299.77294921875,6507.60546875,7611.56689453125,7411.86279296875,5244.69189453125,4932.7373046875,8125.640625,4373.1943359375,3671.3662109375,5764.30224609375,4815.22802734375,5604.22119140625,7103.46826171875,6976.89990234375,7417.9384765625,6996.9482421875,4749.5419921875,4998.92041015625,8873.6484375,4203.5185546875,4452.9384765625,5815.423828125,5048.615234375,5349.44140625,6750.54443359375,6854.0078125,7378.2333984375,6907.8876953125,4801.7353515625,5041.83251953125,8848.3349609375,3969.421630859375,4476.72119140625,5683.8203125,4742.55810546875,5334.46826171875,6884.0478515625,6658.25634765625,7607.458984375,7145.365234375,4924.65283203125,4856.24658203125,9101.546875,3899.974365234375,4221.3193359375,5534.20556640625,4748.71044921875,5295.724609375,7016.25048828125,6653.806640625,7564.47216796875,6929.12890625,5032.55615234375,4781.7021484375,9345.001953125,4057.35888671875,4288.8330078125,5610.75,4858.125,5613.13427734375,7296.10302734375,7074.25732421875,7600.88671875,7367.4677734375,4968.046875,4970.55712890625,9440.294921875,3898.479736328125,4345.50341796875,5567.57275390625,4902.09716796875,5452.4912109375,6749.9580078125,6479.47705078125,7051.86279296875,6828.8525390625,4959.36376953125,5017.244140625,9002.7421875,4166.83447265625,4413.39599609375,5695.185546875,4811.20751953125,5489.3408203125,6974.5087890625,6535.7861328125,7188.81396484375,7300.42529296875,4987.7490234375,4995.61181640625,9024.8828125,4149.16259765625,4658.91943359375,5800.10107421875,5173.482421875,5699.1572265625,7172.46875,6397.1064453125,6965.32177734375,7144.95556640625,5201.68994140625,4903.380859375,8648.42578125,3849.057861328125,4189.20361328125,5628.0068359375,4990.91357421875,5331.75048828125,6744.8037109375,6123.4560546875,6250.1435546875,6882.9013671875,5064.50732421875,4645.71337890625,8536.130859375,3868.7578125,4391.2998046875,5670.5517578125,4943.677734375,5680.501953125,6984.78564453125,6544.9375,6872.98095703125,6600.13525390625,4902.56982421875,4772.2412109375,8388.380859375,3993.0322265625,4439.54150390625,5466.423828125,4968.89501953125,5686.2021484375,7238.27978515625,6744.33642578125,6826.1318359375,6700.384765625,5199.3984375,4517.82763671875
2,SA,3243.125244140625,1232.4405517578125,1245.0260009765625,1740.486572265625,1350.9053955078125,1336.805419921875,1697.864013671875,1277.711669921875,1329.8927001953125,1596.0771484375,1311.86083984375,1187.85791015625,2945.561767578125,1276.25390625,1350.0460205078125,1696.1175537109375,1191.015869140625,1231.4947509765625,1574.3372802734375,1167.423828125,1384.995849609375,1746.1207275390625,1410.9854736328125,1382.1571044921875,2987.6171875,1393.510986328125,1246.758544921875,1844.0977783203125,1382.332763671875,1397.2879638671875,1656.0750732421875,1321.4647216796875,1386.9859619140625,1807.5810546875,1341.3914794921875,1424.64892578125,3029.482177734375,1288.8048095703125,1492.1519775390625,1832.156005859375,1422.926025390625,1409.08056640625,1583.3341064453125,1290.4442138671875,1347.687255859375,1741.3961181640625,1364.6614990234375,1394.166259765625,2846.175048828125,1288.2261962890625,1484.8133544921875,1655.5142822265625,1301.0794677734375,1373.112548828125,1638.0968017578125,1310.0975341796875,1389.835693359375,1831.15478515625,1389.518310546875,1250.332275390625,2928.05859375,1195.367919921875,1441.85693359375,1740.361083984375,1359.572021484375,1358.90087890625,1651.3221435546875,1337.052490234375,1467.6865234375,1813.82470703125,1420.537109375,1244.645263671875,3157.5283203125,1144.51171875,1473.855712890625,1714.8448486328125,1301.6964111328125,1331.6201171875,1653.745849609375,1310.054443359375,1452.0184326171875,1955.3148193359375,1443.597412109375,1352.3009033203125,2846.47021484375,1178.8763427734375,1409.5872802734375,1674.611572265625,1389.40380859375,1357.1417236328125,1467.80517578125,1277.536865234375,1358.9732666015625,1662.502685546875,1360.686279296875,1331.877685546875,2945.94921875,1266.428955078125,1578.3740234375,1811.10009765625,1262.7410888671875,1266.4267578125,1407.81396484375,1175.0909423828125,1363.5103759765625,1717.3026123046875,1328.2076416015625,1336.8919677734375,2888.69140625,1262.423583984375,1529.3114013671875,1616.5909423828125,1241.5550537109375,1243.353759765625,1487.5096435546875,1167.4385986328125,1383.8538818359375,1711.072509765625,1403.3583984375,1308.2491455078125,2967.565673828125,1066.4652099609375,1455.79443359375,1695.7393798828125,1229.918701171875,1262.359619140625,1422.7857666015625,1176.5391845703125,1344.196044921875,1715.6414794921875,1381.3978271484375,1269.0916748046875,2827.990966796875,1156.276123046875,1476.919189453125,1590.618896484375,1182.8233642578125,1239.239501953125,1484.936767578125,1216.9263916015625,1336.822998046875,1721.83740234375,1355.73193359375,1223.3310546875,2482.34765625,1139.8931884765625,1382.426025390625,1568.93505859375,1155.960693359375,1144.266357421875,1262.1334228515625,1101.897216796875,1238.6824951171875,1522.58984375,1284.51708984375,1202.9951171875
2,TAS,1415.2906494140625,754.9215698242188,719.542724609375,678.7477416992188,504.6964111328125,559.2972412109375,606.618408203125,416.5769348144531,513.2498168945312,615.487060546875,554.9577026367188,509.97955322265625,1369.6280517578125,740.4297485351562,872.4011840820312,726.4445190429688,390.8678283691406,463.35308837890625,561.5439453125,433.9249572753906,577.0682373046875,706.6340942382812,704.9888916015625,670.8710327148438,1311.8292236328125,793.2119140625,701.62158203125,715.2116088867188,533.3201904296875,506.065185546875,522.3094482421875,427.7167053222656,521.734619140625,704.7606811523438,593.0578002929688,605.5845947265625,1382.1162109375,666.6417236328125,784.3645629882812,627.7318725585938,491.2655944824219,503.09967041015625,491.8404541015625,370.1087951660156,495.9787902832031,646.0836181640625,547.8020629882812,576.3768920898438,1421.0263671875,693.5757446289062,820.7080688476562,687.2817993164062,522.1692504882812,460.5506286621094,454.7817687988281,344.9064636230469,465.16143798828125,614.5324096679688,544.5642700195312,625.4048461914062,1551.235107421875,755.3073120117188,882.7780151367188,776.7976684570312,522.4607543945312,444.01751708984375,473.2313537597656,354.4071350097656,454.4909973144531,594.7593994140625,632.8187866210938,622.0713500976562,1750.927978515625,880.1814575195312,1001.34814453125,766.6616821289062,566.833251953125,441.2401428222656,549.5142211914062,420.9815368652344,538.9718627929688,688.015380859375,739.2747802734375,694.6558837890625,1475.2684326171875,722.2433471679688,876.2313232421875,835.0469360351562,620.71923828125,519.9805908203125,500.0555419921875,361.26959228515625,440.6113586425781,556.8720092773438,573.4703369140625,614.758056640625,1566.9658203125,884.0975952148438,1056.13916015625,909.0498046875,621.9138793945312,522.2486572265625,426.8798828125,313.5362854003906,382.157470703125,513.7896118164062,564.8255615234375,650.03466796875,1627.931396484375,912.3599243164062,1080.8131103515625,750.186767578125,541.0872802734375,505.2225646972656,536.743408203125,408.4781494140625,457.7666015625,655.4658813476562,681.5382690429688,727.4013061523438,1358.3470458984375,762.6066284179688,984.9840698242188,827.3724975585938,620.1092529296875,543.3998413085938,487.7674560546875,360.91387939453125,451.5441589355469,523.6184692382812,583.7146606445312,640.5770874023438,1439.1793212890625,771.9783325195312,966.5700073242188,779.1472778320312,577.5948486328125,504.49322509765625,518.0748901367188,396.79986572265625,491.7325134277344,582.0535888671875,635.8995361328125,634.3651123046875,1484.874755859375,744.5467529296875,914.0973510742188,734.596435546875,511.1641540527344,419.01861572265625,480.45208740234375,347.6012268066406,441.25628662109375,537.9114990234375,624.5281982421875,585.9635620117188
2,VIC,8862.04296875,3504.172607421875,3616.6962890625,4634.373046875,3386.536376953125,3289.857421875,4089.42919921875,3596.316650390625,3836.463134765625,4536.9560546875,3979.215087890625,4015.873046875,8615.6435546875,3518.55029296875,3905.38232421875,4403.103515625,2875.42626953125,2961.959228515625,3611.80615234375,3051.60888671875,3549.439453125,4223.236328125,3831.086181640625,3885.373291015625,9053.2236328125,4136.9990234375,3272.273193359375,5039.7734375,3500.738037109375,3365.535400390625,4060.612548828125,3370.834228515625,3397.558837890625,4440.791015625,3593.55712890625,4417.48095703125,9447.654296875,3597.28759765625,4215.7744140625,5202.935546875,3449.9619140625,3523.030517578125,3971.09033203125,3139.53125,3401.939208984375,4204.58544921875,3599.939697265625,4359.2783203125,8983.6103515625,3542.3564453125,4062.138427734375,4966.9033203125,3526.72119140625,3424.960693359375,4196.068359375,3319.90087890625,3592.90380859375,4216.67626953125,3687.35400390625,4381.5537109375,8959.693359375,3715.323486328125,4085.552001953125,5179.56640625,3600.716064453125,3540.916748046875,4187.02392578125,3298.771728515625,3516.552978515625,4340.45068359375,3801.525390625,4201.2158203125,9050.6806640625,3366.135986328125,4131.78759765625,5084.99267578125,3470.082275390625,3482.53466796875,4153.919921875,3311.91650390625,3525.662109375,4079.6806640625,3685.02783203125,4118.8125,8493.1572265625,3441.037841796875,3963.04736328125,4781.4619140625,3487.726318359375,3481.3427734375,3838.781982421875,3150.546630859375,3265.5771484375,3850.9560546875,3457.03857421875,3966.307861328125,8800.6982421875,3499.21728515625,4174.697265625,5230.14990234375,3586.37109375,3607.870361328125,3950.733154296875,3328.1552734375,3460.02197265625,4240.50390625,3570.446044921875,4038.116943359375,8915.9375,3351.447998046875,4070.55224609375,4756.20751953125,3311.33056640625,3322.588134765625,4044.116455078125,3216.11328125,3456.78662109375,4453.1572265625,3645.771728515625,3791.69384765625,8509.0654296875,3377.62841796875,3740.137939453125,4709.5029296875,3537.260009765625,3403.78564453125,3993.88720703125,3387.916015625,3472.12841796875,4214.7958984375,3723.228759765625,3715.62744140625,8336.00390625,3089.522705078125,3593.80859375,4670.30615234375,3269.16845703125,3354.52392578125,4026.305419921875,3374.061279296875,3592.711669921875,4291.4228515625,3698.968994140625,3683.951171875,8140.44384765625,3207.30712890625,3653.4296875,4372.36376953125,3368.09912109375,3436.24072265625,4114.6689453125,3484.591064453125,3592.515625,4180.84423828125,3809.959228515625,3866.657958984375
2,WA,3773.027099609375,1637.763916015625,1847.7486572265625,2369.388671875,2030.498291015625,2091.649169921875,2644.091796875,2218.4326171875,2290.097900390625,2449.420166015625,1780.3619384765625,1755.939208984375,3497.652587890625,1541.5133056640625,2032.4254150390625,2320.782958984375,1753.2413330078125,1939.12744140625,2471.418212890625,2028.382080078125,2397.599365234375,2799.5908203125,2077.59814453125,1804.7435302734375,3227.215087890625,1664.017333984375,1541.2305908203125,2399.071533203125,1710.671630859375,1990.6739501953125,2630.004638671875,2272.408447265625,2487.0400390625,2867.527099609375,1926.7559814453125,1885.3660888671875,3622.174072265625,1685.3760986328125,1976.451416015625,2313.740478515625,1855.432861328125,2088.62255859375,2636.4111328125,2152.457275390625,2428.3994140625,2805.896728515625,1822.07275390625,1730.5843505859375,3781.26416015625,1480.3941650390625,1938.88134765625,2416.67919921875,1941.00927734375,2126.375732421875,2518.69775390625,2084.201904296875,2346.574462890625,2909.748779296875,1964.4385986328125,1756.8585205078125,3788.1103515625,1572.5498046875,1907.8974609375,2262.003662109375,1922.8392333984375,2043.0389404296875,2651.531982421875,2289.5419921875,2716.388427734375,2972.679931640625,1979.525390625,1884.1231689453125,4214.04736328125,1632.1134033203125,1969.0509033203125,2471.297607421875,1997.7264404296875,2249.305419921875,2833.89892578125,2394.7744140625,2673.052978515625,3025.081298828125,2090.710693359375,1876.121826171875,3747.77587890625,1618.8309326171875,1984.2135009765625,2332.9365234375,1947.7615966796875,2149.16162109375,2522.08740234375,2401.722412109375,2585.7333984375,2771.690673828125,2026.482177734375,2052.62939453125,3642.99609375,1738.8363037109375,2099.021728515625,2537.80810546875,2013.427490234375,2180.805419921875,2722.47119140625,2328.615478515625,2662.39453125,2869.0068359375,2057.90673828125,1960.127197265625,3382.4013671875,1607.691650390625,2037.42041015625,2430.067626953125,2045.649658203125,2230.505126953125,2723.249755859375,2373.42919921875,2613.54296875,2744.6640625,2153.436767578125,1890.2567138671875,3268.8125,1508.0970458984375,1869.0234375,2244.6513671875,1988.233154296875,2183.472412109375,2596.518798828125,2471.692626953125,2569.016845703125,2571.244384765625,2012.4818115234375,1736.9439697265625,3392.666015625,1500.8138427734375,1904.2967529296875,2174.423828125,1730.2491455078125,1945.2183837890625,2153.646728515625,1944.2156982421875,2154.666259765625,2168.685302734375,1743.0286865234375,1751.283447265625,3212.62353515625,1489.5419921875,1730.4046630859375,2083.320068359375,1696.802001953125,1851.5496826171875,2328.581298828125,2037.3843994140625,2203.66943359375,2294.518798828125,1692.8790283203125,1593.425537109375
3,NSW-Blue Mountains,248.922607421875,107.35282897949219,113.6272964477539,159.20326232910156,130.0628662109375,132.4512176513672,195.3338623046875,156.0033416748047,141.72169494628906,170.76695251464844,154.66465759277344,122.8559799194336,273.00994873046875,110.08646392822266,153.8788299560547,196.2769012451172,158.9624786376953,165.22264099121094,190.02085876464844,150.30224609375,147.8014678955078,180.83856201171875,141.7154541015625,131.96762084960938,234.52650451660156,100.6489028930664,141.9815673828125,190.7555694580078,141.8167266845703,179.45339965820312,185.40904235839844,148.2143096923828,146.39117431640625,169.54473876953125,128.33718872070312,118.15362548828125,184.86143493652344,114.39735412597656,135.07208251953125,167.97068786621094,149.95489501953125,186.468505859375,173.220703125,134.8173065185547,136.8774871826172,120.09709930419922,97.38863372802734,94.91976165771484,159.04879760742188,100.23588562011719,130.87423706054688,159.0908203125,139.25355529785156,164.93011474609375,177.0993194580078,157.00680541992188,135.30880737304688,128.9676055908203,104.1116943359375,102.36725616455078,126.45809173583984,80.22650146484375,97.8058090209961,122.7281494140625,98.4471206665039,138.9350128173828,144.48020935058594,110.20326232910156,100.97329711914062,114.71160888671875,95.260498046875,83.35140228271484,114.08167266845703,85.77521514892578,91.08345031738281,143.75379943847656,114.28314971923828,129.65155029296875,115.92373657226562,88.26234436035156,89.07010650634766,106.43049621582031,98.76925659179688,85.07910919189453,166.17684936523438,96.5040283203125,118.0827865600586,141.30027770996094,129.2960968017578,120.58238983154297,140.36355590820312,104.10699462890625,103.22162628173828,106.18191528320312,101.14647674560547,103.82323455810547,186.9108428955078,87.14053344726562,102.66435241699219,138.85276794433594,110.6368408203125,117.06974029541016,138.33819580078125,112.58171081542969,109.04045867919922,135.8404998779297,99.73371124267578,97.03994750976562,147.9983673095703,79.17455291748047,111.00965881347656,149.69842529296875,126.91793060302734,133.91123962402344,146.72267150878906,127.86651611328125,108.35679626464844,121.30177307128906,97.43284606933594,94.07106018066406,156.630126953125,80.45297241210938,116.58155059814453,148.11099243164062,134.09906005859375,135.9876708984375,148.0306396484375,124.75202941894531,115.10530090332031,137.28419494628906,100.26824188232422,96.68124389648438,117.84835815429688,63.921234130859375,109.14012145996094,136.0761260986328,103.6653060913086,127.84500122070312,149.7288360595703,127.14566802978516,112.63819885253906,120.76205444335938,90.35411834716797,79.09732055664062,173.85972595214844,66.89964294433594,109.42009735107422,157.19773864746094,101.94140625,133.86610412597656,154.3644561767578,106.30138397216797,127.9121322631836,136.12799072265625,92.65525817871094,80.48921203613281
3,NSW-Canberra,735.69287109375,299.3131103515625,374.66845703125,458.8095397949219,361.86370849609375,374.6200256347656,415.2405700683594,347.5605163574219,377.259765625,437.6083984375,354.17486572265625,370.5999755859375,782.1758422851562,367.4792785644531,406.0089111328125,519.1267700195312,382.902099609375,349.97265625,462.4749755859375,402.2633056640625,416.9178161621094,500.0841369628906,423.76580810546875,397.5595703125,712.7095336914062,422.3147277832031,430.4610290527344,524.621826171875,440.6620178222656,418.4873962402344,452.53265380859375,406.8908996582031,406.43756103515625,559.4296264648438,458.9128723144531,467.5906066894531,611.3817749023438,359.9852294921875,450.5484924316406,519.753173828125,471.23406982421875,445.8729248046875,488.72332763671875,409.90618896484375,427.68939208984375,530.2150268554688,476.5485534667969,416.5218200683594,527.8174438476562,338.6405029296875,444.1866455078125,544.1642456054688,438.93994140625,458.4208679199219,503.9585266113281,396.5145263671875,439.80047607421875,475.895263671875,421.45086669921875,412.0741271972656,480.3360290527344,341.6188659667969,405.7091369628906,440.234130859375,431.7620849609375,459.2180480957031,466.4694519042969,389.1065368652344,432.3580627441406,492.95147705078125,415.64739990234375,459.49530029296875,492.28216552734375,309.50048828125,382.682373046875,442.9749755859375,441.2835388183594,428.2354736328125,446.72796630859375,353.4726257324219,413.5552673339844,473.5837707519531,416.5911560058594,419.331298828125,520.8488159179688,290.6400146484375,359.5340576171875,421.74658203125,402.5131530761719,443.0168762207031,469.9811096191406,406.589599609375,431.3883056640625,478.4028625488281,367.301025390625,372.44085693359375,588.3865966796875,285.78521728515625,439.1849060058594,515.5352783203125,403.6182556152344,480.3612365722656,496.4638977050781,399.5084228515625,428.0957336425781,503.82696533203125,353.8319396972656,378.2690124511719,710.4637451171875,302.292236328125,403.05517578125,558.146240234375,426.6359558105469,423.397705078125,516.7691650390625,394.63916015625,403.3929138183594,503.3966064453125,384.6725769042969,376.32867431640625,687.5225219726562,329.6341247558594,411.1413879394531,547.0220336914062,432.603515625,399.1031799316406,474.3670654296875,397.4906921386719,383.5287170410156,471.23095703125,388.0506286621094,375.7196350097656,592.9944458007812,282.9587097167969,439.1036376953125,456.1981201171875,358.5476989746094,367.4964294433594,430.7256774902344,363.0473937988281,379.1363830566406,444.0283508300781,351.35748291015625,311.69854736328125,614.5349731445312,336.9745788574219,476.27716064453125,526.308349609375,404.8047790527344,398.7653503417969,449.5980224609375,405.20257568359375,423.74615478515625,487.5299377441406,352.7182922363281,354.34320068359375
