Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,Aggregated,26028.5234375,26671.55859375,26638.927734375,26702.75390625,26468.28125,26965.65234375,27367.0625,27647.255859375,27813.396484375,28667.23046875,28912.005859375,29049.953125,28998.4921875,29620.34765625,29637.54296875,29740.328125
2,ACT,166.23733520507812,163.104736328125,160.32904052734375,169.9660186767578,177.6197509765625,169.97030639648438,161.13128662109375,164.8094024658203,169.2451934814453,179.1444091796875,183.75450134277344,195.1272735595703,200.224609375,215.73046875,223.88949584960938,240.7104034423828
2,NSW,9428.8173828125,9600.8603515625,9481.640625,9402.38671875,9335.994140625,9534.3837890625,9606.517578125,9585.21484375,9993.2607421875,10251.134765625,10232.595703125,10148.8154296875,10127.9326171875,10298.5654296875,10252.974609375,10137.650390625
2,NT,825.1533203125,861.3240356445312,861.582763671875,874.5165405273438,896.5082397460938,906.9328002929688,902.0001220703125,920.6513061523438,958.7577514648438,989.1032104492188,972.7140502929688,977.5736083984375,955.7491455078125,960.7243041992188,946.9649658203125,928.4789428710938
2,QLD,5660.77294921875,5798.24951171875,5765.99609375,5716.8232421875,5623.28369140625,5672.490234375,5703.14599609375,5730.03857421875,5576.140625,5741.7314453125,5731.81103515625,5721.16162109375,5692.91650390625,5811.330078125,5766.744140625,5747.88134765625
2,SA,1683.0943603515625,1742.3057861328125,1761.325927734375,1808.9420166015625,1806.2095947265625,1841.1114501953125,1874.25146484375,1921.609619140625,1973.0361328125,2054.158203125,2080.32958984375,2112.838134765625,2060.830810546875,2118.064697265625,2091.66943359375,2085.513916015625
2,TAS,527.9298706054688,539.4597778320312,544.8035278320312,560.5794067382812,558.5792236328125,563.5018310546875,556.1002197265625,567.5252685546875,513.9984130859375,521.560302734375,515.4693603515625,513.4029541015625,484.97247314453125,501.5944519042969,483.3721618652344,479.14886474609375
2,VIC,3963.296142578125,4065.588623046875,4068.597900390625,4074.13427734375,3998.92626953125,4001.67724609375,4070.175048828125,4108.3173828125,4333.08251953125,4433.5791015625,4485.75634765625,4493.29150390625,4450.36572265625,4529.9296875,4561.2783203125,4522.6044921875
2,WA,3635.104736328125,3733.86083984375,3733.2939453125,3726.5888671875,3662.598876953125,3685.19091796875,3731.103759765625,3775.994384765625,3925.988037109375,3995.112060546875,4028.072021484375,4069.546630859375,4032.618408203125,4092.35791015625,4092.934326171875,4106.49462890625
3,ACT-Female,11.03396224975586,11.234384536743164,11.634859085083008,12.70926570892334,14.29127311706543,13.905806541442871,14.193787574768066,14.576862335205078,14.690226554870605,16.083189010620117,15.279505729675293,13.404400825500488,13.398826599121094,14.129051208496094,14.369925498962402,14.774787902832031
3,ACT-Male,168.6131134033203,177.7272186279297,174.8971405029297,177.9264678955078,175.0758514404297,171.97166442871094,175.5749969482422,178.87591552734375,160.84263610839844,165.5249786376953,168.14425659179688,175.48892211914062,177.89968872070312,182.2940673828125,186.43296813964844,185.137939453125
3,NSW-Female,694.7029418945312,719.751220703125,703.833984375,697.7030029296875,684.2378540039062,697.3710327148438,716.7605590820312,733.939697265625,732.1870727539062,744.6087036132812,758.22265625,758.684326171875,752.6675415039062,771.7005004882812,770.09765625,790.8184204101562
3,NSW-Male,8800.4345703125,8998.015625,8962.49609375,8924.150390625,8889.9638671875,9067.33984375,9146.076171875,9175.5732421875,9319.283203125,9540.076171875,9520.41796875,9487.3349609375,9492.2666015625,9683.7294921875,9614.90234375,9520.5859375
3,NT-Female,28.941362380981445,29.532367706298828,30.462810516357422,33.077247619628906,35.402488708496094,34.937923431396484,35.75712203979492,34.60742950439453,46.75995635986328,48.13533020019531,48.08213424682617,48.05742263793945,49.21053695678711,48.838539123535156,49.72736358642578,49.040611267089844
3,NT-Male,788.9505004882812,824.03857421875,807.1923217773438,805.2586059570312,780.3302612304688,790.8268432617188,810.9652099609375,824.5122680664062,929.9570922851562,956.752685546875,971.206298828125,979.2564697265625,950.7291259765625,981.992431640625,991.4537963867188,992.761474609375
3,QLD-Female,408.6919860839844,419.9599304199219,408.3760070800781,407.6063232421875,395.97125244140625,393.4130859375,410.18292236328125,416.6627197265625,442.2134704589844,456.40875244140625,464.15228271484375,464.863037109375,457.0721130371094,474.6761474609375,479.0702209472656,484.8588562011719
