Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,Aggregated,7583.01318359375,7742.09814453125,7724.42236328125,7883.50634765625,7812.80224609375,7918.8583984375,7830.47802734375,7848.154296875,7724.42236328125,7724.42236328125,7636.041015625,7636.041015625,7643.0,7689.0419921875,7643.0,7643.0,7596.95751953125,7689.0419921875,7643.0,7781.12646484375,7781.12646484375,7919.25244140625,7919.25244140625,8057.37939453125,8094.43310546875,8242.9541015625,8242.9541015625,8391.4755859375,8317.21484375,8391.4755859375,8317.21484375,8391.4755859375,8391.4755859375,8391.4755859375,8317.21484375,8539.9970703125,8518.4931640625,8595.9345703125,8518.4931640625,8595.9345703125,8595.9345703125,8673.375,8673.375,8828.2568359375,8828.2568359375,8905.697265625,8983.138671875,8983.138671875,8984.3505859375,9065.291015625,9065.291015625,9146.2314453125,9146.2314453125,9227.1708984375,9227.1708984375,9389.05078125,9469.9912109375,9469.9912109375,9469.9912109375,9469.9912109375
2,Clerical and Administrative Workers,1027.45654296875,1036.8397216796875,1025.1107177734375,1046.222900390625,1053.26025390625,1053.26025390625,1025.1107177734375,1025.1107177734375,1050.9144287109375,1039.1854248046875,1027.45654296875,994.6153564453125,1004.8729248046875,1011.000244140625,1017.1275024414062,986.4911499023438,1023.2547607421875,1035.50927734375,1023.2547607421875,1047.7637939453125,1060.0184326171875,1072.27294921875,1072.27294921875,1072.27294921875,1089.174072265625,1089.174072265625,1099.07568359375,1099.07568359375,1108.9771728515625,1108.9771728515625,1108.9771728515625,1128.7803955078125,1118.8787841796875,1108.9771728515625,1108.9771728515625,1099.07568359375,1135.3756103515625,1125.0540771484375,1125.0540771484375,1135.3756103515625,1135.3756103515625,1145.697265625,1135.3756103515625,1145.697265625,1156.018798828125,1176.6619873046875,1186.9835205078125,1186.9835205078125,1261.895751953125,1251.1102294921875,1240.3248291015625,1218.7540283203125,1218.7540283203125,1218.7540283203125,1207.9686279296875,1229.5394287109375,1229.5394287109375,1240.3248291015625,1240.3248291015625,1240.3248291015625
2,Community and Personal Service Workers,426.52880859375,441.58282470703125,449.611572265625,465.66912841796875,443.5899963378906,467.67633056640625,481.7266540527344,491.7626647949219,501.79864501953125,477.7122802734375,491.7626647949219,479.719482421875,497.66363525390625,519.5389404296875,552.3519287109375,535.9454345703125,503.1324462890625,516.8045654296875,514.0701293945312,516.8045654296875,516.8045654296875,549.6175537109375,566.0239868164062,560.55517578125,539.3225708007812,571.5897827148438,571.5897827148438,571.5897827148438,562.37060546875,603.85693359375,608.4664916992188,622.2953491210938,613.0761108398438,636.1240844726562,645.34326171875,649.952880859375,649.8530883789062,681.55322265625,681.55322265625,692.1199340820312,692.1199340820312,723.820068359375,697.4032592773438,713.25341796875,713.25341796875,755.5202026367188,760.8035888671875,755.5202026367188,707.6383056640625,725.6290893554688,749.6168823242188,767.607666015625,749.6168823242188,779.6015625,785.5984497070312,797.5923461914062,791.5953979492188,833.573974609375,833.573974609375,833.573974609375
2,Labourers,1048.5579833984375,1080.1851806640625,1058.28955078125,1094.7822265625,1065.588134765625,1092.349365234375,1046.125244140625,1082.6180419921875,1043.6923828125,1036.393798828125,970.7069091796875,999.901123046875,1023.4310913085938,1004.594970703125,973.2012939453125,1010.8736572265625,979.4800415039062,998.316162109375,985.7587280273438,1010.8736572265625,1023.4310913085938,1035.988525390625,1004.594970703125,1048.5458984375,1104.6480712890625,1074.7926025390625,1064.8408203125,1104.6480712890625,1074.7926025390625,1084.7445068359375,1084.7445068359375,1054.8890380859375,1044.937255859375,1054.8890380859375,1054.8890380859375,1074.7926025390625,1029.42822265625,1059.7054443359375,1059.7054443359375,1069.7978515625,1059.7054443359375,1059.7054443359375,1069.7978515625,1079.890380859375,1089.9827880859375,1069.7978515625,1079.890380859375,1069.7978515625,1071.235107421875,1050.8306884765625,1050.8306884765625,1071.235107421875,1071.235107421875,1071.235107421875,1101.841796875,1081.4373779296875,1091.6395263671875,1091.6395263671875,1081.4373779296875,1101.841796875
2,Machinery Operators and Drivers,610.8876342773438,612.3490600585938,625.5021362304688,625.5021362304688,610.8876342773438,603.5803833007812,599.196044921875,588.9658813476562,587.50439453125,584.5814819335938,572.8898315429688,569.9669189453125,562.5938720703125,555.2874755859375,562.5938720703125,555.2874755859375,566.2470703125,562.5938720703125,566.2470703125,569.9002685546875,584.51318359375,562.5938720703125,566.2470703125,577.2067260742188,601.288330078125,607.014892578125,618.468017578125,618.468017578125,607.014892578125,607.014892578125,624.1946411132812,647.100830078125,624.1946411132812,612.741455078125,612.741455078125,612.741455078125,615.50146484375,615.50146484375,627.0062255859375,655.7679443359375,632.7586059570312,627.0062255859375,615.50146484375,627.0062255859375,621.2538452148438,632.7586059570312,621.2538452148438,615.50146484375,620.6756591796875,620.6756591796875,620.6756591796875,626.5868530273438,626.5868530273438,626.5868530273438,626.5868530273438,626.5868530273438,626.5868530273438,620.6756591796875,626.5868530273438,626.5868530273438
2,Managers,936.5198364257812,1009.067138671875,976.0911254882812,995.8767700195312,982.6863403320312,973.8927612304688,978.28955078125,978.28955078125,982.6863403320312,978.28955078125,969.4959106445312,978.28955078125,976.4514770507812,982.1617431640625,987.8720092773438,982.1617431640625,959.32080078125,965.031005859375,982.1617431640625,993.582275390625,970.7412719726562,1005.0027465820312,1010.7130126953125,1010.7130126953125,1001.1698608398438,1001.1698608398438,1019.7101440429688,1056.7904052734375,1047.5203857421875,1056.7904052734375,1056.7904052734375,1084.6007080078125,1075.3306884765625,1075.3306884765625,1075.3306884765625,1103.140869140625,970.4305419921875,989.4585571289062,989.4585571289062,998.9725952148438,1008.486572265625,998.9725952148438,1027.5146484375,1008.486572265625,1027.5146484375,1018.0006103515625,1046.542724609375,1046.542724609375,1045.843017578125,1026.4755859375,1045.843017578125,1045.843017578125,1065.2105712890625,1065.2105712890625,1074.894287109375,1113.6292724609375,1123.31298828125,1132.9967041015625,1123.31298828125,1142.680419921875
2,Professionals,1158.583251953125,1199.4744873046875,1207.6527099609375,1253.9959716796875,1158.583251953125,1297.6131591796875,1253.9959716796875,1303.0654296875,1393.0260009765625,1253.9959716796875,1243.0916748046875,1174.939697265625,1243.20068359375,1359.523681640625,1344.983154296875,1359.523681640625,1250.4708251953125,1294.092041015625,1265.0113525390625,1272.281494140625,1257.7410888671875,1315.9024658203125,1374.06396484375,1381.3341064453125,1407.563720703125,1443.655029296875,1455.6854248046875,1467.716064453125,1443.655029296875,1503.807373046875,1515.837890625,1539.898681640625,1527.8682861328125,1575.9901123046875,1575.9901123046875,1588.0205078125,1536.0428466796875,1575.428466796875,1588.55712890625,1614.8143310546875,1588.55712890625,1627.94287109375,1654.2000732421875,1680.4571533203125,1667.32861328125,1706.7142333984375,1706.7142333984375,1732.971435546875,1694.504638671875,1766.3057861328125,1780.666015625,1809.386474609375,1780.666015625,1838.1068115234375,1838.1068115234375,1866.8272705078125,1866.8272705078125,1895.547607421875,1895.547607421875,1909.9078369140625
2,Sales Workers,1005.4761352539062,1026.9708251953125,1062.7955322265625,1084.290283203125,1069.96044921875,1086.6785888671875,1062.7955322265625,1098.6201171875,1058.0189208984375,1034.1357421875,1055.630615234375,960.098388671875,1045.2440185546875,1013.9493408203125,1045.2440185546875,1001.4314575195312,1045.2440185546875,1045.2440185546875,1045.2440185546875,1070.27978515625,1070.27978515625,1095.315673828125,1070.27978515625,1101.5745849609375,1092.2239990234375,1102.3372802734375,1102.3372802734375,1112.450439453125,1112.450439453125,1112.450439453125,1132.6767578125,1132.6767578125,1142.7899169921875,1132.6767578125,1142.7899169921875,1142.7899169921875,1202.363037109375,1202.363037109375,1191.72265625,1202.363037109375,1213.00341796875,1213.00341796875,1202.363037109375,1213.00341796875,1213.00341796875,1213.00341796875,1234.2841796875,1244.924560546875,1234.534912109375,1234.534912109375,1234.534912109375,1256.77880859375,1256.77880859375,1256.77880859375,1267.9007568359375,1312.388427734375,1301.2664794921875,1290.14453125,1290.14453125,1301.2664794921875
2,Technicians and Trades Workers,1360.121337890625,1385.07763671875,1369.47998046875,1381.9581298828125,1353.882080078125,1363.2408447265625,1353.882080078125,1332.0452880859375,1303.9693603515625,1288.3717041015625,1275.8935546875,1282.1326904296875,1289.478515625,1281.4693603515625,1273.4600830078125,1241.42333984375,1257.441650390625,1257.441650390625,1273.4600830078125,1281.4693603515625,1281.4693603515625,1265.450927734375,1281.4693603515625,1297.4876708984375,1316.3897705078125,1303.732177734375,1329.0472412109375,1329.0472412109375,1341.704833984375,1354.3624267578125,1367.02001953125,1341.704833984375,1329.0472412109375,1341.704833984375,1316.3897705078125,1329.0472412109375,1347.0618896484375,1334.353759765625,1321.6456298828125,1321.6456298828125,1308.9375,1334.353759765625,1334.353759765625,1372.4781494140625,1359.77001953125,1372.4781494140625,1359.77001953125,1359.77001953125,1339.3548583984375,1339.3548583984375,1339.3548583984375,1352.2332763671875,1365.111572265625,1365.111572265625,1352.2332763671875,1377.989990234375,1390.868408203125,1377.989990234375,1365.111572265625,1365.111572265625
3,Clerical and Administrative Workers-Full time,748.7935791015625,752.2127075195312,735.1168823242188,753.9223022460938,760.7605590820312,747.083984375,731.69775390625,740.24560546875,752.2127075195312,736.8264770507812,726.5690307617188,694.087158203125,711.0703125,702.2371215820312,697.8204956054688,693.4039306640625,724.320068359375,715.4868774414062,706.6537475585938,715.4868774414062,715.4868774414062,737.56982421875,737.56982421875,733.1531982421875,738.6636352539062,731.6287231445312,766.80322265625,738.6636352539062,759.7682495117188,766.80322265625,752.7333984375,745.698486328125,752.7333984375,731.6287231445312,738.6636352539062,759.7682495117188,754.5072631835938,726.0353393554688,726.0353393554688,718.9173583984375,740.2713012695312,740.2713012695312,747.3892822265625,754.5072631835938,768.7432250976562,790.0972900390625,797.2152709960938,811.4512329101562,823.103515625,779.7822265625,765.341796875,765.341796875,779.7822265625,729.2408447265625,750.9014282226562,765.341796875,779.7822265625,758.1216430664062,779.7822265625,772.56201171875
