"Level","Description","1","2","3","4","5","6","7","8"
1,"Aggregated",28842.4347826088,29031.8695652175,29221.3043478263,29410.739130435,29600.1739130438,29789.6086956525,29979.0434782613,30168.47826087
2,"ACT",209.90460270967,203.787999122068,199.166503955605,195.674661257652,193.036345087653,191.042924187864,189.536763960026,188.398761126724
2,"NSW",10023.1701229944,10194.8578919914,10045.5501855906,9953.41182445679,9916.08401635257,10120.2679927724,9996.02514072742,9922.23064479464
2,"NT",1154.39130434786,1169.78260869573,1185.17391304359,1200.56521739146,1215.95652173932,1231.34782608719,1246.73913043505,1262.13043478292
2,"QLD",5551.51956629047,5721.04367312893,5598.3430218541,5532.94087333804,5571.52116070792,5722.64343039503,5595.01650059996,5541.52877279381
2,"SA",1991.30434782608,2009.60869565215,2027.91304347823,2046.21739130431,2064.52173913039,2082.82608695647,2101.13043478254,2119.43478260862
2,"TAS",439.181016539789,465.785280337167,479.785280337167,479.785280337167,427.966296876955,454.570560674333,468.570560674333,468.570560674333
2,"VIC",4537.73512624081,4657.53807286194,4746.56104560601,4836.99303727531,4775.67017348592,4878.36246146096,4944.05137137665,5015.9278600927
2,"WA",4516.90286367201,4516.90286367201,4516.90286367201,4516.90286367201,4516.90286367201,4516.90286367201,4516.90286367201,4516.90286367201
3,"ACT-Female",12,12,12,12,12,12,12,12
3,"ACT-Male",200.218487508909,195.488023538908,191.617533004473,188.450677264286,185.859539218621,183.739456422777,182.004793513268,180.585483184669
3,"NSW-Female",738,738,738,738,738,738,738,738
3,"NSW-Male",9401.43680847191,9548.77908070706,9504.67164391175,9443.71200255983,9481.48617725364,9627.1996461272,9581.4965480229,9518.97371305715
3,"NT-Female",51.7248804674316,52.8379920790128,53.951103690594,55.0642153021752,56.1773269137564,57.2904385253376,58.4035501369188,59.5166617485
3,"NT-Male",1107.47826086957,1121.95652173915,1136.43478260872,1150.91304347829,1165.39130434786,1179.86956521744,1194.34782608701,1208.82608695658
3,"QLD-Female",408,408,408,408,408,408,408,408
3,"QLD-Male",5152.94830650728,5301.68270935733,5193.45993127086,5132.21309190981,5169.99520647978,5297.60454619306,5181.57655984003,5143.87961394275
3,"SA-Female",128.521739130435,130.043478260869,131.565217391304,133.086956521738,134.608695652173,136.130434782607,137.652173913042,139.173913043477
3,"SA-Male",1818.70416248565,1842.95724414825,1833.68414109043,1837.85885925677,1834.37494672937,1827.93292263148,1820.29120500844,1827.90437560378
3,"TAS-Female",35.9990038303831,35.7816861136972,35.7816861136972,35.7816861136972,35.7816861136972,35.7816861136972,35.7816861136972,35.7816861136972
3,"TAS-Male",413.696264310767,435.912976519537,454.785711145605,454.411714338512,412.557004029759,435.095797331087,454.199557272633,453.991272448097
3,"VIC-Female",311.423576428976,311.423576428976,311.423576428976,311.423576428976,311.423576428976,311.423576428976,311.423576428976,311.423576428976
3,"VIC-Male",4262.23313411616,4363.93283234049,4396.51112682359,4464.45187261713,4443.74636044692,4546.39684483927,4573.77603689307,4634.78730907652
3,"WA-Female",379,379,379,379,379,379,379,379
3,"WA-Male",4115.36419604088,4071.04568092045,4045.7463900995,4031.30425199302,4023.05993579608,4018.35365553106,4015.66706838376,4014.13342608166
4,"ACT-Female-Remanded",7,7,7,7,7,7,7,7
4,"ACT-Female-Sentenced",6.4166666666664,6.4166666666664,6.4166666666664,6.4166666666664,6.4166666666664,6.4166666666664,6.4166666666664,6.4166666666664
4,"ACT-Male-Remanded",72.164770331342,69.3631507359428,69.3631507359428,69.3631507359428,69.3631507359428,69.3631507359428,69.3631507359428,69.3631507359428
4,"ACT-Male-Sentenced",127.827555558833,123.605295103896,120.158668745296,117.345191608443,115.048553453907,113.173810366863,111.643459738717,110.394236279112
4,"NSW-Female-Remanded",193,193,193,193,193,193,193,193
4,"NSW-Female-Sentenced",545,545,545,545,545,545,545,545
4,"NSW-Male-Remanded",2469.34906484654,2519.21668878622,2362.83761905809,2300.40940515275,2444.44735796665,2498.26087465903,2345.20243654425,2285.56867119657
4,"NSW-Male-Sentenced",7032,7032,7032,7032,7032,7032,7032,7032
4,"NT-Female-Remanded",10.2510740220021,11.5158416905081,11.5158416905081,11.5158416905081,11.5158416905081,11.5158416905081,11.5158416905081,11.5158416905081
4,"NT-Female-Sentenced",38.9768760592216,40.0295052999487,41.0821345406758,42.1347637814028,43.1873930221299,44.240022262857,45.2926515035841,46.3452807443111
4,"NT-Male-Remanded",245,245,245,245,245,245,245,245
4,"NT-Male-Sentenced",858.217391304348,868.434782608696,878.652173913043,888.869565217391,899.086956521739,909.304347826087,919.521739130435,929.739130434783
4,"QLD-Female-Remanded",84.8856254259704,86.2625494189559,87.2680087516244,88.0022166489379,88.5383509499112,88.9298476768356,89.2157269554309,89.4244821155883
4,"QLD-Female-Sentenced",325,325,325,325,325,325,325,325
4,"QLD-Male-Remanded",1135,1144,1095,1108,1162,1171,1122,1135
4,"QLD-Male-Sentenced",4052.56856157089,4045.21919151415,4040.87430089356,4038.30563523119,4036.78705999852,4035.88929008979,4035.35853547739,4035.04475746384
4,"SA-Female-Remanded",50,50,50,50,50,50,50,50
4,"SA-Female-Sentenced",77,77,77,77,77,77,77,77
4,"SA-Male-Remanded",647.75612142263,655.132951557324,662.509781692018,669.886611826712,677.263441961406,684.6402720961,692.017102230794,699.393932365488
4,"SA-Male-Sentenced",1245.30434782611,1256.60869565222,1267.91304347832,1279.21739130443,1290.52173913054,1301.82608695665,1313.13043478276,1324.43478260887
