Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
1,Aggregated,7565.45166015625,7717.837890625,7748.58837890625,7878.80712890625,7831.609375,7898.40771484375,7811.92626953125,7780.14892578125,7676.4375,7653.83447265625,7562.56103515625,7548.37939453125,7534.3828125,7552.8515625,7528.13720703125,7566.34130859375,7553.54345703125,7610.45751953125,7641.67041015625,7732.3037109375,7765.51953125,7849.3349609375,7889.439453125,7970.87841796875,7943.67236328125,8027.3994140625,8064.83984375,8131.349609375,8124.7021484375,8192.2998046875,8192.076171875,8226.54296875,8227.0849609375,8252.6865234375,8252.841796875,8287.26953125,8424.9501953125,8508.7216796875,8516.7470703125,8598.9248046875,8603.6279296875,8692.6923828125,8723.1181640625,8814.96875,8815.828125,8894.19140625,8898.31640625,8971.7705078125,8953.5517578125,9014.44921875,9048.966796875,9137.1220703125,9197.2734375,9259.5078125,9292.306640625,9355.615234375,9389.65234375,9448.3955078125,9463.2109375,9536.2265625,9539.978515625,9633.931640625,9642.478515625,9767.724609375,9830.5029296875,9912.9697265625,9930.951171875,10014.48828125,10068.9306640625,10132.974609375,10128.638671875,10213.6220703125,10297.3583984375,10416.3173828125,10443.06640625,10541.90234375,10626.919921875,10715.341796875,10734.158203125,10839.177734375,10886.9189453125,10923.2529296875,10947.4140625,11026.62890625
2,Clerical and Administrative Workers,997.54052734375,1020.6464233398438,1018.5861206054688,1035.7581787109375,1018.3281860351562,1038.89599609375,1016.3499755859375,1015.5425415039062,1006.7890014648438,1011.0239868164062,992.4684448242188,990.8185424804688,1013.100830078125,1013.1814575195312,1009.1331176757812,1007.541015625,1015.8816528320312,1012.8049926757812,1008.781494140625,1017.0938720703125,1023.1759033203125,1030.61865234375,1030.0513916015625,1035.777587890625,1067.9862060546875,1076.7642822265625,1077.291748046875,1088.5343017578125,1084.0869140625,1093.0145263671875,1087.267333984375,1090.8067626953125,1094.7764892578125,1095.3734130859375,1095.832275390625,1100.328369140625,1112.8310546875,1117.836669921875,1115.5423583984375,1123.1011962890625,1128.8726806640625,1133.2735595703125,1127.2950439453125,1136.60498046875,1144.8187255859375,1145.920166015625,1147.9815673828125,1150.298583984375,1213.6781005859375,1216.506103515625,1220.676025390625,1233.11962890625,1232.095703125,1243.1988525390625,1245.4444580078125,1248.976318359375,1254.407470703125,1256.9815673828125,1257.4886474609375,1268.017822265625,1243.771728515625,1246.283935546875,1240.89013671875,1249.343505859375,1259.84814453125,1265.146728515625,1266.25732421875,1273.822265625,1277.250732421875,1286.5958251953125,1292.806640625,1298.9822998046875,1280.2314453125,1286.2459716796875,1282.4444580078125,1293.09765625,1300.71630859375,1305.666748046875,1301.3389892578125,1314.9345703125,1317.3460693359375,1323.7525634765625,1324.9766845703125,1334.8818359375
2,Community and Personal Service Workers,440.8472595214844,447.8474426269531,448.2230529785156,462.2746276855469,461.9647216796875,469.8420715332031,465.600341796875,472.074951171875,466.3934631347656,473.90972900390625,478.7164001464844,489.14544677734375,485.0880126953125,493.00872802734375,495.0877380371094,502.5325622558594,494.3477783203125,500.94268798828125,501.8981628417969,510.3933410644531,507.9974365234375,517.7061767578125,519.455078125,529.2793579101562,537.4586791992188,544.460693359375,547.924072265625,558.2020874023438,554.685302734375,561.45947265625,562.1580810546875,575.1101684570312,574.4993286132812,576.1080322265625,580.87109375,595.3207397460938,657.5379028320312,664.2228393554688,662.971435546875,675.0289916992188,677.501220703125,688.1041870117188,686.6598510742188,698.2937622070312,695.8291015625,704.6040649414062,704.998046875,718.0182495117188,717.0816040039062,719.5441284179688,718.2333984375,728.8291625976562,730.2127685546875,735.1070556640625,728.144775390625,744.6116333007812,742.7538452148438,747.8113403320312,752.3917846679688,761.5211181640625,798.4243774414062,798.1680297851562,802.6721801757812,810.9630737304688,811.9882202148438,813.9539794921875,816.3954467773438,821.1226196289062,826.0826416015625,827.4807739257812,831.591796875,836.3240966796875,873.2607421875,876.0407104492188,878.323974609375,887.8978271484375,887.91796875,898.5574340820312,894.3465576171875,906.4449462890625,905.8310546875,917.8743896484375,911.3088989257812,927.9544067382812
2,Labourers,1036.14453125,1054.9945068359375,1043.5255126953125,1067.859619140625,1061.896728515625,1078.679443359375,1043.5155029296875,1049.304931640625,1033.1409912109375,1031.2850341796875,1022.2176513671875,1027.1483154296875,997.0879516601562,999.7909545898438,993.0621948242188,1002.2484130859375,999.7848510742188,1005.0134887695312,1006.821533203125,1014.68896484375,1021.37353515625,1030.6805419921875,1026.99560546875,1045.0589599609375,1029.515380859375,1044.8560791015625,1035.2821044921875,1043.4403076171875,1047.3182373046875,1053.3848876953125,1049.201171875,1062.8580322265625,1058.3016357421875,1071.4530029296875,1056.637939453125,1074.5025634765625,1052.8502197265625,1056.993896484375,1053.1387939453125,1064.2796630859375,1062.2381591796875,1070.0699462890625,1073.0355224609375,1079.175048828125,1088.7091064453125,1096.1390380859375,1097.6026611328125,1100.0936279296875,1076.5908203125,1073.3533935546875,1080.9844970703125,1089.4295654296875,1093.025146484375,1096.560791015625,1098.6217041015625,1106.5777587890625,1114.3658447265625,1119.26025390625,1117.8785400390625,1121.60107421875,1102.317138671875,1108.83447265625,1112.9632568359375,1119.934814453125,1126.242919921875,1128.3299560546875,1130.2227783203125,1137.2423095703125,1144.285400390625,1142.2386474609375,1146.6639404296875,1159.677001953125,1143.112060546875,1141.8695068359375,1140.3853759765625,1156.1649169921875,1160.359375,1164.635498046875,1169.6776123046875,1187.02392578125,1181.2545166015625,1192.4603271484375,1187.46435546875,1196.935791015625
2,Machinery Operators and Drivers,617.7327270507812,627.9327392578125,629.098876953125,644.8681640625,637.13916015625,648.8607788085938,636.3549194335938,638.85546875,628.76806640625,633.6678466796875,626.726806640625,632.77978515625,566.2070922851562,565.3510131835938,564.4663696289062,567.4651489257812,561.7468872070312,565.1188354492188,561.0513916015625,570.2991333007812,570.6253051757812,578.4116821289062,575.7459106445312,580.6087036132812,587.8107299804688,593.7114868164062,592.7317504882812,599.8927612304688,600.7996826171875,607.9747314453125,609.5877075195312,623.6122436523438,618.0615844726562,624.3034057617188,626.9452514648438,637.550048828125,624.98486328125,626.5560302734375,629.412109375,631.0955810546875,630.7537841796875,633.6299438476562,636.5758056640625,646.3576049804688,650.0031127929688,655.7561645507812,650.8475341796875,661.1359252929688,613.4282836914062,624.4375610351562,619.2302856445312,628.0755004882812,625.9124755859375,626.0003051757812,625.4850463867188,637.0469970703125,640.130859375,640.4521484375,639.376708984375,651.9252319335938,629.5836181640625,632.421630859375,634.710205078125,637.5623779296875,634.0274047851562,639.8975219726562,642.3636474609375,648.5433959960938,648.4181518554688,654.2316284179688,656.7473754882812,661.8798217773438,670.65380859375,677.33251953125,675.7529907226562,686.690185546875,685.88525390625,694.1371459960938,691.9513549804688,704.7536010742188,702.1510620117188,709.3029174804688,708.9197998046875,716.1499633789062
2,Managers,940.2759399414062,953.4577026367188,953.3479614257812,963.057861328125,961.30322265625,973.275146484375,962.9116821289062,957.3544311523438,936.147705078125,939.69384765625,934.6626586914062,938.9384765625,952.9327392578125,963.36083984375,952.4954223632812,961.5285034179688,959.8944091796875,956.158935546875,951.0436401367188,959.619873046875,960.0767211914062,964.1818237304688,960.7989501953125,975.271728515625,1003.6565551757812,1007.73876953125,1012.7324829101562,1027.678466796875,1022.7998657226562,1029.4140625,1027.7366943359375,1037.580078125,1033.742431640625,1040.6580810546875,1043.0697021484375,1049.5955810546875,976.6321411132812,980.6076049804688,975.7565307617188,986.0001831054688,985.8737182617188,993.6522827148438,992.41650390625,1002.9323120117188,1004.6367797851562,1016.2822265625,1014.9837036132812,1024.6513671875,1051.93212890625,1054.89599609375,1056.9310302734375,1070.389404296875,1071.93017578125,1064.7728271484375,1079.8819580078125,1081.410400390625,1085.3656005859375,1084.1739501953125,1085.6346435546875,1102.9007568359375,1147.5201416015625,1154.2637939453125,1148.820556640625,1157.683349609375,1164.4227294921875,1166.9805908203125,1167.889404296875,1176.917724609375,1179.0760498046875,1187.4261474609375,1189.5567626953125,1194.9566650390625,1311.4632568359375,1311.60205078125,1316.9813232421875,1322.351806640625,1337.0709228515625,1334.533447265625,1330.896484375,1343.3388671875,1356.23193359375,1351.20751953125,1342.2745361328125,1355.658203125
2,Professionals,1155.881591796875,1174.228759765625,1173.6031494140625,1185.5157470703125,1182.2896728515625,1190.7662353515625,1164.5428466796875,1156.7449951171875,1145.4295654296875,1144.8846435546875,1132.803955078125,1134.3756103515625,1269.9976806640625,1280.9471435546875,1282.442626953125,1287.487548828125,1286.7940673828125,1286.849853515625,1282.2174072265625,1288.157958984375,1291.4322509765625,1281.883544921875,1281.0172119140625,1290.0601806640625,1337.4525146484375,1338.849365234375,1344.5654296875,1349.0452880859375,1356.3699951171875,1357.7130126953125,1361.55517578125,1364.3436279296875,1372.056640625,1380.6885986328125,1372.007568359375,1374.972900390625,1511.340576171875,1527.351806640625,1520.4031982421875,1534.364501953125,1533.880859375,1536.074462890625,1540.7288818359375,1541.032470703125,1544.61669921875,1551.9927978515625,1555.773681640625,1563.13623046875,1702.904541015625,1714.0242919921875,1708.54541015625,1718.0426025390625,1724.881591796875,1736.8187255859375,1728.5916748046875,1750.2342529296875,1752.6927490234375,1749.8558349609375,1745.52392578125,1751.2686767578125,1861.1038818359375,1876.64892578125,1876.822998046875,1876.1282958984375,1901.24609375,1908.06787109375,1905.784423828125,1907.414306640625,1915.2059326171875,1930.8721923828125,1921.179931640625,1940.6766357421875,2072.470703125,2086.49853515625,2085.105712890625,2095.015625,2115.736572265625,2120.914794921875,2114.946533203125,2123.017578125,2138.747802734375,2136.1572265625,2139.958984375,2143.1083984375
2,Sales Workers,998.1557006835938,1013.3207397460938,1017.1485595703125,1028.9566650390625,1019.9835205078125,1029.1650390625,1010.6181030273438,1006.5516967773438,994.0833740234375,986.14013671875,982.0897827148438,983.5223999023438,1048.8955078125,1052.2569580078125,1052.8533935546875,1056.8795166015625,1051.0670166015625,1051.525390625,1048.7315673828125,1057.556640625,1055.286376953125,1065.399658203125,1063.6427001953125,1073.4398193359375,1079.6094970703125,1090.8671875,1084.6796875,1099.5455322265625,1101.8795166015625,1106.5233154296875,1105.9132080078125,1119.68359375,1114.9705810546875,1123.9395751953125,1122.6787109375,1126.8699951171875,1166.00390625,1172.9439697265625,1163.7239990234375,1170.61279296875,1178.2237548828125,1183.816162109375,1182.2847900390625,1188.568603515625,1192.9190673828125,1206.6263427734375,1199.173583984375,1207.4422607421875,1221.3780517578125,1219.114990234375,1225.219482421875,1226.396240234375,1230.22607421875,1235.9674072265625,1239.846435546875,1247.8323974609375,1250.5968017578125,1258.501708984375,1255.8734130859375,1267.7061767578125,1291.1207275390625,1296.95068359375,1297.3829345703125,1309.221923828125,1312.9337158203125,1316.0311279296875,1314.6090087890625,1325.3477783203125,1331.2432861328125,1339.011962890625,1333.115234375,1343.318115234375,1345.128173828125,1346.20068359375,1343.7257080078125,1359.56298828125,1360.4163818359375,1366.0369873046875,1372.76025390625,1378.099365234375,1387.258544921875,1380.1251220703125,1380.485107421875,1390.908447265625
2,Technicians and Trades Workers,1323.4716796875,1337.1754150390625,1338.3753662109375,1349.4464111328125,1357.8658447265625,1371.30322265625,1327.1610107421875,1316.195068359375,1299.86328125,1305.86376953125,1284.551025390625,1286.02001953125,1280.7098388671875,1281.1943359375,1277.0501708984375,1284.2454833984375,1292.6517333984375,1294.708251953125,1298.67041015625,1311.047607421875,1320.185546875,1334.045654296875,1339.713134765625,1355.6632080078125,1298.683349609375,1304.6680908203125,1298.8394775390625,1306.623779296875,1318.25341796875,1324.590087890625,1327.4022216796875,1336.9849853515625,1340.31884765625,1345.7623291015625,1341.8231201171875,1355.659423828125,1333.1676025390625,1336.986083984375,1329.2689208984375,1333.6312255859375,1345.0694580078125,1360.026611328125,1355.4434814453125,1363.0775146484375,1368.0169677734375,1371.8028564453125,1382.8875732421875,1383.2445068359375,1376.454833984375,1386.37109375,1386.190673828125,1399.0301513671875,1403.127197265625,1412.5675048828125,1416.6619873046875,1415.1043701171875,1427.48046875,1430.481689453125,1431.9061279296875,1441.595703125,1424.317626953125,1433.806640625,1436.309326171875,1439.7366943359375,1454.875732421875,1456.695556640625,1451.96630859375,1463.3631591796875,1468.0518798828125,1480.828369140625,1470.4039306640625,1486.370361328125,1559.931396484375,1567.5616455078125,1564.7088623046875,1582.211669921875,1588.7822265625,1594.395751953125,1600.018310546875,1608.152587890625,1610.84716796875,1615.6639404296875,1616.096923828125,1616.089599609375
3,Clerical and Administrative Workers-Full time,746.620361328125,754.6221313476562,748.7141723632812,763.0722045898438,770.1746826171875,781.05419921875,763.2747192382812,772.8534545898438,769.8285522460938,767.7545166015625,758.929443359375,760.6305541992188,723.4537353515625,717.9017944335938,715.5421752929688,723.9796142578125,730.2405395507812,726.3350219726562,728.3444213867188,739.723876953125,751.8564453125,751.3648071289062,758.4800415039062,770.4268188476562,743.609375,751.4087524414062,753.4449462890625,763.1939697265625,771.8176879882812,776.8904418945312,776.7318725585938,791.0875854492188,797.4996948242188,804.4644775390625,805.1873779296875,821.9688720703125,753.5076293945312,757.1392822265625,762.5862426757812,771.4068603515625,781.7057495117188,781.4132690429688,792.1318969726562,814.655029296875,817.80322265625,826.0908813476562,831.4490966796875,854.2450561523438,809.670654296875,818.8618774414062,821.3847045898438,836.8323364257812,842.1984252929688,857.5140991210938,858.488525390625,873.0568237304688,881.3121948242188,897.7544555664062,892.81298828125,904.6395263671875,787.5778198242188,778.220947265625,783.8726806640625,797.3950805664062,809.781982421875,818.26611328125,819.0148315429688,836.4185791015625,853.7889404296875,852.8757934570312,862.41748046875,878.6478271484375,823.2755737304688,829.6443481445312,832.7442626953125,843.3016967773438,853.9583129882812,858.86572265625,864.673095703125,877.4554443359375,890.4091186523438,897.7771606445312,904.4716186523438,922.8603515625
