Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
1,Aggregated,43258.6015625,18231.197265625,18626.583984375,24237.9765625,19132.525390625,19468.2734375,23186.51171875,21628.091796875,22744.3515625,24697.9453125,19132.0234375,19117.634765625,42482.66015625,18521.6328125,20259.55078125,24504.041015625,17717.005859375,17932.306640625,22786.08984375,19918.9609375,24792.79296875,25944.232421875,21701.373046875,21770.904296875,40731.484375,20518.6953125,16405.435546875,25416.80859375,17914.1796875,20029.578125,23731.81640625,22079.861328125,23051.154296875,26623.94140625,20308.015625,21325.4765625,41180.359375,18318.955078125,19735.94921875,24951.47265625,19131.302734375,19770.5,23562.958984375,22117.6796875,22662.095703125,26770.986328125,19351.525390625,21721.18359375,41375.43359375,17788.796875,20200.03125,23625.8203125,19400.890625,19365.5078125,24224.85546875,21103.451171875,23876.236328125,26518.3984375,20188.025390625,20847.021484375,41389.6796875,17748.306640625,19657.748046875,24161.26953125,19123.177734375,19870.978515625,23545.728515625,21506.78515625,22717.1640625,25829.619140625,19721.994140625,20211.2109375,42872.28125,16933.373046875,19821.779296875,24647.6796875,18780.072265625,19700.2265625,24172.11328125,21228.8671875,23312.43359375,26138.419921875,19435.716796875,20777.47265625,39977.15234375,16896.033203125,19453.193359375,22485.91015625,18762.41796875,18658.3046875,21946.640625,20687.341796875,21926.341796875,23225.642578125,19818.19921875,19981.130859375,41094.9453125,17160.5,19095.248046875,24990.74609375,17983.6171875,20013.001953125,23307.65234375,20816.939453125,22089.876953125,26174.91796875,18159.73046875,21444.064453125,41302.4765625,17487.41796875,19351.951171875,23736.185546875,18656.9296875,18904.5078125,23150.05078125,19935.23046875,21544.943359375,24048.16796875,19760.017578125,19517.876953125,40023.75390625,15876.1083984375,19778.759765625,22857.2109375,18522.431640625,17997.375,22152.697265625,19917.650390625,20869.158203125,24275.11328125,19382.923828125,19297.3359375,39264.10546875,15740.0927734375,19144.244140625,22390.537109375,16802.06640625,18759.427734375,21553.466796875,19301.978515625,20754.3359375,22098.9765625,18926.986328125,19473.23828125
2,NSW,16240.2001953125,6001.94140625,6524.361328125,8948.490234375,6240.5107421875,5972.6552734375,7644.818359375,6519.44775390625,6417.4013671875,8691.7421875,7085.3935546875,7258.83740234375,15536.787109375,6282.66748046875,6609.06591796875,8291.87890625,5636.79248046875,5663.9716796875,6995.41796875,6469.66015625,6786.3134765625,9146.2919921875,8226.7548828125,7980.82275390625,14453.1884765625,6932.8984375,5361.509765625,8778.2392578125,5997.95556640625,6306.70458984375,7385.28955078125,6494.21337890625,6646.080078125,8673.716796875,6953.107421875,7700.1796875,14580.59375,5830.03271484375,6499.884765625,8458.5302734375,5942.63232421875,5874.16162109375,7647.7607421875,6202.9423828125,6705.814453125,8703.2578125,6648.08056640625,7588.87939453125,14747.572265625,5727.06201171875,6507.4375,8242.8486328125,5896.39501953125,6071.93701171875,7708.255859375,6514.91845703125,7081.28271484375,8837.0986328125,6780.84619140625,8100.33740234375,14574.4345703125,5476.56884765625,6448.2177734375,8387.05078125,5785.0830078125,5968.58740234375,7493.3642578125,6289.3134765625,6546.99267578125,8260.416015625,6662.06884765625,7143.8017578125,14409.8720703125,5173.94970703125,6536.62646484375,8423.947265625,5485.4638671875,5814.0419921875,7385.1259765625,6052.22412109375,6644.30712890625,8350.533203125,6295.25,7109.59814453125,14493.4677734375,5068.05517578125,6207.8564453125,7777.90087890625,5537.56494140625,5676.7890625,6669.22802734375,5884.9306640625,5789.6142578125,7317.10205078125,6190.81689453125,6451.6923828125,15040.390625,5101.5712890625,6083.6142578125,8092.265625,5434.7177734375,5860.3154296875,7060.0478515625,5930.31103515625,6184.31201171875,7713.576171875,5936.2685546875,6784.98193359375,15027.9814453125,5252.22802734375,6078.63427734375,7634.7255859375,5317.59375,5159.70654296875,6841.73046875,5676.62060546875,5798.12744140625,7593.0087890625,6085.349609375,6378.298828125,14762.6181640625,4945.24462890625,5664.1806640625,7563.06982421875,5193.7490234375,5326.14501953125,6821.7578125,5648.65576171875,5645.4033203125,7378.85595703125,6075.0517578125,6390.32666015625,14130.9609375,5058.66015625,5671.953125,7421.10986328125,5079.21923828125,5404.74072265625,6329.23193359375,5555.2783203125,5686.55322265625,7152.064453125,6013.73486328125,6174.57568359375
2,NT,181.7134552001953,110.59134674072266,247.73336791992188,327.8873596191406,431.5661926269531,585.1781005859375,805.0418701171875,809.14990234375,644.4501953125,576.9088745117188,393.168701171875,198.9462127685547,359.5926513671875,349.4309387207031,392.7986145019531,449.1501770019531,486.280029296875,529.2228393554688,718.5362548828125,884.3900756835938,778.1838989257812,686.0198364257812,518.4799194335938,267.12335205078125,184.23817443847656,107.6811294555664,318.85369873046875,408.5500793457031,497.5143737792969,614.2228393554688,858.9867553710938,1095.33251953125,920.1617431640625,611.644287109375,313.424072265625,68.1830062866211,141.03054809570312,207.27420043945312,206.74696350097656,317.94403076171875,448.5510559082031,531.378173828125,828.0457763671875,1057.657470703125,636.6931762695312,628.3206787109375,439.3398742675781,188.0682830810547,131.27438354492188,222.36256408691406,405.7705078125,423.3178405761719,413.1261291503906,604.4630737304688,736.7017822265625,855.9378051757812,624.7677612304688,566.9708251953125,365.76556396484375,203.69805908203125,256.71240234375,165.42938232421875,278.6207580566406,368.7695007324219,468.7742004394531,599.0827026367188,808.21728515625,714.078857421875,594.0565185546875,440.1249084472656,298.3846740722656,171.1544952392578,190.144287109375,85.08853912353516,204.85092163085938,305.9004211425781,429.3065185546875,525.3313598632812,853.0869750976562,712.7738647460938,633.4948120117188,479.47125244140625,317.024658203125,159.53030395507812,298.3414611816406,145.2145538330078,215.23902893066406,354.5156555175781,478.43438720703125,599.8373413085938,933.014892578125,942.56494140625,874.9464721679688,641.7354125976562,386.0445556640625,145.75534057617188,229.02149963378906,202.2870635986328,348.2552490234375,398.3504943847656,492.1247253417969,688.618408203125,951.1635131835938,885.4879760742188,782.2465209960938,648.6286010742188,479.1971435546875,215.1266632080078,228.1156463623047,181.58837890625,263.0489501953125,404.2073974609375,512.7473754882812,714.167236328125,965.5565795898438,965.6538696289062,695.4845581054688,569.8305053710938,389.3196105957031,174.15675354003906,206.2632598876953,126.40235137939453,229.6887664794922,323.4092102050781,513.0460205078125,659.5179443359375,939.0740966796875,913.2349853515625,799.6766967773438,624.1771240234375,458.0924072265625,235.29678344726562,275.49432373046875,175.6405792236328,237.91293334960938,404.1623840332031,600.6775512695312,783.9417114257812,927.0170288085938,877.36669921875,693.5511474609375,470.0941467285156,317.3111877441406,231.77227783203125
2,QLD,8824.337890625,3879.029541015625,4250.35986328125,5580.3935546875,4811.46435546875,5305.826171875,6678.12109375,6731.14892578125,6638.21142578125,5722.2412109375,4126.759765625,4246.7578125,9150.8798828125,3844.19970703125,4418.27978515625,5951.28515625,4762.9453125,5306.0234375,6463.31982421875,6834.330078125,7696.58154296875,7178.583984375,4947.27734375,4647.06591796875,8479.8515625,4311.56005859375,3578.436279296875,5947.26708984375,4492.90380859375,5367.626953125,6989.64208984375,7164.552734375,7865.45068359375,7292.45654296875,4667.4677734375,4885.7021484375,9159.1787109375,4041.5361328125,4374.83984375,5654.47998046875,4917.63525390625,5186.7353515625,6837.45947265625,6858.2490234375,7840.7890625,7396.7138671875,4769.38623046875,5026.37939453125,8963.9228515625,3925.80419921875,4380.61865234375,5541.18603515625,4820.763671875,5085.93310546875,6828.27587890625,6591.88427734375,7809.20703125,7543.32958984375,4946.97509765625,4973.43115234375,8871.2998046875,3632.533935546875,4047.927734375,5422.8505859375,4540.0283203125,5163.34375,6653.45703125,6998.8974609375,7866.56640625,7310.9912109375,5002.357421875,4932.9931640625,9204.1103515625,4010.554443359375,4321.9892578125,5664.44873046875,4769.06103515625,5404.80712890625,6905.15234375,7113.70556640625,8098.666015625,7790.39794921875,5036.94775390625,5005.40673828125,9192.591796875,3732.396240234375,4045.521240234375,5524.9462890625,4561.63671875,5313.12451171875,6532.18505859375,6599.3525390625,7085.2861328125,7145.24365234375,4829.67431640625,5066.548828125,9050.1376953125,3910.97314453125,4288.86279296875,5666.44873046875,4810.43701171875,5218.6923828125,6693.705078125,6446.92333984375,7122.3994140625,7635.7294921875,4799.27587890625,5044.67724609375,9032.50390625,4118.36376953125,4600.619140625,5681.42822265625,4951.55078125,5482.7470703125,6653.32861328125,6450.31396484375,7052.73046875,7363.01953125,5335.25732421875,5203.576171875,8404.9931640625,3658.517333984375,4011.038330078125,5283.81005859375,4639.955078125,5011.49658203125,6151.3388671875,6097.45947265625,6450.56201171875,7281.1982421875,5161.46630859375,5009.45263671875,8268.462890625,3799.501953125,4321.330078125,5470.9912109375,4665.23193359375,5398.068359375,6448.06982421875,6290.44580078125,6867.162109375,6535.517578125,4825.43359375,4965.77880859375
2,SA,3097.322509765625,1217.0836181640625,1261.9676513671875,1661.0435791015625,1263.4715576171875,1260.9471435546875,1565.0721435546875,1142.518310546875,1246.688232421875,1505.6734619140625,1206.1690673828125,1182.8209228515625,3081.87646484375,1290.732421875,1449.4912109375,1673.6793212890625,1159.24755859375,1185.5513916015625,1482.31591796875,1237.40087890625,1312.9193115234375,1717.2913818359375,1658.958251953125,1371.2288818359375,2963.14990234375,1377.6641845703125,1230.2752685546875,1792.059326171875,1353.802490234375,1317.1185302734375,1593.72998046875,1198.2939453125,1218.4437255859375,1672.007080078125,1306.950439453125,1383.0179443359375,3115.449462890625,1135.1971435546875,1462.27734375,1791.806884765625,1376.3336181640625,1382.5621337890625,1565.996826171875,1142.2257080078125,1329.51171875,1712.83642578125,1352.054443359375,1354.284423828125,2845.84716796875,1225.674560546875,1499.0682373046875,1630.9549560546875,1262.8917236328125,1340.263671875,1571.245361328125,1216.729736328125,1357.7110595703125,1709.6285400390625,1277.755859375,1288.2127685546875,2896.204833984375,1037.0128173828125,1372.5953369140625,1729.3336181640625,1242.963623046875,1356.502685546875,1612.0689697265625,1256.129150390625,1402.044921875,1821.0146484375,1318.8094482421875,1294.603515625,3195.810546875,1117.642822265625,1338.6534423828125,1689.784423828125,1253.81494140625,1346.4407958984375,1556.06396484375,1280.2293701171875,1406.10595703125,1866.3509521484375,1402.7440185546875,1382.59521484375,2879.70458984375,1046.9400634765625,1279.2349853515625,1595.7208251953125,1285.67041015625,1263.1558837890625,1436.4169921875,1193.70166015625,1358.780029296875,1588.64697265625,1334.009765625,1268.470458984375,3018.341552734375,1159.1396484375,1461.2532958984375,1787.0933837890625,1226.2998046875,1335.7674560546875,1362.178466796875,1102.9921875,1301.583984375,1676.6295166015625,1295.413330078125,1411.0345458984375,2916.078125,1119.513916015625,1539.7100830078125,1581.3895263671875,1195.845947265625,1179.291015625,1349.2593994140625,1136.6981201171875,1320.420166015625,1692.7506103515625,1398.5235595703125,1336.677490234375,2865.86669921875,1047.886962890625,1393.9063720703125,1622.0672607421875,1151.4884033203125,1210.4034423828125,1333.569580078125,1148.7359619140625,1287.05078125,1683.8699951171875,1366.2841796875,1316.12451171875,2716.20458984375,1078.151123046875,1350.779541015625,1627.1905517578125,1112.1962890625,1234.446533203125,1358.4796142578125,1176.4293212890625,1285.0399169921875,1624.5850830078125,1389.2161865234375,1263.302490234375
2,TAS,1404.869140625,737.7466430664062,691.511962890625,638.0297241210938,457.06036376953125,522.3248901367188,556.8356323242188,418.9102783203125,497.0347595214844,590.2501220703125,521.2860107421875,490.3286437988281,1350.5238037109375,689.89404296875,845.5408325195312,694.3919067382812,448.2188720703125,439.304931640625,526.8236083984375,441.51458740234375,559.1135864257812,724.961669921875,726.6949462890625,638.91015625,1322.432861328125,753.1566162109375,744.10107421875,701.1903686523438,497.5123291015625,514.1124267578125,500.15655517578125,349.4366149902344,471.08648681640625,613.106689453125,587.2943725585938,575.7001342773438,1428.84521484375,685.16064453125,803.5363159179688,674.0712890625,498.444091796875,511.9903869628906,500.2523193359375,346.7207336425781,512.2299194335938,691.0309448242188,566.79150390625,581.8854370117188,1352.10498046875,687.95947265625,757.8199462890625,658.2935180664062,523.8642578125,435.2825927734375,413.2904968261719,323.4169006347656,469.3173522949219,613.3772583007812,577.2972412109375,619.3986206054688,1529.29248046875,728.9683227539062,860.4718017578125,824.4735107421875,551.0028076171875,468.60980224609375,435.7353820800781,322.1325378417969,435.6407775878906,651.7579345703125,575.4216918945312,629.4596557617188,1713.530029296875,914.11181640625,958.8305053710938,763.1674194335938,533.4234619140625,453.23101806640625,515.8517456054688,388.91998291015625,516.0052490234375,662.7354125976562,699.2969360351562,703.1856079101562,1523.1627197265625,778.8510131835938,931.043701171875,845.4708251953125,609.5366821289062,495.839111328125,477.2356262207031,307.7216796875,386.1350402832031,519.1954345703125,601.2145385742188,639.8712768554688,1565.0623779296875,815.123779296875,1109.2818603515625,918.0403442382812,620.8377075195312,513.68603515625,475.6413879394531,275.5273132324219,407.4544677734375,535.7588500976562,580.421142578125,704.9273681640625,1623.63037109375,876.0606689453125,1045.981201171875,785.526123046875,523.7297973632812,485.5926818847656,507.1937561035156,366.30145263671875,468.0108947753906,612.947998046875,634.435546875,701.418212890625,1457.8212890625,744.8485717773438,1054.2325439453125,847.8482055664062,604.7651977539062,497.9069519042969,495.25360107421875,330.298583984375,441.51495361328125,516.4918212890625,596.7589111328125,702.3475341796875,1409.6705322265625,816.1760864257812,982.6849975585938,894.112060546875,570.14208984375,499.5684509277344,488.49615478515625,352.75286865234375,459.93865966796875,591.9960327148438,639.9385986328125,726.5308837890625
2,VIC,9168.7255859375,3571.15576171875,3669.350341796875,4652.87158203125,3435.261962890625,3430.397705078125,3866.354736328125,3293.99072265625,3482.64794921875,4195.283203125,3635.13720703125,3738.043212890625,9162.9755859375,3802.837646484375,4231.93603515625,4402.3623046875,2884.4794921875,2935.57470703125,3511.60595703125,3103.7919921875,3200.2421875,4191.83154296875,3977.813232421875,3812.833251953125,8956.4814453125,4209.173828125,3394.8125,4923.5537109375,3310.61279296875,3303.3115234375,3958.5595703125,3259.332275390625,3319.6474609375,4371.541015625,3657.697265625,4069.82763671875,9758.82421875,3531.07958984375,4178.12451171875,4990.470703125,3311.778076171875,3463.37548828125,4080.353271484375,3238.183349609375,3370.576416015625,4336.8037109375,3710.192626953125,4015.1884765625,9354.453125,3443.811767578125,3858.916748046875,4786.81640625,3365.319580078125,3574.15185546875,4084.15625,3421.27734375,3547.936767578125,4431.63232421875,3868.128662109375,4212.2587890625,9117.9658203125,3387.463134765625,3974.48681640625,4949.39404296875,3417.9423828125,3448.704833984375,4114.142578125,3300.054443359375,3596.323486328125,4230.40625,3789.561767578125,4095.0244140625,8861.904296875,3234.706298828125,4026.72216796875,4753.8251953125,3271.54150390625,3238.63232421875,3819.156982421875,3235.9326171875,3335.013427734375,4175.10107421875,3827.86474609375,4164.16748046875,8689.169921875,3049.599609375,4041.623046875,4535.58056640625,3372.876220703125,3457.285888671875,3635.32421875,3146.714599609375,3316.585205078125,3927.8759765625,3440.3720703125,3863.2802734375,8941.6630859375,3246.107177734375,4038.66357421875,4854.9521484375,3184.557373046875,3527.187255859375,3694.077880859375,3218.5380859375,3327.40478515625,4187.634765625,3534.234375,3989.325439453125,8971.6474609375,3298.357666015625,3764.18994140625,4370.20458984375,3090.486328125,3104.294189453125,3742.76513671875,3195.50537109375,3303.897216796875,4210.09375,3679.05322265625,3890.4306640625,8489.9814453125,3110.192626953125,3592.047119140625,4424.38916015625,3305.5751953125,3284.594970703125,3722.6884765625,3279.5244140625,3307.0615234375,4186.41796875,3746.5390625,3698.412841796875,8209.6474609375,2921.385986328125,3494.218017578125,4373.73193359375,2907.551025390625,3274.564453125,3705.952392578125,3259.642822265625,3392.826904296875,4231.1357421875,3699.552001953125,3881.021240234375
2,WA,3734.03466796875,1672.940673828125,1792.8353271484375,2253.859619140625,1942.1805419921875,2109.17138671875,2545.488037109375,2271.82470703125,2467.19580078125,2613.275390625,1780.3836669921875,1744.5941162109375,3352.669677734375,1439.7021484375,1924.03515625,2186.61279296875,1705.2977294921875,1956.4110107421875,2379.6298828125,2245.25,2565.585205078125,2747.717529296875,2146.780517578125,1686.0233154296875,3018.73828125,1633.3404541015625,1374.286376953125,2271.419189453125,1617.786376953125,1967.693603515625,2666.901123046875,2326.55810546875,2532.519287109375,2907.508544921875,1793.801513671875,1774.1826171875,3579.643798828125,1644.0361328125,2024.0482177734375,2342.068359375,1879.434814453125,2067.10595703125,2617.287353515625,2153.705078125,2389.04736328125,2825.33203125,1702.42626953125,1677.6387939453125,3809.24072265625,1521.6375732421875,1889.3685302734375,2326.46533203125,1916.788330078125,2041.1978759765625,2503.93603515625,2000.1378173828125,2318.6484375,2763.587158203125,1891.179443359375,1811.9093017578125,3531.077880859375,1520.3548583984375,1774.2191162109375,2157.6982421875,1853.5908203125,2125.177734375,2545.267333984375,2244.24755859375,2665.116943359375,3044.050048828125,1842.2523193359375,1866.092529296875,4062.141845703125,1548.7578125,1882.1817626953125,2445.12646484375,1915.0828857421875,2260.546875,2761.16259765625,2357.239501953125,2516.9130859375,3035.6953125,1877.980712890625,1920.1043701171875,3509.413818359375,1546.63818359375,1877.6156005859375,2281.475830078125,1774.4248046875,2034.306640625,2420.708984375,2302.89208984375,2658.637939453125,2681.48681640625,2011.6446533203125,1977.037841796875,3484.5576171875,1723.732666015625,2072.7763671875,2443.820068359375,1901.1669921875,2040.3494873046875,2587.895263671875,2313.652099609375,2635.25439453125,2831.542724609375,1891.6641845703125,1908.981689453125,3364.685791015625,1594.9669189453125,2027.7001953125,2353.732177734375,1982.2760009765625,2019.065185546875,2615.240234375,2402.652099609375,2603.555908203125,2713.999267578125,2091.167236328125,1844.1551513671875,3178.959716796875,1472.105712890625,1801.9117431640625,2263.665771484375,1766.0791015625,2085.80517578125,2484.259033203125,2258.77099609375,2553.1650390625,2511.26025390625,1935.4671630859375,1739.902587890625,3106.218505859375,1433.4935302734375,1983.36083984375,2191.720703125,1684.619384765625,2044.3487548828125,2177.794921875,1950.024658203125,2171.774169921875,2058.0263671875,1595.2236328125,1686.5301513671875
3,NSW-Blue Mountains,239.53883361816406,102.74275970458984,106.14879608154297,151.15762329101562,121.86819458007812,126.86653137207031,180.0315704345703,150.8437957763672,128.11605834960938,167.7772674560547,140.55902099609375,97.00655364990234,264.30517578125,108.2994613647461,145.59478759765625,187.94712829589844,153.0293731689453,162.1796417236328,193.70651245117188,156.7511444091797,149.7103729248047,177.65902709960938,164.3305206298828,140.2936553955078,216.5487823486328,96.97130584716797,139.02740478515625,162.3701629638672,155.45521545410156,188.67300415039062,197.16757202148438,151.04837036132812,135.45481872558594,156.9645233154297,120.69181823730469,113.15625,193.2135467529297,96.33982849121094,133.41294860839844,171.31080627441406,139.1656036376953,176.47988891601562,174.71327209472656,140.51953125,140.54461669921875,140.2355499267578,100.72605895996094,90.3729248046875,145.48414611816406,95.0830307006836,132.02647399902344,164.51406860351562,128.3513641357422,181.41871643066406,179.40321350097656,154.0411834716797,142.81517028808594,120.88568878173828,95.70072174072266,86.04949951171875,116.78700256347656,67.19383239746094,102.95696258544922,122.96337127685547,121.88926696777344,140.0980682373047,140.42457580566406,106.36016845703125,96.54003143310547,113.5525894165039,73.65230560302734,69.51974487304688,117.77713012695312,80.7728042602539,91.48291015625,142.3145751953125,99.23737335205078,125.87640380859375,126.04669189453125,91.06340026855469,92.45276641845703,111.1439437866211,99.33775329589844,88.48260498046875,173.20071411132812,87.5265884399414,110.13243865966797,144.52117919921875,109.39460754394531,114.7325210571289,127.30570220947266,108.15184783935547,101.95032501220703,103.0069351196289,94.6166763305664,104.78994750976562,180.62692260742188,85.01446533203125,104.68286895751953,140.557861328125,103.03538513183594,116.21969604492188,128.34339904785156,116.63475799560547,111.8302001953125,127.6213607788086,102.81151580810547,96.0262680053711,160.2108154296875,77.20030212402344,111.76444244384766,146.89483642578125,119.84026336669922,122.33531188964844,147.52777099609375,108.6554183959961,110.0910415649414,133.8804473876953,98.93501281738281,98.0193862915039,137.62020874023438,77.15837860107422,114.16063690185547,141.16757202148438,125.58853149414062,147.55453491210938,165.36708068847656,129.8574676513672,135.54470825195312,128.39932250976562,96.1371841430664,91.89015197753906,101.49720001220703,75.15457916259766,104.37982177734375,136.0026092529297,113.00830078125,126.84237670898438,134.5296630859375,125.50597381591797,110.31049346923828,109.11820220947266,68.71410369873047,75.05567932128906
3,NSW-Canberra,725.4348754882812,350.0472106933594,394.8704528808594,447.44329833984375,339.44586181640625,337.3373107910156,391.3812561035156,354.0094909667969,395.5551452636719,439.92498779296875,341.4264831542969,349.17413330078125,704.8591918945312,353.6754455566406,398.5597839355469,461.5853271484375,367.6349182128906,361.5645751953125,431.3757629394531,404.4530334472656,422.313720703125,557.2501220703125,452.36529541015625,405.4156188964844,670.8408813476562,423.4729309082031,425.2019958496094,517.544921875,437.3672790527344,403.3861083984375,458.1956481933594,428.14544677734375,442.1604309082031,505.17218017578125,466.27972412109375,450.4771728515625,587.036865234375,353.461181640625,438.1390686035156,535.4644165039062,451.8636779785156,441.2516174316406,487.1501159667969,403.029296875,418.7241516113281,532.7789916992188,441.9411315917969,428.69952392578125,532.0036010742188,315.39434814453125,436.55120849609375,482.29168701171875,436.16656494140625,459.72406005859375,503.79058837890625,409.1412658691406,419.6835632324219,469.37103271484375,411.09075927734375,423.8814392089844,462.6353759765625,351.605712890625,398.6962890625,434.1191711425781,424.0803527832031,436.5433654785156,454.91741943359375,383.8274230957031,406.23858642578125,467.6749572753906,418.3703308105469,449.9320373535156,498.8487243652344,303.4849548339844,399.5700378417969,417.12127685546875,401.3806457519531,441.0544738769531,449.99395751953125,371.4373474121094,410.1417236328125,489.0041198730469,391.97174072265625,429.1177673339844,547.7311401367188,289.73406982421875,379.0321350097656,408.5755615234375,373.8090515136719,403.61834716796875,446.34735107421875,391.6830749511719,421.0339050292969,478.8263244628906,349.01910400390625,388.2082214355469,584.4991455078125,294.03271484375,383.74554443359375,470.5381774902344,417.7707214355469,439.6880798339844,481.18670654296875,400.3652038574219,410.94158935546875,467.25128173828125,398.09991455078125,338.54193115234375,697.4508056640625,293.6996765136719,399.196533203125,535.287109375,396.6813049316406,408.95343017578125,490.6871337890625,399.1558837890625,422.2284240722656,499.9105529785156,369.205810546875,361.3497314453125,633.2608032226562,345.8934020996094,359.5427551269531,488.7279052734375,418.5015563964844,374.74969482421875,461.12255859375,395.927734375,390.6781921386719,464.5653991699219,379.3751525878906,355.3160400390625,570.1004028320312,280.310791015625,373.5093078613281,424.2717590332031,353.33551025390625,351.9669189453125,417.1910095214844,318.1871032714844,366.0061340332031,455.9063720703125,321.21710205078125,333.7753601074219
