Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,Aggregated,25981.169921875,26588.208984375,26588.208984375,26709.615234375,26466.80078125,26831.0234375,27316.65234375,26466.80078125,27681.287109375,28184.58203125,28184.58203125,27932.935546875,28184.58203125,28184.58203125,28184.58203125,28436.23046875,29456.0390625,29456.0390625,29726.27734375,29726.27734375,29726.27734375,29996.517578125,29996.517578125,29996.517578125
2,ACT,173.13783264160156,160.51319885253906,166.82550048828125,175.84310913085938,186.66421508789062,163.21847534179688,160.51319885253906,165.9237518310547,161.7045440673828,222.56109619140625,220.8223419189453,219.08358764648438,226.03860473632812,217.34481811523438,217.34481811523438,226.03860473632812,228.73899841308594,246.3343048095703,219.9413604736328,223.46041870117188,237.5366668701172,234.01759338378906,232.258056640625,228.73899841308594
2,NSW,9524.48828125,9658.6357421875,9658.6357421875,9613.919921875,9658.6357421875,9792.7841796875,9971.6484375,9971.6484375,10220.1650390625,10404.3125,10312.2392578125,10312.2392578125,10496.3857421875,10404.3125,10220.1650390625,10036.0185546875,10054.833984375,10250.0732421875,10054.833984375,9859.5947265625,9859.5947265625,9859.5947265625,9761.974609375,9859.5947265625
2,NT,836.4613647460938,902.6001586914062,906.49072265625,910.3812255859375,1019.3157348632812,972.6295166015625,957.0675048828125,925.9432983398438,1106.9244384765625,1106.9244384765625,1082.142578125,1106.9244384765625,1156.48828125,1156.48828125,1189.53076171875,1197.7913818359375,1184.1484375,1242.3851318359375,1222.972900390625,1261.79736328125,1300.6219482421875,1358.8587646484375,1378.27099609375,1407.389404296875
2,QLD,5634.03466796875,5713.76123046875,5527.73193359375,5474.5810546875,5448.00537109375,5580.88330078125,5580.88330078125,5607.458984375,5583.0107421875,5797.74169921875,5744.05908203125,5636.693359375,5636.693359375,5744.05908203125,5636.693359375,5636.693359375,5508.3505859375,5617.4267578125,5671.96484375,5726.5029296875,5671.96484375,5671.96484375,5671.96484375,5726.5029296875
2,SA,1706.5604248046875,1790.740478515625,1813.6986083984375,1844.3095703125,1890.22607421875,1920.8370361328125,1966.75341796875,1936.1424560546875,1936.5933837890625,1969.9827880859375,1969.9827880859375,1919.8985595703125,1953.2880859375,1986.6776123046875,1969.9827880859375,1969.9827880859375,2032.0963134765625,2032.0963134765625,2032.0963134765625,2050.7392578125,2069.38232421875,2069.38232421875,2069.38232421875,2069.38232421875
2,TAS,508.3847961425781,531.3770751953125,533.9317626953125,569.6975708007812,521.1582641601562,536.4864501953125,521.1582641601562,531.3770751953125,514.145263671875,529.569580078125,514.145263671875,514.145263671875,457.5892639160156,483.2965393066406,493.5794372558594,498.72088623046875,486.1259765625,481.1143798828125,496.149169921875,516.1956176757812,461.06793212890625,486.1259765625,496.149169921875,496.149169921875
2,VIC,4042.420166015625,4133.05712890625,4187.439453125,4259.94921875,4133.05712890625,4169.31201171875,4296.2041015625,4368.7138671875,4243.68310546875,4359.41943359375,4397.99853515625,4475.15625,4475.15625,4513.7353515625,4629.47216796875,4629.47216796875,4601.80078125,4686.2373046875,4770.673828125,4855.1103515625,4770.673828125,4855.1103515625,4897.3291015625,5023.98388671875
2,WA,3482.67041015625,3618.579345703125,3822.443359375,3703.52294921875,3703.52294921875,3550.625,3584.60205078125,3550.625,4079.872314453125,4541.0751953125,4682.98388671875,4824.892578125,4789.41552734375,4647.5068359375,4612.029296875,4612.029296875,4644.62255859375,4685.36474609375,4685.36474609375,4726.10693359375,4766.84912109375,4929.818359375,4970.56103515625,5011.30322265625
3,ACT-Female,9.032258033752441,8.064516067504883,11.075268745422363,12.043010711669922,18.333332061767578,15.053763389587402,12.043010711669922,14.032258033752441,14.12756633758545,13.093841552734375,14.12756633758545,11.60068416595459,13.897849082946777,14.12756633758545,15.276147842407227,13.668132781982422,12.536657333374023,14.120233535766602,13.196481704711914,14.384164810180664,15.439882278442383,13.460411071777344,16.495601654052734,15.043988227844238
3,ACT-Male,167.90321350097656,160.27127075195312,167.90321350097656,167.0552215576172,167.0552215576172,152.63929748535156,155.18328857421875,155.18328857421875,157.51832580566406,160.76612854003906,168.88563537597656,191.62022399902344,204.61143493652344,204.61143493652344,204.61143493652344,201.3636474609375,234.36949157714844,229.48680114746094,222.97654724121094,229.48680114746094,200.1906280517578,205.0733184814453,200.1906280517578,196.9354705810547
3,NSW-Female,684.308349609375,700.2969360351562,684.308349609375,668.3198852539062,645.9359741210938,697.0992431640625,719.483154296875,735.4716796875,754.5820922851562,774.266845703125,774.266845703125,774.266845703125,761.1436767578125,780.8284301757812,754.5820922851562,741.458984375,699.9797973632812,692.9093017578125,692.9093017578125,657.5568237304688,650.486328125,650.486328125,664.6273193359375,657.5568237304688
3,NSW-Male,8843.3779296875,8967.931640625,8967.931640625,8926.4140625,9009.4501953125,9092.4873046875,9258.560546875,9258.560546875,9491.8291015625,9491.8291015625,9064.2685546875,9064.2685546875,9662.853515625,9919.388671875,9577.341796875,9235.29296875,9417.12109375,9507.669921875,9326.572265625,9236.0224609375,9145.4736328125,9145.4736328125,9054.9248046875,9145.4736328125
3,NT-Female,39.10923767089844,40.08003234863281,38.13844299316406,38.13844299316406,41.189517974853516,40.08003234863281,47.15298080444336,47.15298080444336,51.3850212097168,55.468597412109375,53.42680740356445,53.086509704589844,53.086509704589844,53.76710510253906,50.70442581176758,50.70442581176758,49.22348403930664,52.27272415161133,54.45075988769531,54.01515197753906,56.628787994384766,57.5,55.32197189331055,56.628787994384766
3,NT-Male,795.3885498046875,862.9215698242188,862.9215698242188,892.9362182617188,900.4398193359375,904.191650390625,874.1770629882812,862.9215698242188,1061.324462890625,1021.7228393554688,1005.8822021484375,1029.6431884765625,1077.165283203125,1100.92626953125,1093.005859375,1124.6871337890625,1131.00439453125,1186.6275634765625,1205.1685791015625,1223.7095947265625,1279.3328857421875,1307.1444091796875,1334.9559326171875,1353.4970703125
3,QLD-Female,419.2815246582031,441.3489685058594,404.5699157714844,408.247802734375,408.247802734375,408.247802734375,433.9931335449219,445.02685546875,447.19879150390625,454.9761657714844,447.19879150390625,447.19879150390625,447.19879150390625,454.9761657714844,454.9761657714844,454.9761657714844,412.6344299316406,441.518798828125,441.518798828125,445.6451416015625,441.518798828125,462.1505432128906,458.0242004394531,449.7715148925781
3,QLD-Male,5219.439453125,5268.9130859375,5145.2294921875,5071.01953125,5046.283203125,5169.96630859375,5145.2294921875,5169.96630859375,5178.58740234375,5327.9697265625,5178.58740234375,5178.58740234375,5178.58740234375,5327.9697265625,5228.38134765625,5178.58740234375,5142.00146484375,5242.82470703125,5242.82470703125,5293.23681640625,5242.82470703125,5293.23681640625,5293.23681640625,5242.82470703125
3,SA-Female,110.25476837158203,118.51173400878906,120.45455169677734,122.3973617553711,128.7115020751953,126.28298950195312,127.25439453125,118.51173400878906,131.48094177246094,132.55865478515625,128.247802734375,125.01466369628906,134.71408081054688,121.78152465820312,127.17008209228516,131.48094177246094,132.38758850097656,131.1730194091797,128.74388122558594,131.1730194091797,131.1730194091797,129.9584503173828,132.38758850097656,129.9584503173828
3,SA-Male,1598.2484130859375,1669.918701171875,1691.4197998046875,1720.087890625,1763.0902099609375,1791.75830078125,1841.927490234375,1813.2593994140625,1827.1956787109375,1827.1956787109375,1827.1956787109375,1795.961669921875,1795.961669921875,1811.5787353515625,1827.1956787109375,1827.1956787109375,1899.7086181640625,1899.7086181640625,1917.13720703125,1934.565673828125,1934.565673828125,2021.708251953125,1969.4227294921875,1986.8511962890625
3,TAS-Female,36.191768646240234,32.151756286621094,33.16175842285156,40.23177719116211,35.181766510009766,38.21177673339844,41.241783142089844,34.1717643737793,33.45509338378906,34.48978805541992,42.42243957519531,45.181617736816406,34.48978805541992,38.28366470336914,34.48978805541992,35.17958068847656,28.186704635620117,40.31769561767578,39.247314453125,39.247314453125,37.463340759277344,35.32257843017578,46.38318634033203,47.45356750488281
3,TAS-Male,472.5,498.75,501.1363525390625,529.7727661132812,484.43182373046875,498.75,479.6590881347656,496.3636169433594,479.6554260253906,494.0450744628906,479.6554260253906,465.2657470703125,422.0967712402344,446.0795593261719,460.4692077636719,460.4692077636719,428.2428894042969,442.2073669433594,488.7554931640625,493.4103088378906,460.82659912109375,474.7910461425781,460.82659912109375,451.5169677734375
3,VIC-Female,244.66275024414062,252.97653198242188,257.7272644042969,266.04107666015625,264.8533935546875,283.8562927246094,267.228759765625,317.1114196777344,258.255126953125,270.2113952636719,291.732666015625,315.6451416015625,318.0364074707031,329.99267578125,332.3839111328125,320.4276428222656,308.9931640625,324.9755859375,327.6393127441406,335.6304931640625,324.9755859375,332.9667663574219,351.6128845214844,362.2678527832031
3,VIC-Male,3794.50634765625,3879.205078125,3930.0244140625,3980.84375,3997.783447265625,3946.964111328125,4014.72314453125,4014.72314453125,4053.020751953125,4089.208251953125,4125.39599609375,4233.958984375,4125.39599609375,4233.958984375,4306.333984375,4378.70947265625,4311.45361328125,4390.56298828125,4469.671875,4548.78125,4469.671875,4509.2265625,4588.3359375,4706.99951171875
3,WA-Female,290.5846862792969,320.7752990722656,323.2911682128906,319.5173645019531,298.13232421875,259.1361083984375,281.7790832519531,306.93792724609375,304.42816162109375,320.7367858886719,331.6092529296875,358.7903137207031,364.2265319824219,361.5084228515625,377.81707763671875,369.66278076171875,374.55096435546875,381.06488037109375,394.09271240234375,394.09271240234375,394.09271240234375,400.606689453125,400.606689453125,416.8915100097656
3,WA-Male,3303.445556640625,3256.253662109375,3350.6376953125,3445.022216796875,3287.715087890625,3240.52294921875,3240.52294921875,3193.330810546875,3734.53076171875,3898.325927734375,4094.88037109375,4291.4345703125,4356.95263671875,4291.4345703125,4225.91650390625,4225.91650390625,4310.81396484375,4310.81396484375,4348.29931640625,4460.7548828125,4498.240234375,4573.21142578125,4648.18212890625,4723.15234375
4,ACT-Female-Remanded,4.024926662445068,4.024926662445068,5.014662742614746,5.014662742614746,10.029325485229492,7.0161285400390625,9.017595291137695,9.017595291137695,10.059261322021484,7.068670272827148,3.044965982437134,7.068670272827148,7.068670272827148,11.03800106048584,9.080522537231445,7.068670272827148,8.079178810119629,5.084310531616211,7.104105472564697,4.0395894050598145,4.0395894050598145,3.064516067504883,3.064516067504883,4.0395894050598145
4,ACT-Female-Sentenced,5.019550323486328,4.034701824188232,6.036168098449707,7.021017074584961,9.022482872009277,8.03763484954834,3.0180840492248535,5.019550323486328,3.0846774578094482,11.068548202514648,11.068548202514648,6.048387050628662,6.048387050628662,8.044354438781738,5.0806450843811035,5.0806450843811035,7.0417890548706055,9.035923957824707,6.0447211265563965,3.0535190105438232,6.0447211265563965,8.038856506347656,11.092375755310059,11.092375755310059
4,ACT-Male-Remanded,59.21554183959961,59.21554183959961,62.221405029296875,83.26246643066406,98.59237670898438,85.06597900390625,81.45894622802734,88.07184600830078,103.57648468017578,70.79911804199219,74.73240661621094,69.48802185058594,81.94342803955078,78.66568756103516,68.83247375488281,68.83247375488281,91.09115600585938,91.80840301513672,73.8770751953125,71.7253189086914,86.07038116455078,88.2221450805664,79.61510467529297,71.7253189086914
