Level,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1,Aggregated,25981.169921875,26588.208984375,26588.208984375,26709.615234375,26466.80078125,26831.0234375,27316.65234375,27559.466796875,27681.287109375,28687.87890625,28939.525390625,29191.173828125,29191.173828125,29694.46875,29191.173828125,28939.525390625,28645.3203125,29185.796875,29185.796875,29456.0390625,29456.0390625,29726.27734375,29726.27734375,29996.517578125,30527.103515625,31092.423828125,31375.08203125,32505.71484375,33353.6875,34201.6640625,34484.32421875,35049.640625
2,ACT,173.13783264160156,160.51319885253906,174.94134521484375,175.84310913085938,200.1906280517578,200.1906280517578,199.2888641357422,200.1906280517578,168.65957641601562,172.1370849609375,168.65957641601562,177.35337829589844,182.56964111328125,189.52468872070312,184.3083953857422,196.47972106933594,225.21994018554688,232.258056640625,239.2961883544922,239.2961883544922,246.3343048095703,253.37242126464844,253.37242126464844,262.17010498046875,285.56451416015625,289.8912353515625,302.8714599609375,307.19818115234375,320.17840576171875,330.9952392578125,328.8318786621094,324.505126953125
2,NSW,9524.48828125,9837.5,9658.6357421875,9613.919921875,10150.51171875,11044.830078125,9971.6484375,10329.375,10220.1650390625,10312.2392578125,10312.2392578125,10404.3125,10404.3125,10496.3857421875,10496.3857421875,10680.5322265625,10054.833984375,10054.833984375,9957.2138671875,9859.5947265625,9761.974609375,9761.974609375,9761.974609375,9859.5947265625,9932.2841796875,10128.962890625,10128.962890625,10227.3017578125,10325.6416015625,10620.6591796875,10620.6591796875,10620.6591796875
2,NT,836.4613647460938,887.0381469726562,844.2423706054688,809.2277221679688,770.3225708007812,867.5855712890625,855.9140014648438,887.0381469726562,1057.3607177734375,1024.3182373046875,1073.8819580078125,1073.8819580078125,1115.1851806640625,1131.7064208984375,1123.44580078125,1148.2276611328125,1164.736083984375,1232.678955078125,1242.3851318359375,1271.5035400390625,1320.0343017578125,1358.8587646484375,1358.8587646484375,1349.152587890625,1537.2373046875,1572.7119140625,1537.2373046875,1572.7119140625,1655.486328125,1667.3111572265625,1643.661376953125,1655.486328125
2,QLD,5634.03466796875,5713.76123046875,5846.64013671875,5846.64013671875,6032.66943359375,6218.69873046875,6138.9716796875,6245.2744140625,5583.0107421875,5636.693359375,5583.0107421875,5583.0107421875,5636.693359375,5797.74169921875,5690.3759765625,5744.05908203125,5508.3505859375,5617.4267578125,5617.4267578125,5617.4267578125,5562.888671875,5617.4267578125,5453.8125,5617.4267578125,5871.353515625,5926.22607421875,5981.09912109375,5981.09912109375,6090.84375,6090.84375,6090.84375,6145.71630859375
2,SA,1706.5604248046875,1790.740478515625,1798.3931884765625,1844.3095703125,1737.17138671875,1920.8370361328125,1966.75341796875,1936.1424560546875,1986.6776123046875,1986.6776123046875,1986.6776123046875,1986.6776123046875,2003.372314453125,2103.541015625,2103.541015625,2153.625244140625,2032.0963134765625,2069.38232421875,2106.66845703125,2143.95458984375,2162.59765625,2199.8837890625,2218.52685546875,2293.099365234375,2189.415283203125,2189.415283203125,2209.139892578125,2228.8642578125,2248.588623046875,2268.313232421875,2288.03759765625,2307.761962890625
2,TAS,513.4942016601562,582.4710083007812,533.9317626953125,579.9163208007812,569.6975708007812,628.4556274414062,631.0103149414062,631.0103149414062,514.145263671875,524.4281616210938,524.4281616210938,514.145263671875,467.8721618652344,488.43798828125,498.72088623046875,514.145263671875,451.0447082519531,471.0911560058594,496.149169921875,486.1259765625,506.17242431640625,521.2072143554688,521.2072143554688,521.2072143554688,456.9061584472656,481.20965576171875,500.6524963378906,486.0704040527344,486.0704040527344,486.0704040527344,505.51318359375,500.6524963378906
2,VIC,4042.420166015625,4133.05712890625,4187.439453125,3988.037841796875,4133.05712890625,4278.07666015625,4259.94921875,4187.439453125,4397.99853515625,4475.15625,4513.7353515625,4552.31396484375,4590.89306640625,4629.47216796875,4629.47216796875,4668.05078125,4686.2373046875,4686.2373046875,4728.45556640625,4770.673828125,4812.89208984375,4855.1103515625,4897.3291015625,4981.765625,5066.8232421875,5112.0625,5157.30224609375,5202.54150390625,5293.0205078125,5338.259765625,5383.49951171875,5383.49951171875
2,WA,3584.60205078125,3737.500244140625,3856.42041015625,3907.386474609375,3771.477294921875,3992.329345703125,3924.375,4060.283935546875,3973.44091796875,4008.91796875,4044.395263671875,4079.872314453125,4115.349609375,4186.3037109375,4221.78076171875,4221.78076171875,4644.62255859375,4644.62255859375,4644.62255859375,4644.62255859375,4644.62255859375,4644.62255859375,4644.62255859375,4685.36474609375,5065.32470703125,5110.9580078125,5156.591796875,5156.591796875,5202.22509765625,5202.22509765625,5247.8583984375,5247.8583984375
3,ACT-Female,9.30107593536377,9.623656272888184,11.827957153320312,12.043010711669922,11.23655891418457,11.45161247253418,14.731183052062988,12.634407997131348,13.208700180053711,15.391006469726562,13.897849082946777,14.701857566833496,17.803030014038086,16.9990234375,14.242424964904785,14.58699893951416,15.175952911376953,12.800586700439453,13.328445434570312,13.064516067504883,13.988269805908203,13.592374801635742,13.724340438842773,15.571846961975098,12.084554672241211,12.084554672241211,14.448925018310547,17.07600212097168,14.186216354370117,19.440372467041016,17.207355499267578,16.156524658203125
3,ACT-Male,161.1192626953125,172.99119567871094,159.4232635498047,163.66323852539062,165.35923767089844,167.90321350097656,172.99119567871094,167.90321350097656,149.39881896972656,152.64663696289062,160.76612854003906,167.26173400878906,175.3812255859375,162.39002990722656,170.509521484375,178.62904357910156,216.4662628173828,218.0938262939453,222.97654724121094,229.48680114746094,235.99705505371094,237.62461853027344,235.99705505371094,239.25218200683594,254.001708984375,254.001708984375,256.0337219238281,264.1617736816406,276.3538818359375,274.3218688964844,282.4499206542969,280.41790771484375
3,NSW-Female,770.6463623046875,812.216552734375,821.8096313476562,796.22802734375,802.6234130859375,780.239501953125,802.6234130859375,876.1705932617188,728.3358154296875,767.7052612304688,793.9515991210938,807.0748291015625,807.0748291015625,807.0748291015625,807.0748291015625,813.6364135742188,714.120849609375,707.0503540039062,699.9797973632812,692.9093017578125,657.5568237304688,657.5568237304688,678.768310546875,692.9093017578125,681.2939453125,695.1979370117188,716.0538940429688,716.0538940429688,716.0538940429688,723.005859375,743.8617553710938,750.813720703125
3,NSW-Male,8843.3779296875,9050.9697265625,9092.4873046875,8926.4140625,9050.9697265625,8967.931640625,8760.3408203125,8677.3046875,9320.8056640625,9320.8056640625,9406.3173828125,9491.8291015625,9577.341796875,9577.341796875,9662.853515625,9662.853515625,9236.0224609375,9145.4736328125,8964.375,8783.2763671875,8602.177734375,8783.2763671875,8783.2763671875,8873.8251953125,9230.1337890625,9412.908203125,9504.2958984375,9504.2958984375,9595.68359375,9687.0703125,9778.4580078125,9869.845703125
3,NT-Female,34.25525665283203,35.64210510253906,34.94868087768555,34.80999755859375,36.7515869140625,35.780792236328125,39.10923767089844,40.08003234863281,46.280548095703125,51.04472351074219,47.30144119262695,49.0029296875,52.405914306640625,52.065616607666016,55.468597412109375,55.468597412109375,49.22348403930664,52.70833206176758,52.70833206176758,52.70833206176758,53.57954788208008,53.57954788208008,53.57954788208008,57.06439208984375,88.44696807861328,89.58821868896484,91.8707275390625,93.01197814941406,101.57135772705078,108.41886901855469,107.27761840820312,103.8538589477539
