Level,Description,1,2,3,4,5,6,7,8
1,Aggregated,30753.580078125,31552.66796875,31607.6328125,31623.1484375,31420.69140625,32078.568359375,32083.837890625,32188.96875
2,ACT,221.2480010986328,239.29571533203125,249.0911865234375,258.5090637207031,268.4559631347656,292.94549560546875,308.6098327636719,314.532470703125
2,NSW,10238.724609375,10536.380859375,10496.66015625,10421.7841796875,10370.5322265625,10590.162109375,10474.0400390625,10392.349609375
2,NT,1094.279052734375,1097.7694091796875,1062.83447265625,1039.41162109375,991.2808227539062,954.4970092773438,900.0791015625,865.4946899414062
2,QLD,5589.12646484375,5706.46435546875,5673.83837890625,5620.9912109375,5562.71875,5716.97119140625,5645.87353515625,5598.935546875
2,SA,1925.7344970703125,1941.04296875,1916.49267578125,1869.34716796875,1806.205078125,1780.093017578125,1729.9970703125,1684.033203125
2,TAS,454.2933044433594,461.4245910644531,459.37506103515625,452.5196533203125,422.78485107421875,418.81915283203125,410.4092102050781,401.9114074707031
2,VIC,4562.01513671875,4641.3662109375,4647.25341796875,4636.82763671875,4573.39306640625,4654.70068359375,4618.3291015625,4570.9365234375
2,WA,4692.71484375,4819.37451171875,4857.8125,4830.3125,4764.82470703125,4821.16845703125,4785.03662109375,4709.67578125
3,ACT-Female,13.389490127563477,14.144469261169434,15.113265037536621,14.85947322845459,14.955883979797363,15.30665397644043,14.499505043029785,15.473934173583984
3,ACT-Male,208.24813842773438,219.1786651611328,228.14231872558594,231.5043487548828,234.1020965576172,248.8032989501953,257.5067443847656,252.41265869140625
3,NSW-Female,740.3617553710938,764.6182861328125,757.4220581054688,742.7894897460938,726.20947265625,736.4044799804688,721.8411254882812,713.0672607421875
3,NSW-Male,9459.6962890625,9651.7568359375,9614.0859375,9497.84375,9509.380859375,9667.76953125,9575.439453125,9454.6416015625
3,NT-Female,47.92814636230469,52.04619216918945,52.855018615722656,49.136077880859375,48.06391143798828,51.683162689208984,51.233951568603516,50.17212677001953
3,NT-Male,1087.28955078125,1115.3665771484375,1110.8719482421875,1100.87890625,1066.099365234375,1076.2110595703125,1068.42626953125,1058.9390869140625
3,QLD-Female,410.8654479980469,422.37396240234375,422.40399169921875,417.6070556640625,412.7122497558594,431.1477966308594,431.10943603515625,425.41888427734375
3,QLD-Male,5165.5390625,5277.935546875,5267.2685546875,5208.52294921875,5191.7490234375,5277.6767578125,5227.79931640625,5178.1884765625
3,SA-Female,130.56796264648438,137.03607177734375,136.72752380371094,137.1376953125,136.4920654296875,143.56631469726562,146.46470642089844,142.61582946777344
3,SA-Male,1822.7896728515625,1863.4832763671875,1857.113525390625,1825.2506103515625,1782.7421875,1814.0894775390625,1792.5330810546875,1739.8505859375
3,TAS-Female,35.06161117553711,37.95823287963867,37.74222183227539,34.732269287109375,35.27513885498047,38.3642692565918,39.410118103027344,35.42341995239258
3,TAS-Male,450.9999694824219,472.703125,481.2529296875,478.1922912597656,464.9482116699219,485.29205322265625,498.9640197753906,497.5527038574219
3,VIC-Female,319.5097961425781,331.88214111328125,332.3170166015625,335.0649108886719,339.5498046875,348.4740905761719,355.44415283203125,362.16729736328125
3,VIC-Male,4271.97314453125,4335.8271484375,4351.2451171875,4319.26953125,4254.18505859375,4310.61572265625,4298.80615234375,4227.6064453125
3,WA-Female,383.6147766113281,400.207763671875,404.9143981933594,408.1799621582031,410.6166076660156,422.6158752441406,424.9688415527344,420.5375061035156
3,WA-Male,4240.83544921875,4346.88427734375,4384.20068359375,4370.66845703125,4314.48095703125,4367.7939453125,4319.02490234375,4232.6181640625
4,ACT-Female-Remanded,7.678132057189941,7.820668697357178,7.268073081970215,7.299066543579102,7.974352836608887,8.227776527404785,7.885400295257568,7.520031452178955
4,ACT-Female-Sentenced,5.8887481689453125,6.346425533294678,6.443094730377197,6.407304286956787,7.506414890289307,7.632234573364258,6.591195106506348,5.993804931640625
4,ACT-Male-Remanded,71.6139907836914,71.5920639038086,70.24671936035156,71.52989196777344,71.08629608154297,74.6502456665039,75.22064208984375,71.04145812988281
4,ACT-Male-Sentenced,127.02819061279297,124.95195770263672,121.01141357421875,115.59186553955078,110.97107696533203,109.48961639404297,103.03851318359375,98.46450805664062
4,NSW-Female-Remanded,196.4013214111328,198.48236083984375,198.3643798828125,193.76980590820312,193.69119262695312,191.33529663085938,199.29051208496094,193.98597717285156
4,NSW-Female-Sentenced,537.4828491210938,546.6918334960938,545.0120239257812,524.1038208007812,528.7314453125,536.4317016601562,522.1712036132812,504.63885498046875
4,NSW-Male-Remanded,2366.417236328125,2427.60107421875,2416.702392578125,2371.3154296875,2333.321533203125,2354.41552734375,2361.761962890625,2317.44091796875
4,NSW-Male-Sentenced,6943.1513671875,7007.1455078125,6969.953125,6875.36083984375,6755.298828125,6828.31103515625,6739.36669921875,6682.70263671875
4,NT-Female-Remanded,10.241971969604492,11.18472957611084,10.016250610351562,9.100220680236816,11.585695266723633,12.540313720703125,11.370319366455078,11.915264129638672
4,NT-Female-Sentenced,37.271419525146484,37.3192253112793,37.60055160522461,35.79125213623047,36.103145599365234,35.81062316894531,34.871456146240234,34.05046081542969
4,NT-Male-Remanded,240.98916625976562,239.87179565429688,237.54331970214844,231.4354705810547,228.26394653320312,235.3061981201172,237.10208129882812,234.78070068359375
4,NT-Male-Sentenced,837.3920288085938,825.6865844726562,821.0316772460938,812.0864868164062,789.5450439453125,800.2386474609375,800.47216796875,766.5116577148438
4,QLD-Female-Remanded,86.7474365234375,91.61046600341797,88.50362396240234,87.52754211425781,87.85009002685547,88.76072692871094,89.28109741210938,88.04033660888672
4,QLD-Female-Sentenced,324.1338806152344,334.50469970703125,327.797119140625,319.0491638183594,318.8471984863281,331.5490417480469,334.25750732421875,318.5637512207031
4,QLD-Male-Remanded,1076.3946533203125,1089.729248046875,1091.7601318359375,1086.9425048828125,1073.101806640625,1090.7803955078125,1090.5062255859375,1077.364990234375
4,QLD-Male-Sentenced,4048.10595703125,4119.08935546875,4108.126953125,4094.0869140625,4029.865966796875,4094.81298828125,4043.624755859375,3981.86474609375
4,SA-Female-Remanded,52.031227111816406,52.897796630859375,51.61116027832031,50.22679138183594,52.380828857421875,54.03793716430664,52.7307243347168,51.27261734008789
4,SA-Female-Sentenced,74.33503723144531,76.51353454589844,73.17970275878906,73.37870025634766,73.2842025756836,73.79212951660156,73.68965911865234,74.45326232910156
4,SA-Male-Remanded,613.5679321289062,621.7650756835938,618.9795532226562,616.3606567382812,608.126708984375,611.2459106445312,604.5006713867188,599.6390991210938
4,SA-Male-Sentenced,1210.607177734375,1229.439208984375,1218.11865234375,1201.3685302734375,1180.8787841796875,1211.9912109375,1222.2908935546875,1188.6156005859375
4,TAS-Female-Remanded,7.748698711395264,8.033769607543945,7.653014659881592,8.710456848144531,9.06477165222168,8.734253883361816,8.634672164916992,7.853507995605469
4,TAS-Female-Sentenced,28.58491325378418,30.427743911743164,29.607181549072266,28.39240837097168,27.784761428833008,29.256206512451172,27.20693016052246,26.149356842041016
4,TAS-Male-Remanded,86.24440002441406,90.8677978515625,88.01617431640625,86.50735473632812,89.25337219238281,94.00148010253906,93.40642547607422,90.0844955444336
4,TAS-Male-Sentenced,368.0067443847656,375.8318786621094,371.30987548828125,361.8005676269531,369.8243713378906,376.82049560546875,372.5673828125,357.80584716796875
4,VIC-Female-Remanded,69.51349639892578,72.7788314819336,69.65194702148438,70.20254516601562,70.21519470214844,72.93516540527344,71.00006103515625,70.9981918334961
4,VIC-Female-Sentenced,239.7694549560547,240.3173828125,233.65737915039062,230.71478271484375,228.56822204589844,225.59657287597656,219.37350463867188,215.8091278076172
4,VIC-Male-Remanded,761.08251953125,774.347412109375,774.2313842773438,762.3148803710938,758.0281982421875,771.1192626953125,758.0660400390625,745.9861450195312
4,VIC-Male-Sentenced,3451.64794921875,3500.707275390625,3499.88818359375,3467.98681640625,3422.66259765625,3426.2021484375,3426.10107421875,3363.483642578125
4,WA-Female-Remanded,65.51617431640625,66.19278717041016,64.87068939208984,61.1330451965332,64.97364044189453,69.56522369384766,68.94953155517578,67.66172790527344
4,WA-Female-Sentenced,312.9347229003906,315.9302673339844,313.6544189453125,303.0278015136719,295.2212829589844,296.53228759765625,285.2830810546875,281.25244140625
4,WA-Male-Remanded,681.3845825195312,691.8231201171875,694.4566650390625,678.9801025390625,665.48486328125,685.8018798828125,670.646240234375,652.6951904296875
4,WA-Male-Sentenced,3483.4853515625,3542.768310546875,3551.85546875,3541.048583984375,3439.781494140625,3439.24267578125,3401.27490234375,3323.17041015625
