"frequency","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","seasonal_strength","peak","trough","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","seas_acf1"
"1",4,1,4,0.998368934884004,2.78256278283774e-09,5.99034975069155,0.7508985324754,0.181559151057645,0.250554772053413,0.525257233266577,2,1,0.34405691396589,0.889464320479977,2.8230679833532,0.254562311079592,0.434845528896333,-0.489541957521896,1.68736000165091,0.563677083314936
"2",4,1,4,0.983181220000483,4.78138738602971e-07,5.36560351878119,2.65585591919564,-0.0182996898125056,0.301877231908827,0.18780126146308,2,3,0.232147571174887,0.898679009888732,3.35103546541514,0.0589090601463012,0.135703987455523,-0.392346214990594,0.229006764945456,0.634602656318007
"3",4,1,4,0.993063573660382,6.03414355576176e-08,4.88609313750919,-1.07247600213796,0.190753587334102,0.296890648868822,0.620989842439931,2,4,0.489295395610838,0.883137666213374,1.93902954171865,0.344917034315318,0.538550818012425,-0.292582790057833,0.811177271691321,0.416579111568824
"4",4,1,4,0.996064195535365,2.30185134116117e-08,6.12961356571837,0.671675209309549,-0.363668044704742,0.677905660950175,0.592783975128443,2,3,0.39934152470462,0.931822075451803,4.31453613960063,-0.126904987774773,0.667397364141134,-0.367239051116534,0.717582153671559,0.744142317426959
"5",4,1,4,0.993223535095007,4.47039854300993e-08,4.65417236223688,2.97064866370266,0.159090711513607,0.422688297692593,0.407546793563541,2,1,0.476546842265313,0.845473685445914,1.62078362083287,0.362554126944914,0.386241224126182,-0.417209173170194,1.06042951190028,0.342091672320052
"6",4,1,4,0.996922425065638,1.24873523501888e-08,6.00439892826977,0.536865092724328,-0.310226513780003,0.327210384593588,0.191771519402583,2,1,0.418280498850376,0.886860783137145,2.81017308674078,0.0833202880409865,0.23314929144626,-0.471347358818021,0.354853285190094,0.580275475117479
"7",4,1,4,0.921302641268422,4.52585092461383e-06,-4.60838657340178,-0.980409908864792,-0.0538560342524204,0.597318077619518,0.700876593848257,4,1,0.687260331892189,0.650254014713005,0.981315139719014,-0.210567187290574,0.856602422540545,-0.505017948587051,1.62524259899542,0.425274190823578
"8",4,1,4,0.998597060636942,2.15815625834113e-09,5.91098845995071,1.3292252520368,0.0186754162490624,0.198113012910755,0.716629580171289,4,1,0.36806837936908,0.880758603853211,2.79413431640018,0.208959495154045,0.46344157279519,-0.375097090873513,1.22539084226552,0.575933218816634
"9",4,1,4,0.995251512391124,2.29137151891179e-08,5.98505183326044,-0.407517214823686,0.216856137155617,0.517622517260846,0.20733383264625,4,1,0.374099607651179,0.924702097382184,3.94727308844283,0.428512917023371,0.743140436753608,-0.0427258848744155,0.347708618240719,0.686034126980999
"10",4,1,4,0.721034979029962,7.27340828276667e-05,2.88632003099759,-0.646320934660446,-0.349324164392456,0.528399665863415,0.223787395316622,2,4,0.830143509762471,0.437248850157347,0.330809537374127,-0.304371274481976,0.453627280732293,-0.587107358107455,1.00926478328486,0.0166061486322924
"11",4,1,4,0.98584810990573,3.71066453710246e-07,5.30949938491865,2.74762205176578,0.0499864054000284,0.395563259688611,0.186003175475074,4,3,0.308760478264816,0.90581154746777,3.45558022466335,0.152273957769356,0.177754503344512,-0.317395394613706,0.232283566591224,0.646937345840988
"12",4,1,4,0.95388696417925,2.82520233648924e-06,1.98900525062221,-2.14075874707014,-0.0630790836412674,0.162472684919334,0.323964552570774,2,1,0.583060708334962,0.864826027179083,1.98698217596379,0.121698894110291,0.153355216468955,-0.465500178309008,0.339136939870665,0.287035499337905
"13",4,1,4,0.993737647476713,4.24390845396195e-08,5.05808869576314,-0.95132447652823,0.127175188245561,0.246332297016927,0.626205465100024,2,4,0.476115865052257,0.88046475319295,1.96162510403374,0.322230615046569,0.517501758783281,-0.315903309779926,0.806836063402821,0.427847219645037
"14",4,1,4,0.990381879021248,2.70730151253624e-07,5.81504652907016,1.78795875130995,-0.384592797928223,0.410638125794225,0.236077154242443,2,4,0.373341171704561,0.911616899436447,3.32925096058663,-0.216666666666667,0.187087158417789,-0.541367481358958,0.504970373148615,0.645928572866397
"15",4,1,4,0.995074423139637,3.63834300636507e-08,6.12332109070145,0.535361207003083,-0.418445202241843,0.660139688736981,0.55885791389891,1,3,0.41661853814048,0.931707859412131,4.38748164138753,-0.17316319159296,0.576189263666792,-0.424356593837164,0.679401217098242,0.751228955844015
"16",4,1,4,0.992453827144084,7.40708132680427e-08,5.17571562498357,2.45399911425299,-0.108308573278932,0.294797163214603,0.194404302818062,2,1,0.427181261957578,0.871469919998015,2.12597016671109,0.201286757263333,0.230733317287253,-0.43722637637593,0.435600765551708,0.47396354075361
