"frequency","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","seasonal_strength","peak","trough","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","seas_acf1"
"1",4,1,4,0.999755931332149,1.20290928361792e-11,10.5821640885314,1.28463377680036,-0.311207376792041,0.201947478785541,0.639532478425446,2,3,0.168816576245296,0.973321238447805,7.51414905542435,-0.369629786577877,1.57091717184414,-0.776023607123381,3.63325302920552,0.899090411664538
"2",4,1,4,0.993813968575651,5.94350038099142e-09,10.4558699727007,-0.919341792247691,-0.442575170631867,0.382762940876095,0.28375675367679,2,3,0.0959406784081206,0.963315562674783,7.15125414951927,-0.271880924143084,0.157144025778757,-0.573559723551894,0.452436862294971,0.876802425344305
"3",4,1,4,0.99814467946784,7.18816271403239e-10,10.6397375085866,1.0452757333205,-0.220221781606891,0.507622675395484,0.268782125562975,2,1,0.245197830719895,0.966679127082754,7.25633393069674,-0.373635342108421,0.732786077978219,-0.628537546050857,1.51276501871862,0.885203813856226
"4",4,1,4,0.963560935321044,2.37248131555879e-07,8.86569086459011,-0.0919871667498464,-0.395656848491501,0.354396022067008,0.506307875509294,4,3,0.438230014288027,0.87241421316036,4.84935984031224,-0.411756168637634,0.565440562450004,-0.66261464765698,1.19716548267574,0.768692672396235
"5",4,1,4,0.985914450045777,4.73645001398396e-08,9.51538365272373,3.12164752957622,-0.196253481021353,0.230708461580491,0.224529588193318,4,2,0.38294217403313,0.959764869258942,6.85246352101161,-0.150031902989359,0.0718856457808831,-0.535043234645448,0.368160523018612,0.870445627770613
"6",4,1,4,0.996700157117849,1.49502852966218e-09,10.2679992122994,2.23152321406784,-0.37814365693963,0.264404480377421,0.257642274946904,2,3,0.038895902352611,0.969928211384099,7.46558625700504,-0.309848109965821,0.152690020019721,-0.640975933255613,0.540762952931355,0.895428658307143
"7",4,1,4,0.999227603923843,1.01887346667458e-10,10.6117213231633,1.374975610166,-0.27958568605451,0.26083218161749,0.416633473377642,2,1,0.20324953777379,0.971989215665877,7.44365465823476,-0.218621334081738,0.256239200625603,-0.526570939867886,0.463307303254947,0.895504662737553
"8",4,1,4,0.99496681792578,4.03666871760809e-09,10.4919960004317,-0.496065638722789,-0.2577697055398,0.219867968483069,0.391434721456925,4,3,0.182016489658357,0.958226920293262,6.98418214181772,-0.237376562379095,0.289570343958691,-0.624747624560964,0.908901114277987,0.868636832903213
"9",4,1,4,0.995698514537313,4.38739019447282e-09,9.86551684640146,2.99415581654161,-0.17383111184772,0.160716582559539,0.408553505425472,1,3,0.14832561563686,0.965668470343605,7.17111512784771,-0.0196631456143649,0.210237079259622,-0.400540910666141,0.362227022373853,0.880271793348347
"10",4,1,4,0.96362543140348,3.16631456174162e-07,9.37202638158958,0.849645411863893,-0.377755361791559,0.419284698160183,0.389695386173784,1,3,0.496036764576354,0.890857927888809,4.94541823786626,-0.260487917481956,0.148304235197998,-0.549042122186272,0.345028482193528,0.753145352092069
