"frequency","nperiods","seasonal_period","trend","spike","linearity","curvature","e_acf1","e_acf10","seasonal_strength","peak","trough","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","seas_acf1"
"1",7,1,7,0.924269329024921,3.11167927182608e-08,7.65072630292082,-2.92024130385072,0.131505330674626,0.142216100035253,0.905724405279728,7,4,0.657196935391919,0.750804008991435,2.35146666648465,0.231072603875242,1.5006006288245,-0.135938805951111,0.85496106918479,0.807086783148127
"2",7,1,7,0.904002408021387,1.18619883801122e-08,2.70078795123134,-1.90503593247628,0.0811517938145826,0.0987465022998144,0.967994300217878,7,4,0.6212014530101,0.588249327182354,1.93671366720642,0.23611262726023,1.77875055615571,-0.0832978717570139,1.44750398879824,0.874763740969863
"3",7,1,7,0.890321556140249,1.48641896527911e-07,4.02460913740123,5.96371727455302,0.180170641923917,0.24964074394742,0.721592873409472,5,6,0.677839680494527,0.753440314808172,3.36242201658332,-0.11310227929007,0.707807483973144,-0.384403502672718,0.882928400443118,0.745231342888181
"4",7,1,7,0.914227696174201,9.56429933881712e-08,10.5897213319013,-2.7185040525653,0.170514482433817,0.159251249408435,0.627268351387217,5,3,0.643827329061123,0.836565045985522,4.31071897331858,-0.138743346507275,0.37278072780499,-0.458429132509564,0.517732363010279,0.712060826789161
"5",7,1,7,0.802848298235053,4.4471707790615e-07,3.76046332414009,-3.22102006543288,0.0748405554117912,0.178433840109836,0.381052942485595,1,5,0.806285782353826,0.739155899359116,2.53884588201029,-0.268604621462472,0.164746205505149,-0.570111377514433,0.471819343272745,0.49205452176647
"6",7,1,7,0.901822165023897,1.20615850842447e-08,2.48403201164087,-1.71067277935774,0.0899318523700781,0.0957439094922498,0.968031721856361,7,4,0.624909893906519,0.585159793822738,1.93196984348467,0.237344539757963,1.78602048686449,-0.0777182979246757,1.4909923378399,0.871087147686332
"7",7,1,7,0.890321556140249,1.48641896527911e-07,4.02460913740123,5.96371727455302,0.180170641923917,0.24964074394742,0.721592873409472,5,6,0.677839680494527,0.753440314808172,3.36242201658332,-0.11310227929007,0.707807483973144,-0.384403502672718,0.882928400443118,0.745231342888181
"8",7,1,7,0.919202802191077,1.79446382532742e-07,10.2730891956281,0.760712330466188,0.2255897542989,0.230200167962942,0.229896773192047,1,5,0.680156714713738,0.91402888747343,5.23223838279451,-0.117893250791886,0.0371598150254959,-0.513720101668516,0.277323562764853,0.653206510721765
"9",7,1,7,0.913735600838653,9.76528290394778e-08,10.3654547356574,-2.74864651428653,0.169121456536133,0.158836021799244,0.62827592098838,5,3,0.648409638061243,0.835443990086658,4.27172383931476,-0.137989863436173,0.373332739846619,-0.45771314606848,0.515898973325863,0.709396926435958
"10",7,1,7,0.613266900080066,2.57473258765962e-06,-2.8925140993571,1.33373162247288,0.0540639939845629,0.203940996126197,0.303302939755331,4,5,0.913906275666552,0.506020286068887,0.895529490348359,-0.377788778937513,0.239143948321283,-0.617878422700366,0.55741634271792,0.288050698219448
"11",7,1,7,0.80917384123068,4.10890556153474e-07,2.90214538601905,-3.55082440670224,0.0725331174420248,0.169026630583388,0.363280061305992,1,5,0.796702361487182,0.751849389569735,2.70738749540756,-0.270115743527784,0.160687451403519,-0.575224882834264,0.469390879683917,0.504435662826775
"12",7,1,7,0.766150699657348,6.30640324319519e-07,6.73002523982772,-3.52918462650349,-0.0720109715765651,0.127750131805227,0.325709337689416,2,5,0.757268434947412,0.66370855733316,3.22900952552902,-0.385815447764745,0.219519408310787,-0.594221419300746,0.404113108017879,0.600184626746605
"13",7,1,7,0.739390583692586,8.51875554117852e-07,7.95610488287683,8.2046415216232,-0.114517676902699,0.112011317213155,0.21170740776956,5,6,0.818943676446455,0.656110719706,2.33038864588723,-0.39343856295333,0.174186402724421,-0.615056371446735,0.403764738180229,0.418003406185688
"14",7,1,7,0.88695397114097,3.56872591558438e-08,-6.10674326186414,-3.55788770423019,0.127047118608124,0.145085906418473,0.922257237404367,7,4,0.680067146793431,0.643350679025067,1.71445096964178,0.178781127057151,1.43163665475967,-0.158275026104091,1.12292612447399,0.819429862322166
"15",7,1,7,0.882216568580957,2.44824863192692e-08,4.42131602727484,-2.47075952565732,0.0322126455222349,0.0956691907178496,0.950665201689692,7,4,0.692869587028218,0.593052026285705,1.73135025151674,0.189554528081377,1.57203409762383,-0.143671386910166,1.25649436788886,0.839589261403981
"16",7,1,7,0.94580116818084,1.39487103416926e-08,-0.53653596649771,1.1386951745071,0.276610597605612,0.287022845206851,0.960971883738696,7,4,0.601805064292942,0.694294400609712,2.10267268292232,0.303524990519506,1.95978249597583,0.00739857577112559,1.53225228390109,0.878826257480397
"17",7,1,7,0.901164186030106,1.57132539132804e-07,10.8514655845367,3.37425137381892,0.246093683131626,0.264387320239043,0.810870679169999,1,4,0.644417210523091,0.777932801224123,2.79907936589662,0.109057733109626,0.899166879939571,-0.273035637477941,0.665818883129342,0.752592842848595
"18",7,1,7,0.696695467236934,5.57761169287649e-07,1.04065014606947,-0.96344160977912,0.0334728387386869,0.243429722851333,0.640490437341644,5,6,0.830531127905313,0.488583535108171,1.10359988757667,-0.291805314939407,0.458727922560565,-0.542308958185577,0.664030770757252,0.588978043596887
"19",7,1,7,0.894260569120113,1.41364629238928e-07,5.31317339063238,6.84553272123379,0.113449449327399,0.204511926861116,0.647258151253769,5,7,0.655517180644155,0.797367736743277,4.04009496933088,-0.112835082869593,0.520741011136553,-0.391244807671908,0.646153175774566,0.742564318148629
"20",7,1,7,0.668713719200316,1.29163134012776e-06,-8.05786051254845,5.18414878375545,-0.182279107991435,0.141901621718183,0.290702327486355,5,4,0.831947443205914,0.524551266510844,1.8865358601163,-0.459328904357871,0.237807028990708,-0.657322807346517,0.488195878626594,0.450833046701873
"21",7,1,7,0.609309627199022,2.04640861386905e-06,9.00187945265295,8.64229976192752,-0.187551971058648,0.136686738464817,0.232907795558194,4,1,0.769330320470916,0.468337521596604,1.7789507685728,-0.44925907717783,0.233813582238605,-0.619307642701028,0.411806596547108,0.455723167974501
"22",7,1,7,0.857486665922788,3.94296140314355e-07,4.07128097327187,0.0870141742058554,0.042925838409379,0.173696992475566,0.174565027366193,6,1,0.757511363476738,0.833231011099235,3.42551004285287,-0.294039385957728,0.113688392420067,-0.611125972301329,0.416847006421831,0.462518856629555
"23",7,1,7,0.907561865095343,2.3509852296866e-07,10.3826197671281,1.20449477328554,0.229814416639009,0.248166540708238,0.275991146407965,1,5,0.664146510966087,0.901493043826083,4.8968039546132,-0.0975140307634607,0.048934965167167,-0.50064334044677,0.274772324196122,0.634765556136057
"24",7,1,7,0.898546171280606,2.42274693727181e-07,7.73987345342456,-0.437603344567132,0.0522167968070351,0.122146695256674,0.176982769648378,6,2,0.677423596927804,0.874651541201332,4.79979163280781,-0.320901815742608,0.125262380367534,-0.618848387386048,0.41955079468546,0.617281118824335
"25",7,1,7,0.745153408962022,8.45656540763637e-07,10.8657815257637,-0.875196626013278,-0.0312209008420166,0.144038857601524,0.170854744592762,3,3,0.789641977571684,0.700444211182468,2.95175612352433,-0.372375344131292,0.178873807023754,-0.630904296975305,0.482929566640333,0.496873874112437
"26",7,1,7,0.863261347022006,2.66004699874135e-07,-7.79395049666119,-5.72798539158267,0.161129033499062,0.224410998144987,0.734686545283373,5,2,0.716818272330914,0.64292577913661,2.41936755618774,-0.281930332809105,0.724631610814516,-0.52252303429524,1.00538053055943,0.702223699612933
"27",7,1,7,0.907781593787466,1.16268352849211e-07,10.9749875979275,-2.33681158443985,0.165811838292265,0.172947616704799,0.591105738996185,5,1,0.667479069401493,0.847893164163621,4.18725503972419,-0.0792422662530061,0.291973742840482,-0.426371958136741,0.351187519148065,0.684665711981993
"28",7,1,7,0.923131859309539,7.17672208466351e-08,8.31360330712271,-0.0579892684247268,0.1501588129332,0.223545542417507,0.662654811124381,1,4,0.652803882795456,0.862011204226644,4.44471367937537,-0.0172440720438572,0.347863041777554,-0.418717761214561,0.317664744618346,0.725869462488969
"29",7,1,7,0.923337469609431,8.13113781115157e-08,14.220571137071,0.473941842815731,-0.00264573033040828,0.083925709101112,0.652288333933629,5,3,0.456943451072231,0.825317697742326,5.03270798931591,-0.208412557267142,0.558231702165175,-0.459410167672695,0.666658901414001,0.790976640750467
"30",7,1,7,0.291861668466769,3.9869680811309e-06,-0.77207069469279,0.0726972477475621,-0.188386374601902,0.225823337558924,0.429213121377529,4,2,0.965792752065867,0.0431931570041618,0.0645214158404308,-0.487951031120589,0.338994375011436,-0.660915603588613,0.597392730978261,0.24037596039294
"31",7,1,7,0.260725644571766,5.86252818798312e-06,2.70608356554537,-0.737858000338895,-0.209509336377865,0.153603024437175,0.362830869397392,4,1,0.993677418795265,0.0240673632412698,0.0406050787012322,-0.49742496964795,0.320511838268349,-0.662621478949162,0.567634445945109,0.182788651890408
"32",7,1,7,0.429820088959154,4.93002946221714e-06,-1.73808108099865,2.22632486930137,-0.167814131422219,0.18356654240338,0.208292020036477,4,2,0.971137431922763,0.254777837179791,0.284303080711528,-0.477025287707754,0.240267172372954,-0.653059202558317,0.463794322482406,0.111457457481076
"33",7,1,7,0.619583235164505,2.42837913411746e-06,-2.85729561672438,0.233349592893533,0.0201374620431174,0.148436294504554,0.274054999095354,2,5,0.914007611143815,0.520330278992915,0.876327516398032,-0.376547726156845,0.215722924261405,-0.618184147291893,0.523087192872508,0.266623116609499
"34",7,1,7,0.437707385692643,3.40261238567531e-06,-0.964348466788931,-0.833346290071012,-0.163270822530455,0.168163304880479,0.356400497622229,4,7,0.964851116454129,0.202426762017321,0.276216458050974,-0.467476271656169,0.345179616019802,-0.635052658705346,0.581233947201751,0.283712766800935
"35",7,1,7,0.376350697294876,3.50050707078772e-06,-3.7308749282197,1.8312125559492,-0.080829443671393,0.327044021298617,0.344858357577119,4,5,0.962474476814994,0.212175647489133,0.199367745983725,-0.434339407970239,0.254003525466071,-0.63734510269252,0.52105240644475,0.208210697486577
"36",7,1,7,0.362061189855347,3.38172182387996e-06,-4.82233018267201,2.96128043254346,-0.183268978680123,0.161645634899342,0.408345351867308,4,1,0.957606800425074,0.127120701147221,0.146519174923406,-0.489751730985852,0.352748213922127,-0.673716318744808,0.648007812775201,0.289261121757288
"37",7,1,7,0.502544746048326,2.97130737056507e-06,-8.58087094686388,1.91191299385331,-0.179685724126242,0.201188945184003,0.263350971380636,4,2,0.927275455109668,0.31869437425051,0.794234575948308,-0.453254038799001,0.223828141327066,-0.625237662413005,0.423918972605408,0.303562855696271
"38",7,1,7,0.534824441538068,3.58713924507033e-06,2.74511305917341,3.63421935323267,-0.0588626024962323,0.171532218035279,0.199519660609526,6,1,0.951435935670026,0.41240880741067,0.452955369149343,-0.432707809776055,0.213172386478563,-0.645040868685107,0.469591690513404,0.10195861129949
"39",7,1,7,0.450505754938981,3.6392318115653e-06,1.50074783361783,-2.32766588738811,-0.0902176716918216,0.109759972216311,0.270048838083954,7,7,0.977356686780709,0.296719275558859,0.181889786306278,-0.443070977354189,0.239373042346139,-0.644304733350794,0.482430417449729,0.0903919657811463
"40",7,1,7,0.499840104426965,2.97822871942404e-06,0.756574254802627,2.01438054245666,-0.0991700706654283,0.112194895751682,0.304185134837331,4,5,0.963237962096382,0.323184255076665,0.307223165471906,-0.470404105045516,0.290872828921377,-0.675213264668425,0.599108841539616,0.176590201105572
"41",7,1,7,0.651768976458016,2.71263909854467e-06,-1.90080017131872,-3.02997298396305,0.00888309992742333,0.169776303930181,0.201806243689995,4,5,0.892558113251992,0.59919679971054,1.25450444047161,-0.316858028356482,0.132633395657059,-0.57436162995045,0.344204391473287,0.278183282540311
"42",7,1,7,0.853263344382681,2.78450234407988e-07,2.85666612017824,-1.80983121655591,0.0571004161825504,0.175572993029734,0.38163012651461,1,5,0.747550042355628,0.80421806467597,3.61950688557249,-0.258899120458773,0.154562763374046,-0.580359881867283,0.46427599467347,0.590666088880735
"43",7,1,7,0.553992796670185,2.64738905861015e-06,3.7607409369022,-5.26913963416626,-0.0997301243850276,0.156401317933576,0.288300958315469,7,5,0.948886717827323,0.393563836215057,0.512202776179918,-0.430895429232675,0.201414529100951,-0.627156637282155,0.41136337619696,0.16621806919309
"44",7,1,7,0.636320212141752,1.57069447945856e-06,7.58960763532936,-4.14302726178942,-0.0808910118027929,0.202784330063134,0.277391856463042,1,5,0.910692187090215,0.500208915968323,1.13739323348463,-0.445471477585695,0.242124893011356,-0.665547015113543,0.548457677335161,0.282399485385214
"45",7,1,7,0.385560324784443,6.42176008777814e-06,2.93309317572426,-1.55376342626488,-0.118626453691961,0.232871086094575,0.209364480775296,4,5,0.984082621967769,0.247201122552064,0.141867355542486,-0.43890994260045,0.221597617015963,-0.641318114434296,0.465737860935454,0.0124605749506995
"46",7,1,7,0.629542529260494,1.92966251855974e-06,-5.2707028461311,-1.30832791739518,-0.0354762992941659,0.0998961914597626,0.296196539614988,7,6,0.909092040026037,0.519674958628261,0.962716136294694,-0.361570734918068,0.205367439837325,-0.581885623553058,0.387592838349663,0.315646052410377
"47",7,1,7,0.547345288850512,4.49745630500745e-06,-0.908759532973662,-5.5504897321545,-0.00934602574949731,0.13348492627898,0.254760222497461,2,5,0.936628082873827,0.448182584184978,0.643606054344793,-0.389500175237488,0.196740427843042,-0.621604373768009,0.473965474722169,0.244435030301048
