Level,Description,1998 Jan,1998 Feb,1998 Mar,1998 Apr,1998 May,1998 Jun,1998 Jul,1998 Aug,1998 Sep,1998 Oct,1998 Nov,1998 Dec,1999 Jan,1999 Feb,1999 Mar,1999 Apr,1999 May,1999 Jun,1999 Jul,1999 Aug,1999 Sep,1999 Oct,1999 Nov,1999 Dec,2000 Jan,2000 Feb,2000 Mar,2000 Apr,2000 May,2000 Jun,2000 Jul,2000 Aug,2000 Sep,2000 Oct,2000 Nov,2000 Dec,2001 Jan,2001 Feb,2001 Mar,2001 Apr,2001 May,2001 Jun,2001 Jul,2001 Aug,2001 Sep,2001 Oct,2001 Nov,2001 Dec,2002 Jan,2002 Feb,2002 Mar,2002 Apr,2002 May,2002 Jun,2002 Jul,2002 Aug,2002 Sep,2002 Oct,2002 Nov,2002 Dec,2003 Jan,2003 Feb,2003 Mar,2003 Apr,2003 May,2003 Jun,2003 Jul,2003 Aug,2003 Sep,2003 Oct,2003 Nov,2003 Dec,2004 Jan,2004 Feb,2004 Mar,2004 Apr,2004 May,2004 Jun,2004 Jul,2004 Aug,2004 Sep,2004 Oct,2004 Nov,2004 Dec,2005 Jan,2005 Feb,2005 Mar,2005 Apr,2005 May,2005 Jun,2005 Jul,2005 Aug,2005 Sep,2005 Oct,2005 Nov,2005 Dec,2006 Jan,2006 Feb,2006 Mar,2006 Apr,2006 May,2006 Jun,2006 Jul,2006 Aug,2006 Sep,2006 Oct,2006 Nov,2006 Dec,2007 Jan,2007 Feb,2007 Mar,2007 Apr,2007 May,2007 Jun,2007 Jul,2007 Aug,2007 Sep,2007 Oct,2007 Nov,2007 Dec,2008 Jan,2008 Feb,2008 Mar,2008 Apr,2008 May,2008 Jun,2008 Jul,2008 Aug,2008 Sep,2008 Oct,2008 Nov,2008 Dec,2009 Jan,2009 Feb,2009 Mar,2009 Apr,2009 May,2009 Jun,2009 Jul,2009 Aug,2009 Sep,2009 Oct,2009 Nov,2009 Dec
1,Aggregated,42015.6917856041,17023.4637449207,20532.4321242437,24287.6167233904,18415.8173252674,17840.6673386055,23397.7690110502,21782.6102290318,22319.460489642,25063.4713471624,21126.6639895705,20290.7876746639,43886.5744177633,18424.7214665862,19177.0904629718,24470.281753989,19327.6552808501,19384.043335977,23230.9904366596,21596.0092425593,22618.0839071997,25317.4329555716,19425.5055801351,19406.5992084672,42540.932538078,18621.6652178949,20629.4983433557,24836.9656477159,17689.8374230608,17752.9202711485,22562.3123061104,19579.7887055581,24223.6389985644,25776.3091209114,21555.1962427366,21543.3069422426,40614.9758357372,20345.3733007153,16674.3919009046,25300.2489991287,17911.2673614971,20176.0877542566,22779.8181475527,22284.1608835709,22156.9921799992,26442.5132264517,18824.8540973697,21276.4679568979,41673.534947279,18324.8088036732,19110.3854620562,24072.9740281787,17629.6145306737,19094.5833877559,23508.4846501672,21885.4878084921,23754.188878509,28612.4619576098,18770.6175012225,22659.8401591728,40761.5219579016,17329.9684349062,20187.1656423456,23966.4237245233,20080.237646407,20321.9333019689,23899.8727598168,21247.4240815359,22537.1290724129,24993.2317005982,19972.9190559575,21082.1373111593,42800.4569527582,17970.1263538943,19782.8759890915,26560.9462284475,19676.4325567578,18396.3157990597,24758.3178462427,21749.1148265192,23291.3322212227,25776.1646031762,20618.4102859987,19211.867029754,41521.6725773526,17376.3910880584,21246.3876453624,21681.5540328719,18186.2589927306,17640.3720074483,22203.4342529898,19943.0919788526,22344.573221477,20407.1904269624,19622.886693197,20128.7237691002,42864.6600726844,16735.8906411602,18067.3288002472,25699.2046296976,19613.1824657455,20454.6776361127,22131.3021547655,19171.01329603,22106.5157060596,27484.6484417224,18933.7392006505,20846.7153862858,41526.6249488433,16808.7915327668,20813.7687077495,26561.3770125684,18364.3187066164,20315.5531660593,23768.6595510515,19689.7552402173,22067.7157850001,26142.7595241856,19695.3365325754,20609.9858055478,40196.6518562559,17707.1834927291,23247.9303796621,21252.8189308304,18276.4445259621,18103.0843857512,22623.9910870673,21805.8084492789,19484.4517264659,22442.2264074223,21005.6143338646,18855.3638355579,39756.4026292545,15195.0320168495,17763.4037970053,21867.7950355837,18122.6962165701,16754.0677210946,21095.6756731485,18890.1793165964,22280.9263866576,23620.3999863579,20032.1905073758,18717.8352077268
2,NSW,15948.42958378,5880.3679184,7086.444392,9655.71100586653,7110.39708873398,5983.9385205,7457.471249,6900.82707906644,6434.92421946676,8754.56665591987,7106.00628894325,7165.97957561206,15780.4477259121,6375.58370048514,6969.01483871373,9004.93813461207,6359.841622,6087.54490974616,7598.58634305187,6530.66169145794,6509.96903462483,8867.16090554798,7368.75259934127,7478.3620376,15108.976789383,6794.94675073969,6530.41806036475,8244.15934745866,5925.01799243516,5562.0120698,6590.9525342,6127.10203390113,8076.82889777267,8424.64162175157,7241.8645768,8359.5740619758,14633.240669988,7398.78815851931,5558.18087603696,9092.67264672823,6090.56922775505,6516.9209028,7991.72626679793,6117.3847617,6998.0228215,8130.8958073,6619.16076928772,6912.466088882,14733.6952424071,6489.5310201,6619.45092736164,9226.72789129705,5918.15377495914,6627.91702245982,7923.3587632745,7122.73770507032,7259.12180826613,9608.045239,5960.7673925536,8453.11694300941,14226.9125608676,6074.7375792,7351.42499496069,8363.304253,6342.74270243559,6173.0054626,7330.0809276,6638.9930787,6501.0260749,8151.86422576674,6295.3509862,7671.99734529098,14847.7888000168,5884.6297819,6383.9148112,9751.5248312,6059.5507786,5815.7587619,7498.3577517,6016.0006406584,6596.60253967497,8434.46963621773,6245.0760443,6405.34548156632,14408.9868295357,6129.23989803764,6784.58096012206,7138.70851436737,5927.1987017,5289.15063902519,7013.67096731916,6107.4757846,6306.5848364,6534.8551719,5834.66954747079,6665.7401728,15955.0789595475,5656.84930279731,5694.17744718118,8882.288487,5935.63438255712,6607.70985461401,7143.35886246426,6063.90055451431,6745.889003,8264.54290734421,5934.059347,7007.086144,15532.9092295603,5375.6141203,6259.31110271933,9240.5735638832,5505.74894253328,5686.430854,7130.52298615875,5306.22532525963,5404.28008093633,8014.70014125884,5982.5781444,6664.57771038407,15119.0957385414,5857.26169549742,7498.42529241024,7300.1623219,5838.69535538819,5561.8548034,6794.02460357829,6210.96087606649,5556.0628831,7553.84747965373,6125.8840556678,6286.37869800595,14349.7273854074,4949.9403427,6157.7841013,7340.1982747,5633.26013031169,4740.4807379,5623.2612644,5375.2537492,6223.46680424668,8015.27868060365,6611.6268358,6453.6566255
2,NT,110.722522850705,73.6843159,276.4856883,239.18175789102,264.604470839677,456.443126737916,1067.2645398,839.953798253422,628.654325439933,750.739978548378,404.144711807838,117.36722569824,387.351367495961,88.4588130730587,268.424070099717,269.965844602041,536.486625885542,605.183266933111,778.525098594277,869.74020173205,652.519837871827,610.624596186995,465.419749559838,196.220224208285,329.9676800239,375.248626369851,371.663779213116,407.279169922017,266.044362503144,538.326125926183,773.571671545415,1052.04158582277,910.160998741753,692.438166077373,618.509257476415,324.370919665175,215.249464316863,123.060825402494,298.4314067226,412.832193563439,482.293019274295,532.204038240641,614.164151936486,1230.32867464673,504.963321412091,730.114572076537,332.70251485122,120.969309307128,113.515156341565,198.037898454648,203.555810199987,260.990766045474,500.234569265565,395.985487453487,945.133438116721,526.927935803961,565.683019598395,963.052958103761,591.869390206209,240.5940353,157.3156226,225.963659117558,397.884741,418.246666708941,561.411313743205,351.284733700721,822.660960118726,470.789548401135,826.415079685074,505.469384303738,277.773380903208,233.679059817148,230.201943705472,174.116805683473,293.460111919445,370.407091511577,367.336420002983,553.114220098665,1125.32106051181,797.762315340336,538.958098682455,421.631746507928,298.647764139391,123.93117632053,372.611765300427,88.4965430099834,191.8101438,334.719331178766,586.213487250659,567.5133145,1030.77749779292,1106.78990925211,760.539515646642,390.275465607603,276.5133425,137.5437595,337.103667714961,163.356578818176,212.978575425676,324.185563551258,285.939102998056,555.319675850445,943.102427328515,723.113650608344,876.532747929572,870.899399476516,502.861283818296,182.007406548353,278.868143233216,182.467489657951,364.051477122752,306.070889536283,812.091824749722,905.285946749659,874.418217908877,872.000267615482,770.237749603473,655.370278754679,419.352836149526,228.795376363253,183.074365146966,197.152372830074,249.926823994807,420.5643163,448.727622441022,697.710916563375,1200.19622908023,817.004287911914,621.58107159715,519.411162781735,431.617042548527,77.7438025,333.000820235278,153.286654477167,225.739162843101,340.346044004767,573.39149884979,708.6932335,706.5826953496,963.174452624119,762.512409382949,430.02211805018,412.834569658437,333.04512311127
2,QLD,8623.87984390205,3480.92936865963,4717.6766633,4733.65674075461,4219.2836468,4851.28346899997,6199.8676445,6735.09047621096,7003.32082774832,6095.93395133256,5019.9248574,4603.63642341086,10310.7582368227,4281.69285098905,3857.0508859,5942.51296647224,5224.3575524,5178.4464839,6056.79933901348,7266.90894018747,8207.57375261061,7062.15299143088,4781.05465187468,5033.148491991,9002.6288493,3972.05328440918,4871.88805063298,6101.57197445213,4847.692386,4795.11008712226,6817.36078650054,5710.7620366,7959.43983852576,7091.88192400033,5303.54610429684,4916.05802647861,8821.5802408,4551.6500696,3588.86546672401,5929.53356419995,4263.53877269934,6016.78023412229,5256.27924673252,8007.73807457644,7424.5418162613,7650.37779043345,4754.27398829502,5571.41355813388,8785.23665262622,4219.01572823166,4228.47355268959,5279.927216,4337.07059540034,4486.43296084256,6543.68615490079,7198.12166905436,7823.52683878508,8073.06744380058,4584.97015719192,5518.75468042614,9589.31219251907,3840.95739056892,4282.039489,5222.00230645214,5263.11189216748,5583.4379603,6836.81680585209,6626.1246568387,7414.65517316066,6760.62272311323,5074.78476657377,5032.6979479,9157.68843689945,4182.49595316299,4402.5951697,5726.55269373979,5029.4655777,5280.8736636,7330.08692382225,7263.16536032084,8341.17059029411,7724.03479245261,5600.82217338791,4820.28515746255,9775.06095168966,4177.08787218188,4904.78517351839,5369.08762861201,5021.39360332607,5001.1071498,6390.97849358771,6113.4357512,7317.29508428766,6115.56935615905,5456.71097645045,5179.27471208451,9276.30545808188,3952.3141782072,3554.54035944756,5824.930706,5328.931648,5324.291198,6425.7261944675,5940.16519258372,6880.35605387657,8437.580678,5300.04907359263,5267.28900500371,8731.71293125379,4109.42982380992,4546.41371759772,6481.32060470598,5420.6127773,5700.80557584624,7563.40893764611,6101.5131122,8100.07342021398,7345.6633144,5241.3021662,5618.5777819,8646.63458944347,4488.70123892643,5700.4531994,5167.3739334079,5131.3811091,5052.01457403543,6458.4736377737,6819.82366184599,5464.70295786105,6184.3209716,5672.37672635181,5312.80601710476,8726.7114138187,3466.6866358,3869.99454380319,4932.75231521498,4797.95828125869,4960.0997822,6710.15915966759,6226.95918876443,7748.799427,6862.92276728898,5146.78276651299,5031.69135786801
2,SA,3365.88657939445,1319.885833,1438.75211589532,1840.46145748017,1265.98129205168,1203.8095999,1732.3792452,1143.40770666492,1382.87981273737,1629.99958271879,1619.95951983378,1252.63412885338,2931.58895006815,1311.98248450261,1190.878735,1891.51430071061,1570.1354296,1301.0043065,1776.86256708364,1091.3005554,1242.7429316498,1776.26907349084,1230.65273840026,1218.79985818967,3293.99429502976,1654.99050358116,1451.15567719997,1770.49967049455,1231.73675760388,1283.87444024679,1727.71524353051,1264.86565800209,1223.48667215919,1676.27815253871,1372.8488159,1531.14899651868,2847.3025753048,1448.22972238132,1290.27647509529,1755.62831826896,1506.55411759341,1112.21643594542,1687.89189294298,1242.08056540017,1136.39298569081,1781.47665330228,1330.8942942,1609.9183121,2675.18655992612,1191.40982415238,1244.01451779972,1689.10506748706,1232.38403054232,1440.9416668,1574.84918675837,1126.85789874971,1484.49525610767,2091.1964718,1387.91828160882,1273.82365476741,2933.66462774023,1188.58461773816,1234.89914983375,1838.18030426652,1676.38438692187,1313.61677821611,1783.71483481322,1342.1564352096,1389.09075320311,1849.9687999532,1521.62491123795,1186.9548459,3442.79519258178,1337.76483533997,1342.33981554116,2023.36082385563,1517.26221973688,1053.4226655,1621.79671160204,1157.22854227218,1441.17676008242,1902.02016897113,1526.24933797306,1403.75305900391,2949.7206162,1307.16602016421,1580.82491325137,1408.21889831354,1122.67323708315,1221.1450723188,1310.64076562427,1298.89097003159,1240.11433217752,1490.24161310146,1365.4059530655,1429.36020631787,3155.71792653366,967.188933700543,1434.68328251249,1963.6056016507,1436.92237333474,1436.66445,1160.73291207151,918.472641346536,1243.27434127616,1925.67040910379,1169.460212,1537.37019550011,2605.68471449536,1251.15375230617,1994.1256655,1844.16294937282,1118.97631187091,1459.80397779299,1556.23967964772,1085.76634369734,1433.13565157492,1783.5577109,1462.14891568933,1322.74801973929,3154.83835999535,1120.9934755,1595.80124017065,1555.6024676,1300.40512368782,1069.38030376444,1367.31674859669,1183.81943739874,1279.6396687,1823.25434981268,1444.86883730395,1366.33784455015,2737.59905873414,1093.32189595944,1462.0429198,1697.42635046392,1343.58613391587,988.580809448685,1511.72296331021,1203.31479035126,1328.91890954413,1870.31486064656,1484.1703937,1150.18464202169
2,TAS,1466.21352584081,757.0797436,900.7966217,837.2778137,470.61169620827,592.270694277874,423.6589189,315.832445,371.1950016,633.2210093,667.3646248,622.441895922349,1529.03402159078,870.284759,788.8256426,636.527438428963,503.719159397829,513.30502189984,607.9005854,412.3214911,511.4887484,637.2669648,518.4624575,518.758576157955,1278.8026983338,655.9391546,855.737918434714,743.6207925,416.9489986,455.1746602,542.2929588,341.161237798147,683.808840843991,756.420788031032,711.3003839,617.8352138,1440.89649062923,962.9758225,573.702245520809,739.176847,454.7390137,570.1119432,446.734972944844,320.514300258631,485.6550639,666.626665867815,376.9938377,547.2899219,1647.25190891002,584.0043177675,758.1033617,588.525703138893,516.0517894,436.4156805,409.886588372017,251.22053401713,502.295741,469.976486296865,547.6731259,673.201093045753,1346.77625608237,811.741653578622,801.329570666776,897.938519,747.579696671492,534.534294,445.7461015,408.371657714331,331.2887674,636.6006062,612.915309142551,594.368320298559,1771.83416410099,1240.9028962,1085.32165655455,1007.39196875669,528.084308613118,562.3632154,356.6670955,369.1393481,371.0946903,679.9553657,700.479355527623,751.800115427064,1641.87937008199,824.688746914363,986.1892251,647.5821085,542.912627693997,421.185220003826,638.6800283,293.9980463,459.842455,368.084719796965,636.0713957,566.149691090853,1538.673848,767.128364541033,884.95172580671,1000.36987496482,797.5257,557.485167,545.857722090125,367.501919345438,385.767469328202,495.190060971124,435.234717,602.462034,1415.61847985345,814.275378697746,1386.1018302,822.2152762,584.527945862531,573.664852475429,531.3214187,221.170938253327,465.8989297,679.155622565397,801.116752559859,758.5228198,1392.3583632,898.7604271,1229.3062938,843.36418381978,397.5686349,530.9767367,436.403634833833,377.5728311,472.2090318,346.9666365,604.483464,728.2541817,1439.9350919,873.2523108,855.005808218383,966.6541707,644.711782782786,482.1604141,482.0515137,542.3644247,483.764881,605.2934048,718.022687439882,550.626653585887
2,VIC,9022.1219999522,3684.90588886109,4243.89511274836,5006.82781709803,3543.42669572843,3323.26700329989,3865.96675945023,3352.09628306716,3780.8235855,4271.66207109551,4085.21738691392,4339.67360786704,9443.15323457367,3771.44481533639,3852.30132735833,4611.43183529996,3382.42780578695,3497.38139348934,3659.34772731657,3115.7480870465,3123.30096244262,3755.67422971493,3471.99337649938,3124.80712032318,9790.53480860755,3692.87050339499,4457.56919575509,5080.58159372788,3097.19380585729,3115.54781315328,3611.74736783389,3393.26030600794,3399.78852432101,4241.0341973124,4202.76706226272,3866.01938550435,9672.25123499825,4161.65767237629,3901.92801310493,4865.51102529604,3431.56873367503,3686.79109874828,4474.56776659789,3183.51981478897,3180.33089323499,4037.90779930983,3500.92015431204,4682.25893907001,9700.22974416793,3208.88136065021,4217.53471970529,4675.51604741023,3118.60372580629,3479.7673204,3645.84178990536,3733.26574909658,3793.19555201385,4507.63527529982,3953.1961129619,4716.50672811572,8496.32538659226,3694.83900055713,4108.94487528434,5175.61795039565,3752.72223366733,4110.24201445207,4222.03161963275,3639.87910507275,2998.38961278589,4056.70326093842,4206.9954119,4208.87514276574,9118.77880495377,3650.83106416114,4040.71306157633,5251.84676218385,4146.86445590486,3369.13326024036,3657.5913628066,3591.30547032928,3263.73439128873,3611.75663652679,4152.5579702815,3757.93384192298,8838.95187934482,3304.3917904503,4737.70177382324,4050.12874609852,3203.96588367675,2904.7609493632,3581.17521876577,2840.03122507051,3420.20117996521,3456.25267199734,3517.21480301029,3984.283804007,9376.15354580639,3592.34563209596,4180.96126787356,4881.28989253082,3940.20447385562,3873.64660564825,3592.75779934357,3043.00717363161,3298.24883637745,4106.78936145526,3461.46751923958,4187.43218931895,9426.14826964719,3121.54957536473,4100.49479235696,5105.7909029,3113.9129059,3454.73451001358,3721.12063311891,3010.0808033,3631.18625374478,4520.94672073384,3771.0463211767,4132.16185651715,8261.2902215287,3521.56449537521,4556.35701968645,3920.51196720274,3245.45813854504,3264.51960707841,3680.12466433449,3787.70260745581,3386.00028340769,3697.26232887415,4721.67339599251,3512.31981735581,8855.06138135896,3146.01880367745,3478.98075044064,4326.7806812,3697.2986269385,3266.59512301287,3947.70532882106,3090.60899455663,3609.56243038382,3912.32445116854,4200.67734686446,3377.57151243993
2,WA,3478.43772988388,1826.6106765,1868.3815303,1974.5001306,1541.51243490537,1429.65492488989,2651.16065419999,2495.40244076889,2717.66271714966,2927.34809824732,2224.04659987173,2189.0548173,3504.2408813,1725.2740432,2250.5949633,2113.39123386316,1750.68708577975,2201.17795350852,2752.96877619979,2309.3282756353,2370.4886396,2608.2841944,1589.17000695971,1836.50289999708,3736.0274174,1475.6163948,2091.06566175511,2489.25309916063,1905.20312006135,2002.8750747,2498.6717437,1690.595847426,1970.1252262,2893.6142712,2104.3600421006,1928.3003383,2984.4551597,1699.01102993592,1463.0074177,2504.89440407214,1682.0044768,1741.0631012,2308.4538496,2182.5946922,2427.085278,3445.11393816184,1909.90853872366,1832.15182750488,4018.4196829,2433.92865431683,1839.2525726,2352.1813368,2007.1160453,2227.1232493,2465.72872883947,1926.3563167,2325.87066273786,2899.48808330875,1744.2230408,1783.84302450835,4011.2153115,1493.1445341458,2010.6428216,2051.1337247,1736.2854208,2255.8120587,2458.8215103,2121.10959959941,3076.26361127821,3032.00270032288,1983.47429,2153.56464918683,4231.3696105,1499.38501744671,2234.5313626,2429.8620572,2027.8687962,1761.65001232063,3168.4969403,2554.51314949814,2738.5951509,3002.2962568,2094.57764038922,1948.81819805068,3534.4611652,1545.3202173,2060.49545574736,2733.10880580166,1781.901452,2235.50966243726,2237.5112816,2182.47029239843,2839.995818,2051.9114284,2536.300675,2166.3714233,3225.626667,1636.707651,2105.036142,2822.534504,1888.024785,2099.560685,2319.766237,2114.852164,2676.44725427168,3383.97562537155,2130.607048,2063.06841191466,3535.6831808,1954.30139263029,2163.27012225274,2761.2428259701,1808.4479984,2534.82744918139,2391.62767787117,3092.99844989152,2262.90369922656,3143.36573557281,2017.7913964,1884.60224084399,3439.3602184,1622.7497875,2417.6605102,2045.2397406,1914.2085419,1926.62744420957,2687.45156887008,2608.9247475,2704.25583,2317.1634782,2004.710812,1571.52347434121,3314.3674778,1512.52537343545,1713.8565106,2263.6371993,1432.48976251279,1607.45762093306,2114.1927479,1488.5037164,2123.9015251,1924.2437038,1458.0759074,1821.0592932
3,NSW-Blue Mountains,235.6109064,79.8002719,105.5547847,176.765446,148.2597135,92.926227,267.8435548,127.7984432,125.984175,250.9638069,196.4895587,82.1000088,302.739176538412,143.0367887,185.1834894,190.2785546,148.0889252,269.3484279,161.352083981448,133.38370145794,111.6335431,190.8901845,154.487389628073,137.9194037,193.5252757,127.1502014,153.2982114,212.4899289,88.2333803,194.5133464,210.6026186,191.1205717,214.712573,130.5155176,67.3115333,106.3633214,180.61888867818,130.2958851,118.0153366,123.518200174783,115.8021692,171.8785329,178.1256027,151.4238107,115.5235656,144.6577723,65.6292574,71.3588232895696,91.6826406246725,67.5620377,156.7928704,140.280494097049,154.6225209,186.195397914731,174.7397229,103.81313,120.0082446,184.9399675,131.2976584,91.1471782,65.5671883,94.3853527,53.8188,175.0073604,39.0856355,118.9249168,137.8052299,100.2343086,103.2921199,145.2245102,32.4564956,136.6895584,179.0190433,100.0102765,41.5763763,178.9144298,117.9372708,118.6540894,103.680502,48.0960358,61.1644902,86.1310091,145.5676027,62.2143466,190.940005,153.1364491,113.7783146,186.6119832,136.0795993,96.0108136,180.225352,112.7919225,126.4185123,92.8263011,100.6890985,120.98781,181.521647,98.511697,73.584847,153.490404,73.6799795571197,144.700071,140.143261,83.937537,130.311144,229.712621,106.643231,99.419447,149.0740725,46.2707167,151.0201847,172.6113722,154.5514368,115.008086,147.8856142,140.3401314,120.8472642,133.4144922,78.6005607,81.9282788,121.4868097,85.9651721974224,148.018958,164.4263705,126.2811531,150.6354819,193.1661729,129.7175393,103.8584492,166.3536061,92.1569179,112.0118507,86.7367107,61.6069161,119.7892756,144.970549,84.7617358,125.6558064,133.9506279,122.1425697,158.34099,130.7406271,100.2265506,60.3008759
3,NSW-Canberra,612.447811,471.262833,430.1988155,502.4044721,338.3174728,236.2944046,370.5544836,374.5934158,471.3470581,521.8264908,301.218009231576,485.6283535,600.9175759,398.0432861,438.5425689,514.2703662,436.4238039,363.2650774,529.197902935765,314.9724786,314.7743996,806.9872796,517.9052426,415.1038328,643.303469241472,534.520316,440.99057186475,582.0072232,571.4175999,433.151115,332.8497524,486.1338967,424.8046741,525.9757463,458.6579465,440.7416056,355.1468421,365.6852919,401.5846715,647.2796734,424.3005446,446.9136751,703.6704403,382.1360116,365.7340449,483.9425568,481.5705968,595.076285692435,451.0334382,389.2586627,413.7338915,608.2691432,338.9134889,554.4534873,501.5893806,212.9583778,577.0351757,593.805254,295.4363987,445.2319957,314.178296,356.0364229,342.2860167,329.6493846,541.2390352,436.7598317,460.6298284,313.031947,468.2735094,453.7287092,558.5815078,651.4127891,518.5917256,374.3469792,433.8106908,475.564522,475.506198,384.4916708,420.3486608,367.3098712,355.3587713,532.9430006,287.9742133,470.8113642,560.123341035701,296.5752261,431.2820602,449.9241114,301.6162484,410.6928262,524.2532884,406.3819728,506.0706144,642.0617238,320.2225224,275.4803152,558.448486,280.755215,418.400176,571.979004,630.584552,429.051903,533.302707,395.465803,418.645336,573.111917,323.39146,442.054264,767.8813531,503.9750283,348.922854502566,699.0859013,332.5034351,300.8520839,564.4639653,324.2929859,368.527341,557.2893098,438.3698483,348.4501777,641.7982354,287.5642541,541.0093481,426.614207,473.9080602,294.6087329,439.8605294,463.4014951,437.0441328,494.4855427,401.329882,402.9363592,397.8860634,304.0788117,568.28102,396.4789693,421.4083964,285.3574791,478.9190988,292.5521535,431.022579,514.4995043,227.9431444,365.3119776
