,ts_name,error_metric,error,level
0,Aggregated,MSE,18139.44199586874,1
1,Aggregated,MAE,111.16002916636671,1
2,Aggregated,SMAPE,0.8983441692175893,1
3,Clerical and Administrative Workers,MSE,8465.500459254114,2
4,Clerical and Administrative Workers,MAE,81.189270587105,2
5,Clerical and Administrative Workers,SMAPE,6.182738444095554,2
6,Community and Personal Service Workers,MSE,2099.4688166456904,2
7,Community and Personal Service Workers,MAE,38.35911920895163,2
8,Community and Personal Service Workers,SMAPE,2.923180915234633,2
9,Labourers,MSE,11698.991631038441,2
10,Labourers,MAE,105.43501437647832,2
11,Labourers,SMAPE,9.142031519925219,2
12,Machinery Operators and Drivers,MSE,6684.885757347535,2
13,Machinery Operators and Drivers,MAE,71.80458261678885,2
14,Machinery Operators and Drivers,SMAPE,9.470782229020791,2
15,Managers,MSE,587.6857422061346,2
16,Managers,MAE,18.78291506275167,2
17,Managers,SMAPE,1.2073727114931876,2
18,Professionals,MSE,5570.710579172279,2
19,Professionals,MAE,58.65316117477092,2
20,Professionals,SMAPE,2.0384102165705293,2
21,Sales Workers,MSE,12283.268257586722,2
22,Sales Workers,MAE,102.9721275722008,2
23,Sales Workers,SMAPE,6.840158337060435,2
24,Technicians and Trades Workers,MSE,2632.4790923805476,2
25,Technicians and Trades Workers,MAE,45.072166287201675,2
26,Technicians and Trades Workers,SMAPE,2.5909806540563816,2
27,Clerical and Administrative Workers-Full time,MSE,3354.171285075877,3
28,Clerical and Administrative Workers-Full time,MAE,46.5534380078314,3
29,Clerical and Administrative Workers-Full time,SMAPE,5.738534917007484,3
30,Clerical and Administrative Workers-Part time,MSE,1485.1337290831088,3
31,Clerical and Administrative Workers-Part time,MAE,35.666710404259845,3
32,Clerical and Administrative Workers-Part time,SMAPE,7.057057582559703,3
33,Community and Personal Service Workers-Full time,MSE,1368.1991553984817,3
34,Community and Personal Service Workers-Full time,MAE,33.11145605954892,3
35,Community and Personal Service Workers-Full time,SMAPE,5.5600354054355705,3
36,Community and Personal Service Workers-Part time,MSE,355.57705831482355,3
37,Community and Personal Service Workers-Part time,MAE,15.721490981241098,3
38,Community and Personal Service Workers-Part time,SMAPE,2.1902940440244176,3
39,Labourers-Full time,MSE,1643.9234476620484,3
40,Labourers-Full time,MAE,36.16014884983108,3
41,Labourers-Full time,SMAPE,5.778197458465821,3
42,Labourers-Part time,MSE,5090.130852743893,3
43,Labourers-Part time,MAE,69.27486552660092,3
44,Labourers-Part time,SMAPE,13.08849944899053,3
45,Machinery Operators and Drivers-Full time,MSE,2599.2218122778863,3
46,Machinery Operators and Drivers-Full time,MAE,41.652080330713,3
47,Machinery Operators and Drivers-Full time,SMAPE,6.527983788659471,3
48,Machinery Operators and Drivers-Part time,MSE,1136.7707655522916,3
49,Machinery Operators and Drivers-Part time,MAE,31.81406606033872,3
50,Machinery Operators and Drivers-Part time,SMAPE,26.312725730890257,3
51,Managers-Full time,MSE,383.78438162361414,3
52,Managers-Full time,MAE,14.878730180662481,3
53,Managers-Full time,SMAPE,1.1111333373493695,3
54,Managers-Part time,MSE,103.12944459779283,3
55,Managers-Part time,MAE,8.452663767768334,3
56,Managers-Part time,SMAPE,3.971111637531887,3
57,Professionals-Full time,MSE,1848.2661790609436,3
58,Professionals-Full time,MAE,32.882854327314156,3
59,Professionals-Full time,SMAPE,1.5414962457393937,3
60,Professionals-Part time,MSE,1858.0119380145459,3
61,Professionals-Part time,MAE,36.03056917329934,3
62,Professionals-Part time,SMAPE,4.782946183416909,3
63,Sales Workers-Full time,MSE,3677.774668735606,3
64,Sales Workers-Full time,MAE,54.72221771944043,3
65,Sales Workers-Full time,SMAPE,7.249634349052596,3
66,Sales Workers-Part time,MSE,2817.8472497868456,3
67,Sales Workers-Part time,MAE,50.70105812453118,3
68,Sales Workers-Part time,SMAPE,6.78242677576967,3
69,Technicians and Trades Workers-Full time,MSE,2024.0686767175232,3
70,Technicians and Trades Workers-Full time,MAE,41.34621610096582,3
71,Technicians and Trades Workers-Full time,SMAPE,2.814356453890549,3
72,Technicians and Trades Workers-Part time,MSE,194.5994914412909,3
73,Technicians and Trades Workers-Part time,MAE,11.061600257533579,3
74,Technicians and Trades Workers-Part time,SMAPE,4.165768285203164,3
75,Clerical and Administrative Workers-Full time-Females,MSE,1177.6910881180377,4
76,Clerical and Administrative Workers-Full time-Females,MAE,29.644830649619337,4
77,Clerical and Administrative Workers-Full time-Females,SMAPE,4.930811221369446,4
