"Level","Description","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
1,"Aggregated",25886.2556536268,26490.8183479784,26453.024000779,26521.1236105985,26464.4719185751,26954.3890013495,26682.73991065,27550.3441057257,27283.3148940909,27912.3942457893,28830.4094521271,28540.2425039511,28740.7809533127,29433.173295989,29330.6245579612,28845.6649292121,28585.7804795719,29080.9486281914,28874.3878963709,29224.5591851013,29227.2246864972,29912.1747454189,29523.2608220278,29487.0399038154
2,"ACT",171.832347909913,176.347826087024,164.347826086954,170.347826086954,179.347826086954,190.347826086954,182.347826086954,164.347826086954,177.347826086954,164.347826086954,174.347826086954,166.347826086954,180.347826086954,198.347826086954,220.347826086954,218.347826086954,222.347826086954,237.347826086954,242.347826086954,244.347826086954,239.347826086954,269.347826086954,279.347826086954,277.347826086954
2,"NSW",9599.16220251554,9535.39111350408,9629.48014617331,9595.53381577206,9573.28386450593,9677.33049274565,9753.18897150379,9905.3841496676,9934.40635906391,10106.2985189356,10420.1997990407,10341.8445080473,10368.5904739029,10384.9136424035,10339.1665058874,10186.9240395072,10014.4775240584,10005.9126874558,10019.2702426496,9894.04118655912,9801.34377589712,9792.47186706342,9699.44222183008,9608.063425603
2,"NT",831.194609098347,858.608695651938,926.608695652116,883.608695652116,866.608695652116,926.608695652116,932.608695652116,971.608695652116,999.608695652116,1124.60869565212,1110.60869565212,1064.60869565212,1093.60869565212,1124.60869565212,1139.60869565212,1123.60869565212,1165.60869565212,1201.60869565212,1275.60869565212,1289.60869565212,1308.60869565212,1401.60869565212,1449.60869565212,1436.60869565212
2,"QLD",5598.73441303282,5604.0220682411,5629.83394603719,5565.86537932513,5538.93124597269,5530.32728670732,5578.210190445,5584.19555341221,5594.66993860483,5577.08793488865,5647.04186456792,5602.52572749929,5572.97299784869,5596.54036453208,5648.16412012427,5598.78487564479,5581.20287192861,5534.06813856183,5587.18823489582,5602.15164231384,5641.80467197161,5608.13700528105,5615.24462380462,5611.12968676466
2,"SA",1698.31987040528,1719.86956521715,1800.86956521741,1825.86956521741,1852.86956521741,1901.86956521741,1930.86956521741,1979.86956521741,1946.86956521741,1944.86956521741,1994.86956521741,2010.86956521741,1982.86956521741,1943.86956521741,1998.86956521741,2004.86956521741,1992.86956521741,2018.86956521741,2025.86956521741,2061.86956521741,2068.86956521741,2125.86956521741,2151.86956521741,2098.86956521741
2,"TAS",505.494000740876,528.471001742675,531.468002287852,566.433002414557,510.988303372906,536.41987028591,531.220475130699,549.643226572495,492.155846186959,529.130182367912,518.688412074419,535.492612551537,479.632684753652,482.36685500549,481.958784647149,508.785878686448,460.803627636075,482.110788805031,485.492559267066,532.472943608399,489.576598729262,523.920047522443,519.719126898063,504.660526791906
2,"VIC",4014.02201856297,4111.96404361055,4166.94905424144,4235.92005186982,4135.82771678056,4203.59513671691,4265.49386421003,4389.92290949594,4244.69662672139,4314.99727413458,4425.05548729793,4494.52209472088,4440.04546825718,4582.60096401239,4612.34985825634,4628.35512779651,4503.42572072546,4625.91069698269,4746.2423899385,4853.27321939864,4730.21518587552,4913.86792843286,4910.45343327769,5009.30843591749
2,"WA",3567.49004456644,3646.97610993825,3817.98417827041,3914.47910598965,3933.60866747603,3682.61413382026,3810.1847671688,3899.72018835588,4040.68491029301,3997.42324360622,4360.67799688553,4708.27003194744,4875.47232989518,4852.78718142302,4888.80178281146,4686.16153480007,4553.99419743221,4687.82013923469,4708.54831264149,4640.03811964871,4844.87160704195,4894.2839075581,5058.08324874415,4919.27828844904
3,"ACT-Female",12.8976087891534,11.8531510245863,11.8291025298905,12.8324303812913,12.8312719958153,15.1691338138749,13.0527046916816,12.7576480005853,13.5240517278207,12.9341846088934,14.8008466821386,12.8417525997809,13.1620293632824,13.0550771808771,15.0944129622604,12.7437200294571,12.8608292886723,13.8235324613679,13.1681137371399,13.0530453848281,11.0878504198661,12.7459115035545,12.5261607221142,13.6013538429391
