"Level","Description","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
1,"Aggregated",24271.704042264,24456.9928643127,24753.0034174085,24461.7093229573,24455.7760661018,24794.04791682,25102.521504331,25646.3317222995,26279.7177055584,26209.4941557969,26781.0976443177,26544.5641285284,26552.332070667,26673.9097465574,26839.7386814584,27590.8321036369,27361.472134267,27996.2618839012,28780.5319822661,28816.4279809982,28895.0265818334,29339.3143180499,29645.9948522086,28710.2710642234,28429.0205593365,28781.1790101196,28915.1848396635,29098.5829020289,29172.2292944727,29729.3907720602,29375.7550520495,29330.9573084539,29952.31834718,31016.4464490222,30852.2880185059,31562.3512504871,32840.2387896372,33747.2587342411,34410.3995796466,34419.7602465547
2,"ACT",177.826230856115,182.230769230771,187.230769230775,191.230769230775,208.230769230775,194.230769230775,194.230769230775,169.230769230775,183.230769230775,176.230769230775,164.230769230775,170.230769230775,179.230769230775,190.230769230775,182.230769230775,164.230769230775,177.230769230775,164.230769230775,174.230769230775,166.230769230775,180.230769230775,198.230769230775,220.230769230775,218.230769230775,222.230769230775,237.230769230775,242.230769230775,244.230769230775,239.230769230775,269.230769230775,279.230769230775,277.230769230775,276.230769230775,246.230769230775,263.230769230775,315.230769230775,338.230769230775,334.230769230775,338.230769230775,333.230769230775
2,"NSW",9008.98200902365,9041.74766981945,9105.12462789901,8980.87481124845,9022.33371245163,9179.3443803787,9237.95333005248,9312.8544361321,9558.04578816403,9593.54714268191,9665.4535895646,9660.32819828924,9555.68216481113,9684.98921985689,9764.34613001698,9998.05960586739,9962.16976645204,10241.5276355772,10576.0122643503,10354.2201537646,10430.8223506473,10402.494300105,10419.5267874673,10126.5444621322,10018.1342522527,10076.6002422652,10004.8441709688,9865.7509554218,9720.13903560423,9776.0327471411,9600.39943997438,9545.50666823102,9733.94071650718,9937.28132811377,10043.3988458516,10155.2796756871,10429.5354196773,10770.0718590527,11015.4943544725,10563.7036676732
2,"NT",784.233834732036,805.233082477164,837.381944269365,810.6119223315,780.926419463227,831.824545159236,817.581816921769,771.733764820703,838.287792049442,847.434804485605,895.424933560063,882.05493473827,860.437272216991,937.753506671787,901.040128349957,950.045063812728,1007.67506499093,1111.89558364518,1110.5941555787,1060.36129826752,1126.68740364786,1104.19947944305,1106.88571271964,1119.74610347763,1162.51571389784,1192.35883053614,1254.42986902283,1290.74857120902,1307.43973994838,1415.06233793243,1439.97402532603,1428.89805137656,1491.37363692445,1563.05740246966,1524.58428465315,1449.67012952816,1566.83441608403,1541.81467423294,1508.79986784463,1565.52805255477
2,"QLD",5291.63245166457,5351.98857716801,5388.56740415299,5380.76197079899,5331.05718953555,5491.15824550198,5573.07183176869,5586.92941318961,5735.61682575763,5645.33986846317,5742.13164487834,5466.43641861469,5413.24679362805,5444.65526383297,5499.65809242662,5557.72876314815,5603.31640142202,5593.33577616326,5801.69845721338,5568.41779190723,5496.69905947217,5721.9885226194,5689.8304890226,5536.89869158875,5591.00220130917,5428.35219682927,5550.13364954765,5612.10916681906,5705.25708189054,5678.1003114755,5659.20933670256,5679.13429296639,5730.63798657407,5972.66308585877,6069.40479844655,6324.08866334137,6683.5752056718,7010.78575560223,7200.55724511009,7227.1439842999
2,"SA",1551.30592466441,1513.17389630798,1491.04546898845,1519.99887624605,1549.87843944313,1543.33781449509,1593.88321736366,1628.23359712122,1689.38308444564,1755.91690490408,1834.01512604093,1878.99809701193,1896.94897222649,1921.02964792563,1932.59705907688,1975.95539787829,1957.77702464797,1935.80865765784,1967.73124545193,1983.68083738189,1983.1091286627,1944.46993069721,1956.84526694903,1972.69065008746,1977.29101043802,2015.73688359017,2024.6129073159,2059.98325918204,2079.88583754098,2124.05361764077,2168.7501420139,2120.13642017282,2162.90406037653,2210.0253317336,2263.59547468889,2353.26152206676,2430.92833219024,2507.88712882182,2609.84998428276,2634.52466112825
2,"TAS",524.4730613856,539.456123031017,528.465183782145,518.473243744996,498.102615767482,505.363904695174,519.666433546074,545.436573239972,505.597580956699,519.606125219823,536.110538263177,534.103248518654,514.899767263614,525.88299285851,531.745426984527,525.694766596379,485.49071417687,527.421297873454,519.408609424692,521.452376275422,468.993729443396,481.282455217296,491.495681544044,507.45532587279,456.547118231966,482.042551513713,488.296960413013,529.826502723366,474.987956982577,512.331220905238,503.689835040843,489.684885062223,457.272734951282,477.583598166845,469.621459767572,483.878561922352,447.527391713169,486.346924517194,468.304732037002,454.289855397854
2,"VIC",3531.95964468238,3591.04260021085,3677.30055326298,3649.91790827508,3563.62778429178,3625.49396772998,3800.24507056344,3995.66974425416,4009.51613194728,4131.24405091473,4301.41186134151,4158.05049444733,4189.51347646355,4187.12018554911,4315.77243682543,4350.71632255559,4269.92112505398,4265.51276549004,4401.08841306121,4460.56750728351,4384.99972486437,4608.78790658378,4654.8558285945,4621.70230841269,4496.8221868615,4601.35416738547,4697.96810088861,4876.62871820488,4788.18741219704,4902.67792567204,4959.15531687458,4973.45136990425,4991.18303121681,5377.50931367928,5363.32952241473,5585.66805595597,5863.51338894706,6013.88048027895,6141.03374202153,6447.50490297485
2,"WA",3406.64331822744,3482.31742304528,3618.82010191968,3346.84465658719,3453.39586392246,3497.68935461044,3496.17118670527,3631.98452771691,3596.73540988078,3623.89312629233,3821.12136531496,3927.58226009707,3896.43763234886,3705.6922134546,3763.20572073783,3953.22589368828,3976.10912126965,4053.23762977358,4305.5129539726,4777.73346690312,4810.4363034615,4898.98364949832,4838.29391891009,4708.69649573038,4512.46129096557,4714.30738930281,4684.80101436987,4636.48249311785,4850.45879755591,4882.95827198963,5061.13310561615,4907.84536819431,4963.07404688411,5030.45704255464,4993.68803725901,4959.21636452061,4975.8512287689,5111.81466347712,5276.24033661518,5305.15347011379
3,"ACT-Female",6.99300000461501,7.3874227645924,8.61697879248111,7.4745584537207,9.4867493339688,11.0284761298511,12.7609632827852,12.8650313062316,12.4880648354454,10.9686498833449,9.67556939034141,10.2524614243259,11.0136475364407,14.4922950169536,14.7134379276834,13.5315354568032,13.7355863296778,13.4151842145543,15.4122097656642,14.7970882174296,14.0143237069636,13.5725108944458,15.9365828474636,15.093058133672,13.7458031064258,14.292098389928,14.1648679896983,13.6574820346421,10.7576574104883,10.4276417072278,10.6769459731023,12.124381181256,13.3769253438813,12.7771727651989,12.4386566850925,13.1187368967652,14.8093133430875,14.4567976699352,16.8712712696755,17.3629159108706
3,"ACT-Male",170.8330000835,175.000000000009,177,185,196,181,179,156,171,167,156,159,167,171,167,152,163,151,156,152,167,185,201,204,210,222,228,231,232,259,268,263,261,234,251,301,321,320,318,315
3,"NSW-Female",670.843087345689,655.392127756606,657.141215511729,631.779443062444,637.026706327813,649.270320613675,661.513934899537,686.875707348823,693.872058369315,681.628444083453,696.495690002,682.502987961015,669.384829797591,648.395776736114,692.997514491753,712.237479798108,727.104725716654,738.473796124955,757.713761431309,758.588305308871,759.462849186432,748.968322655693,764.710112451801,741.097427757639,732.351988982024,692.997514491753,689.499338981507,688.624795103946,653.643040001483,651.89395224636,646.646688980991,659.764847144414,658.015759389291,681.628444083453,693.872058369315,692.122970614192,698.244777757123,733.226532859585,755.964673676186,719.2338308186
3,"NSW-Male",8359.63200782306,8389.23007561061,8457.31253446823,8366.06511126766,8387.13381039879,8528.9171839739,8592.37471175983,8603.24610577566,8847.00294074216,8911.39830208364,8946.70506263511,8986.5410317632,8909.32096243749,9036.52364474965,9065.43240458096,9274.18247623908,9234.43057859788,9448.75104771405,9790.18931231712,9584.7491351804,9656.46020496712,9641.49937477835,9645.01184540304,9395.42799994352,9295.55491216851,9385.33029236151,9340.46503532022,9180.49423598054,9114.8852228639,9122.428448816,8967.26983320606,8910.52529368708,9068.40233421897,9243.68204433609,9329.25533016554,9463.74213723959,9703.91661381719,10005.0567852596,10238.2469748092,9860.58077914729
3,"NT-Female",24.977255364918,27.3561457455214,29.4903947819699,28.1994437730434,29.2934108467418,31.654809904327,32.5244732681487,35.5163082611149,33.2547011059315,39.8107959814963,42.5947517573991,38.5163736682188,44.0163429237048,43.5433990723585,41.5445507197797,47.7729928088518,48.324930485738,48.0425050388339,55.0701865232808,49.076819409874,48.4901191054545,53.3364485273099,48.260806542977,52.0209694762629,51.5508374907981,52.4306970610274,60.7842631393155,59.051378299035,63.0361704817907,68.4413149925921,79.9837166166181,84.8489251577738,88.9559291665306,100.683630183041,100.440490578854,105.854142745303,110.93676150929,119.70978273356,118.822920147215,116.875983698532
3,"NT-Male",759.257268091509,778.264440396869,808.928440109112,785.975297169713,752.800834424056,799.49349714386,787.355925622092,739.905791683231,806.39437414983,804.403400214804,860.234971005011,850.96580316689,814.504658452805,896.344032349293,868.378308567703,897.585956927392,959.350118482069,1058.29842386233,1060.97427611012,1021.53883416227,1071.75856295424,1056.12174735907,1056.05497149005,1064.07293383381,1101.67847239527,1142.75436083451,1202.99405246209,1231.72559308607,1246.9760044074,1345.9867640023,1354.63134876845,1340.75159810099,1396.77566732759,1455.01870395206,1426.27816280088,1343.78039730132,1445.25600925235,1417.24589853034,1400.2066589804,1447.93097395723
3,"QLD-Female",353.654436070218,362.435897435916,366.435897435897,372.435897435897,379.435897435897,373.435897435897,388.435897435897,411.435897435897,423.435897435897,426.435897435897,448.435897435897,411.435897435897,414.435897435897,414.435897435897,414.435897435897,441.435897435897,451.435897435897,429.435897435897,442.435897435897,421.435897435897,428.435897435897,431.435897435897,454.435897435897,442.435897435897,416.435897435897,409.435897435897,431.435897435897,435.435897435897,488.435897435897,444.435897435897,469.435897435897,484.435897435897,482.435897435897,513.435897435897,555.435897435897,579.435897435897,623.435897435897,654.435897435897,659.435897435897,669.435897435897
3,"QLD-Male",4937.79076532627,4993.52257733852,5024.19289966054,5005.94472861314,4964.66337270594,5125.71171024056,5182.02904492419,5171.94624322739,5314.88925872971,5217.40641964022,5272.24352511729,5067.88450843545,5014.36623883737,5037.4913127642,5114.61839947305,5131.47010156434,5115.04382036612,5187.00049392549,5308.8163611946,5147.18156893259,5110.11152024225,5313.00392117819,5284.01387693095,5112.13039449984,5196.15003683168,5022.90109666772,5091.90038701054,5184.51510826075,5209.20147321133,5225.22646837069,5182.85657662315,5195.00561013774,5227.01551892548,5467.11597042148,5557.33087547358,5751.78945817285,6073.75170093147,6294.54352799497,6510.67138617726,6551.25898497463
3,"SA-Female",91.9101503225971,94.1140842279789,95.4364510416146,100.943713707727,104.187661485965,103.934030152907,103.68524059726,103.68524059726,106.69008237467,111.441292819022,118.69492415208,122.187661485965,124.187661485965,129.192503263375,129.182819708555,129.436451041612,122.924346598087,129.69976592949,133.436451041612,130.68039881985,127.431609264202,128.187661485965,127.182819708555,131.192503263375,130.431609264202,128.182819708555,124.68039881985,128.192503263375,133.441292819022,131.68039881985,138.197345040785,137.68039881985,137.436451041612,137.68524059726,145.197345040785,149.187661485965,151.187661485965,163.7046077069,166.182819708555,172.446134596432
3,"SA-Male",1459.34706831667,1420.052701342,1396.14722358962,1417.91011496312,1442.45960064608,1440.00892465711,1490.40937621621,1526.31797513591,1586.49366974213,1646.07793079565,1712.25904209073,1752.2157716897,1768.56557514593,1786.68133243047,1802.2654628775,1846.6659749111,1842.35407864368,1817.72836054117,1836.77271858795,1850.55104667069,1853.90978456779,1820.35864395957,1833.22469111389,1843.51321642833,1851.88103141348,1888.78864049421,1902.36291412672,1937.43907198977,1949.65025669592,1991.8925879325,2026.28346812759,1984.48779978772,2023.72876686828,2067.19573964724,2121.40813426423,2205.28437006886,2277.09002497987,2341.11247882271,2436.80740320819,2455.05974278088
3,"TAS-Female",35.0814985119025,33.5425998445657,32.2200698484423,33.5425998445657,35.3059731727303,34.424286508648,36.6285031688537,37.0693465008949,40.1552498251829,35.7468165047714,33.9834431766068,34.424286508648,37.510189832936,35.3059731727303,36.6285031688537,37.9510331649772,34.8651298406891,34.424286508648,34.8651298406891,38.3918764970183,39.7144064931418,34.8651298406891,36.6285031688537,34.8651298406891,35.3059731727303,32.2200698484423,37.510189832936,37.0693465008949,37.0693465008949,36.1876598368126,35.3059731727303,40.1552498251829,41.9186231533475,36.1876598368126,34.424286508648,33.9834431766068,35.3059731727303,33.5425998445657,33.1017565125246,33.1017565125246
3,"TAS-Male",493.506000299669,495.658191982795,510.710295124212,496.710295124212,480.223239233881,450.546211681673,459.130724247794,497.130724247794,489.811406725683,479.223147610609,512.930891327415,500.676935929202,511.488342654885,494.319317522111,497.838467964601,489.738551504411,475.553704778782,482.869275752206,483.034554336292,480.707743716806,454.873022300893,423.869275752206,431.873022300893,451.969192212395,437.553704778782,433.803913628308,443.546211681407,485.5807660177,476.003746548687,474.611573805304,496.96169911502,447.257701946901,437.034554336292,424.515403893802,414.422980530988,439.5807660177,435.357618407091,443.096169911502,442.450041769905,415.096169911502
3,"VIC-Female",257.74687793024,262.088177594649,256.789195765297,261.877801729485,237.262373020887,213.54932862352,235.430749979953,257.488443283025,239.36576167043,249.640432603885,258.022199027066,252.471897096846,258.133911906361,230.142476954804,246.688796760347,256.483759807785,247.278000514822,262.138049895117,277.205928157578,301.083100954582,325.142674089261,314.958416673603,324.352989890976,319.796473403887,313.09636108657,307.435926625404,332.456563867192,324.776206779458,340.38142778743,316.477475115979,341.436412192609,344.181091291715,339.879846941302,340.481002625815,363.949685490075,404.54255654777,420.494751842527,402.362574376281,403.731887995091,420.887938902799
3,"VIC-Male",3274.10860098229,3336.10689151104,3420.34433189592,3407.8355920132,3344.98574688609,3407.25957503318,3563.15932852903,3752.80623785123,3787.56505895242,3880.28923376511,4044.33353996983,3929.9593011407,3936.40716404474,3938.21142589056,4040.68553972074,4091.95702867858,4033.22369781823,4004.45781628404,4149.8368372489,4151.9633688731,4077.4806748045,4281.57078993073,4323.8291195234,4296.7907666403,4206.59920794867,4282.08838367625,4374.63583132539,4537.46257246733,4439.53880885212,4585.12060453742,4645.5769873245,4629.45404666375,4662.41208925216,5013.87736464707,4986.5227971265,5187.21455113335,5439.29943217509,5599.79861713739,5739.11148860654,6011.88728088921
3,"WA-Female",270.735503784274,275.271044122156,267.317943575348,244.199697743516,238.407564358998,261.358741640208,256.340445629448,273.929261599506,290.523370461788,299.298860358911,340.254380058798,313.498396263518,325.414453087526,276.878836277527,256.349675486542,305.678524975522,325.542082494369,313.871210750614,328.424440358367,379.619941463936,397.903034128609,390.760353853741,397.860889732288,404.168216718475,375.102088874477,370.289583105029,355.102786301629,352.906008070557,388.998201187545,401.696482409619,446.451351201544,427.37021263459,450.486375417607,458.29092620188,449.959126328157,452.981714847264,447.615706148979,493.230302072733,475.668258131677,500.54043671268
3,"WA-Male",3135.90773837399,3206.75265207498,3349.11243500445,3110.0798043799,3205.59557439663,3249.84513752991,3237.3249173232,3370.29592417553,3293.83244607082,3337.46488265921,3472.29444689832,3616.75598656622,3571.64999007268,3419.38936279342,3524.21512293899,3631.28673985847,3675.36923605917,3743.17650841746,3963.5760760455,4394.8252085404,4426.0339762448,4501.72880111196,4425.01534565994,4305.26578670151,4147.16205988325,4332.8605220809,4334.18004630054,4293.22042387877,4461.42964360179,4487.13337120786,4615.84812503097,4479.48919033332,4508.298604766,4563.7705187548,4554.8802419507,4496.33380967954,4527.92408277055,4620.10812012412,4801.61863748805,4809.23373887848
4,"ACT-Female-Remanded",4.93632001048998,3.55897534441479,4.67938044371255,2.99877279476592,4.67938044371255,4.67938044371255,5.79978554301031,7.48039319195694,5.79978554301031,4.67938044371255,4.67938044371255,5.23958299336143,5.23958299336143,8.04059574160582,6.35998809265919,7.48039319195694,7.48039319195694,8.04059574160582,6.35998809265919,4.11917789406367,6.35998809265919,6.35998809265919,8.6007982912547,7.48039319195694,6.35998809265919,6.92019064230807,5.23958299336143,6.35998809265919,4.67938044371255,4.67938044371255,4.11917789406367,4.11917789406367,4.67938044371255,4.67938044371255,5.23958299336143,4.67938044371255,5.79978554301031,5.23958299336143,5.23958299336143,5.23958299336143
4,"ACT-Female-Sentenced",4.99500000321588,5.11830032869096,5.70950372808551,5.10099812081858,7.25034569618867,7.44067375775722,7.76889585474928,4.99596477982059,6.83747372638647,5.4080290918703,5.19623916738703,6.14366458002878,6.37912332129771,7.62744349471669,6.96012477689824,4.51650288547788,6.13406735838252,4.13879077292992,9.2093544763402,7.94167453811211,6.20207839190306,6.73908052436818,7.5444836638442,5.63124444100882,6.12072242931872,6.84783918861183,7.80947607343733,6.02530778232491,4.86703859622243,6.55027327067885,7.01560892327489,8.8560121506577,8.76511089343408,7.5943317781215,7.50501019292526,9.16431084422651,9.3957159415735,8.54494142451708,12.4525737392486,10.5945322084323
