,loss_run_1,loss_run_2,loss_run_3,loss_run_4,loss_run_5
0,3974.75146484375,3981.528076171875,3975.090576171875,3973.443115234375,3975.848876953125
1,3919.72607421875,3935.0166015625,3951.214111328125,3952.32861328125,3961.275634765625
2,3971.24853515625,3905.63232421875,3926.8603515625,3903.9384765625,3934.792724609375
3,3951.628662109375,3870.408203125,3887.433349609375,3884.408935546875,3911.03076171875
4,3916.529052734375,3827.401611328125,3830.943359375,3903.431884765625,3862.739013671875
5,3911.96240234375,3782.7353515625,3742.68798828125,3843.176025390625,3817.012939453125
6,3873.642822265625,3755.48974609375,3692.0615234375,3899.067626953125,3718.902587890625
7,3878.490234375,3727.15234375,3555.6708984375,3789.75634765625,3749.621337890625
8,3900.64697265625,3633.751220703125,3513.594970703125,3755.275634765625,3487.05810546875
9,3879.76708984375,3668.486328125,3314.104248046875,3645.449951171875,3384.795166015625
10,3848.543212890625,3479.569580078125,3305.696533203125,3742.450927734375,3250.70361328125
11,3834.14599609375,3463.31298828125,3257.90576171875,3645.880615234375,3424.5078125
12,3763.53173828125,3310.739013671875,3461.14013671875,3543.74365234375,3349.040771484375
13,3783.654052734375,3441.2626953125,3247.943359375,3526.2373046875,3405.93408203125
14,3777.367919921875,3368.49853515625,2997.56103515625,3441.696044921875,3087.6572265625
15,3793.130126953125,3198.571533203125,3015.482666015625,3483.441650390625,3120.015869140625
16,3729.416748046875,3173.49853515625,3175.37353515625,3250.847900390625,3189.22509765625
17,3695.06494140625,3190.771484375,3080.7041015625,3191.93701171875,3204.94873046875
18,3696.525634765625,3371.01513671875,2860.544189453125,3170.3408203125,3162.3125
19,3698.126953125,3121.083984375,2807.519775390625,3173.517333984375,3131.822265625
20,3566.900146484375,2971.47509765625,3108.068359375,3044.88232421875,3109.69189453125
21,3636.78173828125,3239.615234375,2846.383056640625,3073.2705078125,3019.89990234375
22,3506.0224609375,3248.439453125,3037.58837890625,3012.69140625,2964.38818359375
23,3646.93115234375,3117.28271484375,2879.755859375,3189.24462890625,3236.494140625
24,3562.130126953125,3132.55029296875,2886.6806640625,2990.982666015625,3101.671630859375
25,3672.39990234375,3164.733642578125,2737.30810546875,3128.535400390625,2879.222412109375
26,3608.934814453125,3111.708251953125,2627.379150390625,3048.302734375,2971.279052734375
27,3791.489501953125,3081.477783203125,2686.7744140625,2966.57080078125,2906.002197265625
28,3637.47509765625,3058.880615234375,2739.49365234375,3000.279541015625,3102.966064453125
29,3513.26171875,3135.432861328125,2579.633544921875,3037.7509765625,2907.8759765625
30,3541.565673828125,3066.290771484375,2660.982177734375,2923.81884765625,2795.076416015625
31,3504.792724609375,2955.71728515625,2677.3916015625,2935.300048828125,2848.799560546875
32,3450.246337890625,3219.73095703125,2592.58642578125,2826.503173828125,2910.012451171875
33,3537.2197265625,2878.4677734375,2666.833984375,2799.892822265625,2713.25537109375
34,3399.192138671875,3052.857177734375,2455.632568359375,2862.837890625,2872.805908203125
35,3557.751953125,2961.63525390625,2510.158203125,2760.618408203125,3125.34375
36,3415.77685546875,2772.324951171875,2573.16455078125,2855.2890625,2963.057373046875
37,3402.131591796875,2884.5634765625,2616.124755859375,2729.924560546875,3154.849365234375
38,3310.480224609375,2878.1943359375,2552.78076171875,2699.46044921875,2910.0087890625
39,3451.162353515625,2709.660888671875,2669.316650390625,2846.32177734375,2945.044189453125
40,3200.7333984375,2716.1552734375,2600.276611328125,2824.010009765625,2746.323486328125
41,3077.45361328125,2875.636474609375,2590.880859375,2701.562744140625,2561.125244140625
42,3158.276123046875,2735.095947265625,2537.090087890625,2940.034423828125,2621.05615234375
43,2973.816162109375,2884.974365234375,2565.5166015625,2746.855712890625,2765.068359375
